26620434	2021-11-01T23:56:41.000Z	1455322939268767747	After 0 weeks, I finally made it to my office. @ California State University, Los Angeles 	{'place_id': '3b77caf94bfc81fe', 'coordinates': {'type': 'Point', 'coordinates': [-118.168395, 34.06769829]}}
81188520	2021-11-05T18:45:22.000Z	1456694142076022785	Driving my HS sophomore daughter to school this morning, and she had these playing in rotation while in silence. Pray for that poor boy! 😂😭🤦🏾‍♂️ 	{'place_id': '3b77caf94bfc81fe'}
222189121	2021-11-05T18:38:03.000Z	1456692300310933508	My 0 year old fell in mud, and I had to get him clean clothes, and shoes so I can go to school, and get him changed. 	{'place_id': '3b77caf94bfc81fe'}
1631290272	2021-11-05T17:57:12.000Z	1456682021401477121	 LOL YESS he was in the garage don’t know how cuz there’s stairs but he’s definitely grounded he can’t go out for like 0 weeks 😂😂😂	{'place_id': '05b5c83b6407aaac'}
23227008	2021-11-05T16:52:21.000Z	1456665702618726402	  Both you moron. Many people were nervous going out and being around unvaxxed people. They weren’t so blissfully cavalier as you, especially if they were living with vulnerable people in their household	{'place_id': '3b77caf94bfc81fe'}
1219854449515978753	2021-11-05T16:45:18.000Z	1456663927132024835	 I read they stopped buying/selling houses, because they didn’t have the staff to go out and make the appraisals on the properties. And maybe the layoff are the paperwork aspect of things, they probably about to make that process automated. 🤖	{'place_id': '3b77caf94bfc81fe'}
140980153	2021-11-05T15:53:27.000Z	1456650880762069003	Going out without me? - Cosmo 	{'place_id': '3b77caf94bfc81fe'}
25351537	2021-11-05T14:57:22.000Z	1456636767121993730	manic stage be like i wanna drive off a cliff but i have to go to work	{'place_id': '3b77caf94bfc81fe'}
949799855530041349	2021-11-05T14:35:05.000Z	1456631159027224582	    Jobs and Freedom. Freedom to drive while Black. Freedom to get an abortion if you’re raped. Freedom to go to work and not get infected with covid.	{'place_id': '20ba6fb3b1ee82da'}
105706140	2021-11-05T14:07:39.000Z	1456624254397476867	Here’s how the situation looks like in the Dominican Republic. Anyone from 0 years old who has not received their 0 doses of the vaccine is not allowed to; Use any public transportation, go to work ( if it is indoors), go to study centers, stores…you have to wear a mask🤦🏽‍♀️	{'place_id': '3b77caf94bfc81fe'}
22780275	2021-11-05T13:04:55.000Z	1456608464365514761	He worries about ucla more than cal where he first went to school. So  ignore his ucla football commentary. Iono care if he got a degree from ucla 	{'place_id': '3b77caf94bfc81fe'}
1073159002580606976	2021-11-05T11:33:38.000Z	1456585492393127938	Why did I agree into going to work at 0am AGAIN	{'place_id': 'f2b1ac6c9d15503f'}
938084433277493248	2021-11-05T11:28:16.000Z	1456584145144926213	   Covid is designed to thin the populace, survival of the fittest. Yes, go out and get it and develop antibodies or die like the dog you are!	{'place_id': '3b77caf94bfc81fe'}
863311385307996160	2021-11-05T10:34:33.000Z	1456570626777485312	It is hella foggy outside right now. I’m afraid to go out. Those pirate fuckers from The Fog must be back for their gold.  	{'place_id': '3b77caf94bfc81fe'}
952748827236118528	2021-11-05T09:29:49.000Z	1456554334519369734	Not going out till next year. It’s been real sisters 🥲	{'place_id': '3b77caf94bfc81fe'}
183751086	2021-11-05T08:03:56.000Z	1456532721308557313	i dont understand why people still go out everything is so washed and been lmfao	{'place_id': '3b77caf94bfc81fe'}
1393542794	2021-11-05T05:23:37.000Z	1456492377615466499	 No matter who we face at this point ain’t nothing is ever given. You gotta go out there and earn that W. Exactly you already know it’s always Lakers for life! 💜💛💯	{'place_id': '3b77caf94bfc81fe'}
1288983121048862721	2021-11-05T05:10:33.000Z	1456489088266092547	i don’t even feel like going out anymore lmaoo. If you see me out, just know I’m chillin and vibin🍃🍁	{'place_id': '741e9df4d2522275'}
2397357324	2021-11-05T04:59:12.000Z	1456486232154722312	Some girl from high school I BARELY KNOW AT ALL hit me up asking for a ride to school.....wtf I DIDNT EVEN HAVE CLASS WITH YOU LUV	{'place_id': '3b77caf94bfc81fe'}
744233406066679808	2021-11-05T04:52:02.000Z	1456484426951446532	Lakers going out sad	{'place_id': '3b77caf94bfc81fe'}
1951940624	2021-11-05T04:37:49.000Z	1456480850527154177	It’s all about going on vacations & going out more	{'place_id': '1100db27cd9d364c'}
2889056108	2021-11-05T04:14:36.000Z	1456475008797085700	Idk if I’m supposed to go to work tomorrowww orrr whaaaat	{'place_id': '2da132a7bfebfc0c'}
1056398564	2021-11-05T03:53:00.000Z	1456469571439788035	Girl mad cause I’m taking her home install of going out girl it’s a Thursday 🙄😂✨	{'place_id': '07dccb89e8f25a8f'}
22459873	2021-11-05T03:52:27.000Z	1456469433057091585	   I don’t know what possessed me, but I remember going back to my office and writing a sidebar: “The 0 Worst Losses in TC History”	{'place_id': '206e932cc0e89fa2'}
467596642	2021-11-05T03:49:04.000Z	1456468582271905793	I get bored being home alone... But I'm too lazy to go out. And I don't want a guest here when I don't know when they'll leave.	{'place_id': '05b5c83b6407aaac'}
22214230	2021-11-05T03:28:08.000Z	1456463315882831874	 There are hundreds/thousands of things the government makes you do: traffic laws, registering for draft, paying taxes, getting paid for work, going to school. Getting a vax to stop a raging pandemic is a no brainer and y’all anti-vax are selfish (and silly)	{'place_id': '3b77caf94bfc81fe'}
1162024734	2021-11-05T02:13:49.000Z	1456444611442978822	( $Liz0 Venmo ) my sister’s going out for her bday if you would all be so kind as to buy her a shot. Thanks 😊	{'place_id': 'e3505917a639e8ec'}
22599139	2021-11-05T01:34:16.000Z	1456434656560103425	If I don’t follow you on social media and you still go out of your way to block me you’re weird.	{'place_id': '3b77caf94bfc81fe'}
868152886450020352	2021-11-05T01:17:51.000Z	1456430525246164996	Happy Cakeday wishes go out to  🎂	{'place_id': '3b77caf94bfc81fe'}
1129804232075427844	2021-11-05T01:00:28.000Z	1456426152625524740	Where’d he go to school?  	{'place_id': '3b77caf94bfc81fe'}
74516561	2021-11-05T00:15:43.000Z	1456414889925251103	This wk theres been stuff in the evening that I wanted to go to, but then when eve came I was like “nah”. Taking an early evening stroll rn & its so nice out. Just decided Friday & Sat eve/night I’m gonna go out. No excuses. I spent all week in. Time 0 go have some experiences 😊	{'place_id': '3b77caf94bfc81fe'}
1408889839	2021-11-06T23:54:30.000Z	1457134326957559808	never going out again. 	{'place_id': '00b028b400039d97'}
171659480	2021-11-06T23:54:01.000Z	1457134207591804929	 I'm goingGoing to work.	{'place_id': '3b77caf94bfc81fe'}
721193970	2021-11-06T22:12:48.000Z	1457108734073737222	 I think Gen Z is the least racist generation so far. The people who need CRT haven't been to school in 0 years. And they're the ones who block it.	{'place_id': 'e83d71e042bbfcf7'}
31014092	2021-11-06T22:11:56.000Z	1457108517223952385	I really don’t wanna go to work	{'place_id': 'f227fd9a20f20e9d'}
348869003	2021-11-06T22:02:49.000Z	1457106219638788102	How did Bell not go out of bounds?!	{'place_id': '3b77caf94bfc81fe'}
113550617	2021-11-06T22:00:48.000Z	1457105715366035457	 This has generally always been policy, even pre-COVID. Just depends on school to school and leadership at that school whether it’s enforced. My first years in the district my principal enforced this policy. When I moved, not so much. So it depends but I’m not surprised. 🤷🏻‍♀️	{'place_id': '3b77caf94bfc81fe'}
1400342173128683523	2021-11-06T21:47:31.000Z	1457102369297108994	Remember when Steve Brannon said that he didn’t want his daughters to go to school with “Whiny Jewish Girls”	{'place_id': '3b77caf94bfc81fe'}
35615243	2021-11-06T21:09:52.000Z	1457092895937163264	This year is going out with a bang. These eclipses + Venus retrograde gnna shake the table.	{'place_id': '3b77caf94bfc81fe'}
1414117614	2021-11-06T20:58:09.000Z	1457089948020973568	I was trying to walk under an umbrella and my claw clip got caught on it and I took the umbrella down with me… i’m never going out again	{'place_id': '3b77caf94bfc81fe'}
28755609	2021-11-06T20:31:21.000Z	1457083201856307201	  I'm so sorry Danny 💔💔Our hearts go out to you 🙏	{'place_id': '59612bd882018c51'}
44559683	2021-11-06T20:15:51.000Z	1457079303380733954	I have no fucking words.My heart goes out to the kids who thought they were going out for a fun night and instead were traumatized, injured, and killed. I can not imagine any artist thinking their performance is more valuable than human life. 	{'place_id': '3b77caf94bfc81fe'}
30736157	2021-11-06T18:49:23.000Z	1457057540169093124	Most of my student loan debt is from wake forest. However, I couldn’t care less that they’re having a great season. I only care about Duke and Georgia football when it comes to college sports.	{'place_id': '3b77caf94bfc81fe'}
2969337526	2021-11-06T18:41:48.000Z	1457055633946001410	Rap concerts don’t even look fun anymore people just wanna go out and act up, it’s not even about the music anymore	{'place_id': '3b77caf94bfc81fe'}
787316946622558208	2021-11-06T17:59:51.000Z	1457045078082416641	I really didn't feel like going to work today 😐	{'place_id': 'c1e1a49e92ce1ba0'}
308735416	2021-11-06T17:45:38.000Z	1457041500819247108	   Even with those hours, they can’t be opened that late due to school nights prohibit any teen working past 0pm-0pm(Depending on the state).	{'place_id': '3b77caf94bfc81fe'}
2725836585	2021-11-06T17:25:28.000Z	1457036422314037256	This LA Fog is so sexci. I go out everynight just to look at it.	{'place_id': '3b77caf94bfc81fe'}
310922401	2021-11-06T17:23:02.000Z	1457035812692905987	Really going out on a limb here - I don’t hate the Republican’s language on cannabis from what I’ve read thus far … Here’s my pros and cons👇	{'place_id': '3b77caf94bfc81fe'}
480505404	2021-11-06T17:17:51.000Z	1457034506674733058	  It's been awhile, but if I recall you should def break in your hiking shoes before going out (could be wrong here)	{'place_id': '3b77caf94bfc81fe'}
607638286	2021-11-06T17:14:16.000Z	1457033603720777732	I woke up even more upset, god knew what he was doing when he keep me from going out, y'all don't even know.  	{'place_id': '3b77caf94bfc81fe'}
116972959	2021-11-06T16:37:07.000Z	1457024255644692487	It’s so sad people go to college and start studying politics and the university participates in this fake ass political democracy by having student government its all popularity contest BULLSHIT	{'place_id': '3b77caf94bfc81fe'}
1368631764889956352	2021-11-06T16:32:23.000Z	1457023064743481345	Good morning to me Ahh Time to go out and party 🤗😊🎉🎉🎊 KITS award show here we go @ Pasadena, California 	{'coordinates': {'type': 'Point', 'coordinates': [-118.1488, 34.1467]}, 'place_id': '10de09f288b1665c'}
54348983	2021-11-06T16:05:47.000Z	1457016369094881283	I decided to not go out last night and now I’m getting an unwanted amount of drunk/hungover texts from friends. 	{'place_id': '3b77caf94bfc81fe'}
16883781	2021-11-06T15:27:10.000Z	1457006653966995464	This is heartbreaking. Senseless. His fans just wanted to go out and have a good time-this should have never happened! 😢 	{'place_id': '3b77caf94bfc81fe'}
246046942	2021-11-06T14:59:04.000Z	1456999582626312200	Prayers going out to anybody effected by the tragedies at Astroworld yesterday 🙏🏽🕊	{'place_id': '01c060cf466c6ce3'}
1219854449515978753	2021-11-06T14:16:48.000Z	1456988946265567236	  My thoughts go directly to, are her parents going to go out of their way and find options for her. Since she clearly does not want to eat animals. It’s hard to be in a household where no one makes those type of connections.	{'place_id': '3b77caf94bfc81fe'}
1415548634376986627	2021-11-06T12:05:47.000Z	1456955970869882880	I cant stop thinking about all the families who lost someone tonight at the Astroworld Festival … no one should ever have to go through that, that’s not the way those people should have lost their lives. My thoughts and prayers go out to everyone affected. 💔	{'place_id': '3b77caf94bfc81fe'}
350745799	2021-11-06T09:57:06.000Z	1456923590368980995	if I’m gonna stay up this late I might as well go out next time 😂🙄	{'place_id': '3b77caf94bfc81fe'}
1363690647861923846	2021-11-06T09:54:28.000Z	1456922927916404739	I’m reading this after a night at Academy. My prayers go out to the families❤️.Has Travis not addressed this situation!?! Festivals are supposed to be a fun time, and not end up like this😭 	{'place_id': '07dccb89e8f25a8f'}
350745799	2021-11-06T09:07:49.000Z	1456911184985149442	 I don’t go out anymore boss	{'place_id': '3b77caf94bfc81fe'}
14480889	2021-11-06T08:05:58.000Z	1456895621957181446	JUST HEARD ABOUT ASTROWORLD MY PRAYERS GO OUT TO ALL THE FAMILIES OF EVERYONE AFFECTED 🙏🏾	{'place_id': '3b77caf94bfc81fe'}
350745799	2021-11-06T06:52:36.000Z	1456877156877750279	If she didn’t go out tonight Cuff her she deserves the world	{'place_id': '3b77caf94bfc81fe'}
792537969747828737	2021-11-06T06:26:07.000Z	1456870494754336777	 Must be easy going out twice a month at most. 🙄🙄	{'place_id': '3b77caf94bfc81fe'}
1328092504558747648	2021-11-06T05:47:38.000Z	1456860806931308554	I miss going out out on weekends	{'place_id': '3b77caf94bfc81fe'}
1248931714983837696	2021-11-06T05:42:12.000Z	1456859442863960072	Been stuck indoors Studying all week so decided to go out to a Rave Solo	{'place_id': '3b77caf94bfc81fe'}
700489888408317953	2021-11-06T04:55:42.000Z	1456847738461511683	Why did I decide to go out 😭 I’m sleepy asf 😭😂	{'place_id': '07dccb89e8f25a8f'}
1258447189	2021-11-06T04:21:54.000Z	1456839234732511237	Laying in bed listening to Jeremy Zucker on a Friday night instead of going out…it’s called self care 🤧	{'place_id': '3b77caf94bfc81fe'}
2757679585	2021-11-06T04:12:07.000Z	1456836771623309314	Damn so its like am i going out tn or not	{'place_id': '3b77caf94bfc81fe'}
166757282	2021-11-06T03:51:07.000Z	1456831484971520003	I hate hope sometimes. It’s such a good “well I ain’t gonna do shit about it” phrase. Like man I hope I make it to school. Um. Stay up all night if you don’t know how to regulate your shit. How do you have access to the largest form of information and don’t know yourself yet?	{'place_id': '3b77caf94bfc81fe'}
2219200212	2021-11-06T03:47:25.000Z	1456830554033180678	Usually work stressed me out and I can’t wait to go home but now home stresses me out and I can’t wait to go to work 🙄🙄	{'place_id': 'e9b2c8beb5442ec5'}
46415529	2021-11-06T02:33:12.000Z	1456811877573398529	shoutout 0 my bitches w stomach aches tht still go out	{'place_id': '3b77caf94bfc81fe'}
512510579	2021-11-06T02:30:34.000Z	1456811216752373762	Not my roommate calling to say there’s not one, BUT TWO OLYMPIC MEDALS at our house the one weekend I go out of town.	{'place_id': '0c2e6999105f8070'}
73006609	2021-11-06T01:54:36.000Z	1456802164517441537	to go out or not? 🤔	{'place_id': '4db990e393c2e28b'}
96718680	2021-11-06T00:32:21.000Z	1456781464977108996	It’s been a big week. HUGE opportunities this week. Just hoping to go out there and crush the expectations. I’m always making moves for my family. Finishing out 0 STRONG. 	{'place_id': '3b77caf94bfc81fe'}
1209521521464463365	2021-11-06T00:19:04.000Z	1456778120489431041	I wanna start wearing dresses but I could never get myself to go out with them😓	{'place_id': '3b77caf94bfc81fe'}
25441760	2021-11-06T00:10:13.000Z	1456775895973171203	Space activity is the future for middle class families struggling to pay bills and send their children to college. Space activity is every child going to bed hungry. 	{'place_id': '3b77caf94bfc81fe'}
196740371	2021-11-07T23:56:01.000Z	1457497097205268486	 Because some people are windbags who like to hear themselves talk/tweet and have no fucking idea of the subject matter they speak of. Like you went to college doesn’t = educational industry expert anymore than I’m a public infrastructure policy expert bcuz I took subway today🤷🏻‍♂️😉	{'place_id': '3b77caf94bfc81fe'}
3253985348	2021-11-07T23:50:03.000Z	1457495595891912710	 Nahhhh I’ll stay home, unlessssss I feel like going out 😭😭	{'place_id': '3b77caf94bfc81fe'}
963248784	2021-11-07T23:12:08.000Z	1457486054991097859	Why the niners going out sad 😭😭	{'place_id': 'be347aa731d4353b'}
470594171	2021-11-07T22:52:26.000Z	1457481094723375106	 I know that I’m saying are you in the city - people are still traveling and going out of town.	{'place_id': '3b77caf94bfc81fe'}
226262800	2021-11-07T22:50:40.000Z	1457480650361999362	 Seems like a weird thing to go out of your way about	{'place_id': '3134f9d2892d2685'}
3302157286	2021-11-07T20:46:27.000Z	1457449391925579785	This is very important.. people you went to school with think they know u lol I didn’t even know myself 	{'place_id': '3b77caf94bfc81fe'}
3253985348	2021-11-07T20:39:32.000Z	1457447650832257026	Fuck. I wanna go out, but then I also wanna stay home. But I also wanna go out, but I wanna stay home……😓	{'place_id': '3b77caf94bfc81fe'}
768574405886771200	2021-11-07T19:43:46.000Z	1457433617768976384	 “When it comes to school there’s no way I was A plus’n it, so I just dropped out of it” like bro you are almost done just get the C 😭	{'place_id': '3b77caf94bfc81fe'}
215145026	2021-11-07T19:37:19.000Z	1457431992627187712	Love it!! A beautiful place to go to school and play sports!!! It don’t get better than the aina!!!! 🤙🏽 	{'place_id': '3b77caf94bfc81fe'}
2917217486	2021-11-07T19:33:06.000Z	1457430931443093506	Why is it that every time i go out and actually dress up i never take any pics smh	{'place_id': '3b77caf94bfc81fe'}
1333522504401309696	2021-11-07T19:09:47.000Z	1457425061980229638	 no 🥲 i ended up canceling cause i didn’t want to go out 😅 i’m mentally preparing myself for when i make another appointment lol	{'place_id': '3b77caf94bfc81fe'}
17266544	2021-11-07T17:42:04.000Z	1457402990290083841	My brother John celebrating the Garey Athletics  return to school at Garey High School in  	{'place_id': '3153d677b795e293'}
1054481971928215555	2021-11-07T17:27:54.000Z	1457399422644490246	  Best of the best answers. Everyone else PREACHED, apparently believing they’re wise enough to school anyone else.	{'place_id': '174309ec90de94d0'}
899143815835009024	2021-11-07T17:08:37.000Z	1457394569914376193	gonna do an hour of cardio to punish myself for going out last night 🤠	{'place_id': '01c060cf466c6ce3'}
150058584	2021-11-07T17:01:47.000Z	1457392853152264196	 How many Afghan girls would be going to school if Joe Biden didn't get us out of there?	{'place_id': '10de09f288b1665c'}
1409145523	2021-11-07T16:42:12.000Z	1457387922835927042	I want to get cute and go out again	{'place_id': '3b77caf94bfc81fe'}
2894945527	2021-11-07T15:40:39.000Z	1457372431669084160	 Can we go out ? 😭	{'place_id': '0c2e6999105f8070'}
294342081	2021-11-07T15:03:31.000Z	1457363086969487363	what comes in can go out? energy & portal wise	{'place_id': 'fa424f169eef946e'}
347851825	2021-11-07T09:15:06.000Z	1457275407363756032	 Kingo didn’t murder people and actively go out of his way to stop them. Kingo I expressed his boundaries and they respected that. Your mental filtering is needs a look at babe.	{'place_id': '01c060cf466c6ce3'}
40096663	2021-11-07T08:44:52.000Z	1457267798950834181	When I go out and guys talk to me, I love to tell them I have two sons when I’m actually talking about my huskies 😂	{'place_id': '00b028b400039d97'}
1338115009	2021-11-07T08:09:23.000Z	1457258870296887299	At least I got to go out tonight :)	{'place_id': '3b77caf94bfc81fe'}
870300721	2021-11-07T06:23:45.000Z	1457232286332583938	0. The sun rises & sets at different times in different places & seasons0. But everyone wants a little daylight before & after they go to work every day0. And no one wants to work longer than anyone else just because of where they live or what season it isThere is no solution	{'place_id': '3b77caf94bfc81fe'}
307223559	2021-11-07T06:14:00.000Z	1457229831116967944	Just a few things I've done recently: changed my auto insurance (saving money), went back to school again (more determined than ever), got new tires, cut my hair short, got a part-time job, got a new tongue barbell, accepted a job that pays more and is non-customer service... 🙌	{'place_id': '9f151172bfd5aa1d'}
19249979	2021-11-07T06:11:38.000Z	1457229236532498432	I’ve never really been subject to random migraines in the past but it seems to have gotten more frequent this year. Today it started at 0am & its just finally subsided. I had cancel going out because of it. What are some tips y’all got to manage? Open to it all …	{'place_id': '3b77caf94bfc81fe'}
2980441933	2021-11-07T05:47:53.000Z	1457223257979981829	Go out or stay home 🤔	{'place_id': '8a8b2699803bff27'}
2821557178	2021-11-07T05:43:23.000Z	1457222126746800130	said i wasnt gonna go out after my 0 day bender last week but here i am	{'place_id': '3b77caf94bfc81fe'}
198420647	2021-11-07T05:06:56.000Z	1457212953204191235	The Fanning girls really just go to work and stay out the way, love that for them. 	{'place_id': '3b77caf94bfc81fe'}
20937164	2021-11-07T05:03:02.000Z	1457211972408123405	 Yeah but I gotta go to work in Chicago tomorrow for like 0 weeks	{'place_id': '3b77caf94bfc81fe'}
2455462351	2021-11-07T04:25:14.000Z	1457202460481654790	Growing up going to punk shows I cannot fathom being in a pit where someone falls and they get trampled. People go out of their ways to help people up in circle pits so what the fuck.	{'place_id': '2008b1cea656f14b'}
297224865	2021-11-07T04:24:44.000Z	1457202334178549765	 For once im not lying about not going out tonight lol	{'place_id': '3b77caf94bfc81fe'}
1455862256063811586	2021-11-07T03:31:17.000Z	1457188881321771008	Go to work on em Melo!!!  	{'place_id': 'b0b79caecef59fb5'}
3729471432	2021-11-07T02:27:24.000Z	1457172805183688708	why are all my friends cuffed, I wanna go out😩	{'place_id': '3b77caf94bfc81fe'}
2401945964	2021-11-07T01:25:16.000Z	1457157168478646272	Girl get a pair and go out 	{'place_id': '1927193c57f35d51'}
