1087266986	2020-06-15T23:03:44.000Z	1272666128125497346	Unexpected drive to college station 😔	{'place_id': '54614bf2dabf5a43'}
702273054	2020-06-17T00:44:36.000Z	1273053900006985731	 Walk a lot!!! A lot a lot !!! Go up and down the stairs if you can!! They told me to this and I did on Friday at my job, I was taking the long route to my office and just walking for no reason all day, and my contractions started at 0am that night! It might work! But walk A LOT	{'place_id': '1c69a67ad480e1b1'}
49352898	2020-06-18T23:56:51.000Z	1273766660449714176	My parents don’t like me going out late unless im with Kam 🤷🏽‍♀️ 	{'place_id': '1c69a67ad480e1b1'}
1155545190695866368	2020-06-18T23:21:40.000Z	1273757805787394048	My moms been trynna convince me to travel then go to school which sounds crazy to me 🥴 	{'place_id': '1c69a67ad480e1b1'}
167095881	2020-06-18T23:17:12.000Z	1273756678828314624	Not Going Out My Way To Please Nobody No More That Shit Dead❗️	{'place_id': '1c69a67ad480e1b1'}
1001809696334938112	2020-06-18T23:16:12.000Z	1273756427518083072	Am I the only one who has to deep clean there house before going out of town?! I just can’t come home to a dirty house after.	{'place_id': '1c69a67ad480e1b1'}
59305322	2020-06-18T23:06:05.000Z	1273753881927913472	idk if i want to return to school next semester. covid is alive and well and my classes cannot be taken online.i am just so conflicted omg	{'place_id': '1c69a67ad480e1b1'}
887152437664108549	2020-06-18T22:45:01.000Z	1273748580424134658	 Cuz that exactly what my moms is wishing for. She turns any convo into going back to school and I dont see it happening til after 0 when I can afford it.	{'place_id': '1c69a67ad480e1b1'}
2500636682	2020-06-18T22:20:59.000Z	1273742534829801472	you ever go out of your room and then realize why you’re never out of it 	{'place_id': '1c69a67ad480e1b1'}
368035565	2020-06-18T22:15:14.000Z	1273741087618654208	So when parents collectively decide to not send their kids to school what will happen then? 	{'place_id': '01e74c422dab6107'}
56437605	2020-06-18T21:50:08.000Z	1273734767696121857	Me in high school while my bad was going to work 	{'place_id': '1c69a67ad480e1b1'}
18274069	2020-06-18T21:49:27.000Z	1273734597159895040	 Agreed. Just saying that societally we have a problem and we can’t seem to figure a way out of it that doesn’t involve sending kids back to school too soon.	{'place_id': '38d0e797745f4c5d'}
900829552934629376	2020-06-18T21:13:51.000Z	1273725637367390212	Do you think Texas students should return to school in the fall? I voted No, there's too much uncertainty on KHOU. What's your vote?  I'm an educator and just don't feel we are all prepared. Guess we will have to wait and see 😕	{'place_id': '1c69a67ad480e1b1'}
238236942	2020-06-18T20:48:14.000Z	1273719193041612802	For Father’s Day my BM better go out her way for me🤧	{'place_id': '1c69a67ad480e1b1'}
859201184	2020-06-18T20:43:31.000Z	1273718002815467524	i need to cook instead of going out to eat but i’m lazy.	{'place_id': '1c69a67ad480e1b1'}
964685997668782080	2020-06-18T20:35:50.000Z	1273716071283949571	  Omg....no.....please take care of yourself. Prayers are going out for you 💙🙏 	{'place_id': '798522f39f66d411'}
348687715	2020-06-18T20:33:26.000Z	1273715467874680832	Y’all think y’all bold and cute and different going out without a care🤩🤩🤩 newsflash: y’all look stupid, selfish, and CLOWN-LIKE.	{'place_id': '1c69a67ad480e1b1'}
348687715	2020-06-18T20:33:26.000Z	1273715466834493441	And if anyone reads and thinks “you chose to do this, don’t complain” I’m not complaining about how uncomfy it is. I’m complaining about how some people are ignorant and selfish af to be going out without a mask!!!	{'place_id': '1c69a67ad480e1b1'}
335904331	2020-06-18T20:31:56.000Z	1273715089233887234	This Muthafuker Greg Abbott done lost his gawd dam mind!! No social distancing, temperature checks, mask?? Just business as usual going back to school??? Hell nah!! Not my kids!! 	{'place_id': '1c69a67ad480e1b1'}
341608137	2020-06-18T19:25:40.000Z	1273698414493122560	I have to stop thinking going out is cardio it’s literally not	{'place_id': '1c69a67ad480e1b1'}
2951233352	2020-06-18T19:05:25.000Z	1273693318715711488	All Women go out there and get y’all self’s tool world ain’t right rn 🗣 	{'place_id': '1c69a67ad480e1b1'}
47710654	2020-06-18T19:02:43.000Z	1273692637392928768	Oh so not only do they want me going back to school to teach, them they want me to go home and teach other kids online. That’s too much. One or the other.	{'place_id': '1c69a67ad480e1b1'}
47710654	2020-06-18T18:41:40.000Z	1273687339299192834	So apparently we are going to back to school this August where kids won’t have to wear masks.	{'place_id': '1c69a67ad480e1b1'}
1359446010	2020-06-18T18:28:30.000Z	1273684025446727682	 since you are Nostradamus now and think you know that our children will be safe to go back to school in fall... DM me and hit me up with next Saturday's winning lottery numbers. Thanks in advance! I'll make sure to send 0% of the winnings to the Biden campaign	{'place_id': '1c69a67ad480e1b1'}
35914937	2020-06-18T18:21:59.000Z	1273682386946011136	Y’all going out sad 😂	{'place_id': '1c69a67ad480e1b1'}
494298173	2020-06-18T18:08:51.000Z	1273679081788276737	 Except the people going to bars and restaurants aren’t taking precautions and are going out solo por que les da la gana. At the protest EVERYONE is wearing masks and if you didn’t have one, you’d get handed one. There’s was also groups of people giving out hand sanitizer	{'place_id': '1c69a67ad480e1b1'}
2881219560	2020-06-18T18:02:21.000Z	1273677447796600832	Texas students will return to school campuses this fall, Gov. Greg Abbott tells lawmakers  via 	{'place_id': '1c69a67ad480e1b1'}
26954378	2020-06-18T17:56:13.000Z	1273675902308810754	My kid ain’t going to school then 	{'place_id': '1c69a67ad480e1b1'}
618278504	2020-06-18T17:47:37.000Z	1273673736261156865	Texas students will be returning to public schools in person this fall, Gov. Greg Abbott said today.School districts will not be required to mandate students wear masks or test them for COVID-0. 	{'place_id': '1c69a67ad480e1b1'}
239839918	2020-06-18T17:47:20.000Z	1273673665238966272	I wanted to order groceries online but H‑E‑B website and app went down while I was selecting my items. whyyyyyyyy? 😭I hate it outside & don’t want to go out there 🥺☹️	{'place_id': '1c69a67ad480e1b1'}
1245402399633784832	2020-06-18T17:38:20.000Z	1273671402760142849	Texas students will be returning to public schools in person this fall, Gov. Greg Abbott told state lawmakers this morning. Students will not have to wear masks or get symptom checks, which contradicts the CDC’s list of recommendations for schools.  	{'place_id': '1c69a67ad480e1b1'}
3565090760	2020-06-18T17:07:51.000Z	1273663730379784192	While yes he shouldn’t of opened the state up so soon, the half of you mad at him were the ones going out constantly and not taking precautions. Don’t blame others for your stupidity and not taking steps to staying safe. 	{'place_id': 'cf3b45e29c2c319b'}
780393339635970049	2020-06-18T16:59:55.000Z	1273661735946371073	I weigh 0 , and going to work on my abs GOING TO BE A GREAT SUMMER 😳	{'place_id': '1c69a67ad480e1b1'}
2205578792	2020-06-18T16:48:46.000Z	1273658926534443014	Idk if I wanna go to work now 😨	{'place_id': '1c69a67ad480e1b1'}
1024271684	2020-06-18T15:40:00.000Z	1273641624250257408	Think about the all high school girls you went to school with that bragged on dating college seniors or people in the work force already 😕😕 	{'place_id': '1c69a67ad480e1b1'}
196435912	2020-06-18T15:34:57.000Z	1273640349739749379	Man... we trying to make Ryan start sleeping in her room... YALL!! That crying it out method not going to work for me 😭😭😭 I don’t like seeing my baby hurt 😢	{'place_id': '1c69a67ad480e1b1'}
1084569971496243200	2020-06-18T15:24:42.000Z	1273637770901303296	 Well maybe go to work smh	{'place_id': '1c69a67ad480e1b1'}
2204015419	2020-06-18T15:13:54.000Z	1273635053604610049	I think ima go back to school y’all lol	{'place_id': '1c69a67ad480e1b1'}
1877772582	2020-06-18T15:08:26.000Z	1273633679823290371	I want to dress up, get ready, do my make up and go out but covid be playing too much 😔	{'place_id': '1c69a67ad480e1b1'}
770313786	2020-06-18T14:52:34.000Z	1273629683368824840	Shit what’s the point of going to school??? They don’t teach us shit for the real world and teach us lies about our history...this is America 	{'place_id': '1c69a67ad480e1b1'}
48718081	2020-06-18T14:35:33.000Z	1273625404218191873	I hung this up next to my sink in the bathroom to remind   I go to work every morning.  It’s here to remind me that they  on me to always do the right thing because one day they will come across a time where they will have to make a  and think back 	{'place_id': '35e409cdfaf2527a'}
2674946197	2020-06-18T14:11:03.000Z	1273619236053753856	This boy I went to school with use to have a big ass confederate flag flyin on his truck. I always use to say how that shit was racist and ppl have always tried to correct me... like no bitch Ik wtf I’m talkin bout. 	{'place_id': '1c69a67ad480e1b1'}
29533231	2020-06-18T13:44:45.000Z	1273612617391706113	 shoe game/sock game stays on point. Going to work rocking comfortable kicks that happen to be dope, with joggers is my new focused. Lol I need that in my life right now.	{'place_id': '1c69a67ad480e1b1'}
553366717	2020-06-18T13:39:02.000Z	1273611181622800385	i wake up everybody when it’s time to go to work 😂 if I’m up everybody need to be up sha	{'place_id': '0113368d54ff7167'}
1261222494540873728	2020-06-18T09:56:58.000Z	1273555294073901056	To my Staley teachers. Bitch I ride to school with my mama every day like what are you saying. 	{'place_id': '1c69a67ad480e1b1'}
496759004	2020-06-18T09:30:26.000Z	1273548616809013248	Some of y’all have covid and it’s showing, y’all need to rest and not go out	{'place_id': '1c69a67ad480e1b1'}
407397404	2020-06-18T07:24:53.000Z	1273517022425595909	im so nervous to go to work tomorrow. I might get fired y’all	{'place_id': '1c69a67ad480e1b1'}
4675918093	2020-06-18T06:09:30.000Z	1273498049856376832	Friday we lost our student advisor at my school, he was so kind and always willing to help. Today, we find out that one of my favorite teachers I’ve ever had didn’t show up to school (which is completely unlike him) later in the day we finally found out that he passed	{'place_id': '1c69a67ad480e1b1'}
4130538372	2020-06-18T05:57:05.000Z	1273494927293526016	Niggas going out sad😂 	{'place_id': '1c69a67ad480e1b1'}
2864090959	2020-06-18T05:42:52.000Z	1273491350697246720	Isn’t interesting that some people who are interested in the medical field are the same ones who go out without wearing face masks? 😝💫	{'place_id': '1c69a67ad480e1b1'}
1159893493034160128	2020-06-18T04:31:48.000Z	1273473465765543937	 how? tbh i only remember her going to school and almost missing prom?	{'place_id': '01e74c422dab6107'}
1149602316	2020-06-18T04:22:54.000Z	1273471223452839936	imaging going out and buying a .0 bro do better	{'place_id': '1c69a67ad480e1b1'}
264560818	2020-06-18T04:09:36.000Z	1273467875257454592	My books doing 0% right now, and the numbers remind me of Angelina in Gone in 0 Seconds, truthfully. You park 0k with my today and I can go out tonight and we’ll both be living the American Dream	{'place_id': '1c69a67ad480e1b1'}
264560818	2020-06-18T03:55:39.000Z	1273464367489654784	Of all the tweets to go out on. Fucking yikes. 	{'place_id': '1c69a67ad480e1b1'}
29886342	2020-06-18T03:53:39.000Z	1273463862210281475	Pictured: me (right), a lifelong night owl and now a full-time stay-at-home ghoul, and my wife (left), an early riser who still has to go to work 0 or 0 days a week. 😅 	{'place_id': '1c69a67ad480e1b1'}
420590626	2020-06-18T03:52:37.000Z	1273463602880659456	Really do enjoy what I’ve gone to school for.	{'place_id': '1c69a67ad480e1b1'}
313475569	2020-06-18T03:13:24.000Z	1273453735562432512	Long John Silvers ain’t even that good to be going out like this 😂 	{'place_id': '1c69a67ad480e1b1'}
631729738	2020-06-18T03:08:03.000Z	1273452386560942080	can the government send out stimulus to college students who didn’t get it the first time????	{'place_id': '1c69a67ad480e1b1'}
905477769450139648	2020-06-18T02:41:56.000Z	1273445814308921345	When you know who you are,You can tap into your God Power within &go out here &go get it 💪🏿... 	{'place_id': '1c69a67ad480e1b1'}
3359907553	2020-06-18T02:17:57.000Z	1273439779502383104	 I totally agree Nate & for me, it is much more enjoyable promoting female student-athletes. No race, no politics, just pure competitiveness. The dream is to get them to college, to promote good sportsmanship, and life skills. And to escape all the worlds madness!	{'place_id': '38d0e797745f4c5d'}
1184690863139475457	2020-06-18T02:01:49.000Z	1273435721609752576	To all the parents with kids who old enough to know what they want to eat. Do y’all be going out to eat good like GOOD ass food without them and do you be feeling bad ? 😂😂😂😂😂	{'place_id': '7a41192a2879ee24'}
730013	2020-06-18T01:30:52.000Z	1273427931377864704	The Mets had a fabulous 0rd game winning 0-0! We celebrated by going out for some birthday ice cream after the game with friends!   sksayouth @ SKSA Youth Baseball 	{'place_id': '1c69a67ad480e1b1', 'coordinates': {'type': 'Point', 'coordinates': [-95.49201876, 30.09208784]}}
46305981	2020-06-18T01:08:14.000Z	1273422235764756482	My job told me if I go out again I gotta stay home for 0 weeks so where should I go for my vacation?	{'place_id': '1c69a67ad480e1b1'}
712386254663319552	2020-06-18T00:31:18.000Z	1273412941883346952	Wear your masks, protect yourselves and others around you. Social distance when you go out. Simple🤷🏻‍♀️ 	{'place_id': '1c69a67ad480e1b1'}
803368728108945409	2020-06-18T00:03:03.000Z	1273405829329440768	As the first in my family to go to college, I’m glad I chose an HBCU.	{'place_id': '1c69a67ad480e1b1'}
1030095114780246016	2020-06-19T23:28:43.000Z	1274121968174931968	I want to go out tonight but idk where ..	{'place_id': '1c69a67ad480e1b1'}
98313413	2020-06-19T22:59:26.000Z	1274114597793026048	Orders going out. Again thank you to everyone who ordered last week. FYI, custom orders are extended until June 0th for Set Sail Sport tees. Link in bio  	{'place_id': '1c69a67ad480e1b1'}
92326021	2020-06-19T21:57:05.000Z	1274098905219809283	I’m abosolutely hating making my kid go back to school with no cure. Imma start teaching about sanitizing often and the importance of all this 😩😩😩	{'place_id': '1c69a67ad480e1b1'}
1051164909332037632	2020-06-19T21:29:21.000Z	1274091928821182465	Why? Because you have to see people as...people. A lot of kids come to school and that is their only interaction with people different from themselves.	{'place_id': '7543692056063d2f'}
82280837	2020-06-19T21:25:57.000Z	1274091071665049602	she gon tell my security that she needa get outta here before she do sumn. bitch if you gon get mad & don’t want nobody lookin at your man , then lock him up!!! don’t go out in public. gtfoh w/ dat stupid shit. you gon get BANNED!	{'place_id': '1c69a67ad480e1b1'}
181866650	2020-06-19T21:22:02.000Z	1274090084195880960	Send him to College Station 	{'place_id': 'c7b527911412a784'}
264560818	2020-06-19T21:19:07.000Z	1274089351153057792	People think the people who get corona from going out is the end of it. They deserved it, the end. The real tragedy is their stupidity will likely lead to at least 0 more infections. People who had nothing to do with their intial decision to be a fucking asshole.	{'place_id': '1c69a67ad480e1b1'}
47710654	2020-06-19T20:38:06.000Z	1274079029365288960	 People like to think this is all over so things can go back to normal. I know wearing a mask can be uncomfortable but I still wear mine when I go out because I don’t want to get sick or get anyone else sick.	{'place_id': '1c69a67ad480e1b1'}
1046618876446994432	2020-06-19T20:15:38.000Z	1274073374956888070	no one ask me to go out after work bc i will say yes 😔	{'place_id': '1c69a67ad480e1b1'}
3044989142	2020-06-19T20:09:56.000Z	1274071942354669568	 It’s not your fault...I was ignorant of this important holiday until I came to TX from CA at 0. I learned thru friends I made in Houston. It was NOT in my CA education K to college. Even then, it was not broadly publicized as a holiday beyond the Black community.	{'place_id': '1c69a67ad480e1b1'}
780393339635970049	2020-06-19T20:02:03.000Z	1274069955173142531	I’m going out to eat tonight , who’s down ?!!!	{'place_id': '1c69a67ad480e1b1'}
1511217834	2020-06-19T20:02:02.000Z	1274069953407332353	Sir ? There is bigger fish to fry than kicking out ppl who are minding their business, going to school, going to work. 	{'place_id': '1c69a67ad480e1b1'}
95157196	2020-06-19T19:42:02.000Z	1274064921010077696	Don’t sit here and cry about it that you’re scared of being exposed when clearly on Snapchat you’ve been going out. Trust me I want to get ratchet too but not when I have other people and myself to think about.	{'place_id': '1c69a67ad480e1b1'}
95157196	2020-06-19T19:41:18.000Z	1274064735135305730	If you’re still going out & pretending that you won’t catch it.I’m gonna pray for you. Because there isn’t much & if you feel invincible about it let me tell you, this virus doesn’t discriminate AT ALL. Young, old, rich, poor, we’re all fucked. Our immune system has to fight it.	{'place_id': '1c69a67ad480e1b1'}
3098202439	2020-06-19T19:27:47.000Z	1274061332766232583	I’m gonna go back to school though and get licensed in Texas. My shit expired from Washington in 0. So I gotta do I all over again, but hopefully it’ll all be familiar.	{'place_id': '1c69a67ad480e1b1'}
1044773785889656835	2020-06-19T18:16:18.000Z	1274043345149583360	 I wanna go out and drink for Juneteenth not serve some yts who ask for too much	{'place_id': '1c69a67ad480e1b1'}
994160815	2020-06-19T17:43:57.000Z	1274035202977927168	When I got pregnant I didn’t want to accept it but now I’m just proud of myself for still going to school 	{'place_id': '1c69a67ad480e1b1'}
2163697039	2020-06-19T17:26:49.000Z	1274030890146988034	Going out Thursday’s will have you confused af, Friday mornings 💀	{'place_id': '1c69a67ad480e1b1'}
35281599	2020-06-19T16:44:22.000Z	1274020206675976197	This is true! I hate converting my face. I don't even do scarves in the winter 😭😭😭😭 but I always have a mask when I go out. Flat out rejecting its use is so harmful and reckless. 	{'place_id': '1c69a67ad480e1b1'}
3032835684	2020-06-19T16:22:13.000Z	1274014634081759233	If I gotta buy my own ps0 it’s gonna be two separate tabs everytime I go out to eat💯	{'place_id': '1c69a67ad480e1b1'}
27176108	2020-06-19T16:08:28.000Z	1274011175005626368	Uhh we have a plan ... now do I believe in it or tho me it’s going to work.... different chat 	{'place_id': '1c69a67ad480e1b1'}
1461106063	2020-06-19T16:03:38.000Z	1274009955503308804	 I’m wrapping my head around everything. How do you add a token name? Can you just deposit one of the assets in a fund or do you have to go out and purchase all the assets in the fund to participate?	{'place_id': '1c69a67ad480e1b1'}
278856084	2020-06-19T15:23:18.000Z	1273999807980371968	Ain’t going out like no sucker .	{'place_id': '1c69a67ad480e1b1'}
3897710112	2020-06-19T15:03:05.000Z	1273994719987732480	 there are so many things more useful than a rubber bullet! id even go out on a limb and say that rubber bullets are one of the most useless things on the planet	{'place_id': '1c69a67ad480e1b1'}
36522791	2020-06-19T14:55:41.000Z	1273992856764583937	and still go out there and kick some ass 🥾 	{'place_id': '1c69a67ad480e1b1'}
440338153	2020-06-19T14:50:56.000Z	1273991664097427456	I wish dogs went to school like children lol. They be to much for me in the morning when I’m trying to get work done!	{'place_id': '798522f39f66d411'}
958406609914486785	2020-06-19T14:37:10.000Z	1273988198805504001	Me cause we going out to eat 🤷🏻‍♀️😂 	{'place_id': '1c69a67ad480e1b1'}
1725655279	2020-06-19T14:34:18.000Z	1273987474742804480	i’m working from home today but am i really going to work	{'place_id': '1c69a67ad480e1b1'}
46305981	2020-06-19T14:27:20.000Z	1273985723444707332	Rona running wild I ain't going out till this over	{'place_id': '1c69a67ad480e1b1'}
3098202439	2020-06-19T14:26:23.000Z	1273985482569986048	I don’t feel like going to work today 🙄	{'place_id': '1c69a67ad480e1b1'}
556344062	2020-06-19T13:44:05.000Z	1273974836616998912	It’s crazy how that shit took place in Galveston lol ...been going out there since I was a kid	{'place_id': '3e82edc94d5c5ce1'}
235979076	2020-06-19T13:32:02.000Z	1273971804852432900	I ain’t bought a glass since he said that shit...when I go out now, I spend that lil 0 on the bottle cause bitch. 😂😂 	{'place_id': '1c69a67ad480e1b1'}
1135697454962286592	2020-06-19T07:34:40.000Z	1273881873895362561	 huh? you’re dumb go back to school and actually PAY ATTENTION in english class	{'place_id': '1c69a67ad480e1b1'}
975712955705778176	2020-06-19T05:25:20.000Z	1273849324049436672	When I’m too tired Ricky will stay up later than me making sure everything is packaged and ready to go out.	{'place_id': '1c69a67ad480e1b1'}
767805308156596224	2020-06-19T05:02:51.000Z	1273843665027432448	I’m sorry but we’ve been open for awhile and numbers recently just increased after the protests... But yet y’all want to blame the ones going out. 	{'place_id': '1c69a67ad480e1b1'}
264560818	2020-06-19T04:25:29.000Z	1273834264258326529	 Shit I’m going to school in the fall lol might as well	{'place_id': '1c69a67ad480e1b1'}
3038749274	2020-06-19T04:14:29.000Z	1273831492574117888	THIS‼️ I got my parents, little brother, & grandpa to think about. Going out CAN wait :) Nothing is more important to me than my family 🤍 	{'place_id': '1c69a67ad480e1b1'}
434539949	2020-06-19T04:13:13.000Z	1273831173777743872	Finally get to sleep in a bit then go out for a jog	{'place_id': '3e82edc94d5c5ce1'}
2587603849	2020-06-19T02:34:59.000Z	1273806455825629191	  We aren’t safe for sure. Abbott is also planning to send all kids back to school in the fall without containment and in the midst of a surge he’s doing nothing about.	{'place_id': 'bcb210d6cf34438a'}
1102018309132820480	2020-06-19T02:01:06.000Z	1273797927908118528	Dont know how yall dont think about y’alls parents when yall go out and run the risk of bringing that virus back home	{'place_id': '1c69a67ad480e1b1'}
1246525091879542791	2020-06-19T01:36:27.000Z	1273791722271752192	Go out tonight or stay in? 🤷🏻‍♀️	{'place_id': '1c69a67ad480e1b1'}
1116102019448737796	2020-06-19T01:19:56.000Z	1273787565615853569	When you go out w your bad influence you say your man coming too lol 	{'place_id': '38d0e797745f4c5d'}
2926825062	2020-06-19T01:07:46.000Z	1273784505602629632	  I want to meet him. My moms best friend went to school with him in LA	{'place_id': '38d0e797745f4c5d'}
3286739342	2020-06-19T00:49:26.000Z	1273779890400169985	Really wish I did not have to go to work tonight.. just want to be off and still get paid is that to much to ask for?? 😂	{'place_id': '1c69a67ad480e1b1'}
1154926693758451712	2020-06-20T23:20:15.000Z	1274482224373661696	I’m going out again tonight I need to hear Beyoncé on the speakers	{'place_id': '1c69a67ad480e1b1'}
54074366	2020-06-20T23:14:49.000Z	1274480858137866240	So the spikes in Covid cases don’t scare y’all ... y’all still going out...	{'place_id': '1c69a67ad480e1b1'}
336463865	2020-06-20T22:53:22.000Z	1274475457547649024	 Please, don’t be illiterate!!! Learn a little bit, go back to school and then, you could. Serra was one the most powerful defender of native-American rights. 0 years before, Spain prohibited slavery in all territories.	{'place_id': '1c69a67ad480e1b1'}
1120966124059885569	2020-06-20T19:35:09.000Z	1274425575759888391	I just wanna go out & dance some cumbia :c	{'place_id': '1c69a67ad480e1b1'}
2546023020	2020-06-20T19:26:49.000Z	1274423479186710533	Do I really want to go out tonight? 🤔	{'place_id': '1c69a67ad480e1b1'}
631729738	2020-06-20T19:05:05.000Z	1274418010858627084	I’m tired of people saying they aren’t showing symptoms so they go out and stuff but you were directly exposed what are you doing??? Risking your families life because you refuse to educated yourself on the facts	{'place_id': '1c69a67ad480e1b1'}
1245402399633784832	2020-06-20T18:48:48.000Z	1274413909320097793	The search continues for missing soldier Vanessa Guillen. It’s been two months since she was last seen or heard from. Her sister says Guillen texted her boyfriend saying she was going to work and never heard back from her again. That was April 0nd. 	{'place_id': '1c69a67ad480e1b1'}
321429242	2020-06-20T18:36:26.000Z	1274410797595340802	I do not want to go to work	{'place_id': '1c69a67ad480e1b1'}
153620485	2020-06-20T18:26:35.000Z	1274408321148223490	 Boy someone is cranking out the good looking bikes!  Definitely a winner! Go out and ride this bitcoin toy!	{'place_id': '7543692056063d2f'}
344850624	2020-06-20T18:22:55.000Z	1274407396094476291	People be thinking they know me cuz we went to school together or ran into each other a few times ..they don’t know me . Lol be like “I never knew you did this or that “ like you know of me you don’t know me fr	{'place_id': '1c69a67ad480e1b1'}
304084744	2020-06-20T18:18:12.000Z	1274406209005719552	mfs will rlly tweet “sToP gOiNg OuT tO bArS aNd ClUbS” and then be the first ones posting it on their private 😂	{'place_id': '1c69a67ad480e1b1'}
1263670643331141632	2020-06-20T18:05:44.000Z	1274403073402851328	Can’t even go out in public anymore 😭 	{'place_id': '1c69a67ad480e1b1'}
344841250	2020-06-20T17:44:33.000Z	1274397741653864450	I should be getting ready but instead I’m here laying down ignoring the fact that I’m going out. I’ve been out everyday since I got home. I’m terrible	{'place_id': '1c69a67ad480e1b1'}
120912840	2020-06-20T17:43:30.000Z	1274397475671961600	I can’t wait to go out with my friends in a couple of weeks I need those vibes	{'place_id': '1c69a67ad480e1b1'}
994160815	2020-06-20T17:33:02.000Z	1274394843054313474	How do people have money for drinking,going out w/“friends”, etc but not their kids???	{'place_id': '1c69a67ad480e1b1'}
4657829001	2020-06-20T17:32:15.000Z	1274394646815391746	I don’t feel like taking aj to school I just wanna cuddle all day	{'place_id': '1c69a67ad480e1b1'}
379556175	2020-06-20T17:31:44.000Z	1274394515504234498	Seeing everybody out making me sad 😕 I’m about to start going out 🤷🏾‍♀️ Luckily my people coming out here next week.	{'place_id': '1c69a67ad480e1b1'}
2837050700	2020-06-20T17:24:20.000Z	1274392656156807169	 Thank you so much for your support! Your package will go out Monday!♡♡♡♡ 	{'place_id': '1c69a67ad480e1b1'}
143092332	2020-06-20T17:24:10.000Z	1274392611688759298	This   Weekend, take a moment to celebrate the men in your life by encourage them to make their health a priority. Celebrate virtually if possible. If you must go out,  (0ft or 0m), wear masks & remember to   to  of  	{'place_id': '1c69a67ad480e1b1'}
2248407720	2020-06-20T16:54:10.000Z	1274385064000999426	Lord I need to shake back before I attempt to even go out tonight‼️ I’m really not feeling it...	{'place_id': '1c69a67ad480e1b1'}
4080950664	2020-06-20T16:33:55.000Z	1274379965849636866	The hardest thing about this all is that I’m a teacher who doesn’t mind going back to school but a parent who is like oh heck no. Child care isn’t a financial option. I have concerns but I guess that’s none of the governor’s concern.	{'place_id': '1c69a67ad480e1b1'}
2228587182	2020-06-20T15:40:23.000Z	1274366495708110853	I was hoping it would rain all day so eric cant go out tonight 🙄🙄 	{'place_id': '1c69a67ad480e1b1'}
37144903	2020-06-20T15:03:39.000Z	1274357251927670784	Social Emotional Learning is paramount for All scholars this back to school more than ever. Educators make sure that you also take care of yourselves mentally and physically. There’s much work to be done, but remember that  	{'place_id': '1c69a67ad480e1b1'}
3897710112	2020-06-20T14:56:25.000Z	1274355431633235975	I'd actually go out on a limb to say that all we are doing is admitting that we are very very unwell right now 	{'place_id': '1c69a67ad480e1b1'}
27176108	2020-06-20T14:53:43.000Z	1274354748842487810	Because no lie I went to school with a few of y’all and I’m 0% sure we learned allot of this	{'place_id': '1c69a67ad480e1b1'}
306520728	2020-06-20T14:16:51.000Z	1274345473835438085	 That same weekend we gone go out there Friday she having like a family day Friday then the party party Saturday!	{'place_id': '1c69a67ad480e1b1'}
743932471100612609	2020-06-20T13:49:52.000Z	1274338683701940224	If I can’t go to work I’m definitely going to paint all day	{'place_id': '1c69a67ad480e1b1'}
108180956	2020-06-20T13:27:18.000Z	1274333002659778560	Fuck. Can everyone just get their shit together already and start giving a damn about yourself and others? I just want to go out and danceeee. 💃🏻 🕺🏻🌃	{'place_id': '1c69a67ad480e1b1'}
1018756443963609093	2020-06-20T13:25:34.000Z	1274332566036848642	😪😪 I been sleeping too much I need to go out and do something	{'place_id': '7543692056063d2f'}
1251810158902198272	2020-06-20T13:09:46.000Z	1274328588389691395	just wear masks every time you go out why is that so hard for some of y’all	{'place_id': 'bcb210d6cf34438a'}
4008786318	2020-06-20T08:02:35.000Z	1274251283801702401	 brooooo they was going out sad tonight	{'place_id': '1c69a67ad480e1b1'}
1437553512	2020-06-20T04:24:02.000Z	1274196285772435456	Bro I was not planing on going  out Tn and these niggas pull up to my crib tambout we outside😑😂	{'place_id': '1c69a67ad480e1b1'}
40495544	2020-06-20T03:59:44.000Z	1274190171412537344	I want to go out so bad and take the baby, but I’m so scared !!! 🥴	{'place_id': '1c69a67ad480e1b1'}
324771881	2020-06-20T03:40:30.000Z	1274185330950844417	Am I wrong to not wanna go out with a friend couple & bae if I was invited but they’re all gonna be lit?	{'place_id': '1c69a67ad480e1b1'}
210852631	2020-06-20T02:17:48.000Z	1274164517212209152	If you go out tonight, you got  at least 0 STDs	{'place_id': '1c69a67ad480e1b1'}
56300060	2020-06-20T01:48:09.000Z	1274157054958198785	 Go back to school and learn 	{'place_id': '3e82edc94d5c5ce1'}
1035402072	2020-06-20T01:45:46.000Z	1274156457815089153	ahora resulta i can’t go out bc it’s a sin to fatima PERO BIEN QUE ELLA ANDAVA EN LA CALLE ON A WEDNESDAY.🤷🏻‍♀️	{'place_id': '1c69a67ad480e1b1'}
53329978	2020-06-20T01:45:22.000Z	1274156355880968197	 How can you write articles about the crazy number of hospitalization, the new face mask order and then casually say “where to go out for lunch this Sunday?” seriously?! Be responsible and just encourage people to stay home.	{'place_id': '1c69a67ad480e1b1'}
1055927276502691840	2020-06-20T01:28:01.000Z	1274151989681754114	What a great virtual graduation for   🎓 Congratulations to the graduating residents and co-fellows who will go out and change the world! 🌍 Y'all keep being awesome!  	{'place_id': '1c69a67ad480e1b1'}
164421881	2020-06-20T01:24:32.000Z	1274151114670292994	Going out of town again tomorrow	{'place_id': '1c69a67ad480e1b1'}
