1282016987355414534	2021-08-23T23:56:01.000Z	1429955620170616840	Back to school with the bestie! Yay! First day down! 💜     	{'place_id': '7a41192a2879ee24'}
208748879	2021-08-26T14:57:06.000Z	1430907159382872065	 I have yet to order lobster Mac and cheese. I’m gonna do it next time I go out	{'place_id': '1c69a67ad480e1b1'}
1096585301642874880	2021-08-26T14:24:41.000Z	1430899000979329028	Well kid finally off to school I don’t understand late morning start days but hey it’s now shower and breakfast sandwich making time 💁🏽‍♀️🤗	{'place_id': '1c69a67ad480e1b1'}
382186450	2021-08-26T14:22:38.000Z	1430898484824084482	My nephew left his key in my sister purse and since she works right here at Baylor and I’m only 0m she wants me to take the key to school 🤦‍♂️ now I’m about to make this drive to Atascocita 😤	{'place_id': '1c69a67ad480e1b1'}
918453994707668993	2021-08-26T14:03:37.000Z	1430893699873992707	one of my professors said that when we email her to include our phone # so that she can call us to answer our question & OOF I think it’s safe to say I will go out of my way to never have to email this professor 😮‍💨	{'place_id': '1c69a67ad480e1b1'}
1628898084	2021-08-26T13:58:45.000Z	1430892475527286786	If I had a motorcycle I’d get to school way faster 🤔 might have to look into getting one lmao	{'place_id': '1c69a67ad480e1b1'}
2985047628	2021-08-26T13:41:22.000Z	1430888100243275777	working before going to school is tiring but it’ll pay off in the end 🙏🏼	{'place_id': '1c69a67ad480e1b1'}
1430274375685640200	2021-08-26T13:34:16.000Z	1430886314426175494	Going to school	{'place_id': '1c69a67ad480e1b1'}
211990776	2021-08-26T13:26:18.000Z	1430884307216879616	This girl had a stomach ache at school yesterday, now we are at the doctor because she has to be cleared to go back to school. SMH. Ain't a thing wrong with her, but Kindergarten. 	{'place_id': '1c69a67ad480e1b1'}
3020095699	2021-08-26T13:25:44.000Z	1430884168381177858	My patience for these League City moms dropping off their kids to school is running so thin.  I’m sure Susie knows you love her, move it along Karen!  I’m about to get real disrespectful with my horn 😡🤷🏽‍♀️🤦🏽‍♀️	{'place_id': 'cf3b45e29c2c319b'}
18988977	2021-08-26T13:13:07.000Z	1430880992806506506	A dude just asked me to bring his breakfast ON MY WAY to my office while he laid up at home. He clearly don’t know shit about me. The dating pool is full of human waste  posing as men.	{'place_id': '1c69a67ad480e1b1'}
2813833057	2021-08-26T13:09:10.000Z	1430879999083560960	This new generation of kid’s going to college rich lol. Most of us was still down bad in 0 lmao.	{'place_id': '1c69a67ad480e1b1'}
865173805	2021-08-26T12:28:34.000Z	1430869781532585989	I hate that I have to go to work even when my baby doesn’t feel good 😭😭 I stayed home with him almost 0 years and it’s still so hard leaving him everyday.	{'place_id': '3e82edc94d5c5ce1'}
302407769	2021-08-26T09:58:16.000Z	1430831956208521217	Hate Going out with hos that don’t know how to go home 😒😒	{'place_id': '1c69a67ad480e1b1'}
630182948	2021-08-26T08:38:41.000Z	1430811925961654273	Hahaha guess I ain’t going to work tmr 💙🤍🤣 	{'place_id': '1c69a67ad480e1b1'}
725147254009421824	2021-08-26T08:04:42.000Z	1430803376254636032	No 🧢 this single shit boring but going out and meeting new people is the best part! 	{'place_id': '709bd7926033f0c9'}
981486390	2021-08-26T07:28:08.000Z	1430794173108604928	“Let’s get this bread, go to the gym, go to college, and somehow find time for personal things” 	{'place_id': '6dd590c61801b09c'}
230924447	2021-08-26T06:03:29.000Z	1430772871257788422	i shoulda went to college yall be lit😪	{'place_id': '1c69a67ad480e1b1'}
1219757032644976641	2021-08-26T04:18:05.000Z	1430746346550616067	I miss going to school 🥺 will be attending next semester	{'place_id': '1c69a67ad480e1b1'}
230818249	2021-08-26T04:17:10.000Z	1430746115125698563	See that’s why them kids come to school & …nvm 	{'place_id': '1c69a67ad480e1b1'}
117928516	2021-08-26T03:52:00.000Z	1430739782175535104	i want to be an authorthey dont make money, you can go to school to be a teacher and still be a writer & sale books and stuff 	{'place_id': '1c69a67ad480e1b1'}
1380180396189581319	2021-08-26T02:57:22.000Z	1430726031288279040	Next Wednesday, September 0st is ⭐️College Colors Day⭐️! Wear your favorite college shirt to school! ❤️🧡💛💚💙💜🖤🤍🤎    	{'place_id': '1c69a67ad480e1b1'}
1371620663820226561	2021-08-26T02:06:24.000Z	1430713206339690497	"Now that the   has returned and re-established quorum, I thought I'd see what our rep was up to. Turns out he was having a nice lunch with ""the boys"" instead of GOING TO WORK!   "	{'place_id': 'c484d6c5cd72beb0'}
189380663	2021-08-26T02:04:45.000Z	1430712790533165056	Sounds like she needs to get up and go to work to me 	{'place_id': '1c69a67ad480e1b1'}
802925722998341632	2021-08-26T02:00:56.000Z	1430711829517512710	I GO BACK TO SCHOOL TOMORROW YAYYYYYY	{'place_id': '1c69a67ad480e1b1'}
853869002	2021-08-26T00:39:40.000Z	1430691380037357570	hm why do i want to go out this weekend,? 😉	{'place_id': '1c69a67ad480e1b1'}
739193858626490369	2021-08-26T00:29:46.000Z	1430688888792789000	I’m hosting the biggest back to school party‼️ We at  On the 0th‼️we bringing out all the baddies for this one‼️For more information Dm  🤪            	{'place_id': '1c69a67ad480e1b1'}
281894167	2021-08-27T23:56:18.000Z	1431405242495680516	Thought I’d go out tonight, but then my friends showed up at my house to watch the game🤷🏻‍♀️	{'place_id': '1c69a67ad480e1b1'}
2342503555	2021-08-27T23:52:05.000Z	1431404180627935237	 Just had a great time going out to eat with a bunch of folks from the ccv0 conference. I was the only one who ordered fish...😅Looking forward to  in 0 minutes!	{'place_id': 'bc39561011b12bc6'}
619004405	2021-08-27T23:45:20.000Z	1431402481418911745	Back to School Backpack/School Supply Giveaway… Nolan Ryan Junior High 	{'place_id': '07d9f62e18c85001'}
1279592864	2021-08-27T23:24:02.000Z	1431397121912188929	"Am I having a crisis because I'm utterly failing my potential, or am I just a musician under-employed due to once-in-a-lifetime circumstances who's been asked, ""What?? Really?! You went to [school]?!! Why are you ~here~?"" by one-too-many condescending customer at my survival job?"	{'place_id': '1c69a67ad480e1b1'}
1389092488162467842	2021-08-27T23:03:08.000Z	1431391862372306946	mama no I don’t have time to find a husband the girls are going out ✋🏽✋🏽✋🏽✋🏽✋🏽✋🏽	{'place_id': '1c69a67ad480e1b1'}
48840196	2021-08-27T22:59:21.000Z	1431390910831599616	Our Hearts and prayers go out to The 0 US Troops that Died in Kabul. From The Veterans of War Show KPFT Staff and Crew and from my family as well Blackgap0.	{'place_id': '7543692056063d2f'}
23902777	2021-08-27T22:52:38.000Z	1431389220334092290	  🤣🤣🤣 read this and thought the EXACT same thing 😂 I do not like 0 people let alone go out the country with ‘em. Must be nice	{'place_id': '1c69a67ad480e1b1'}
737557460	2021-08-27T22:02:17.000Z	1431376549752758274	I guess the theme for this week is Hot bc not only did our AC go out at work, but my AC in my apartment doesn’t keep up and now the fuckin AC in my truck is out	{'place_id': 'cf3b45e29c2c319b'}
162992000	2021-08-27T21:40:40.000Z	1431371107274211331	  It’s a meaningless game. Getting everyone that needs to go out is more important.	{'place_id': '35e409cdfaf2527a'}
2921269717	2021-08-27T21:04:03.000Z	1431361894133157889	wanna go out tonight but idk..	{'place_id': '1c69a67ad480e1b1'}
969336637095325696	2021-08-27T20:26:37.000Z	1431352472115810309	August Farm to School Watermelon!🍉❤🍉❤🍉❤🍉❤🍉❤🍉❤🍉 	{'place_id': '1c69a67ad480e1b1'}
148608918	2021-08-27T19:36:53.000Z	1431339955813593092	what I do on my free time 😂 y’all my life ain’t that entertaining. I go to work and go home 🤷🏻‍♀️	{'place_id': '343ecdd7da8dfae0'}
3148937911	2021-08-27T18:14:33.000Z	1431319238208335872	Don’t wanna go out but I have to 😔	{'place_id': '1c69a67ad480e1b1'}
713424308	2021-08-27T17:44:50.000Z	1431311757696552969	Ya be going out sad behind woman I wouldn’t even look at	{'place_id': '1c69a67ad480e1b1'}
1076861248673849346	2021-08-27T17:11:33.000Z	1431303381864402952	they having a back to school party at my job 😂😂😂😂😂😂😂😂 hell naw	{'place_id': '1c69a67ad480e1b1'}
748721683972825089	2021-08-27T16:35:23.000Z	1431294281923375104	I would go out to eat buttttttttttttt I’ll probably do that tomorrow	{'place_id': '798522f39f66d411'}
4705655652	2021-08-27T16:31:21.000Z	1431293266444574721	 wanted to help get the young students of Cuney  Homes off to school on the right foot, with shoes that fit right and express their style! A group of us sorted almost 0 pairs of shoes to make sure the right matches were made.    	{'place_id': '0da61f17c8549eca'}
24910812	2021-08-27T16:25:47.000Z	1431291866453004298	  It’s a positive story. Remember Rodney Dangerfield’s movie Back To School?	{'place_id': '1c69a67ad480e1b1'}
24910812	2021-08-27T16:21:26.000Z	1431290770942726145	I am now following  Want to see more of how he is doing, going back to college. Where are the pics and videos? Will there be any NIL deals?	{'place_id': '1c69a67ad480e1b1'}
2556616815	2021-08-27T14:43:28.000Z	1431266115133526026	They don't care about us (Michael Jackson).	{'place_id': '01e74c422dab6107'}
61895970	2021-08-27T13:27:32.000Z	1431247009113989123	First week back to School - Mommy & Daddy needed a little extra ENERGY   ⚡️ @ Cypress, Texas 	{'place_id': '1c69a67ad480e1b1', 'coordinates': {'type': 'Point', 'coordinates': [-95.6969, 29.9689]}}
731030289275715586	2021-08-27T11:40:23.000Z	1431220042075672582	thinking of those mornings where i didnt go to school and my dad would take me to a mcdonald’s in the heights, drive around the pretty houses and take me with him to do all his errands.	{'place_id': '1c69a67ad480e1b1'}
998789735878463488	2021-08-27T11:01:38.000Z	1431210290843201542	0:0 and I'm here in my car wondering why the fuck I wanna go to work...(sigh)  	{'place_id': '1c69a67ad480e1b1'}
2476911997	2021-08-27T08:38:18.000Z	1431174219031879681	Students and Parents,Please click on the link to view the Alvin ISD Dress Code. This has been presented to students and will be enforced by administration and teachers. Please make sure you are coming to school in dresscode each day.  	{'place_id': 'bcb210d6cf34438a'}
2195675405	2021-08-27T06:11:22.000Z	1431137243620683778	    I’m confused as well…there are several vaccines I had to get my daughter to ensure she could go to school. Why is this such a big deal?!	{'place_id': '1c69a67ad480e1b1'}
4768963524	2021-08-27T03:17:23.000Z	1431093458748510212	Take the time to go out to a bar by yourself. Some networking and socializing can go a long way 🤞🏽💰	{'place_id': '1c69a67ad480e1b1'}
20278402	2021-08-27T02:53:52.000Z	1431087540132515841	0. They have to go to school. Eating out is a choice.0. Kids under 0 can't be vaxxed. 	{'place_id': '1c69a67ad480e1b1'}
294416478	2021-08-27T02:40:06.000Z	1431084077206147074	Me after saying I’m going out for “one drink” 🙃 	{'place_id': '1c69a67ad480e1b1'}
893845785355440128	2021-08-27T01:39:33.000Z	1431068836770553857	👀 ❤️ save the 🗓 Thanks 🙏 HPD Commander Dale for sharing the flyer on HPD Northeast Patrol Station’s Back To School Drive-thru giveaway 🎒 ❤️ 👮‍♂️ 🚓 Saturday August 0, 0 0-0am, @ 0 Ley RdChild must be present 	{'place_id': '1c69a67ad480e1b1'}
863820240311988224	2021-08-27T01:19:38.000Z	1431063826804379653	For some it has to do with body image. They don’t like what is under the hoodie or are fearful of what others will say. For others the hoodie might be the only jacket they have, so they wear it to school for cold classrooms but are fearful of losing it if taken off.  	{'place_id': 'cf3b45e29c2c319b'}
1030310830296973318	2021-08-27T00:58:26.000Z	1431058491972755465	🚨Time to go to work!🚨   	{'place_id': '1c69a67ad480e1b1'}
1146337663944970240	2021-08-27T00:17:21.000Z	1431048150094123009	Can’t wait to go out with my gf this Saturday! 🤍	{'place_id': '1c69a67ad480e1b1'}
1268583919668137985	2021-08-27T00:14:09.000Z	1431047346348077060	OAN my daughter has her first black teacher this year and the teacher happens to the a PV grad. My baby can’t wait to start wearing her PV apparel to school now that someone can relate.	{'place_id': '1c69a67ad480e1b1'}
1096585301642874880	2021-08-28T23:27:59.000Z	1431760503664152579	So I think I may get stood up because he decided to go out with his work buddies for wings and a few drinks earlier well he either sleep orrrrrr 😹😹😹 he might’ve decided I wasn’t cute 😔💁🏽‍♀️ guess I’ll drink and lay naked til I fall asleep 🙃	{'place_id': '1c69a67ad480e1b1'}
3148937911	2021-08-28T23:13:35.000Z	1431756879546421249	I don’t wanna go out :( can I like stay home all day	{'place_id': '1c69a67ad480e1b1'}
3148937911	2021-08-28T23:08:07.000Z	1431755503026245634	I don’t wanna go out Ggs	{'place_id': '1c69a67ad480e1b1'}
625160597	2021-08-28T22:38:55.000Z	1431748154639142912	Ok period I’m about to charge my phone because if these lights go out lawwwddd	{'place_id': '00f2b6161655c5cc'}
1332347798247837697	2021-08-28T22:17:51.000Z	1431742852095266820	i finally get to go out tonight aww	{'place_id': '1c69a67ad480e1b1'}
1389809114109329409	2021-08-28T21:38:33.000Z	1431732963788607494	Lol @ the time I was working at McDonald’s when I was a teenager and I got bullied so bad at the time and was getting off walking to my car and a whole group of kids I went to school with threw a whole ass soda at me. Good thing I’m hot now and they are probably all miserable 🥴	{'place_id': 'cc480e2388809012'}
342497060	2021-08-28T21:34:22.000Z	1431731911064436737	bear’s face when collin has to go to work…. 	{'place_id': '1c69a67ad480e1b1'}
1289660172458131462	2021-08-28T21:27:12.000Z	1431730106720997383	Our positive hopes, thoughts and prayers go out to our friends and family in Louisiana as Hurricane Ida approaches New Orleans. Expected to make landfall as a CAT-0, she is stronger than Katrina.  Batten down the hatches & pay close attention to all emergency information ❤️ 🙏 	{'place_id': '1c69a67ad480e1b1'}
143684146	2021-08-28T21:20:10.000Z	1431728336523431936	I might make that mob to college station just for fuego 😅	{'place_id': '798522f39f66d411'}
1374747423709532165	2021-08-28T21:16:47.000Z	1431727487449542658	 Houston is home to thousands of LSU alums & Louisiana natives including myself. It’s provided a solid culture town in Houston more culture. My thoughts go out to my native state. Many great people’s lives are about to change. Katrina brought me tp Houston & never moved back 	{'place_id': '1c69a67ad480e1b1'}
3044989142	2021-08-28T20:25:08.000Z	1431714487720034306	 ZERO thanks to you….any credit goes to school districts, county leadership that stood up to your polemics that endangered Texas children. Our Harris County DA needs to file felony charges against you for endangering the lives of children in Harris County. 	{'place_id': '1c69a67ad480e1b1'}
846542233855819776	2021-08-28T20:21:31.000Z	1431713576096522244	I really do not wanna go to work	{'place_id': '1c69a67ad480e1b1'}
1051164909332037632	2021-08-28T20:06:28.000Z	1431709791559241728	I keep taking off of work for the slightest signs of illness and folks are going to work sick and unmasked reading to 0 year olds.	{'place_id': '7543692056063d2f'}
826971815276855297	2021-08-28T18:36:12.000Z	1431687072155410446	Me after going out to happy hour with my future family: 	{'place_id': '1c69a67ad480e1b1'}
1236431408723353601	2021-08-28T17:59:03.000Z	1431677723911598082	  And Abbot thoesnt care about this cv0 , sending masksless kids to school 🏫	{'place_id': '1c69a67ad480e1b1'}
728736319602491392	2021-08-28T17:45:42.000Z	1431674363506479109	Time to go to work Keo!! 	{'place_id': '1c69a67ad480e1b1'}
347541033	2021-08-28T17:24:20.000Z	1431668987054731268	 I ain't mad at nobody for being a nerd, going to college and having a six figure job. It's the trust fund babies. They wouldn't know what a .0 pack of Ramen 🍜 noodles tastes like.	{'place_id': '07d9e1e559c84001'}
1363666830313861120	2021-08-28T17:20:13.000Z	1431667950071820289	hot ppl go to school on the weekend	{'place_id': '4c456186fb6d326e'}
527618892	2021-08-28T15:50:26.000Z	1431645358933819393	You niggas used to pop the lenses out of 0-D glasses and wear them hoes to school. I ain’t forget	{'place_id': '1c69a67ad480e1b1'}
472583694	2021-08-28T15:48:28.000Z	1431644860843499521	How did going out to eat turn into getting shit face!?	{'place_id': '1c69a67ad480e1b1'}
2774811480	2021-08-28T15:23:01.000Z	1431638455914749960	I wanna go out on a date	{'place_id': '1c69a67ad480e1b1'}
747978962	2021-08-28T14:06:28.000Z	1431619192189509633	I always fall asleep when Im tryna go out	{'place_id': '1c69a67ad480e1b1'}
3092233730	2021-08-28T13:11:44.000Z	1431605419030499328	  Babe you’re a teenager you nor your GF should put their life on hold. Please live it up and focus on being accomplished in some aspect. Now I’m not saying go out and cheat but putting your life on hold or sacrificing for a partner should not be a thing outside of marriage.	{'place_id': '1c69a67ad480e1b1'}
2347413890	2021-08-28T04:55:47.000Z	1431480607054483460	Going to school night time plus working full time in the mornings seriously kicks my ass but im making it im proud of myself.	{'place_id': '3e82edc94d5c5ce1'}
2867781302	2021-08-28T04:37:31.000Z	1431476013532434437	I wonder if he waits for his mom to go to work before he starts making these videos 	{'place_id': '1c69a67ad480e1b1'}
1380180396189581319	2021-08-28T03:15:43.000Z	1431455427628306437	It’s “Take your mom to school day!” Just kidding, it’s Mrs. Miekstyn, a super awesome guest teacher!! I hear she’s a class favorite!    💙🧡 	{'place_id': '1c69a67ad480e1b1'}
746005699	2021-08-28T02:46:59.000Z	1431448193703809024	to go out or notttt	{'place_id': '1c69a67ad480e1b1'}
379892972	2021-08-28T01:49:39.000Z	1431433766967328770	0 years ago I used to go out 0-0 times a week and looking for the next move….  Now I come home to my dog after a day at the salon and watch 0/0 or murder documentaries with some wine in hand 🤣	{'place_id': '1c69a67ad480e1b1'}
382186450	2021-08-28T01:49:31.000Z	1431433732871892994	Everybody going out tonight and me & my friend is going to go eat pho 🍜 🔥	{'place_id': '1c69a67ad480e1b1'}
23290218	2021-08-28T01:11:38.000Z	1431424199713828867	Now that this race is ppd till tomorrow maybe I will go out.	{'place_id': '7543692056063d2f'}
3145414992	2021-08-28T00:57:59.000Z	1431420765501542404	I love moneyyyy but I hate going to work 🙄	{'place_id': '1c69a67ad480e1b1'}
28601277	2021-08-28T00:48:11.000Z	1431418297992548355	 Used one of these to send cut apples to school. I must have a dozen or so! The best.	{'place_id': '1c69a67ad480e1b1'}
2631316995	2021-08-28T00:30:13.000Z	1431413778357313540	 You literally going out of town in 0weeks relax	{'place_id': '1c69a67ad480e1b1'}
1008156454426238976	2021-08-28T00:15:09.000Z	1431409985867681793	Working and going to school is stressful 🥲but we gotta get that bag somehow 🤪	{'place_id': '1c69a67ad480e1b1'}
3189093186	2021-08-29T23:53:46.000Z	1432129380436881408	I need more Houston friends , I wanna go out	{'place_id': 'eabe7b6fd4504fff'}
35421056	2021-08-29T23:10:42.000Z	1432118540543434755	Not the anti vaxxer who died in West Texas living in the small town I went to college in 😭😭😭 I knew the Yt people were wacky there but gah damn….	{'place_id': '1c69a67ad480e1b1'}
984406551715868672	2021-08-29T22:46:52.000Z	1432112544018219010	My kid has to take a brown paper bag to school tomorrow, filled w/0 things that tell something about him. He put in a black Sharpie b/c it’s his favorite pen b/c he “loves the way it smells.”I’m not sure how good an idea this is, but I also have to let the boy express himself.	{'place_id': '1c69a67ad480e1b1'}
35506396	2021-08-29T22:39:58.000Z	1432110809476444167	Where people go out in Houston at night?	{'place_id': '1c69a67ad480e1b1'}
1024431497221033984	2021-08-29T22:12:12.000Z	1432103819861626880	I just know I ain’t finna be going out now that T is out of town lmao.	{'place_id': '1c69a67ad480e1b1'}
37684258	2021-08-29T20:45:58.000Z	1432082119375925254	what makes people put on jeans & go out in this houston heat? 🙃	{'place_id': 'bcb210d6cf34438a'}
2261203250	2021-08-29T20:28:52.000Z	1432077813562101762	I go back to school this week as an interior architecture and design student. 🏠📐✏️	{'place_id': 'c3bf7e4412fa281d'}
1595279748	2021-08-29T19:59:33.000Z	1432070436230254605	my mama said “ you must’ve been wanted to wear that to school “ 🤣🤣🤣🤣 GURL WHEET	{'place_id': '1c69a67ad480e1b1'}
3327659446	2021-08-29T19:24:01.000Z	1432061494330540036	i lowkey wanna go back to school but i feel like that shit a waste.	{'place_id': '1c69a67ad480e1b1'}
247536068	2021-08-29T18:59:46.000Z	1432055393262440451	Pls dont ask me to go out to eat and you dont like to spend money... cus ion even look at the price I just eat🥴	{'place_id': '1c69a67ad480e1b1'}
1395396138	2021-08-29T18:50:19.000Z	1432053013821202443	No you can’t have my number. No I don’t want to go out. No we can’t be friends. Just no ‼️	{'place_id': '1c69a67ad480e1b1'}
298056337	2021-08-29T18:07:54.000Z	1432042341196513280	 I mean I’m decent lol I ain’t go go out and look like a bum or nun	{'place_id': '1c69a67ad480e1b1'}
28481122	2021-08-29T18:06:53.000Z	1432042084748386311	Imma just say this to say it…. There was a lot of handsome men at Grooves last night… And y’all just be having fun and shit, I love how I never see fights when I go out in Houston. Cause a certain other city that’s not the Queen City that I use to live in 	{'place_id': '1c69a67ad480e1b1'}
2675348252	2021-08-29T17:36:04.000Z	1432034328381431819	Last night I remember why I don’t go out …. Not my cup of tea 🤷🏻‍♂️	{'place_id': '8935eb0e13a342db'}
143684146	2021-08-29T17:08:11.000Z	1432027309708566530	I literally drove to college station yesterday for tacos 😂 I love being grown	{'place_id': '798522f39f66d411'}
1174684559926890496	2021-08-29T16:59:41.000Z	1432025171871862794	 Nothing. I’m going out today balls hanging and shit.	{'place_id': '1c69a67ad480e1b1'}
393613304	2021-08-29T16:19:21.000Z	1432015022809653258	* To Not have to do PCR or antigenic tests to go out dancing, go to a restaurant, go on holidays and many more things to come ...* To live my life.* To have my kids/grandkids go back to school and play sports. * For Covid-0 to be an old memory.* To protect us. All.	{'place_id': '1c69a67ad480e1b1'}
393613304	2021-08-29T16:16:55.000Z	1432014410755805199	"just going to work every day or staying locked in my home. I still want to travel and hug people without fear and find a little feeling of life ""before"".As a child and as an adult I've been vaccinated for mumps, measles, rubella, polio, chicken pox, and quite a few others; my"	{'place_id': '1c69a67ad480e1b1'}
2888914986	2021-08-29T16:14:26.000Z	1432013782969106434	Thank you to all the people who pitched in to make this back to school/birthday event possible.  	{'place_id': '00f2b6161655c5cc'}
1161783071697494017	2021-08-29T15:09:38.000Z	1431997478254039042	Prayers going out to the Riverparish and all sounding New Orleans area, players, pleases keep in contact with your coaches.	{'place_id': '1c69a67ad480e1b1'}
2343070554	2021-08-29T14:29:47.000Z	1431987449505452032	I’m so confident until I go out with my skinny friends. 🤦🏽‍♂️😭	{'place_id': 'c484d6c5cd72beb0'}
2352014832	2021-08-29T14:24:50.000Z	1431986203155472384	  My sympathies go out to you.	{'place_id': '1c69a67ad480e1b1'}
2203578260	2021-08-29T06:27:22.000Z	1431866046189813763	My mom is so messy when we go out lmao she knows I don’t play behind her and I’m fresh off papers so here she is purposely instigating	{'place_id': '1c69a67ad480e1b1'}
1026734492151689221	2021-08-29T05:41:55.000Z	1431854608771698690	y’all this is why I never go out .. I’m so fucken bored	{'place_id': '1c69a67ad480e1b1'}
321887351	2021-08-29T05:39:52.000Z	1431854088921178124	I hate when i go out and they be like “cash only”. Like who honestly just carries cash anymore 😑	{'place_id': '1c69a67ad480e1b1'}
43729175	2021-08-29T03:38:52.000Z	1431823642187415552	I hate when I wanna go out, but I am not dressed for that shit	{'place_id': '1c69a67ad480e1b1'}
739624569498173440	2021-08-29T03:26:13.000Z	1431820456693223424	You going out the country, you posting up on IG 🌚	{'place_id': '1c69a67ad480e1b1'}
1085663376775303170	2021-08-29T03:14:30.000Z	1431817509578190848	Go to work Mal🔥🔥🥶STUD‼️ Work it🐐 	{'place_id': '1c69a67ad480e1b1'}
804197356593971201	2021-08-29T03:08:17.000Z	1431815943953518594	I’d be so down to go out to a place where they have emo night and play songs from the 0’s lol	{'place_id': '1c69a67ad480e1b1'}
1628898084	2021-08-29T03:05:07.000Z	1431815148570808326	Should I go out or should I go out?	{'place_id': '1c69a67ad480e1b1'}
155586042	2021-08-29T02:37:13.000Z	1431808127280861186	Cross country 🏃🏻‍♀️🏃🏃‍♂️celebrated the first week back to school with a potluck and a water gun fight! 🔫💦💧      	{'place_id': '0fc2c239d0d5e000'}
1488375750	2021-08-29T02:34:23.000Z	1431807412386902017	“I’m going out tonight”I sayfrom my couchnakedwith a beer	{'place_id': '01e74c422dab6107'}
310674982	2021-08-29T01:45:18.000Z	1431795060543299584	We don’t go out often… but when we do!!  Follow   Repost  @ Thirteen Houston 	{'coordinates': {'type': 'Point', 'coordinates': [-95.37559, 29.7527]}, 'place_id': '1c69a67ad480e1b1'}
82029635	2021-08-29T01:40:29.000Z	1431793849966505994	I think I might go out tonight.	{'place_id': '1c69a67ad480e1b1'}
410327538	2021-08-29T01:25:24.000Z	1431790051281838082	I am not going out there, you going out there. Lol 	{'place_id': '1c69a67ad480e1b1'}
382186450	2021-08-29T01:09:17.000Z	1431785995092045824	My sister wanna go out tonight but since We clubbing on the north side I said prospect because I know they got hookah she go tell me “they be to crowed” 💀 I told her to just decide 🤦‍♂️	{'place_id': '1c69a67ad480e1b1'}
3148937911	2021-08-29T00:57:31.000Z	1431783034110586880	Im only going out to network Ggs	{'place_id': '1c69a67ad480e1b1'}
3368171733	2021-08-29T00:57:26.000Z	1431783014044819456	Back to school party happening tonight 💕 0-0-0 text if you’d like to come by 	{'place_id': '0c0d406c01544001'}
16312974	2021-08-29T00:29:44.000Z	1431776044646809607	 That does not sounds like a fun way to go out.	{'place_id': '01e74c422dab6107'}
