1155677277478359041	2020-10-06T23:23:10.000Z	1313620847232520193	Having a blast on our first day back to school 😀  	{'place_id': '0fc34d5c5994f000'}
742768562142482433	2020-10-09T06:37:54.000Z	1314455025595363328	With both parents working,America now for last 0 +yrs,has gave libs who took control from grade school to college the chance to raise our pride and joy! Results? lil darlings is rioting & looting! They R brainwashed & they really think USA should be socialized, destroyed! 🙏🇺🇸🙏	{'place_id': '0120bae54df50356'}
335998687	2020-10-09T04:37:39.000Z	1314424766909091842	Every time I see somebody going somewhere & I ask them where they going, it’s always Cali .. like wtf going out there fr 🤨	{'place_id': '1c69a67ad480e1b1'}
884703985130721280	2020-10-09T03:52:31.000Z	1314413406573789184	 i been craving it and talking about it for a month. and i finally was able to afford it and go out and get itt.	{'place_id': '822f7a173519a8dd'}
3309970849	2020-10-09T03:49:42.000Z	1314412699284049921	 Dang Jody you going out sad huh?💀	{'place_id': '1c69a67ad480e1b1'}
172064326	2020-10-09T03:36:16.000Z	1314409318846955521	Damn  u didn’t see that coverage? What a way to go out!  Yea it’s over get off field ,looking lost...    💪🏾 	{'place_id': '1c69a67ad480e1b1'}
579454228	2020-10-09T02:30:46.000Z	1314392832376025088	I wanna go out for drinks this weekend I’ve had a rough ass week and im only gonna get busier and more stressed this upcoming week 😅	{'place_id': '1c69a67ad480e1b1'}
3787242372	2020-10-09T02:27:51.000Z	1314392099610071043	 🙏prayers going out for your dad. The home run  series was really exciting. Just glad the real Astros showed up.	{'place_id': '38d0e797745f4c5d'}
812245027	2020-10-09T02:08:35.000Z	1314387252370452481	I don’t miss going out and waking up the next morning just to cringe at my bank account 🥴	{'place_id': '1c69a67ad480e1b1'}
961033106475180032	2020-10-09T01:42:32.000Z	1314380695784108038	I wanna go out and do something this weekend !	{'place_id': '1c69a67ad480e1b1'}
973369488598097921	2020-10-09T01:39:02.000Z	1314379814275604482	all i know is working, nope i ain’t going out nowhere	{'place_id': '1c69a67ad480e1b1'}
388053408	2020-10-09T01:17:40.000Z	1314374438499090432	Simply going to work, breathing in the ash cloud, and continuing to struggle to pay my bills when the American government provides no economic support for the people affected by the crisis. 	{'place_id': '01e74c422dab6107'}
849430544014336000	2020-10-10T23:35:34.000Z	1315073520045522946	Fuck going outFuck Waffle House Fuck broke people Fuck evil people Fuck it all.	{'place_id': '1c69a67ad480e1b1'}
3237650285	2020-10-10T21:29:15.000Z	1315041730299920384	Not going out tonight and I’m not sleeping alone either 🥺	{'place_id': '1c69a67ad480e1b1'}
380723373	2020-10-10T20:36:56.000Z	1315028564757151745	“I have to do everything” I will attempt to workout, clean the kitchen, do laundry, clean my room, wash my hair all before I have to go to work. 	{'place_id': '1c69a67ad480e1b1'}
29573818	2020-10-10T20:06:35.000Z	1315020926002630656	Yall go out and support the fam  tomorrow...Food is 🔥🔥🔥🔥🔥🔥🔥🔥	{'place_id': '1c69a67ad480e1b1'}
898806457	2020-10-10T18:58:15.000Z	1315003729146458112	going out for lunch in the Vy’all want something 	{'place_id': '1c69a67ad480e1b1'}
174551341	2020-10-10T18:55:18.000Z	1315002987916517377	As much as I be fighting Nigerian police, I don’t think I’d have the courage to go out and protest. I’m actually really proud of everyone out there risking their lives for this. 	{'place_id': '1c69a67ad480e1b1'}
2883516122	2020-10-10T18:45:41.000Z	1315000566397857792	Texas football going out sad😔	{'place_id': '1c69a67ad480e1b1'}
300014748	2020-10-10T18:30:18.000Z	1314996696556994561	I be wanting to go out but don’t be in the mood.. if u get what I’m saying.	{'place_id': '1c69a67ad480e1b1'}
29573818	2020-10-10T18:26:06.000Z	1314995640292630528	  Fuck it man go out like a G 😂😂😂😂😂	{'place_id': '1c69a67ad480e1b1'}
72722889	2020-10-10T18:24:00.000Z	1314995112024436736	It’s actually so frustrating that my friends are going out to clubs and stuff lol	{'place_id': '1c69a67ad480e1b1'}
300014748	2020-10-10T18:16:00.000Z	1314993095939850240	Idk if I wanna go out tonight or make up a lie and lay in my bed.	{'place_id': '1c69a67ad480e1b1'}
40010154	2020-10-10T18:14:18.000Z	1314992669995814912	  Did I know you were from Corpus?? 🤔 where did you go to school??	{'place_id': '1c69a67ad480e1b1'}
23452000	2020-10-10T18:12:11.000Z	1314992139101761536	I told everyone the 0 million dollar investment was not going to work	{'place_id': '1c69a67ad480e1b1'}
2497312002	2020-10-10T18:05:47.000Z	1314990526844809216	La Porte kiddo headed to College Station!! 	{'place_id': '00a488ec567255f3'}
336796677	2020-10-10T18:02:58.000Z	1314989815767740419	Most definetly wanna get cute and go out	{'place_id': '1c69a67ad480e1b1'}
300014748	2020-10-10T18:00:08.000Z	1314989105919528963	Why everybody want me to come out this weekend? I didn’t plan on going out.	{'place_id': '1c69a67ad480e1b1'}
321887351	2020-10-10T17:52:28.000Z	1314987173205159936	I said i wasn’t gonna go to work today but imma go 💀	{'place_id': '1c69a67ad480e1b1'}
201506438	2020-10-10T17:32:51.000Z	1314982239130787842	Actually might go back to school next year	{'place_id': '1c69a67ad480e1b1'}
3599093234	2020-10-10T17:24:01.000Z	1314980014174109697	I want to go out tonight	{'place_id': '1c69a67ad480e1b1'}
80423771	2020-10-10T16:35:06.000Z	1314967704063934464	I’m going out sad AG in 0!! 	{'place_id': '1c69a67ad480e1b1'}
2270850139	2020-10-10T16:16:43.000Z	1314963078480572417	I really gotta go to work today wtf	{'place_id': '1c69a67ad480e1b1'}
1221622443158228993	2020-10-10T16:16:15.000Z	1314962962361331712	Ughhh every time I go out I forget fuckin ICE TRAYS ❗️	{'place_id': '1c69a67ad480e1b1'}
25183003	2020-10-10T15:58:58.000Z	1314958612415029248	My friends keep pressuring me to go out, but I’m on a strict 0$ budget this weekend😭😂	{'place_id': '1c69a67ad480e1b1'}
727605151385583616	2020-10-10T15:37:05.000Z	1314953105843326976	I’m basically in my 0’s already and I still don’t know how to properly walk in heels smh this is how you know that I don’t go out	{'place_id': '1c69a67ad480e1b1'}
79339941	2020-10-10T14:49:45.000Z	1314941195085373443	Soooo I lost my moms car keys last night 😅 she was like how ima go to work?	{'place_id': '1c69a67ad480e1b1'}
35797109	2020-10-10T14:00:00.000Z	1314928671988252673	Honored to be the lead advisor for the Future Ready Schools principal strand. Working with educators across the country on work that is focused on EQUITY and EXCELLENCE for all is a privilege, honor, and responsibility. Let’s go to work team!  	{'place_id': '1c69a67ad480e1b1'}
3074342071	2020-10-10T13:53:34.000Z	1314927053041471489	And this why I don’t go out on work nights 🤢🤢🤢	{'place_id': '1c69a67ad480e1b1'}
600667276	2020-10-10T13:44:17.000Z	1314924717124485120	back to back nights on lil sleep then go to work lol	{'place_id': '1c69a67ad480e1b1'}
4890626180	2020-10-10T13:14:31.000Z	1314917226579976192	I went to grooves wasnt fw it maybe because I’ve been going out so long😭😭 	{'place_id': '1c69a67ad480e1b1'}
3962824582	2020-10-10T12:13:25.000Z	1314901849917591557	This. 👏🏻. Right. 👏🏻. Here. 👏🏻. Had several coworkers have to wait 0wks to come back. Because the clinic lost their test results. AND on top of that only got paid for 0wk. 😤But sure go out and campaign 😒 	{'place_id': '3e82edc94d5c5ce1'}
122107537	2020-10-10T12:12:56.000Z	1314901729612378112	Then walked right pass that mf going to work for me to do it. Nah playa. It’s 0am & I don’t already put it outside on a leash and the cage outside as well. 🤷🏽‍♂️	{'place_id': '1c69a67ad480e1b1'}
230818249	2020-10-10T09:16:01.000Z	1314857204621680640	For my mama to wake me up about the lights going out at SU	{'place_id': '1c69a67ad480e1b1'}
740211480587440129	2020-10-10T07:31:06.000Z	1314830801578659841	  I must not go out enough	{'place_id': '1c69a67ad480e1b1'}
1093898167396040706	2020-10-10T05:35:20.000Z	1314801669130145793	I wanna get back into video games so I don’t go out any more but I feel like that’s a slippery slope	{'place_id': '4c456186fb6d326e'}
871094226880049152	2020-10-10T05:10:47.000Z	1314795490257575937	graduating and then going to college so i can disappear &gt;&gt;&gt;&gt;&gt;	{'place_id': '1c69a67ad480e1b1'}
393738139	2020-10-10T04:46:37.000Z	1314789409175277568	all the girls I went to school with are in loving and healthy relationships with other women...... I’m taking that as a sign	{'place_id': '1c69a67ad480e1b1'}
84810629	2020-10-10T04:02:28.000Z	1314778297922973702	If u can’t go out and protest pls keep using ur platform to speak out.  	{'place_id': '1c69a67ad480e1b1'}
3092233730	2020-10-10T03:52:26.000Z	1314775774885548032	I also see so many bars, clubs, and lounges packed and been reading on social media so many LA evacuees wanting to or actually going out to take their mind off of what’s been our reality for almost 0 days - fleeing our homes, living in hotels, getting debts, depression, etc....	{'place_id': '343ecdd7da8dfae0'}
1220410968695627781	2020-10-10T03:49:42.000Z	1314775087778684928	Great game🔥🔥🔥💯 Way to go out and be Uncommon!! 	{'place_id': '1c69a67ad480e1b1'}
706266444	2020-10-10T03:48:53.000Z	1314774879686844421	Tomorrow morning Ima regret going out tonight 🤧	{'place_id': '1c69a67ad480e1b1'}
884454807234375681	2020-10-10T03:47:43.000Z	1314774586236567554	Jimmy look like he hasn’t taken a shower in weeks, you think he gone go out without forcing a game 0?	{'place_id': '798522f39f66d411'}
718538165187809281	2020-10-10T03:45:11.000Z	1314773951135051777	  Sheeps? Poor manners and you can’t spell either? Go back to school and work hard. Dan Crenshaw is a decorated war hero and a proven leader of men, no bigot nor is he divisive, because the Navy Seals don’t allow that! Be just half the man Dan is and everyone will be impressed!	{'place_id': '1c69a67ad480e1b1'}
552018919	2020-10-10T03:25:26.000Z	1314768979416801286	 It was the 0/0 year old Morgan for me! No we can’t go out sad for our birthdays. Let’s start building our tolerance now🥴	{'place_id': '1c69a67ad480e1b1'}
1080927302	2020-10-10T02:50:12.000Z	1314760110665760769	 everything’s better when she’s around🎵 can’t wait till her parents go out of town🎶	{'place_id': '1c69a67ad480e1b1'}
284233704	2020-10-10T02:11:04.000Z	1314750264382021632	Second Cold War Beta Key Going out in 0min!! 	{'place_id': '1c69a67ad480e1b1'}
443360531	2020-10-10T02:00:14.000Z	1314747539011313670	i actually wanna go out tn 😭	{'place_id': '798522f39f66d411'}
138567082	2020-10-10T01:41:55.000Z	1314742926258450432	Whew chileee my friends are being real pressuring about me not wanting to go out! 🙄	{'place_id': '1c69a67ad480e1b1'}
1037869580914442240	2020-10-10T01:23:04.000Z	1314738185822494720	I wish I could just go out and not have alcohol shoved in my face all the time	{'place_id': '798522f39f66d411'}
2526414116	2020-10-10T01:03:03.000Z	1314733148555694081	To go out to eat or BBQ...	{'place_id': '1c69a67ad480e1b1'}
72298393	2020-10-10T01:01:43.000Z	1314732809718771712	"Forgot to post the first day of ""in person"" instruction for my senior Wednesday! Drove to school for first time!! First time two Pattons are at same school too!    "	{'place_id': '1c69a67ad480e1b1'}
767414259969953792	2020-10-10T00:59:53.000Z	1314732351193112577	Is it lame to go out alone? 👀👀	{'place_id': '610a668f55d64af2'}
3408956298	2020-10-10T00:48:00.000Z	1314729360046395392	Thoughts and prayers go out to friends family and fans of the late great wrestling legend   @ Atascocita, Texas 	{'coordinates': {'type': 'Point', 'coordinates': [-95.1819, 29.9933]}, 'place_id': '38d0e797745f4c5d'}
2337515238	2020-10-11T23:45:27.000Z	1315438392939876357	Okay so this guy messaged me saying “I’ll eat you like it is my last supper, would you pls go out with me?” Do they still know how to talk to girls orrrr😂 lmfao	{'place_id': '1c69a67ad480e1b1'}
43986352	2020-10-11T23:37:37.000Z	1315436423584059393	Them days of me going out my way to show you my interest is dead because most of the time its a waste of time and energy...🤷🏿‍♂️	{'place_id': 'bc39561011b12bc6'}
804873646443479040	2020-10-11T23:15:55.000Z	1315430960624795648	Damn Dak hate to see these QBs go out like this	{'place_id': '1c69a67ad480e1b1'}
981651008756637696	2020-10-11T23:08:36.000Z	1315429119535001600	Man! It’s more than football. This dude lost his brother, fighting for his livelihood, public criticism and never complained. Then to go out like this. Prayers lifted  🙏🏾	{'place_id': '1c69a67ad480e1b1'}
2525626285	2020-10-11T22:54:33.000Z	1315425584365940736	I just want to dress up. Go out to have a nice dinner and a couple of drinks. Get out of this funk 😖	{'place_id': '1c69a67ad480e1b1'}
4827109994	2020-10-11T22:46:52.000Z	1315423653195141121	Gah dammit my prayers go out to Dak🙏🏾	{'place_id': '1c69a67ad480e1b1'}
559862893	2020-10-11T22:44:22.000Z	1315423024124964875	Prayers go out to my QB	{'place_id': '1c69a67ad480e1b1'}
2796572953	2020-10-11T22:12:13.000Z	1315414929793482754	Why y’all keep going out during this panoramic?	{'place_id': '1c69a67ad480e1b1'}
2796572953	2020-10-11T21:57:43.000Z	1315411283202789376	Y’all going out during the panoramic? 	{'place_id': '1c69a67ad480e1b1'}
188547158	2020-10-11T21:09:44.000Z	1315399207931518978	I think I wanna start drinking, like if the girls say “let’s go out for drinks”, I wanna be able to do that	{'place_id': '1c69a67ad480e1b1'}
600667276	2020-10-11T19:48:51.000Z	1315378851455946759	kinda been liking going out once a week now instead of thursday-sunday like how i use to do it	{'place_id': '1c69a67ad480e1b1'}
831279725914050560	2020-10-11T19:36:08.000Z	1315375652334440448	Kinda wanna go out ... kinda wanna stay in my bed	{'place_id': '1c69a67ad480e1b1'}
225934048	2020-10-11T18:05:41.000Z	1315352887908880384	Niggas so ass backwards. They’ll kiss the ground celebrities walk and go out their way to accommodate them, but never keep that same energy with their closest friends.	{'place_id': '1c69a67ad480e1b1'}
1046618876446994432	2020-10-11T17:33:02.000Z	1315344671443488768	i don’t wanna go to work 😒	{'place_id': '3e82edc94d5c5ce1'}
1596705313	2020-10-11T17:31:02.000Z	1315344171004301315	Kinda wanna go back to school and be a construction engineer 🥺	{'place_id': '610a668f55d64af2'}
601491283	2020-10-11T16:52:15.000Z	1315334406983294976	Retiring from going out	{'place_id': '1c69a67ad480e1b1'}
4845870716	2020-10-11T14:54:41.000Z	1315304823970058240	Our hearts go out to  as they deal with the loss of a teacher & coach. Praying for strength for the Travis family and community. We’re here for you if needed. 	{'place_id': '7a41192a2879ee24'}
66241032	2020-10-11T13:33:51.000Z	1315284478743515136	Tryna debate if i wanna get up and twist my hair before i go out later 🤨	{'place_id': '1c69a67ad480e1b1'}
298083185	2020-10-11T13:04:30.000Z	1315277094335795200	Na son! I don’t go out like that 😂 	{'place_id': '1c69a67ad480e1b1'}
1043561539	2020-10-11T12:57:22.000Z	1315275298619916291	Also sounds like the niggas I went to college with	{'place_id': '1c69a67ad480e1b1'}
39572105	2020-10-11T12:30:49.000Z	1315268618800820224	I need to be at church , but instead I’m going to work 🥴	{'place_id': '1c69a67ad480e1b1'}
3168935522	2020-10-11T11:48:33.000Z	1315257980665946113	When you have house parties without covid testing to ensure no transmission, or going out bars, discothecas & indoor social events where you dont wear a mask - YOU ARE PART OF THE PROBLEM THAT PERPETUATES THE SPREAD OF VIRUS KILLING MINORITY CHILDREN   	{'place_id': '1c69a67ad480e1b1'}
109030975	2020-10-11T11:02:18.000Z	1315246339886919681	The message is going out LOUD & CLEAR! Aso Rock MUST listen and FSARS must be scrapped!    	{'place_id': '1c69a67ad480e1b1'}
986235539572576256	2020-10-11T07:01:41.000Z	1315185788011925507	 Funny asl dawg. But I ain’t going out with you no mo 😂	{'place_id': '1c69a67ad480e1b1'}
3897429432	2020-10-11T06:14:45.000Z	1315173975685816320	I’m in the mood to go out still lmao	{'place_id': '3e82edc94d5c5ce1'}
1235302867688402944	2020-10-11T05:56:15.000Z	1315169321916735489	I’m finna stop going out this Bitch just walked up to me and told me I’m prettt	{'place_id': '1c69a67ad480e1b1'}
338832424	2020-10-11T05:12:52.000Z	1315158404864847872	These mfs tryna make sure I go out... aht aht lol	{'place_id': '1c69a67ad480e1b1'}
778361111871717376	2020-10-11T05:00:08.000Z	1315155200936751104	damn i miss going out 🙁	{'place_id': '1c69a67ad480e1b1'}
1070156120541417472	2020-10-11T04:22:10.000Z	1315145645758517248	I don’t get how people are going out to bars right nowwww just stay in and ki y’all	{'place_id': '1c69a67ad480e1b1'}
1480238432	2020-10-11T04:07:10.000Z	1315141869513388032	if we late going out. We definitely gonna be late to our own funeral	{'place_id': '1c69a67ad480e1b1'}
515826523	2020-10-11T04:00:02.000Z	1315140073105641472	A lot of my “friends” have been telling me I’m “too quiet” or “boring now” since I’ve pretty much been diving into work & not going out anymore. Goals change & my idea of fun isn’t getting blacked out weekend after weekend. I’m good where I’m at, I want more out of this life.	{'place_id': '1c69a67ad480e1b1'}
2305841035	2020-10-11T03:53:35.000Z	1315138451340242946	 😂💀I’m dead, I went to the game yesterday and they’re playing the same songs and doing the same stuff they did when we were going to school there	{'place_id': 'bcb210d6cf34438a'}
3092233730	2020-10-11T03:34:38.000Z	1315133683825889280	 Lol. This my first time but now when I go out in Houston I’m be watching for them. They definitely vibing and being genuine. I love to see it honestly.	{'place_id': '343ecdd7da8dfae0'}
361239742	2020-10-11T03:02:19.000Z	1315125551192051712	 I can’t wait to go out here!!😍	{'place_id': '1c69a67ad480e1b1'}
2308886076	2020-10-11T03:01:16.000Z	1315125285700935680	Way to tired to go out	{'place_id': '3e82edc94d5c5ce1'}
47710654	2020-10-11T02:55:56.000Z	1315123941103538177	A huge thank you to  for going out with me tonight for my birthday. It was so much fun even if we did have to drive through half of Houston to find a place to eat. Millie had fun too!	{'place_id': '1c69a67ad480e1b1'}
552018919	2020-10-11T02:47:28.000Z	1315121810921455617	I need to go out more alone out to eat and drink.	{'place_id': '7a41192a2879ee24'}
757456808	2020-10-11T02:27:43.000Z	1315116841916915712	i don’t wanna go out, i want to be boo’d up	{'place_id': '1c69a67ad480e1b1'}
613930077	2020-10-11T02:12:24.000Z	1315112989092130821	It’s my 0 + yr old cousins wanting me to go out with them for me ... aht aht I’m too ratchet for y’all rn 😂	{'place_id': 'e589c1ec3b0b9d2e'}
