3151874197	2020-03-23T23:49:04.000Z	1242236954399342592	I’m grateful to have a job that still allows me to go to work.	{'place_id': '5e80ee08ea361155'}
258055650	2020-03-26T23:02:11.000Z	1243312320983547904	 I knew you were going to get upset, hear me out.If I had raccoon eyes and wanted to go out with you would you let me?	{'place_id': '1d9a5370a355ab0c'}
271225949	2020-03-26T22:38:36.000Z	1243306385422594050	I can’t wait to go out an Pelt Waist😫💃🏾	{'place_id': '1d9a5370a355ab0c'}
20548213	2020-03-26T21:49:33.000Z	1243294040201756675	 I didnt see anyone going to work in those pictures. And... the streets have very few cars.	{'place_id': '1d9a5370a355ab0c'}
803135966361878528	2020-03-26T21:38:53.000Z	1243291357017497607	                                                  A very scary time ❣Lots of love to you  Toni & Mommy Kara ♥️💖♥️Happy you were lucky in the store.Mummy is going out tomorrow. We have a curfew. Do you?Lots of love, Issay 💖♥️💖	{'place_id': 'ecbe21c16e88f161'}
809276144319086594	2020-03-26T21:38:15.000Z	1243291197193494530	Idk about anyone else, but I hate going out to eat at fancy restaurants and the servers ask “How do you want your meat cooked? Medium Rare or Well Done?”😐😐 By then I be feeling a bit agitated and then I hit them with “I prefer COMPLETELY DONE”🤨💯. Lmfaoo I’m just saying🤣🤷🏽‍♂️💯.	{'place_id': '1d9a5370a355ab0c'}
892266098103603200	2020-03-26T21:33:06.000Z	1243289901405286400	 Only way to go out	{'place_id': '48f2609344f0c3f7'}
47570779	2020-03-26T21:24:13.000Z	1243287664784261123	Well... when I was still going out 😢😢	{'place_id': '1d9a5370a355ab0c'}
47570779	2020-03-26T21:23:26.000Z	1243287469522587648	Man I really used to be out here just beating my face lol. I’ve lowkey fallen off. Now, I just be doing damn near the same look every time I go out 💀	{'place_id': '1d9a5370a355ab0c'}
246858532	2020-03-26T21:09:50.000Z	1243284045427023873	I used to have clothes for work, the gym, going out to dinner, lounging, errands, chores, sleep, etc.Now I just have ‘shirt’. Goes on after a shower. I eat in it, watch tv & read in it, sleep in it, wake up & work then work out in it. Shower & repeat.  👕🔄	{'place_id': '1d9a5370a355ab0c'}
1039730647760289792	2020-03-26T20:48:00.000Z	1243278551325069312	Can everyone please just stay home, so we can stop this pandemic. I dont understand what is so hard to follow. WhenI go out I say at least 0 ft away from people. Go out get what I need go home. Thank you  for everything you do for us! ー0  	{'place_id': 'c567a00616152df6'}
4828547152	2020-03-26T20:32:26.000Z	1243274634335858688	Stay positive and remember we are all in this together!  Faculty and coaches can’t wait to get back to school to see all of you!    	{'place_id': '5cba3a162965b0e2'}
729865280252477441	2020-03-26T20:28:19.000Z	1243273598552375296	"   we were told we are on ""lock down"" yet are able to go out for walks. Which made the people confused. Our mayor misinformed us about ""free parking"" and caused more confusion. Make yourselves clear and stop confusing the people of our city. "	{'place_id': '1d9a5370a355ab0c'}
780824484	2020-03-26T20:09:40.000Z	1243268905201815553	I miss going out ugh 	{'place_id': '1d9a5370a355ab0c'}
285818513	2020-03-26T20:00:43.000Z	1243266654999662594	some niggas go out sad just bc a bitch bad but that ain’t my style	{'place_id': '1d9a5370a355ab0c'}
167459307	2020-03-26T19:14:06.000Z	1243254923015438339	I want to go out period 😭🥴 	{'place_id': '1d9a5370a355ab0c'}
2473141562	2020-03-26T19:06:51.000Z	1243253095594942466	The More Y’all Go Outside, The Longer We Have To Deal With This Shit. I’m Not Trying To Be In The House Up Into I Go To School. Which Is In August.. Sit Y’all Ass Down And Let This Virus Heal And Go Away.. We Know Y’all Grown And Y’all Can Do What Y’all Want But Whatchu Gon Do	{'place_id': '1d9a5370a355ab0c'}
32640950	2020-03-26T19:05:45.000Z	1243252819328741376	Without going out of my doorI can know all things on earthWithout looking out of my windowI can know the ways of heavenThe farther one travelsThe less one knowsThe less one really knows 	{'place_id': '9a02ce6ca066fcdc'}
811773481	2020-03-26T18:19:25.000Z	1243241158572113920	Finally got my eyelashes I ordered but we can’t even go out lol smh ya pa que	{'place_id': '227d358f6ed8d29e'}
2688826169	2020-03-26T18:12:35.000Z	1243239440220291072	I’m the only one in my house hold. Times of changed, its really about to get real BUT I am happy to do it. If you’re not tryna be of service and are still worried about the day “you finally get to go out” ion trust you. You a demon. 	{'place_id': '1d9a5370a355ab0c'}
2688826169	2020-03-26T17:23:35.000Z	1243227110384304130	I hope so too.I don’t understand why I still see people saying they want to go out? Do they not see these mfs don’t give a fuck about them bc they haven’t checked on them? Likeeeee?  	{'place_id': '1d9a5370a355ab0c'}
19346693	2020-03-26T17:02:49.000Z	1243221884822585345	Free pizza makes people insane with happiness and all diets go out the window. Tops all other foods that could be delivered	{'place_id': '1d9a5370a355ab0c'}
1957274666	2020-03-26T16:41:15.000Z	1243216456868925441	 Leonard Nimoy’s portrait graces the door to my office since his passing. I’m so glad that he got to see the impact his role in Star Trek had on world culture & still has on generations & those yet to come.	{'place_id': '1d9a5370a355ab0c'}
295260873	2020-03-26T16:11:57.000Z	1243209083408330752	Do this to the white folks congregating at the parks not the people waiting for the bus trying to go to work 	{'place_id': '1d9a5370a355ab0c'}
440233193	2020-03-26T15:46:54.000Z	1243202778631208961	Now I have to go to work && deal with some not so smart ppl	{'place_id': '1d9a5370a355ab0c'}
58937384	2020-03-26T15:39:16.000Z	1243200857887453190	  : When the Lights Go Out0S	{'place_id': '1d9a5370a355ab0c'}
267912109	2020-03-26T14:39:02.000Z	1243185699295289344	 Going out with the 0 year old playing wiffle ball, using players walk up music to simulate the game. Hot dogs on the grill. Modelo in the cooler.	{'place_id': 'ecbe21c16e88f161'}
826495641983528960	2020-03-26T14:33:44.000Z	1243184364646735876	 When i go out (or used to 🤧😭) I would as well. I havent ordered out in a while 🧐 haven’t had a craving lol but I’m definitely tipping if I do.	{'place_id': '1d9a5370a355ab0c'}
343093012	2020-03-26T14:07:10.000Z	1243177680968826881	This picture is absolutely awesome. It's still wild to me that he can go out to the grocery store without being swarmed by people when he's the LeBron James of his sport 	{'place_id': '5b0b1baf24cf0a6a'}
23712827	2020-03-26T13:19:55.000Z	1243165790033108992	Another day of being forced to go to work! 	{'place_id': '07d9c9279b887002'}
600464267	2020-03-26T12:39:43.000Z	1243155672054800386	 I was born in Pittsburgh. Went to college there :)	{'place_id': '1d9a5370a355ab0c'}
34000602	2020-03-26T12:28:31.000Z	1243152854623363072	 Depends. I have to go to work. So I can’t social distance 🤷🏼‍♀️🙃	{'place_id': '1d9a5370a355ab0c'}
131936977	2020-03-26T11:29:19.000Z	1243137955574808576	Well this tweet was not supposed to go out.  let me fix that and work for you. 	{'place_id': '1d9a5370a355ab0c'}
702299609792536576	2020-03-26T07:47:18.000Z	1243082084668719104	 Ima be real, thats kinda messed up, but you do you man. Not saying still go out, stay inside, but they/no one deserves to lose a loved one due to covid-0	{'place_id': '99700cd6fc455c13'}
827188494	2020-03-26T06:33:27.000Z	1243063498298531847	Having depression is extremely difficult during this pandemic because going out and keeping busy and socializing are the main things I need to do to stay afloat. Having to self isolate for weeks is already taking a toll on my mental health and I know I’m not the only one.	{'place_id': '2180fafeb49b5684'}
1261155084	2020-03-26T05:38:44.000Z	1243049728419532800	It’s been a whoooole min since we talked but we went to school together for like 0 years. I promise I have not changed at all but there’s always a lot goin on and I’d love to hear about your time @ UWM so good Hurricanes and the Illini are now the Badger’s big brother	{'place_id': '1d9a5370a355ab0c'}
15078942	2020-03-26T05:19:40.000Z	1243044928768311297	I’m about to tweet something real dumb, but can this quarantine end so I can go out with my friends :(	{'place_id': '1d9a5370a355ab0c'}
147026779	2020-03-26T05:18:34.000Z	1243044652078575616	Period go to work, keep hella money & take care of my kid ‼️	{'place_id': '1d9a5370a355ab0c'}
2996211384	2020-03-26T04:23:29.000Z	1243030789287219200	Omg yes!! That might actually happen now that everyone is staying inside rather than going out 👀 	{'place_id': '1d9a5370a355ab0c'}
963508806	2020-03-26T04:01:47.000Z	1243025331474268160	I’m def not going to work when the nail shops open back up 😭imma be in there all day	{'place_id': '1d9a5370a355ab0c'}
1087974330498195459	2020-03-26T02:50:45.000Z	1243007454880899077	 $britbandit I work in mental health for kids and still have to go to work in these tough conditions.  anything would help.	{'place_id': '1d9a5370a355ab0c'}
903492060849700864	2020-03-26T02:38:05.000Z	1243004263648956418	I start back to school tomorrow and I’m really trying not to be over it.	{'place_id': '1d9a5370a355ab0c'}
30252520	2020-03-26T01:57:09.000Z	1242993964237623296	We can choose the world we want to live in, and create it, even as unpredictable as it can become, if we hold challenge ourselves.Let's share the sacrifice and all come out together of this on the other side.Promise we'll all go out an group exercise together, in spades. Fin/	{'place_id': '1d9a5370a355ab0c'}
1281306908	2020-03-26T01:51:19.000Z	1242992496260648960	                . how are you doing? Are you still going to work? Or are you at home these days?	{'place_id': '1d9a5370a355ab0c'}
124972504	2020-03-26T01:33:31.000Z	1242988017599623169	Miss Rona need to disapate so y’all can get back to school 	{'place_id': '1d9a5370a355ab0c'}
2338723118	2020-03-26T01:32:05.000Z	1242987656788750339	Where should I go for my bday since I can’t go out the country	{'place_id': 'd6eacc5955ffad4b'}
124972504	2020-03-26T01:03:10.000Z	1242980377976868865	Bro when I told him “it’s Akaylia, your big sister” he gasped and I of course started bawling. He’s going to college in November for architecture 🥺 He got a scholarship and the college he’s going to in Arkansas specializes in ppl w/ learning disabilities.	{'place_id': '1d9a5370a355ab0c'}
543789268	2020-03-26T00:51:03.000Z	1242977329527296007	Coworker: How do you spell ‘live’ (liv)Me:... L. I. V. ECoworker: I thought that was ‘live’ (līv) Man that’s crazy. This guy went to college by the way. 🙃😂	{'place_id': '6b029ca925395e1b'}
940981384994283521	2020-03-26T00:34:56.000Z	1242973272930750464	 Wow! And seriously how the hell can a person go to work in the morning and come home in the evening and have nothing to say!	{'place_id': '1d9a5370a355ab0c'}
39611080	2020-03-27T23:42:25.000Z	1243684832477151232	Being stripped of my favorite hobby (going out for a nice dinner and drinking tons of cocktails with my friends and loved ones) is really starting to take its toll on me	{'place_id': '3009292baa8dda23'}
2493610790	2020-03-27T23:13:57.000Z	1243677668542951426	As much as I miss going out and being with family and friends, it’s important that we all stay home for our safety and the safety of others. God bless everyone! @ Au Cheval 	{'coordinates': {'type': 'Point', 'coordinates': [-87.64775, 41.88467]}, 'place_id': '1d9a5370a355ab0c'}
2369628522	2020-03-27T22:55:39.000Z	1243673065868984323	Can this virus end already.  I'm tired of going to work and home  in public transport wich I dont mind and my parents wont let me go to the store to buy oranges. 😑	{'place_id': '1d9a5370a355ab0c'}
503520640	2020-03-27T22:42:51.000Z	1243669841086734342	Grateful for  going out today to grab these so I can make sure I keep my  up🙌🏾.    … 	{'coordinates': {'type': 'Point', 'coordinates': [-87.632496, 41.883222]}, 'place_id': '1d9a5370a355ab0c'}
2994194153	2020-03-27T22:22:00.000Z	1243664595064991744	Note to self: Even though middle-class office workers are home all day long every day right now, they're all still going out to shop at 0:0 pm like the sheep they are. Next time, get here at 0 am like I usually… 	{'coordinates': {'type': 'Point', 'coordinates': [-87.64967412, 41.94835761]}, 'place_id': '1d9a5370a355ab0c'}
868669899434074112	2020-03-27T22:00:26.000Z	1243659169837834241	(0/0) so please don't hesitate to reach out, just because we can't go out and see each other doesn't mean we have to go through this alone. My dms are always open 💕	{'place_id': '92e012db736d72c5'}
803135966361878528	2020-03-27T21:45:53.000Z	1243655505983275015	                                                  YAAY ❣❣❣Hunting success. I had some, but am going out tomorrow. 0 things I am having so much trouble finding.Sanitary hand wipes & T.P.Am devoting Saturday to find these things ❣Love to you  Toni & Mommy Kara ❣♥️❣  Issay	{'place_id': 'ecbe21c16e88f161'}
1104115577587724289	2020-03-27T21:41:25.000Z	1243654383696568322	New executive order clarifies that 0 days of pupil attendance is still required this year - more to come from  on the impact to school districts	{'place_id': '8b351eeb91372dc7'}
417027554	2020-03-27T20:37:54.000Z	1243638397463379969	Hang in there kid! Soon we will be going out for breakfast and talking about all the cool things that are happening at our schools!   	{'place_id': '6db05c8d8e092528'}
453691141	2020-03-27T20:14:31.000Z	1243632512099893252	A nice long walk and deer 🦌 outside helped me to feel better today then I did yesterday. I am feeling trapped and caged in. I’m tired of not being in my own space. I’m tired of not getting to go out and interact in… 	{'coordinates': {'type': 'Point', 'coordinates': [-87.84, 41.9258]}, 'place_id': '701d2c3c209b77ab'}
123548577	2020-03-27T20:14:04.000Z	1243632398987931648	  I’ve been fortunate enough to go to work. There is no way I could stay at home for more than 0 days.	{'place_id': '1d9a5370a355ab0c'}
1375511958	2020-03-27T19:05:17.000Z	1243615090194239490	i just explained to my mom the entire plot of tiger king and she told me I need to go back to school	{'place_id': '1d9a5370a355ab0c'}
3026059755	2020-03-27T19:04:58.000Z	1243615009160278021	I miss going out for sushi so much that I might just learn how to make some.	{'place_id': '1d9a5370a355ab0c'}
1392190009	2020-03-27T18:50:30.000Z	1243611370958082051	I have no mask to wear when I go out in public..I want to to feel acceptable	{'place_id': '1d9a5370a355ab0c'}
34423051	2020-03-27T18:22:35.000Z	1243604343556911105	 how are you and the fur babies doing? Are they staying home or trying to go out and practice their driving?	{'place_id': '1d9a5370a355ab0c'}
473573849	2020-03-27T18:16:39.000Z	1243602852540559363	work has been so crazy and hectic and I’m so anxious and emotional and I can’t even go out and do anything to relax and get my mind off of it so everyone just please stop going out so this shit can be over with already. thanks. 	{'place_id': '8b351eeb91372dc7'}
321722304	2020-03-27T18:05:00.000Z	1243599921007210496	I can’t believe it’s finally Friday already and I am soo excited to go out... this ... weekend...? Fuck☠️	{'place_id': '389e765d4de59bd2'}
161782561	2020-03-27T17:55:36.000Z	1243597552697716736	"I love Tweedy and  Yeah, I'm one of those guys who's seen them more than 0 times in concert. I (nervously) met him in December right before the  residency shows. I like how his ""going out"" hat is the same as his ""stay at home"" hat. Rock on.   "	{'place_id': '1d9a5370a355ab0c'}
30252520	2020-03-27T17:13:53.000Z	1243587057043361793	 It's one thing for HCWs and other critical people to tell us they need equipment, or safe ways to get to work.It's another thing for people to go out of their way and say they deserve to get their preferred amount of exercise in.STFU. 	{'place_id': '1d9a5370a355ab0c'}
1933301834	2020-03-27T16:36:37.000Z	1243577678055309312	 To inherit his family’s fortune, billy is going back to school... way back.	{'place_id': '8b351eeb91372dc7'}
67547908	2020-03-27T16:16:49.000Z	1243572693758291968	Me looking at everybody yelling they can’t pay their rent/bills but talking about going out after the crisis is over with 	{'place_id': '1d9a5370a355ab0c'}
83431172	2020-03-27T15:26:52.000Z	1243560123785719808	Another reason I chose to wait in line to get tested is that my 0-year-old woke up last night coughing uncontrollably, a cough that sounded like croup. The thing is, he’s had zero contact with the outside world since school closed: no friends, no stores: just dad going to work.	{'place_id': '98a64980f963518d'}
166230167	2020-03-27T15:10:15.000Z	1243555941217382403	Flashback Friday: When we were allowed to go out and have fun.   	{'place_id': '5e4243758a966b81'}
265090480	2020-03-27T14:34:59.000Z	1243547067320086529	 Sorry to hear that boss. Condolences go out to you and the family 🙏🏾🙏🏾🙏🏾	{'place_id': '4f798ddf05f97f68'}
3403201023	2020-03-27T13:35:49.000Z	1243532177385676805	 I thought that said beach. I’m like dawg plz don’t go out there. Lmao.	{'place_id': '1d9a5370a355ab0c'}
23948113	2020-03-27T11:51:23.000Z	1243505894706622467	  Agreed, so why endorse Biden? Working people of Illinois certainly weren’t our first when the Biden camp falsely claimed the CDC said it was safe to go out and vote two days before our entire state went on lockdown.	{'place_id': 'b98acb4e130f102d'}
49161297	2020-03-27T10:50:57.000Z	1243490689456975872	 Going to work	{'place_id': '1d9a5370a355ab0c'}
200874321	2020-03-27T10:25:42.000Z	1243484331802333186	 Prayers and good vibes going out to him and your family.	{'place_id': '1d9a5370a355ab0c'}
1376478733	2020-03-27T08:43:47.000Z	1243458682907758592	  To you who fear My name The Sun of Righteousness shall arise With healing in His wings;You shall go out & grow fat like stall-fed calves. You shall trample the wicked,they shall be ashes under the soles of your feet On the day that I do this,Says the Lord of hosts.Malachi 0:0-0	{'place_id': '68e2040481279657'}
1055542774404128768	2020-03-27T07:50:33.000Z	1243445289735925760	The argument that “cooking is common sense” baffles me, especially when most of y’all struggle to boil water for boxed mac and cheese.People literally go to school to perfect their craft. Study for months and even years to become the best chefs.Cooking is a skill. Period.	{'place_id': '1d9a5370a355ab0c'}
447395754	2020-03-27T06:47:09.000Z	1243429332544086016	Damnnn not going out has me saving on not eating out everyday 😂 that shit does accumulate.	{'place_id': '1d9a5370a355ab0c'}
745393	2020-03-27T06:20:24.000Z	1243422603290660864	 Was just thinking, I can go out this weekend, walk around the city and take photos by myself right?  Coz that’s what I usually do on my weekends	{'place_id': '0e0b9a037618a313'}
265090480	2020-03-27T06:09:37.000Z	1243419888762281986	 Man. Was still hooping to. Would go to work after practice and games. Not sure how I managed pulling off straight As with working hella and activities. But I did it. And mentality really hasn’t changed. I just give my body more rest now.	{'place_id': '5cba3a162965b0e2'}
579909156	2020-03-27T05:01:43.000Z	1243402798575652871	Yall better listen, stay home if your not working. Practice social distancing, and good hygiene. My prayers go out to all those affected by the COVID-0.         	{'place_id': '1d9a5370a355ab0c'}
274828456	2020-03-27T02:45:02.000Z	1243368401654796289	i wnna go out	{'place_id': '1d9a5370a355ab0c'}
263141603	2020-03-27T02:26:24.000Z	1243363714020962310	Chicago, please don’t let Slippery Slope go out of business. 	{'place_id': '1d9a5370a355ab0c'}
1065612468481863680	2020-03-27T02:19:28.000Z	1243361967982514179	I wish I never went to college. I’d be a homeowner now.	{'place_id': '227d358f6ed8d29e'}
702299609792536576	2020-03-27T01:27:24.000Z	1243348866105294848	 Wait, arent you still activly going to work	{'place_id': '1cf51d4fa867b58a'}
147026779	2020-03-27T01:20:31.000Z	1243347134075801602	Ian going out like no sucka 🤫	{'place_id': '1d9a5370a355ab0c'}
3973145907	2020-03-27T01:11:38.000Z	1243344899023556610	can y’all stop going out and hanging out with your friends, i wanna go out too so can y’all follow directions for 0 seconds so we can get shit under control fuck u guys	{'place_id': '3273e7bb01fff3cb'}
21164472	2020-03-27T00:48:27.000Z	1243339065371607043	Nothing is going out no time soon 	{'place_id': '1d9a5370a355ab0c'}
246532612	2020-03-27T00:09:07.000Z	1243329166222733318	A0: I am doinggood , praying that all of this will end soon. I think I will gain 0 pounds before we go back to school . The project is a traditional food from Jordan , Mansaf  	{'place_id': '48f2609344f0c3f7'}
338812163	2020-03-28T23:54:41.000Z	1244050307707031552	Just a little something for a Saturday night on lockdown. This is my dear sweet friend the last time we were able to go out before the stay at home order. The best part of layering up? It looks great dressed up or… 	{'coordinates': {'type': 'Point', 'coordinates': [-87.65522, 41.9296999]}, 'place_id': '1d9a5370a355ab0c'}
271225949	2020-03-28T23:48:47.000Z	1244048822893973506	I put it on when I go out to a club or event and because I like to look dolled up once in a while ! Beauty enhancement is all. But everyday nah I couldn’t 	{'place_id': '1d9a5370a355ab0c'}
243458845	2020-03-28T23:22:31.000Z	1244042213769777155	 Ugh just want to go out 🥵	{'place_id': '1d9a5370a355ab0c'}
934373196312338433	2020-03-28T23:19:54.000Z	1244041553913528323	  We should change the subject to something less controversial like religion nevermind that's not going to work aha how badly does BYU suck	{'place_id': 'da64cd6b4a6e157c'}
348166536	2020-03-28T23:14:09.000Z	1244040108480872453	It’s weird that I graduated HS with no skills and walked into a near-living wage job with benefits before ultimately going away to school. Then 0/0 happened. Iraq War. The financial meltdown. I got a little taste of what life was like for Boomers.	{'place_id': '1d9a5370a355ab0c'}
471748983	2020-03-28T23:12:25.000Z	1244039671874834437	Or going out in big groups, but let’s not forget that some people still have to work and pay their bills. In a perfect world, yes, people would all listen & stay home, but maybe worry more about keeping yourself safe than the business of others. 🤷🏽‍♂️	{'place_id': '1d9a5370a355ab0c'}
1117484839836495872	2020-03-28T22:57:29.000Z	1244035913501589506	  the answer I just rummaged up is no, but this 0 year cycle tends to line up with Venus going out of bounds because it’s in gemini, and previously cancer, both signs of max northern declination	{'place_id': '1d9a5370a355ab0c'}
26565981	2020-03-28T22:33:11.000Z	1244029799535910917	Twitter can probably figure out a way to globally mute him so he thinks his tweets are still going out but they aren’t. Let the pro-Trump bots respond to him so he feels good.	{'place_id': '1d9a5370a355ab0c'}
2923193991	2020-03-28T22:19:08.000Z	1244026262173163520	I miss going out for brunch 😩	{'place_id': 'f04813ea26f51186'}
56857178	2020-03-28T22:13:28.000Z	1244024835019345921	Watching  and 0 seconds in I hate it. She says she went to college, even got “a PhD” had her ❤️ broken & threw herself into her work & became a... PSYCHIATRIST, which is an MD, not a PhD. If the writers did this little research it’s gonna be a shit show	{'place_id': '1d9a5370a355ab0c'}
301170383	2020-03-28T21:56:49.000Z	1244020647598096384	March 0: “If we have thousands or hundreds of thousands of people that get better just by, you know, sitting around and even going to work — some of them go to work, but they get better.” 	{'place_id': '1d9a5370a355ab0c'}
37939571	2020-03-28T21:23:22.000Z	1244012226434027522	 I’d be going out of my mind without my boys  	{'place_id': '9f3d755fe1a081a4'}
1508288070	2020-03-28T21:15:25.000Z	1244010228703772672	What are some things you are missing? My last concert, Aventura, before the quarantine days. How I miss dressing up and going out. They say you don't appreciate things u til they're gone. … 	{'coordinates': {'type': 'Point', 'coordinates': [-87.67399833, 41.88059904]}, 'place_id': '1d9a5370a355ab0c'}
2513184137	2020-03-28T20:46:56.000Z	1244003057878384643	“‘As soon as the moratorium is lifted, the hammer is going to drop,’ Marshall said. ‘That puts me in the position of taking the extra risk and going to work’ to keep paying rent.”	{'place_id': '1d9a5370a355ab0c'}
291510956	2020-03-28T20:36:03.000Z	1244000320058994694	 🤣she would go out of her way to find something to yell about	{'place_id': '1d9a5370a355ab0c'}
934373196312338433	2020-03-28T20:06:58.000Z	1243993002110001155	Well sitting on a deserted orange line going through a ghost town that used to be known as downtown Chicago Loop going to work to sign a piece of paper to take a voluntary 0%paycut and have the next 0 days as completely broke vacation Roosevelt doors open at Roosevelt	{'place_id': '1d9a5370a355ab0c'}
806124963912708097	2020-03-28T19:24:51.000Z	1243982402466336769	So...like...where do people go when they’re done with barn work? Netflix? Hulu? Not like y’all can go out and do anything?!	{'place_id': 'fcf61be5379bfe18'}
1967890778	2020-03-28T18:42:38.000Z	1243971777623179264	lol can someone help me figure this out, bc my mom claimed me on her taxes for 0 but i also work, go to college & filed my taxes independently. am i eligible for the stimulus check?? i really hope so bc im also unemployed now & broke :) 	{'place_id': '1d9a5370a355ab0c'}
419731740	2020-03-28T18:16:42.000Z	1243965252020121602	Absolutely no one: trying to argue with his brother after going out 	{'place_id': '1d9a5370a355ab0c'}
33357518	2020-03-28T18:10:41.000Z	1243963735955341314	  I do this every time I go out because I am still considered essential.	{'place_id': '1d9a5370a355ab0c'}
2952504033	2020-03-28T18:07:04.000Z	1243962828056399872	   They’re faced with a horrible choice: go to work without  and risk exposure, or refuse to work without appropriate protective equipment and know that patients (& their colleagues) will suffer from their absence.It’s a shitty conversation to have. There’s no good option.	{'place_id': '8b351eeb91372dc7'}
611875851	2020-03-28T15:03:28.000Z	1243916625142824961	Like y’all nighasare annoying as fuckkkkkWhy do you care that I go out on the weekends all the time ?! I never understood why people fee they’re on some moral high horse for staying inside .... like that’s cool but it ain’t me	{'place_id': '4b3758bc32868265'}
611875851	2020-03-28T15:01:58.000Z	1243916244555894786	If there’s sumthin to learn from this covid situationIs that people who stay inside instead of going out on weekend fee like they’re morally better for doing so ... y’all be the most bitter about people going out , whilst and an extrovert doesn’t give a damn what you do	{'place_id': '4b3758bc32868265'}
265038357	2020-03-28T14:43:19.000Z	1243911550542512129	Morning ya’ll! We have deliveries going out today! Get yours in before the 0pm. Cut off so you can have your own pirate king!! @ Nakama Toys 	{'coordinates': {'type': 'Point', 'coordinates': [-87.6976536, 41.9268522]}, 'place_id': '1d9a5370a355ab0c'}
945908980269961217	2020-03-28T14:40:50.000Z	1243910925398216705	I want wait to go out for breakfast with my friends.🥺☹️	{'place_id': '1d9a5370a355ab0c'}
265038357	2020-03-28T14:14:30.000Z	1243904299404603395	Us and robocop want to thank you for observing the rules!  All orders go out at 0pm today!  We ship priority so if you’re in Chicago you should get everything on Monday!  Out of state probably Tuesday!  We tagged… 	{'coordinates': {'type': 'Point', 'coordinates': [-87.6976536, 41.9268522]}, 'place_id': '1d9a5370a355ab0c'}
719967892624703488	2020-03-28T13:32:52.000Z	1243893824461721601	 Don’t trust the polls, go out and vote blue in November. It is that important	{'place_id': '9f3d755fe1a081a4'}
4263625454	2020-03-28T13:10:46.000Z	1243888262479056896	 Sue us and since then I have moved to college, I couldn’t live at “home” anymore cause of the stress (my gma has dementia) and then my brother moved his family in so it was too much. Now with this virus my campus is trying to kick me out and I have no job, nor money to get me-	{'place_id': '99700cd6fc455c13'}
24786652	2020-03-28T06:29:15.000Z	1243787218088493057	You guys remember going out? Seinfeld - This Is Out  via 	{'place_id': '1d9a5370a355ab0c'}
343144721	2020-03-28T05:33:11.000Z	1243773108173094912	  He knew about it in early January. Yes, China lied for 0-0 weeks. But Trump spent a month referring to it as a hoax and suggesting people could go to work with it. He's spent the past several weeks refusing to use his biggest weapon - the DPA - to guarantee hospitals get PPE.	{'place_id': '1d9a5370a355ab0c'}
49362329	2020-03-28T05:30:19.000Z	1243772385335132161	I had to hear this every morning omw to school for 0 years, idek if it’s a good song atp bc I truly hate it lmao. 	{'place_id': '1d9a5370a355ab0c'}
24573340	2020-03-28T04:39:58.000Z	1243759712732135429	March is coming in like a lion and going out like a liger  that is an indicator that April showers may bring a second' cycle of COVID-0. 😭  	{'place_id': '1d9a5370a355ab0c'}
387873681	2020-03-28T04:12:33.000Z	1243752816235237377	After this shit is over I will never take going out for grated anymore .	{'place_id': '1d9a5370a355ab0c'}
18929459	2020-03-28T03:02:28.000Z	1243735176053735426	I can’t wait til this quarantine is over so I can decide not to go out and stay inside to watch Netflix instead.	{'place_id': '1d9a5370a355ab0c'}
33719221	2020-03-28T02:50:34.000Z	1243732181475876865	I’m so fucking bored. I wanna go out, I wanna put a fucking outfit on, I wanna hit on some dudes. I’m not meant for this quarantine shit.	{'place_id': '1d9a5370a355ab0c'}
212055536	2020-03-28T02:09:41.000Z	1243721893708009473	Keep ordering. All orders going out Monday Morning! 	{'place_id': '1d9a5370a355ab0c'}
19868756	2020-03-28T01:29:45.000Z	1243711845686562817	 I hope the feeling of guilt goes away!!! You have nothing to feel guilty for.  We’re all handling this differently.  My boyfriend is working from home and is not fazed at all, I’m still going to work (though they’ve changed our schedules) and I can’t focus on anything at all.	{'place_id': '1d9a5370a355ab0c'}
1170535078570725376	2020-03-28T01:17:13.000Z	1243708690642984960	     I mean u not wrong. If eric would stop twerkin on ig live and actually go to work we could have a big box. 	{'place_id': '1d9a5370a355ab0c'}
79019673	2020-03-28T01:02:39.000Z	1243705025223942150	i’m confused on who y’all be choosing to do this “talking stage” with. who doesn’t go out on dates, and vibe. bitch i’m not about to just be texting somebody for weeks and not go out.	{'place_id': '1d9a5370a355ab0c'}
324496011	2020-03-28T00:42:32.000Z	1243699961864359939	 Lol no def go to work...My issue is seeing my friends that work in hospitals go out & about during this pandemic	{'place_id': '1d9a5370a355ab0c'}
32814873	2020-03-28T00:35:01.000Z	1243698072238133248	. JUST FUCKING SAID, “I wish we were going out..” BITCH, WHUT!? Lol   🤣  	{'place_id': '1d9a5370a355ab0c'}
32177819	2020-03-28T00:22:42.000Z	1243694970021830657	I can’t wait for the “what did you do during your COVID vacation” stories when my kids go back to school.	{'place_id': 'a922fabd203ea9f4'}
564366141	2020-03-29T23:59:52.000Z	1244414000726712320	Bro the dumbest person in American history!!!! The fact that we need this whole country in lock down because we have dumbasses still going out and this is what he says??? God bless America because this guy won’t 	{'place_id': '8b351eeb91372dc7'}
343144721	2020-03-29T23:14:23.000Z	1244402553447747584	    You're right. You spend all your time bitching about the MSM and calling any check of Trump a hoax.But nope. No political agenda with you. Got it. Enjoy your degree. You sound like you went to school on one of those rowing scholarships.	{'place_id': '1d9a5370a355ab0c'}
