74866680	2020-02-24T23:26:50.000Z	1232084501314052096	      The two maps have different meetup spots.	{'place_id': '610a668f55d64af2'}
805605377375092736	2020-02-27T15:23:16.000Z	1233049968883257345	Theirs people who don’t have something to place their food in, im grateful to eat out of a disposable plate idgaf 	{'place_id': '1c69a67ad480e1b1'}
428803809	2020-02-27T15:23:16.000Z	1233049968572760064	I forgot my mom really planned my whole ass wedding with 0 guest in less than 0 months.	{'place_id': '1c69a67ad480e1b1'}
120912840	2020-02-27T15:18:19.000Z	1233048725049794560	Let me get up and go to the gym	{'place_id': '1c69a67ad480e1b1'}
22644848	2020-02-27T15:11:15.000Z	1233046947382145024	So how do you convince your 0 yr old mother that she needs to get better and walk? Tell her you will take her to the movies Saturday to see  	{'place_id': '1c69a67ad480e1b1'}
571364704	2020-02-27T15:00:15.000Z	1233044177447014405	I’d much rather go to the gym tonight instead of the cookoff 🥴 what has my sister done to me?!	{'place_id': '1c69a67ad480e1b1'}
47532046	2020-02-27T14:55:07.000Z	1233042887383945216	Best wedding dress ever!!!  	{'place_id': '1c69a67ad480e1b1'}
303303437	2020-02-27T14:39:51.000Z	1233039042733887489	Monday back to the gym and eating my veggies	{'place_id': '1c69a67ad480e1b1'}
252168137	2020-02-27T14:13:11.000Z	1233032331147071493	Maybe go to the book store or go to the movies. Maybe both, idk yet.	{'place_id': '1c69a67ad480e1b1'}
346162718	2020-02-27T13:36:46.000Z	1233023166529916928	Straight to the gym after I drop them off..	{'place_id': '1c69a67ad480e1b1'}
43494543	2020-02-27T13:34:09.000Z	1233022508108001280	Baby welcome to the party 😂 	{'place_id': '1c69a67ad480e1b1'}
596862761	2020-02-27T13:26:01.000Z	1233020464013946880	If I did lent I would’ve given up working out so I could go to the gym and say working out is against my religion HAHAHAHAHAHAHA	{'place_id': '1c69a67ad480e1b1'}
28842107	2020-02-27T13:14:26.000Z	1233017549152976896	So it doesn’t get very cold where I am but today I’ve actually had to wear my coat. All I can think about are the remnants of some spilled beer on it from all of the excitement at the December Wedding Present gig in Manchester. Sigh.	{'place_id': '01e74c422dab6107'}
1114298672362196994	2020-02-27T09:53:36.000Z	1232967007101968384	u were my everything thoughts of a wedding ring 	{'place_id': '1c69a67ad480e1b1'}
3478162645	2020-02-27T05:39:07.000Z	1232902964907565057	Imagine going on a date at the roller rink with Say So by Doja Cat playing in the background... just vibing...	{'place_id': '7a41192a2879ee24'}
2997795787	2020-02-27T05:27:10.000Z	1232899955410509824	Can’t wait till my elbow heals and  hand heals so we can get back to the gym 😤💪🏼	{'place_id': '1c69a67ad480e1b1'}
487208257	2020-02-27T04:50:16.000Z	1232890668466475010	Going to Church felt good ... 🙏🏽	{'place_id': '1c69a67ad480e1b1'}
71367216	2020-02-27T04:49:34.000Z	1232890495887691777	Super excited to capture Lauren & Daniel’s Special Day this weekend! Enjoy this teaser for their wedding! 	{'place_id': '01e74c422dab6107'}
632743182	2020-02-27T04:48:20.000Z	1232890184733204482	Update on barista bae: apparently we matched on tinder not too long ago he messaged me and by the looks of it wedding is February 0th, 0 😂 	{'place_id': '1c69a67ad480e1b1'}
598805229	2020-02-27T03:37:55.000Z	1232872463484248070	i be eating out too much i swea	{'place_id': '1c69a67ad480e1b1'}
1066145431267098625	2020-02-27T03:24:53.000Z	1232869183974756357	" Not that I agree w/ everything Barack but he's the closest to ""us"" as  just about anybody. How is it you get a $0k job and end up with $0m in 0 years?  There's perks to the gig but how quickly they forget."	{'place_id': '1c69a67ad480e1b1'}
1098673520417144832	2020-02-27T03:16:31.000Z	1232867077783982080	who tryna go shopping w me ? everything free , just run when I do 🤷‍♀️	{'place_id': '1c69a67ad480e1b1'}
2284127888	2020-02-27T03:13:17.000Z	1232866264533610497	 I’m a cancer and that’s why I wanna go to the mall	{'place_id': '1c69a67ad480e1b1'}
353329347	2020-02-27T02:09:00.000Z	1232850088306847746	I. just. want. to. go. on. a. date. to. the. carnival. at. the. rodeo. why. is. that. so. freaking. hard.	{'place_id': 'c484d6c5cd72beb0'}
852746803271184388	2020-02-27T01:37:50.000Z	1232842240948613121	Okay who want to go to the movies with me 	{'place_id': '1c69a67ad480e1b1'}
324062780	2020-02-27T01:36:15.000Z	1232841844263923712	   it’s fun af to see a professional astrologer! i went to see one to pick out our wedding date and she just GLANCED at my chart and just went off. if there’s anything negative they frame it as “this is something to watch out for, work on this” etc	{'place_id': '1c69a67ad480e1b1'}
357923374	2020-02-27T01:06:28.000Z	1232834351114661889	I’m omw to church, if you need some prayer or know someone who needs some prayer, just like, comment, or dm me.	{'place_id': '1c69a67ad480e1b1'}
77569012	2020-02-27T00:51:21.000Z	1232830544091795456	I made a bet and if i lost i gotta take somebody on a date. I lost. And I’m still not doing it. I lied.	{'place_id': '1c69a67ad480e1b1'}
3950112254	2020-02-27T00:42:23.000Z	1232828289997328387	Ain’t been to church in a minute rn I just wanna talk to Jesus	{'place_id': '1c69a67ad480e1b1'}
1038567737746960386	2020-02-27T00:26:36.000Z	1232824315181228035	I’m really gonna stay home alone and not go to church to get my ashes☹️	{'place_id': '1c69a67ad480e1b1'}
90651165	2020-02-27T00:02:35.000Z	1232818272946589699	For beautiful  day eyes that say ‘I do’, Lash Lift is the perfect  treatment!           	{'place_id': '1c69a67ad480e1b1'}
2465264340	2020-02-28T23:30:28.000Z	1233534965595459586	My friend went on a date with this guy last Saturday. He texted her last night & she told him she was @ my house, about to leave. She didn’t call him after.... why did he call AND text ME this morning looking for her.	{'place_id': '1c69a67ad480e1b1'}
2262395658	2020-02-28T23:02:24.000Z	1233527900953030661	being able to go to the mall to buy u & yours friends & parents things &gt;&gt;&gt;	{'place_id': '1c69a67ad480e1b1'}
327446161	2020-02-28T22:25:53.000Z	1233518715007885312	y’all have GOTTA try wedding cake and carrot cake. MY BAES. code “baelis” supports me 🖤 	{'place_id': '822f7a173519a8dd'}
2263309443	2020-02-28T21:46:10.000Z	1233508717628469250	Yooo I never knew anyone felt some type of way about appetizers being ordered on a date 🤯	{'place_id': '1c69a67ad480e1b1'}
26870282	2020-02-28T21:37:28.000Z	1233506527987798021	When Houston’s under a water boil advisory but you still wanna eat out... 	{'place_id': '1115baaaabd50000'}
157736648	2020-02-28T21:25:49.000Z	1233503595821178880	"WHY WHEN SOMEONE GOES TO A RESTAURANT AND THEY SAY ""YOU SHOULD GO THERE"" AND YOU TELL THEM THAT YOU HAVE ALREADY BEEN TO THAT PLACE WHY DO THEY RESPOND WITH THAT DRY ASS ""OH OK"" 🤷🏿‍♂️"	{'place_id': '798522f39f66d411'}
1025082363502637058	2020-02-28T19:09:52.000Z	1233469383093211138	Battling between smoking a blunt and going to the gym to work on abs. I hate training abs.	{'place_id': '1c69a67ad480e1b1'}
1123577199766929408	2020-02-28T18:21:28.000Z	1233457202121396224	Forgetting your headphones when going to the gym is the worst! 🤦🏻‍♂️	{'place_id': 'bcb210d6cf34438a'}
712789170305904641	2020-02-28T17:42:11.000Z	1233447318298484741	Is it to early for a drink	{'place_id': '1c69a67ad480e1b1'}
2580903564	2020-02-28T17:34:22.000Z	1233445349274144768	 My 0st wedding, we were students. Guests figured it out. Cash and gift cards predominated	{'place_id': '1c69a67ad480e1b1'}
747630784366841856	2020-02-28T16:25:57.000Z	1233428130938970114	lauren’s dad reaction to seeing her on her wedding day made me cry and miss my dad so much 🥺	{'place_id': '1c69a67ad480e1b1'}
53209684	2020-02-28T16:15:17.000Z	1233425448144703489	 Man, I appreciate that but I’ll be at a wedding that night. Thank you so much for the offer!	{'place_id': '1c69a67ad480e1b1'}
780586278374957056	2020-02-28T15:31:34.000Z	1233414446489505793	i needa get my ass to the gym	{'place_id': '3e82edc94d5c5ce1'}
281754972	2020-02-28T15:23:59.000Z	1233412540459294720	It’s been a long while since I been on a date where we’re sitting chatting and enjoying each others company... I’ll be 0 later this year time is flying by 🤦🏾‍♂️	{'place_id': '1c69a67ad480e1b1'}
30756839	2020-02-28T15:00:44.000Z	1233406688096587783	   Happy Pre Wedding Day... 	{'place_id': '1c69a67ad480e1b1'}
35088963	2020-02-28T13:50:08.000Z	1233388920349523968	 Little late to the party cuz been sick past 0 days BUT...👇👇👇👇👇👇👇👇👇👇 	{'place_id': '1c69a67ad480e1b1'}
968995122	2020-02-28T12:53:14.000Z	1233374600358170630	Yeah my partner would HAVE to go to the gym it’s a deal breaker 😫	{'place_id': '1c69a67ad480e1b1'}
35222762	2020-02-28T12:14:23.000Z	1233364823351664641	My BFF's from Kentucky are arriving this morning, my daughter's wedding shower is tomorrow, her bachlorette party is tomorrow night and we will have rotating bbqs and parties Friday, Saturday and Sunday so everyone can see the out of state guest! And I have vacation Monday ❤ 	{'place_id': '1c69a67ad480e1b1'}
630182948	2020-02-28T11:00:26.000Z	1233346213522616322	I have to be up in 0 hours to go shopping for a cook off outfit why am I wide awake ?	{'place_id': '1c69a67ad480e1b1'}
28918679	2020-02-28T06:03:56.000Z	1233271599073234944	Girl u had me out here or breathing during the wedding! 	{'place_id': '1c69a67ad480e1b1'}
2263309443	2020-02-28T04:25:13.000Z	1233246752662282240	Okay I’m rewatching their wedding scene, what’s wrong with me?  	{'place_id': '1c69a67ad480e1b1'}
62118848	2020-02-28T04:00:03.000Z	1233240418982252546	 Will Ferrell’s funeral crasher character from Wedding Crashers.	{'place_id': '1c69a67ad480e1b1'}
868895280674078721	2020-02-28T03:24:14.000Z	1233231405607477255	Need to book a good wedding photographer for my wedding coming up soon...anybody available??	{'place_id': '1c69a67ad480e1b1'}
822504978069778434	2020-02-28T03:21:59.000Z	1233230840844423170	Just got asked on a date 🤔 is this how women coming now? That was random af 😭 	{'place_id': '1c69a67ad480e1b1'}
3145374284	2020-02-28T02:56:25.000Z	1233224407641919488	i got the urge to go to the gym but the universe has the audacity to hide my key fobe from me ... mad disrespectful	{'place_id': '1c69a67ad480e1b1'}
25637336	2020-02-28T02:33:21.000Z	1233218603010445312	Lauren and Cameron’s wedding was the only one that felt real. Those other ones felt real fake.  	{'place_id': '1c69a67ad480e1b1'}
1566260017	2020-02-28T02:09:32.000Z	1233212607017996289	I want and need to go to the gym 🤬	{'place_id': '1c69a67ad480e1b1'}
2282974219	2020-02-28T01:42:42.000Z	1233205857413890049	 Not really cause that nigga going to church tonight 💀💀💀	{'place_id': '1c69a67ad480e1b1'}
2636446515	2020-02-28T01:28:46.000Z	1233202350199857152	To go to the gym for round 0, or not to go? 🤔	{'place_id': '1c69a67ad480e1b1'}
234229221	2020-02-28T00:55:31.000Z	1233193980051034113	I been grinding so hard these past few months I haven't been on date in a while......barely go to a restaurant to treat myself	{'place_id': '1c69a67ad480e1b1'}
24000572	2020-02-28T00:01:51.000Z	1233180474035535872	They saved the best wedding for last.    	{'place_id': '1c69a67ad480e1b1'}
314155038	2020-02-29T23:33:45.000Z	1233898179520794625	I need to go shopping but don’t feel like it	{'place_id': '1c69a67ad480e1b1'}
44308181	2020-02-29T22:59:30.000Z	1233889559781486593	Gig  wedding 	{'place_id': '07d9dafdf3085000'}
97973973	2020-02-29T22:53:50.000Z	1233888136020873216	Is it pushing it, for an interracial couple (black & white) jump the broom at their wedding?	{'place_id': '1c69a67ad480e1b1'}
1129114139719155712	2020-02-29T22:41:29.000Z	1233885025051062278	Ugly crying to jim and pans wedding. UGH😭😭😭😭😭	{'place_id': '38d0e797745f4c5d'}
18625860	2020-02-29T21:46:15.000Z	1233871126616473609	When you work with  it never feels like work. Played a lovely   today with some of my favorite  and some of my favorite  today at stateofgracetx as the  … 	{'coordinates': {'type': 'Point', 'coordinates': [-95.42564776, 29.74231866]}, 'place_id': '1c69a67ad480e1b1'}
183110652	2020-02-29T21:04:24.000Z	1233860596111683584	 Went to the movies brobro	{'place_id': '1c69a67ad480e1b1'}
143651174	2020-02-29T20:41:57.000Z	1233854943141998594	Wedding Tinz    	{'place_id': '1c69a67ad480e1b1'}
327446161	2020-02-29T19:36:56.000Z	1233838584236519425	please stop wearing a whole bottle of perfume/ cologne to the gym i’m choking on the stairs. deodorant is sufficient	{'place_id': '822f7a173519a8dd'}
4680440113	2020-02-29T18:38:19.000Z	1233823829740474369	It’s my wedding and I do wtv tf I wanna do 	{'place_id': '1c69a67ad480e1b1'}
43365602	2020-02-29T18:20:35.000Z	1233819367210725376	                     I’m going to a wedding! 😍💒	{'place_id': '1c69a67ad480e1b1'}
752865842790924288	2020-02-29T18:15:22.000Z	1233818056687783936	 Already went to the gym and did 0 classes back to back💪💪🏋️‍♀️🏋️‍♀️🤸‍♀️🤸‍♀️	{'place_id': '1c69a67ad480e1b1'}
1523809573	2020-02-29T18:04:00.000Z	1233815194129879041	I Need To Go Shopping For A Whole New Wardrobe	{'place_id': '1c69a67ad480e1b1'}
755741530208342016	2020-02-29T17:31:10.000Z	1233806932911296512	there’s a wedding today for my besties sister and i feel so out of place . 😔	{'place_id': '343ecdd7da8dfae0'}
18625860	2020-02-29T17:25:55.000Z	1233805610241732612	Playing a lovely  at stateofgracetx in  of  today with the  as a a  featuring    &     … 	{'coordinates': {'type': 'Point', 'coordinates': [-95.42564776, 29.74231866]}, 'place_id': '1c69a67ad480e1b1'}
101573976	2020-02-29T17:03:28.000Z	1233799962116460546	Happy Wedding Day!Alex Ellerin and Morgan HopsonAngela Nolan and Jonathan Teague @ Katie & Co. 	{'coordinates': {'type': 'Point', 'coordinates': [-95.40694, 29.77027]}, 'place_id': '1c69a67ad480e1b1'}
2798933669	2020-02-29T17:03:01.000Z	1233799849369329667	 To church!	{'place_id': '07d9f73e4e087000'}
3171525198	2020-02-29T16:18:59.000Z	1233788765589602304	The dumb fucking hoe wants to go shopping	{'place_id': '1c69a67ad480e1b1'}
223189504	2020-02-29T16:08:34.000Z	1233786145927987200	My Leap day plans. Watch  make  History. Watch the Richest Horse Race ever  Record   and attend the  and  wedding    	{'place_id': '0da61f17c8549eca'}
22158336	2020-02-29T16:04:57.000Z	1233785237336928256	Me: if we do anything it’s got to be today.  Weef: ok why?Me:  in  and  season opener is Sunday.  Weef: I’m going shopping then tomorrow. Have no idea is she has plans for me today 😂	{'place_id': '1c69a67ad480e1b1'}
2950908944	2020-02-29T15:00:43.000Z	1233769069100355585	I kinda wanna go shopping	{'place_id': '1c69a67ad480e1b1'}
959592645491412998	2020-02-29T14:40:00.000Z	1233763857547563008	Practicing how I’ma get on y’all nerves after this wedding 😜😜  	{'place_id': '1c69a67ad480e1b1'}
1161470912123854848	2020-02-29T14:00:43.000Z	1233753971485020163	  Two girls walk up to a bar, what fruit flavored liquor do the order?	{'place_id': '7543692056063d2f'}
721893856136986624	2020-02-29T13:51:20.000Z	1233751610251235328	So instead of first date, just meetup and “Going Dutch”	{'place_id': '798522f39f66d411'}
79860545	2020-02-29T13:27:30.000Z	1233745613675732995	 My niece was born today.. she can finally have a party on her birthday!!! Lol	{'place_id': 'cf3b45e29c2c319b'}
2349479912	2020-02-29T13:07:22.000Z	1233740547090718726	             Morning Tom, sorry I misnamed Richard Simmons DVD, it’s called Sweatin to the Oldies, it’s so old, it’s in standard def! How did we EVER survive without Hi-Def?? Date Day, Symphony then downtown Aquarium, I’m sure Kai will have a Party in ma Head!  ☕️☕️	{'place_id': 'c3bf7e4412fa281d'}
2204316505	2020-02-29T08:06:41.000Z	1233664874540158976	I’m so glad I bought that cute sweater @ garage today when I went to the mall because I got the bodysuit I ordered in the mail and it fits SO BAD. Back up outfit for the win.	{'place_id': '1c69a67ad480e1b1'}
314155038	2020-02-29T07:03:46.000Z	1233649043508580353	Wish i had someone to take on a date	{'place_id': '1c69a67ad480e1b1'}
56758544	2020-02-29T06:47:04.000Z	1233644839629213696	I hope I make this wedding tomorrow lmoooooo	{'place_id': '1c69a67ad480e1b1'}
831728920244449281	2020-02-29T05:30:28.000Z	1233625564352827393	my goal for march is to stop eating out SO much. looking at my bank statement i’m sick.	{'place_id': '1c69a67ad480e1b1'}
481282226	2020-02-29T05:17:50.000Z	1233622384676081665	 I came to the gym lmao😂 I’m watching everyone’s snap like damn....	{'place_id': 'c3bf7e4412fa281d'}
35759303	2020-02-29T04:08:31.000Z	1233604939617914880	That was dude wedding night.. damnit Tracey!!!   	{'place_id': '1c69a67ad480e1b1'}
44192194	2020-02-29T03:46:00.000Z	1233599272228184064	"This guy right here did his thang and kept the beats bumping during our wedding. My uncle even said, ""Now that's the kind of music you play at a wedding!"" Kudos djb_dubb you did the damn thing!  Thank you so much… "	{'coordinates': {'type': 'Point', 'coordinates': [-95.22343476, 29.98980959]}, 'place_id': 'e0060cda70f5f341'}
1278926593	2020-02-29T02:26:50.000Z	1233579349439373312	wanna go to the movies lowkey	{'place_id': '3e82edc94d5c5ce1'}
844000440429805568	2020-02-29T01:32:52.000Z	1233565770317258752	if my wedding isn’t like this i don’t want it 	{'place_id': '1c69a67ad480e1b1'}
590430859	2020-02-29T01:21:03.000Z	1233562794836058114	Is it socially acceptable to wear pajamas to a bar?	{'place_id': '0120bae54df50356'}
1669477686	2020-02-29T01:10:56.000Z	1233560248679649280	I’m so bored I might just go back to the gym... LOL	{'place_id': '3e82edc94d5c5ce1'}
4680440113	2020-02-29T00:18:45.000Z	1233547117504933889	I have no friends to go to the movies with...I haven’t been in the longest😞	{'place_id': '1c69a67ad480e1b1'}
719073264	2020-03-01T23:56:21.000Z	1234266255307218944	I really don’t understand when people post a picture of themselves at someone else’s wedding congratulating them on their special day.	{'place_id': '01e74c422dab6107'}
174930036	2020-03-01T23:52:28.000Z	1234265278562873344	This will be a hard tweet for me...I have been an event/wedding planner for over 0 years. I’ve probably done over 0k events in my career. This weekend I was sexually violated by a clients guest. My nature is to go above and beyond. I love what I do. I always say I’m the luckiest	{'place_id': '1c69a67ad480e1b1'}
261309955	2020-03-01T23:37:50.000Z	1234261593472610304	My job is giving me very much “I only eat out wen I get my taxes” vibes ...	{'place_id': '1c69a67ad480e1b1'}
1196467294211207168	2020-03-01T23:29:50.000Z	1234259582060498944	taking myself on a date tonight hbu? 	{'place_id': '1c69a67ad480e1b1'}
3243829116	2020-03-01T23:24:42.000Z	1234258291078967297	the hard part is eating right, i can go to the gym, but if somebody say let’s go to Wingstop it’s over 😭	{'place_id': '1c69a67ad480e1b1'}
166010912	2020-03-01T22:57:39.000Z	1234251481550856192	Forgot to add washing my hair and going to yoga @ 0 	{'place_id': '1c69a67ad480e1b1'}
56758544	2020-03-01T22:55:41.000Z	1234250988917317633	I swore off white liquor forever til this wedding yesterday French 0🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥	{'place_id': '1c69a67ad480e1b1'}
1016433207158493184	2020-03-01T22:16:29.000Z	1234241121523568641	One time I went on a date with a guy who was hella dyslexic and he couldn’t read the menu at Buffalo Wild Wings and I think about this a lot (no there was no second date)	{'place_id': '1c69a67ad480e1b1'}
365565644	2020-03-01T22:05:38.000Z	1234238393606864898	Look who’s taking me on a date tonight! 😍 We’re seeing   	{'place_id': '0ff6035d8494f001'}
21027675	2020-03-01T21:58:56.000Z	1234236705240231936	 And, it's not her fault. But, if the Dems elect anyone but Sanders from such a scenario, it's going to be very hard to regain trust in the party among the young left. Personally, I'm hoping it's the first step to a party collapse, but I'm an anarcho optimist	{'place_id': '1c69a67ad480e1b1'}
1038567737746960386	2020-03-01T21:58:18.000Z	1234236546842230784	Omg wedding shopping is so exciting	{'place_id': '1c69a67ad480e1b1'}
881320368	2020-03-01T21:49:04.000Z	1234234224493940737	We aren’t engaged yet but I think we just picked out our wedding venue??	{'place_id': '1c69a67ad480e1b1'}
2472649939	2020-03-01T21:28:18.000Z	1234228997531348993	I wanna go to the movies tonight	{'place_id': '1c69a67ad480e1b1'}
43733977	2020-03-01T21:08:57.000Z	1234224125838753792	 There is much noise on the social media about ex CJ Saqib Nisar’s son’s lavish wedding. Was this on Public expense or did he spent all his life savings?    	{'place_id': '7a41192a2879ee24'}
496053005	2020-03-01T20:33:13.000Z	1234215134538629120	Hella mad I wasnt inna Louu for my potna wedding 🤦🏼‍♂️	{'place_id': '1c69a67ad480e1b1'}
2174170337	2020-03-01T20:21:02.000Z	1234212070419247104	fuck that, i’ll look better than you at cha own wedding, bitch try meee 	{'place_id': '1c69a67ad480e1b1'}
1873511148	2020-03-01T19:47:34.000Z	1234203646952398849	I don’t think there’s anything scarier than pulling up to the gym for an IM game and seeing the Alabama football team ready to do whatever they want on the court 	{'place_id': '7a41192a2879ee24'}
27750806	2020-03-01T19:35:18.000Z	1234200560791904257	That wedding is THIS Saturday?? That came fast! 😳😳😳🤔🤔	{'place_id': '1c69a67ad480e1b1'}
2934129213	2020-03-01T19:35:08.000Z	1234200517489897480	Coming to church is difficult when I know they’re about 0 kids with boogers masking they’re face waiting to harass me.	{'place_id': '1c69a67ad480e1b1'}
1961517888	2020-03-01T19:34:53.000Z	1234200455087083525	I’d like to take someone out on a date ya’know...... male or female doesn’t really matter to me just as long as they enjoy themselves	{'place_id': '1c69a67ad480e1b1'}
1186234547668750336	2020-03-01T19:32:01.000Z	1234199732093882369	I brought the heat to the gym🔥🔥🔥       thanks for the opportunity to showcase my talent elite0 exposure camp 🏀💪🏀 	{'place_id': '1c69a67ad480e1b1'}
1180673252185841669	2020-03-01T18:39:41.000Z	1234186564122685440	Available in Houston for   💓 ! || princesslex       	{'place_id': 'c7b527911412a784'}
303303437	2020-03-01T18:26:46.000Z	1234183312064774157	Damn I haven’t been on a date in A min	{'place_id': '798522f39f66d411'}
308697111	2020-03-01T18:14:38.000Z	1234180259366477826	Y’all went to church today? What was the message? I need it	{'place_id': '1c69a67ad480e1b1'}
431246407	2020-03-01T18:09:53.000Z	1234179062769340416	i think i wanna go shopping for my baby today	{'place_id': '1c69a67ad480e1b1'}
352435088	2020-03-01T17:50:49.000Z	1234174265915629568	  Nobody unless you’re paying to see the game. 😉  	{'place_id': '1c69a67ad480e1b1'}
468125405	2020-03-01T17:29:58.000Z	1234169018006806528	 As long as we get it in. I’m headed to the gym now	{'place_id': '1c69a67ad480e1b1'}
784986820945776641	2020-03-01T17:26:15.000Z	1234168083905945600	My self love and self hate is what truly motivates me to go to the gym everyday Idk if that even make sense but it works so fuck it	{'place_id': '1c69a67ad480e1b1'}
1038567737746960386	2020-03-01T17:12:47.000Z	1234164694254047232	Who wants to kidnap me and take me to church 😓	{'place_id': '1c69a67ad480e1b1'}
1148765029862453248	2020-03-01T16:10:25.000Z	1234148997582946304	Im telling you right now- no one wants to watch a 0 minute Snapchat story of your second cousin’s wedding	{'place_id': '1c69a67ad480e1b1'}
53209684	2020-03-01T15:36:45.000Z	1234140528897331200	  Perfect shot to end the perfect night. Congrats again, you two! What an awesome wedding!!	{'place_id': '1c69a67ad480e1b1'}
223189504	2020-03-01T15:28:17.000Z	1234138394902585344	Beautiful Wedding  and  loved the cake  	{'place_id': '0900e7223c940002'}
346891784	2020-03-01T15:14:51.000Z	1234135015308611584	On my way to the gym jamming to Tito Torbellino 😼	{'place_id': '1c69a67ad480e1b1'}
2508728576	2020-03-01T14:35:43.000Z	1234125167107989504	Ima go to church today I ain’t been in a minute	{'place_id': '1c69a67ad480e1b1'}
50010512	2020-03-01T14:29:18.000Z	1234123554532265986	I’m awake. I’m not going to the gym. But. I’m going to clean my apartment. Like really clean it. And light a candle when I’m done.	{'place_id': '1c69a67ad480e1b1'}
1132740593405386752	2020-03-01T14:20:40.000Z	1234121378024042496	👕 🌞Blessed morning brothers & sisters. Who's going to church?..And which church  do YOU attend? Shout Out your church....I will Go First 👉🏽.  My church home is South Union Missionary Baptist Church,… 	{'coordinates': {'type': 'Point', 'coordinates': [-95.31175519, 29.65941153]}, 'place_id': '1c69a67ad480e1b1'}
910673578378407936	2020-03-01T13:14:01.000Z	1234104608928256001	 I need it for myself as well! I had to force myself to get to the gym this morning... I’m trying the slim thick this summer💁🏾‍♀️	{'place_id': '1c69a67ad480e1b1'}
96603728	2020-03-01T13:10:12.000Z	1234103644359884801	This meetup went great! No booked tables, no fancy ballons. Not even to go see the artist we support but a like minded DJ we all like. I cant wait to post the like 0th meet up ☺	{'place_id': '1c69a67ad480e1b1'}
286535530	2020-03-01T09:13:22.000Z	1234044044180905984	Bro i real life need to start going to church again	{'place_id': '1c69a67ad480e1b1'}
18463863	2020-03-01T08:06:28.000Z	1234027208114569216	Another successful event in the books, congratulations to today’s Quinceanera! Angela!       ñera    @… 	{'coordinates': {'type': 'Point', 'coordinates': [-95.01780098, 29.54786104]}, 'place_id': '1470167084d62696'}
321887351	2020-03-01T08:02:28.000Z	1234026201188044800	Ended up putting bleach stains on the shirt i was going to wear to church. I hate it here	{'place_id': '1c69a67ad480e1b1'}
961691292	2020-03-01T07:56:03.000Z	1234024586087407617	After my cousin’s wedding in next week, I’m chopping ALL this hair off	{'place_id': '1c69a67ad480e1b1'}
2605050553	2020-03-01T06:17:37.000Z	1233999818445422592	I have maybe 0-0 DAY ONE girls .... My bf? Has 0 day ones🙃   Y’all say a prayer for my wedding LMFAOOOO	{'place_id': '00f2b6161655c5cc'}
138667273	2020-03-01T06:05:56.000Z	1233996875742707713	I will always hold your hand, as you hold mine ❤️joerobparty seducedbythenew    gayweddingideas  @ The Bell Tower on 0th 	{'coordinates': {'type': 'Point', 'coordinates': [-95.41568245, 29.8167694]}, 'place_id': '1c69a67ad480e1b1'}
755741530208342016	2020-03-01T05:05:15.000Z	1233981604391006209	this was the best wedding i’ve been too ‘ i sear my besties step-nephew is the cutest 😋😳 . he’s our age	{'place_id': '343ecdd7da8dfae0'}
3478162645	2020-03-01T04:52:13.000Z	1233978323379748869	Me trying not to let it all out during the wedding scene in Crazy Rich Asians.  	{'place_id': '7a41192a2879ee24'}
34591696	2020-03-01T04:14:08.000Z	1233968742591279104	I went to a friend’s wedding today and during the reception they played Found You by  IM NOT CRYING YOU ARE	{'place_id': '1c69a67ad480e1b1'}
728237189528571904	2020-03-01T03:41:13.000Z	1233960457322532864	I need to go to church so bad i might go with fats tomorrow 🤣💀	{'place_id': '1c69a67ad480e1b1'}
422308752	2020-03-01T02:09:42.000Z	1233937427032608768	Ask you to take me to go shopping in Paris? 	{'place_id': '1c69a67ad480e1b1'}
12324732	2020-03-01T01:42:36.000Z	1233930605697675264	 I'm gonna have some REAL SC bbq in about 0 weeks when i go home for a wedding!	{'place_id': '1c69a67ad480e1b1'}
1038938980207738885	2020-03-01T01:01:15.000Z	1233920201554616325	why is everyone at a wedding today	{'place_id': '1c69a67ad480e1b1'}
313131775	2020-03-01T00:48:16.000Z	1233916932669235201	When you're at a wedding because they remembered you from a previous wedding 0yrs later!!!🙌🏾🙌🏾🙌🏾🙌🏾 The feeling is overwhelming Ricky and Kathy Ortega😁😁  We are so honored to be remembered years later and still… 	{'coordinates': {'type': 'Point', 'coordinates': [-95.42962, 29.80451]}, 'place_id': '1c69a67ad480e1b1'}
