2164225647	2020-11-02T23:57:44.000Z	1323414018384666626	It’s so dark when I leave work 😩I rather be going to work when it’s dark	{'place_id': '96af18411a813391'}
351560614	2020-11-03T14:29:40.000Z	1323633446820945920	I know there’s other important things to think about rn but ........I’m so happy that I get to go out with my friends this sunday 😩😩😩😩 🥳 🎉 🎂 	{'place_id': '002e24c6736f069d'}
16644899	2020-11-03T14:28:31.000Z	1323633157342638080	Not sure there's any better excuse for being late to school. 	{'place_id': '01a9a39529b27f36'}
237881906	2020-11-03T14:19:25.000Z	1323630869303754752	MAKE YOUR VOICE HEARD..GO OUT AND VOTE! 🇺🇸 	{'place_id': '86fc60f26e1639cc'}
16312868	2020-11-03T14:18:07.000Z	1323630539648258049	Great duo for sure. Not only do they coach them to be WINNERS!!  They also coach them to go to COLLEGE!! Thank you for making a difference in my son's life.  	{'place_id': '01a9a39529b27f36'}
17688497	2020-11-03T14:17:48.000Z	1323630463135719425	This country like many other ones need to find the path back to values that respect and invite everyone and anyone. Go  and  and all the people that go out and vote today!	{'place_id': '011add077f4d2da3'}
1588400797	2020-11-03T14:13:24.000Z	1323629353343848448	getting my n*pples pierced was the best decision I ever made BESIDES going out there and voting!! please vote today like your life depends on it :)	{'place_id': '8da7a05f8a865e05'}
41490669	2020-11-03T14:13:20.000Z	1323629338059833351	Have you voted yet? Please go out and vote 	{'place_id': '00c39537733fa112'}
2289654747	2020-11-03T14:10:37.000Z	1323628654430244865	Go out Nd vote if u haven’t .	{'place_id': '002e24c6736f069d'}
486261554	2020-11-03T14:00:16.000Z	1323626050539163649	Perfect day to bump this. Go out and vote. 	{'place_id': '00c39537733fa112'}
599296757	2020-11-03T13:58:56.000Z	1323625713946296320	YEEEEEEERRRRRRR !!! Now that I have your attention, don’t forget to go out and vote ☺️	{'place_id': '00c39537733fa112'}
1142054825758199808	2020-11-03T13:54:57.000Z	1323624709066575874	New York, please go out and VOTE. you have until 0PM. every vote counts.	{'place_id': 'edd2aa964fa61ec9'}
22934911	2020-11-03T13:52:48.000Z	1323624168009719809	Go out and vote. 	{'place_id': '7329ff8dbdf5bc00'}
575402213	2020-11-03T13:51:49.000Z	1323623921208446982	 Go out and vote! Save democracy!    	{'place_id': '01a9a39529b27f36'}
39555538	2020-11-03T13:50:18.000Z	1323623540512358400	We did it. We voted. Now y’all go out there and do the same  @ Harlem 	{'place_id': '01a9a39529b27f36', 'coordinates': {'type': 'Point', 'coordinates': [-73.946794, 40.809148]}}
829527014088572928	2020-11-03T13:33:16.000Z	1323619254017630213	It’s  Go out and Vote! Be safe, stay strong!  	{'place_id': '011add077f4d2da3'}
946682242381860864	2020-11-03T13:32:32.000Z	1323619069573140483	 I’ll save it for my niece because she’ll be going back to school after the asuu strike🙏  	{'place_id': 'fa3435044b52ecc7'}
1147043938441879552	2020-11-03T13:32:06.000Z	1323618959590117377	American friends! Go out and vote, and if you've voted already, come over and pound me out	{'place_id': '01a9a39529b27f36'}
29858166	2020-11-03T13:29:20.000Z	1323618266129072130	me getting ready to go to work today 	{'place_id': '01a9a39529b27f36'}
21966565	2020-11-03T13:22:54.000Z	1323616643239596032	  Been feeling nauseous since I woke. Had a hard time going out the door.	{'place_id': '01a9a39529b27f36'}
193157739	2020-11-03T13:15:16.000Z	1323614724072890369	  (・・・Go out and  . It is so important @ Montclair, New Jersey 	{'place_id': 'bceb8153865c4a49', 'coordinates': {'type': 'Point', 'coordinates': [-74.2176, 40.8139]}}
55177395	2020-11-03T13:07:24.000Z	1323612745565089797	Good Morning!!Success doesn’t go out & find you, you have to go out & get it	{'place_id': '011add077f4d2da3'}
333035881	2020-11-03T12:56:16.000Z	1323609943916896256	It felt so good to take my daughter to vote for her very first time. I feel even better knowing our future is in her hands. Keep hope alive and go out and vote my young friends. 🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼 	{'place_id': '01a9a39529b27f36', 'coordinates': {'type': 'Point', 'coordinates': [-74.0064, 40.7142]}}
1160335824103362563	2020-11-03T12:46:09.000Z	1323607398418948098	Please go out &  	{'place_id': '002e24c6736f069d'}
19732503	2020-11-03T12:39:00.000Z	1323605598840258560	Election day is here! Go out and make your voice heard! This is a tight race and we need all the help we can get to save our city! Join me and together we can end the madness. Check your polling location here 👉 🇺🇸   	{'place_id': '00c39537733fa112'}
419028202	2020-11-03T12:00:26.000Z	1323595891819892737	Just exercised my right. Go out and vote!    🇨🇴 🇺🇸 	{'place_id': 'c5e2e95296cb121d'}
37380551	2020-11-03T11:47:55.000Z	1323592741822078978	Today is the day! I legit voted last month , but everyone please make sure to go out and vote! Your vote counts whether you think it does or not.	{'place_id': '65e3a577f1940550'}
124201767	2020-11-03T11:31:39.000Z	1323588648231673857	 I went to college with a guy who helped glue the feathers on Big Bird.	{'place_id': 'fa3435044b52ecc7'}
198007366	2020-11-03T09:51:49.000Z	1323563524698836993	 Because the most visible ones are. But rabid racist has always been that way. The photo below is from a school integration/desegregation protest some 0+ years ago.Well, TBH, the little black girl was just trying to go to school, but look at those faces.Basket of Deplorables! 	{'place_id': '011add077f4d2da3'}
2329366241	2020-11-03T09:46:33.000Z	1323562199294631936	Please go out and vote today.	{'place_id': '002e24c6736f069d'}
42747228	2020-11-03T09:20:08.000Z	1323555550265835521	If your my friend and you don’t go out & vote 🗳 you can unfriend me now cuz if not i will .	{'place_id': '01a9a39529b27f36'}
18575109	2020-11-03T08:17:08.000Z	1323539695280836609	 Thats the thing. They never lay the plan out completely. I went to college dammit. I think we should expect a power point presenttion wiyh notes backing up the teps yht will be taken. I dont wnt to hear ‘wreck him jokes’i want to hear A,B,C.  Ive hd it with all this futzin around	{'place_id': '00c39537733fa112'}
1311656971574145024	2020-11-03T07:26:37.000Z	1323526983490412544	Bro all these guys I went to school with were so homophobic..... NOW LET ME TELL YOU THE TEA BITCH !!! THEY ARE NOW HITTING ME UP FROM GRINDR 🤣🤣🤣🤣 	{'place_id': '011add077f4d2da3'}
93228296	2020-11-03T06:55:24.000Z	1323519128771190784	Today is a new day my followers! Go out n 	{'place_id': '011add077f4d2da3'}
31349551	2020-11-03T06:15:07.000Z	1323508988441481217	Go out of your way to vote! This is the most important vote ever!! 	{'place_id': 'ea82a33637cabb81'}
799059481099464704	2020-11-03T06:07:11.000Z	1323506993211068416	My barber really gave me the best cut he’s ever given me when i don’t even go out anymore smh	{'place_id': '00ca6959663f6d44'}
334634593	2020-11-03T05:26:28.000Z	1323496747293941761	Florida and many Hispanics going out bad this election again 	{'place_id': '011add077f4d2da3'}
914976117592817664	2020-11-03T05:19:55.000Z	1323495097883918337	When you go home after going out and go back to your everyday life 	{'place_id': '002e24c6736f069d'}
38020131	2020-11-03T05:18:45.000Z	1323494805293441025	I really don’t want to go to work tomorrow	{'place_id': '002e24c6736f069d'}
768306060050378752	2020-11-03T05:05:18.000Z	1323491418288099328	 Niggas going out bad smh	{'place_id': '002e24c6736f069d'}
2348905996	2020-11-03T05:03:59.000Z	1323491087126810624	Poor Turkey dude could’ve had him go out the other way :// 	{'place_id': '812a6cfdd31b4a5f'}
67057974	2020-11-03T04:42:12.000Z	1323485606350118912	 Why can’t it be a Leaning Bridges site?  We’re being made to go to Astoria!!!  And, we are still waiting for two spots for our oldest.  Getting only one for the youngest is like when people go out to eat, oniy one gets their food and the others sit there waiting.	{'place_id': '00c39537733fa112'}
15736099	2020-11-03T04:37:06.000Z	1323484322544951296	 Some of us are going out to street perform for the long lines - any good polls you recommend to  hit?	{'place_id': '011add077f4d2da3'}
499232806	2020-11-03T03:58:29.000Z	1323474606418759681	   I read three or four teams could go out of business.	{'place_id': '018c0eae14000f59'}
1631539921	2020-11-03T03:55:16.000Z	1323473796964208640	 Yep,  should keep the camp in Europe while American pretty boys should keep spending parents money on pointless Academies...and go to college.	{'place_id': '049dab98ad35cd07'}
192782329	2020-11-03T03:36:25.000Z	1323469050949865472	Smfh I’ll never forget the lot of you screaming to send kids back to school in the middle of a pandemic... 	{'place_id': '01a9a39529b27f36'}
4777223668	2020-11-03T03:33:26.000Z	1323468299993309185	 I am going to go out on a limb and say it is not a good one.	{'place_id': '011add077f4d2da3'}
171277945	2020-11-03T03:11:49.000Z	1323462859796451329	I’m just reminiscing and I’m just thinking how I really use to be working for a life insurance agency and then was really tryna sell it to college students lmao 	{'place_id': 'fa3435044b52ecc7'}
262956051	2020-11-03T02:58:33.000Z	1323459522141278209	 Miramar for sure, but goes to school in Weston with a fake address.	{'place_id': '01a9a39529b27f36'}
1115708052	2020-11-03T02:47:29.000Z	1323456737253511168	I have to go to school 😭 	{'place_id': '9d22866e11c9b6b7'}
1145909628	2020-11-03T02:40:13.000Z	1323454909610602503	Name a movie character you wish you went to college with.	{'place_id': '000829b517fc66b2'}
1039921056293838848	2020-11-03T02:33:24.000Z	1323453193859276800	"Hello  I'm Becky from NJ. I teach 0th grade math/science and am a member of the  My fave memory was seeing Ss return to school in person in Sept, and also seeing my neighborhood flooded with trick-or-treaters Saturday.  It was ""different"" but great!"	{'place_id': '08838190f5c16b16'}
3048917457	2020-11-03T02:11:57.000Z	1323447795878080512	Why are people scared to go out BEFORE the election results are called?    	{'place_id': '01a9a39529b27f36'}
271633432	2020-11-03T01:36:58.000Z	1323438991320993794	Just a reminder, by law no votes have been counted yet. Please don’t spread misinformation like this, it could stop people from going out to vote tomorrow. We need every vote  	{'place_id': '011add077f4d2da3'}
336942739	2020-11-03T01:29:51.000Z	1323437199631798273	wish I could go back to college and not major in poli sci	{'place_id': '00c39537733fa112', 'coordinates': {'type': 'Point', 'coordinates': [-73.914964, 40.747403]}}
110466097	2020-11-03T00:54:52.000Z	1323428397352165377	 This is an absolute lie. Joe Biden never called African American men “super predators.”Donald Trump is just trying to suppress the vote here. He knows that Black men will not vote for him, but he hopes that they will just stay home instead. It’s not going to work. 	{'place_id': '00c39537733fa112'}
615377125	2020-11-03T00:53:04.000Z	1323427944161828864	It’s draining to meet new people and their a replica of people you’ve met. It’s challenging to  go out there, constantly meet people and connect with those that feel the 0 Way Street.The challenge is worthy when you continue it with Optimism.	{'place_id': '002e24c6736f069d'}
600258186	2020-11-03T00:49:30.000Z	1323427043887976455	 Why go back to college and risk getting injured when you can be the number 0 pick with millions of dollars waiting for you I think it’s an easy choice	{'place_id': '011add077f4d2da3'}
2179001769	2020-11-03T00:46:03.000Z	1323426178703728640	Damn!!! No excuses, if you haven’t voted yet, GO OUT TOMORROW 👊🏼   	{'place_id': '9d22866e11c9b6b7'}
2557097424	2020-11-03T00:26:37.000Z	1323421289151946752	 Oh no Deanna. Positive thoughts and prayers going out to your Mom. Hope she makes a speedy recovery..🙏💪❤	{'place_id': '1e87657b94063b58'}
380816872	2020-11-03T00:10:48.000Z	1323417307633385478	  It’s one of the reasons I’m trying to go back to school to go into mental health counseling- we need so many more resources for people everywhere	{'place_id': '011add077f4d2da3'}
1675975314	2020-11-04T23:54:52.000Z	1324138071869325313	I go out to eat with my man and order an appetizer, entree, and dessert  meanwhile he only orders an entree 🙄	{'place_id': '01a9a39529b27f36'}
398408411	2020-11-04T23:52:21.000Z	1324137438323728384	 the way i technically went to school with her...	{'place_id': '011add077f4d2da3'}
27588526	2020-11-04T23:40:58.000Z	1324134574411157504	Big game james going out just as the nba kicks off? 	{'place_id': '364a45c10832ed51'}
417116051	2020-11-04T23:02:25.000Z	1324124872931422209	 Tom Ducette told my (extremely kind)  sister she should be okay going to work as a teacher without social distancing and should die of covid because she chose to be a teacher	{'place_id': '011add077f4d2da3'}
968430131843825664	2020-11-04T22:41:44.000Z	1324119669247266817	 I know it's a stressful time but when they call and say Biden is the new president of United States I'm going to cry like I never cried before my prayers go out to you guys I'm with you all the way	{'place_id': '002e24c6736f069d'}
40189414	2020-11-04T22:18:04.000Z	1324113711158775811	Idk Josh. I thought flooding Maine w/carpetbagging canvassers from away--w/different values & accents & little understanding of Maine's independent political tradition, all telling Mainers what's good for them before disappearing for another 0 years--was going to work this time 	{'place_id': '01a9a39529b27f36'}
3398717277	2020-11-04T21:32:52.000Z	1324102336474681345	idk who needs to hear this but do not be belittled by those saying “ now you’re a politician” it’s NEVER too late to go out and educate yourself about your rights & what is going on in the world.	{'place_id': '002e24c6736f069d'}
2875914868	2020-11-04T21:30:46.000Z	1324101808453832705	when will guys learn that dumping an entire bottle of cologne on themselves before going out is NOT it. like not at all.	{'place_id': '01a9a39529b27f36'}
152448004	2020-11-04T21:29:37.000Z	1324101519759859714	I'm going to work out, but Jesus it's been a less than fun rideRacism is a feature not a bug	{'place_id': '01a9a39529b27f36'}
15074006	2020-11-04T20:33:53.000Z	1324087494619631621	 you have not. Please go back to school.	{'place_id': '00c39537733fa112'}
104927561	2020-11-04T20:04:33.000Z	1324080111629537286	Bitch flexing fake diamonds in a Nissan. Going out sad and not even being aware.	{'place_id': '011add077f4d2da3'}
4834096313	2020-11-04T20:00:44.000Z	1324079150680985603	Girls go to College to get more Knowledge, Boys go to Jupiter to get more Stupider: An Analysis of Black Male Erasure from Higher Education as Compared to their Female Counterparts.	{'place_id': '011add077f4d2da3'}
341708592	2020-11-04T19:28:42.000Z	1324071091623657480	I am now convinced all Ole Soulja does for Manchester United is say“Go out there and express yourselves. We won the UCL in the last minute in 0.. GGMU!”	{'place_id': 'b046074b1030a44d'}
1126899801000501248	2020-11-04T19:22:29.000Z	1324069524115771397	 You won’t! It’s all going to work out.	{'place_id': '01a9a39529b27f36'}
2480328849	2020-11-04T19:21:35.000Z	1324069296838975488	Trump is going to go out so sad!  Take this L and go 😂😂 stop trying to suppress our votes you silly goose	{'place_id': 'e993aa6b2023e210'}
1123755792681848832	2020-11-04T19:12:56.000Z	1324067121823928321	Is there a support group for everyone who had to go to work today like everything is normal because 🥴	{'place_id': '002e24c6736f069d'}
19935232	2020-11-04T18:49:55.000Z	1324061328928067590	I’m sooooooo tired. I don’t wanna go to work 😭	{'place_id': '00c55f041e27dc51'}
541082759	2020-11-04T18:42:44.000Z	1324059520738447361	HELL NOT ! Not my SON ! Why woulda she say that ? Tell that hoe to go find the REAL DADDY he 0 mf better go to college ! 	{'place_id': 'fa3435044b52ecc7'}
221630456	2020-11-04T18:14:50.000Z	1324052500954177537	Every time I’d be driving down to college I would say, “Pennsylvania, are you done yet?!?!” And now here I am 0 years later still saying it...	{'place_id': '01a9a39529b27f36'}
2527487174	2020-11-04T18:00:21.000Z	1324048857060282372	You can’t put on a massive “go out and vote” campaign and then be disappointed on how people voted.	{'place_id': '011add077f4d2da3'}
221722304	2020-11-04T17:45:06.000Z	1324045019687362561	🏦 Personal Finance Tip 🏦 Going out to dinner is not cost effective.  A 0 dollar meal/sandwich every night is going to hurt your pockets. What hurts less? An 0 dollar meal. Moral of the story is stop overeating, only eat half your meal and 💥 you have  lunch the next day.	{'place_id': 'e9143a85705b4d40'}
97273575	2020-11-04T17:27:39.000Z	1324040627840045063	PetSmart’s shelves were so empty I asked the clerk if they were going out of business. No. Distribution problems they said. Friend reports empty shelves also at Trader Joe’s. (Both NYC.) Anyone else seeing this?	{'place_id': '011add077f4d2da3'}
566626568	2020-11-04T17:24:10.000Z	1324039748265140225	Today’s orders going out. Thanks for shopping with us! New items added daily. Link in bio to our  store. 🌎  🌎 @ TopShelf Kicks 	{'coordinates': {'type': 'Point', 'coordinates': [-74.2792552, 40.8425442]}, 'place_id': '8739d0bab792509d'}
554867982	2020-11-04T17:23:37.000Z	1324039609936941058	gonna go out on a limb and say i don’t think a vote cast absentee counts as a “found” vote right? 	{'place_id': 'b87b05856ab8dbd8'}
24318486	2020-11-04T17:09:02.000Z	1324035939837116417	😭 You're going out sad ma. 	{'place_id': '011add077f4d2da3'}
479724576	2020-11-04T17:06:27.000Z	1324035291292860416	 My takeaway is that despite Trump going out of his way to appeal to racists, those aren’t his only appeals. He does an effective job at speaking to material concerns as well as cultural ones...somehow.	{'place_id': '011add077f4d2da3'}
391779154	2020-11-04T16:56:35.000Z	1324032809598595073	Made some readings available via gdrive; still figuring out how this is going to work out in the end...	{'place_id': '01a9a39529b27f36'}
387548091	2020-11-04T16:31:27.000Z	1324026481899692033	Not surprised. If you went to school upstate, you know. 	{'place_id': '01a9a39529b27f36'}
96671438	2020-11-04T16:27:48.000Z	1324025563154124802	   So you’d rather go out during a global pandemic to save your job, rather than saving your life? Ok.	{'place_id': '011add077f4d2da3'}
21819107	2020-11-04T15:37:43.000Z	1324012962537971717	 We all need to take that leap of faith knowing that there’s something out there that’s bigger than what we already have! Best of luck going back to school! Chase what you want!!!	{'place_id': '011add077f4d2da3'}
1186481602454536193	2020-11-04T15:33:10.000Z	1324011815492292608	 Deadass im tryna pop out to school late with my superdry smelling like weed 😔	{'place_id': '00c55f041e27dc51'}
352580700	2020-11-04T15:30:04.000Z	1324011035725041664	We gotta go out west... 	{'place_id': '01a9a39529b27f36'}
1256001724348858370	2020-11-04T15:27:40.000Z	1324010430763831296	MARCH HURRY UP PLEASE US LINCOLN STUDENTS WANNA GO BACK TO SCHOOL’!!!! 	{'place_id': '01a9a39529b27f36'}
150788457	2020-11-04T15:25:59.000Z	1324010008493871104	 Had hopes but i recall going to school in LI it wasn’t fun 😭	{'place_id': '01a9a39529b27f36'}
3164725933	2020-11-04T15:06:22.000Z	1324005072829849602	 literally LMFAOO , my shits say “GO TO WORK!!!!l”	{'place_id': 'e4faa50d904ab815'}
176646313	2020-11-04T14:24:26.000Z	1323994517008207872	Damn no one the streets . Am I the only one going to work today? lol	{'place_id': '011add077f4d2da3'}
4072375960	2020-11-04T14:02:47.000Z	1323989071052656642	Going to work feels completely pointless today. Went to bed at 0:0. Woke up at 0 to use the bathroom but really to check what was happening. Fell back to sleep for 0 hours. Need to get moving now so I can fuel up on  Keep your heads up, everyone. ❤️	{'place_id': '1186d422f87d282a'}
1560852494	2020-11-04T14:02:18.000Z	1323988948121735172	Let’s go out for coffee sometime? 	{'place_id': '00c55f041e27dc51'}
2331004295	2020-11-04T13:57:47.000Z	1323987811746328579	Imagine ME going out sad LMAOO bitches got me all the way fucked up	{'place_id': '00c39537733fa112'}
15887244	2020-11-04T13:54:03.000Z	1323986872788525057	Fucking twelve year talking about if you went to college - STFU.	{'place_id': '002e24c6736f069d'}
15887244	2020-11-04T13:49:25.000Z	1323985705618595840	It’s the “if you didn’t go to college and truly understand their lifestyle” for me - like STFU ••• what I don’t understand is your use of punctuation. 	{'place_id': '002e24c6736f069d'}
2732699563	2020-11-04T13:11:40.000Z	1323976207076085761	*take care of yourself today!**go to work!**remember you exist to serve others!*	{'place_id': '7bc85d15fd696474'}
23342757	2020-11-04T12:55:22.000Z	1323972103432003586	how am I suppose to go to work this morning like everything is normal? 	{'place_id': '01a9a39529b27f36'}
714132555	2020-11-04T12:21:14.000Z	1323963515619676160	I haven’t been to bed yet and now it’s time to take my little ones to school.  Guess what though?  I’m off today so I’m staying awake watching  and  today.	{'place_id': 'c2270f3c90deeb93'}
79798126	2020-11-04T11:55:07.000Z	1323956941815730177	How tf I’m supposed to go to work.... bro I can’t focus! I need this mf OUT. 	{'place_id': '002e24c6736f069d'}
231208533	2020-11-04T11:50:24.000Z	1323955753552650240	This whole getting up to go to work thing is ... ghetto	{'place_id': 'b046074b1030a44d'}
32412385	2020-11-04T11:46:43.000Z	1323954825994928131	  Going to work inside boarded up buildings is extremely unsettling. I’m just hoping that no matter what - there will be no violence	{'place_id': '01a9a39529b27f36'}
4697297239	2020-11-04T09:41:33.000Z	1323923328940285952	Sad to see someone go out like that especially after you thought you forgot about them	{'place_id': '71177291f1601de3'}
502791444	2020-11-04T07:23:25.000Z	1323888565634408449	Can’t do anything about it now but can’t sleep either !I go to work in 0 hours😭😭😭! May not know the results in 0 hours... What happened to us America?  	{'place_id': '2ee2a9232db9851a'}
42234549	2020-11-04T07:11:07.000Z	1323885471894818822	All these mail in ballots from Places where people swore Covid is a Hoax!  Why y'all ain't go out and Vote without a mask like Y'all do everything else!? MMMM HHMMMM! 	{'place_id': '00c39537733fa112'}
1260039022778503168	2020-11-04T05:27:31.000Z	1323859396921839616	The fact that people call Trump racist yet vote for Biden a guy who didn’t even want black and white kids going to school together shows how uneducated the people really are 	{'place_id': '0a0a7f97d9e6791d'}
1047276656673665029	2020-11-04T05:19:37.000Z	1323857410658881538	Going out on a limb to say an old irrelevant white male will be President. 	{'place_id': 'b87b05856ab8dbd8'}
4748628255	2020-11-04T05:17:32.000Z	1323856886781911040	Today is day ladies and gentlemen Election 🗳 Day is finally here. Go out and cast in your vote 🗳 to have your voice be heard everyone. Real Talk 0.     🗳    	{'place_id': '00c39537733fa112'}
15444905	2020-11-04T04:59:07.000Z	1323852249894891520	Going out for a midnight run seems like a great idea right now.	{'place_id': 'bceb8153865c4a49'}
811266811	2020-11-04T04:08:01.000Z	1323839391861743617	 Fuk all the goofy shit ... I got about 0 or 0 Bali charges bout to be expunged now .. lmao clearing my record from now all the way back to hs .. lmao I’m finna go to college .. someone link me to fafsa ASAP lol	{'place_id': 'b74cebcb62a1a686'}
391779154	2020-11-04T03:56:49.000Z	1323836572203163650	(consider as: fair warning) I'll still go out if my way to do so if I am legitimately sorry for pain, real or assumed, I believe I caused without intention to do so.	{'place_id': '01a9a39529b27f36'}
7766032	2020-11-04T03:44:39.000Z	1323833511846043649	I want to thank you in advance for agreeing to take my child to school in the morning. So nice of you to volunteer.	{'place_id': '01a9a39529b27f36'}
3025522467	2020-11-04T03:12:28.000Z	1323825410849837057	Every body who want ye to win ain’t even go out and vote	{'place_id': '00c39537733fa112'}
1089692649613864961	2020-11-04T02:52:47.000Z	1323820458849062913	& brainwashed by their dumbass parents** be forced to go out and vote when they don’t care or don’t know shit about shit 	{'place_id': '01a9a39529b27f36'}
46257426	2020-11-04T02:46:47.000Z	1323818947108573184	Aww I went to college with her 🥰 congrats doll 	{'place_id': '011add077f4d2da3'}
233028483	2020-11-04T02:07:44.000Z	1323809123037827079	 Bronx is cool. I live in central Harlem so close to the Bronx. Definitely some dope spots. Queens is ok- too far. Need a car to go out there and live there lol	{'place_id': '01a9a39529b27f36'}
17271673	2020-11-04T01:36:44.000Z	1323801320743206912	 Oh and the internet keeps going out...that might be worse than everything else...ok really just overtired	{'place_id': '01a9a39529b27f36'}
61076953	2020-11-04T01:35:46.000Z	1323801079008645120	Optimum is the worst internet I feel like I ever had. Every other day it’s going out middle of the day multiple times a day. About to cancel it and just get Fios & I don’t want that again either 😒	{'place_id': '011add077f4d2da3'}
25407830	2020-11-04T01:33:50.000Z	1323800588614832129	Going out to the garden to pick mint in the dark because mojitos need to happen right now	{'place_id': '00c55f041e27dc51'}
844221643	2020-11-04T01:25:49.000Z	1323798573335613440	 She going out sad	{'place_id': '01a9a39529b27f36'}
1044650321807585280	2020-11-04T01:11:31.000Z	1323794974203383809	My drug of choice tonight is watching Ratatouille on repeat I have to go to work tomorrow 🐀 	{'place_id': '01a9a39529b27f36'}
735847944520355840	2020-11-04T01:09:05.000Z	1323794363407884292	  Go with what your gut is telling you. You could always go back to college later on	{'place_id': '00edde1d2ec0a4d4'}
2635186587	2020-11-04T01:05:43.000Z	1323793515235758080	 I need all the CHINESE LAYS!!! I want you to go out there and get teriyaki flavored Lay’s. 	{'place_id': '01a9a39529b27f36'}
833356278126768128	2020-11-04T00:32:43.000Z	1323785210807332866	I voted! Please friends, go out to vote. Its very important.     	{'place_id': '00c39537733fa112'}
713019600913440768	2020-11-04T00:22:25.000Z	1323782616345124865	It’s not too late to vote!! Go out there folks 	{'place_id': '5c7686d4c90a9bb0'}
705928238950957056	2020-11-04T00:08:00.000Z	1323778989266272262	Going out in my mask and stores are boarding up --- VERY PURGE LIKE	{'place_id': '01a9a39529b27f36'}
309261061	2020-11-05T23:59:53.000Z	1324501721607974915	The way he came in  lying about numbers (largest inauguration crowd) he will go out lying about numbers! (the tens of millions of ballots)  BYE! 	{'place_id': '01a9a39529b27f36'}
67588080	2020-11-05T23:59:51.000Z	1324501713273978880	 I like those as the examples of his delusion—they are good examples but not sufficient—how about the very fact of going out on stage with this “message” at this time...also he really really did speak of the “love” he has felt during this election....	{'place_id': '011add077f4d2da3'}
387548091	2020-11-05T23:56:59.000Z	1324500994714193921	Mans is going out sad	{'place_id': '002e24c6736f069d'}
2746892418	2020-11-05T23:55:20.000Z	1324500576776892419	Trump is going out Sad !	{'place_id': '011add077f4d2da3'}
330536739	2020-11-05T23:51:38.000Z	1324499646174081028	Debating if I want to go out this weekend	{'place_id': 'b8d145028b2571ac'}
411796735	2020-11-05T23:44:58.000Z	1324497970868461571	I would have conquered this Taco Bell cantina during any of my years at BU it’s time to go back to college 	{'place_id': '01a9a39529b27f36'}
106001495	2020-11-05T23:44:02.000Z	1324497734997594113	I was really going to school 0-0 Monday thru Friday, taking my kids to school/daycare and going to work most nights. I honestly don’t know how I did that and do not recommend anyone do that.	{'place_id': '01a9a39529b27f36'}
259009972	2020-11-05T23:39:10.000Z	1324496511120613376	 Absolutely crushed to see this, Seth. You were a huge part of the reason why I looked forward to going to work. I know you will do great wherever you go!	{'place_id': 'b779d1482c4d6076'}
106001495	2020-11-05T23:33:59.000Z	1324495204553031682	I just finished my cosmo school program and I still see myself going back to school for something else in the future. 😹	{'place_id': '01a9a39529b27f36'}
369190328	2020-11-05T23:31:48.000Z	1324494654608412674	Trump is making this harder on himself - just concede & go out gracefully  	{'place_id': '011add077f4d2da3'}
21380922	2020-11-05T23:11:22.000Z	1324489513402568704	In all realness, the media should air this with a 0 minute time delay. At best he’s gonna go out there and say the election is rigged, at worse he’ll call for violence/mobs to storm counting facilities. Either way if the media allows that to air live... blood on their hands.	{'place_id': '01a9a39529b27f36'}
231458216	2020-11-05T23:07:54.000Z	1324488639724900354	 This shit spooked me. I went to school with her and she was always so nice man.	{'place_id': '01a9a39529b27f36'}
313305970	2020-11-05T23:07:40.000Z	1324488580480307201	      etc. You’re all responsible for spreading misinformation if you let this go out unchecked and without a delay. 	{'place_id': '01a9a39529b27f36'}
2274542442	2020-11-05T22:42:58.000Z	1324482367738859520	George Conway: It’s fitting that Trump is going out screaming lies about ‘fraud’ 	{'place_id': '18b390731066adcb'}
165964369	2020-11-05T22:33:53.000Z	1324480079645331457	 What you have let happens to college sports is criminal 	{'place_id': '8da7a05f8a865e05'}
527026286	2020-11-05T22:16:49.000Z	1324475786481553408	While the pandemic did ruin my plans to travel and go out with friends, some new opportunities did come up for me which is really cool.	{'place_id': '011add077f4d2da3'}
2258088506	2020-11-05T21:23:56.000Z	1324462476449165313	Going out on a Thursday 😩🤦🏽‍♀️ lord help me	{'place_id': '00c39537733fa112'}
38576848	2020-11-05T20:53:39.000Z	1324454855243714566	   Rob and I went to college together Brian	{'place_id': '00c39537733fa112'}
86185260	2020-11-05T20:12:46.000Z	1324444567849082881	   Live no. Went to college at Randolph Macon over in Ashland. Yup! I know it's a ways away but lovely area.	{'place_id': '01a9a39529b27f36'}
21857164	2020-11-05T20:01:50.000Z	1324441816263987201	 Where did u go to school. Bakersfield? I want to make sure my kids don’t go there because you are the most stupid person in Congress since Meadows left.	{'place_id': '00c55f041e27dc51'}
152448004	2020-11-05T20:00:23.000Z	1324441450600370181	Going out of business sale 	{'place_id': '01a9a39529b27f36'}
1304108031060463616	2020-11-05T19:58:20.000Z	1324440934965301249	I do not want to go to work today. I'm too tired 😴	{'place_id': '4e34bd8e279adffb'}
1223402469457350657	2020-11-05T18:33:13.000Z	1324419516827394048	Trump going out sad man	{'place_id': '002e24c6736f069d'}
25190937	2020-11-05T18:03:49.000Z	1324412117823475713	this man is going out SAD	{'place_id': 'fa3435044b52ecc7'}
64574228	2020-11-05T17:59:43.000Z	1324411084762189826	Age Is Just A Number, Its How You Feel On The Inside That Matters.. Go Out & Discover Yourself..      	{'place_id': 'c5e2e95296cb121d'}
