2020-01-06T23:47:26.000Z	1214332677668712448	Everyone is so happy that they’re going back to school then there’s me...  mad asl	{'place_id': '789a596e07b40baf'}
2020-01-07T03:56:23.000Z	1214395329564598272	What a privilege to chat with Cooley and Patterson, two prophets for such a time as this. “I stopped worrying about these songs going out of style. Nope, this is not going to become irrelevant anytime soon.” — Mike Cooley  	{'place_id': '01a9a39529b27f36'}
2020-01-07T03:06:34.000Z	1214382790944395264	I was about to graduate HS in the months following 0/0. The military recruiters were insane and would promise the world to recruit young NYers 0-0 who would be going to college. They’d just seen their city wrecked. They were teenagers.	{'place_id': '011add077f4d2da3'}
2020-01-07T02:50:40.000Z	1214378790920630272	Bro like I deadass have to go to work every day for the rest of my life?????	{'place_id': '002e24c6736f069d'}
2020-01-07T02:37:04.000Z	1214375368947359744	"Went by the ""going out of business sale"" at Barney's today. Even with the 0-0% off sale, the store made me feel poor."	{'place_id': '01a9a39529b27f36'}
2020-01-07T02:24:03.000Z	1214372092650672128	  I agree with Michelle Williams! Women should have the right to CHOOSE! Not to pay for other women’s abortions! To CHOOSE where our children go to school! To CHOOSE a great economy over SOCIALISM! To CHOOSE our Reps! To CHOOSE our President! Yes we should get out & VOTE 	{'place_id': '00c39537733fa112'}
2020-01-07T01:51:07.000Z	1214363803175002113	I haven’t had drunk sex in a while. Maybe I’ll go out tonight 💦💦💦💦😈😈😝😝	{'place_id': '002e24c6736f069d'}
2020-01-07T01:48:02.000Z	1214363027807621120	It’s never coming back, but I do miss going out with people and not having people be on their phones all the time.	{'place_id': '00c39537733fa112'}
2020-01-07T01:45:55.000Z	1214362496846438404	   I guess. Bad luck really is what it comes down to. That puck was CLEARLY going out of play. Russia had a 0-0 and with another minor would have had a 0-0. Could have been a different ending thats all. Hate to see a camera have such a impact on the outcome.	{'place_id': '777dd5b3b30a625e'}
2020-01-07T01:23:07.000Z	1214356759646789632	Just thinking about going out just isn't the same for me anymore	{'place_id': 'bda900177f5d9f42'}
2020-01-07T01:22:42.000Z	1214356655565156352	Almost time to go to work!  returns tonight at 0PM CDT/0PM EDT... first hour is COMMERCIAL FREE!  Tune in for your weekly ride a long with some of the nation’s bravest!!      	{'place_id': '01a9a39529b27f36'}
2020-01-07T01:21:56.000Z	1214356459745632257	However I honestly don't feel like going out	{'place_id': 'bda900177f5d9f42'}
2020-01-07T00:50:29.000Z	1214348545442144261	Lmaooo people go out to restaurants with you? 	{'place_id': '002e24c6736f069d'}
2020-01-07T00:47:05.000Z	1214347692048109568	Daria taught me its okay to stay home because when I do go out, I regret not staying home. 	{'place_id': '00c39537733fa112'}
2020-01-07T00:40:01.000Z	1214345910039265280	 At a club my friend introduced me to Rupert Grint. I had no idea who he was. I shook his hand & said “Nice to meet you. I’m going out for a smoke.” My friend came out & gave me shit. “Don’t you know who that is?” Next time I saw Rupert I told him the story. We laughed & took this 	{'place_id': '01a9a39529b27f36'}
2020-01-07T00:12:43.000Z	1214339042646601734	i’m taking all of ya bitches when we get back to school 🤣 i’m on my bullyyyy	{'place_id': '00c39537733fa112'}
2020-01-08T23:56:57.000Z	1215059848301285381	My urge to go back to school always intensifies when I watch this. I miss the challenge of it so much 😭 I am gonna go back, it’s gonna happen. Paying that old bill is really the only thing stopping me 😥	{'place_id': '011add077f4d2da3'}
2020-01-08T23:33:36.000Z	1215053973419372544	For the next month for every order on  we will donate $0 to WIRES - a non-profit org  Emergency Fund for wildlife rescue  in Australia 🙏🏼 Our hearts go out to every person and animal suffering in Australia.😢 	{'place_id': '07d9d216e9c88001'}
2020-01-08T23:27:22.000Z	1215052405399805952	In the biggest mood to drink dance and go out to eat right.	{'place_id': '1e11d8be00564690'}
2020-01-08T22:52:33.000Z	1215043643800723458	 Hey Sir, hope you and your newborn son are doing well. I'm sorry to even bother you with this, I have been tricked into a scam by a fake Twitter Philanthropist and now owe a lot of money. If there's a way you can free me from this debt I would appreciate it to go back to school.	{'place_id': '01a9a39529b27f36'}
2020-01-08T22:47:59.000Z	1215042494964084743	 I remember that we still had to go to work that day! 	{'place_id': '01a9a39529b27f36'}
2020-01-08T21:54:46.000Z	1215029099258949637	🤦🏿‍♂️🤦🏿‍♂️🤦🏿‍♂️ leave me alone I dont go out much so when i do ..I'm clueless lol 	{'place_id': '002e24c6736f069d'}
2020-01-08T21:54:20.000Z	1215028992555855883	Very helpful thread in understanding what happened to College Humor, and why Facebook needs to be destroyed at all costs. 	{'place_id': '01a9a39529b27f36'}
2020-01-08T21:39:34.000Z	1215025276842848257	Announcement: I’ve decided to step back as a senior member of my family. I’m going to work on becoming financially independent and I’m going to split my time between North America and the UK. Thank you.	{'place_id': '01a9a39529b27f36'}
2020-01-08T21:12:34.000Z	1215018480887586816	 I remember walking to school too and walking on top of they cars bc of how high the piles of snow were lol	{'place_id': '01a9a39529b27f36'}
2020-01-08T21:08:22.000Z	1215017422597640192	Another tragic pedestrian death— this time, a little boy who was on his way to school. 	{'place_id': '01a9a39529b27f36'}
2020-01-08T21:07:54.000Z	1215017308546052104	Prayers go out to the families in Puerto Rico, and loved ones of the   flight downed in Tehran.	{'place_id': '00c39537733fa112'}
2020-01-08T20:55:52.000Z	1215014276445933575	Working and going to school full time has completely burnt me out smh	{'place_id': '01a9a39529b27f36'}
2020-01-08T19:13:23.000Z	1214988489000914945	Really not in the mood to go to work today 😭😭😭	{'place_id': 'd4aed8f0a0dd6fb4'}
2020-01-08T19:03:13.000Z	1214985927606575104	Currently Earthquakes & Tsunami warnings through out the Caribbean ...our thoughts and prayers go out to our ppl them 😱🙏🏾	{'place_id': '01a9a39529b27f36'}
2020-01-08T19:02:36.000Z	1214985772576727041	  Not when it helps your child sit through school and succeed in studying and going to college!!	{'place_id': 'f0923c834fdcf0ec'}
2020-01-08T19:00:26.000Z	1214985227069788160	I honestly went to college during the worst decade 	{'place_id': 'b74cebcb62a1a686'}
2020-01-08T18:54:04.000Z	1214983624644349952	I would absolutely watch an episode of these guys trying to go out and get jobs 	{'place_id': '01a9a39529b27f36'}
2020-01-08T18:52:46.000Z	1214983297266270213	I hope my next lady lets me control this when we go out on dates 😳😏 	{'place_id': '1e11d8be00564690'}
2020-01-08T18:52:33.000Z	1214983243650543616	Facts. Me going out on lunch and grabbing a beer is tho 	{'place_id': 'f97108ab3c4a42ed'}
2020-01-08T18:30:45.000Z	1214977757828075520	Me every time I go out because I over do the pre game 	{'place_id': '01a9a39529b27f36'}
2020-01-08T17:46:02.000Z	1214966504820822022	yup im ready to go back to school	{'place_id': '9d22866e11c9b6b7'}
2020-01-08T16:58:32.000Z	1214954552446902272	Its sad i cant eat a whole BaconEgg&Cheese without getting nauseous. I used to bust these shits down every morning on my way to school	{'place_id': '011add077f4d2da3'}
2020-01-08T16:47:25.000Z	1214951753352761344	New York day 0.. enjoying my daughter, getting acquainted with the theatre and going out again to more bus, music, lights.. tonight premiere of “Susan”!!! Yay! @ The Public Theater 	{'coordinates': {'type': 'Point', 'coordinates': [-73.99177, 40.72921]}, 'place_id': '01a9a39529b27f36'}
2020-01-08T16:35:28.000Z	1214948745890140161	Uncut Gems is much better, but both are worth seeing. If you’re going out after the movie, Gems, if you’re going to bed after the movie, 0. 	{'place_id': '01a9a39529b27f36'}
2020-01-08T15:53:51.000Z	1214938274357268480	Best customer service of the year award so far goes to the representative via my healthcare whose going out of his way to see if my insurance is accepted through my PCP for therapy	{'place_id': '011add077f4d2da3'}
2020-01-08T15:36:45.000Z	1214933971445964800	Reminder! Tonight’s the night if you’d like to come to my office in Rumson to ask real estate attorneys about your recent tax assessment and appeals process! Please not most towns will want the paperwork in January!… 	{'coordinates': {'type': 'Point', 'coordinates': [-74.002, 40.376]}, 'place_id': '50eb4d67892e9d34'}
2020-01-08T15:21:22.000Z	1214930098794749952	Building this credit score paying all this shit right TF back. While still going out enjoying myself, vacationing, baecationing, and spoiling myself..You know how? Cuz we finna SAVE save. And shop smart, and take care of responsibilities	{'place_id': '01a9a39529b27f36'}
2020-01-08T15:15:28.000Z	1214928615646924800	My bestie and I be pressing my mom when she bout to go out. Like where you going. HUH?! 	{'place_id': '01a9a39529b27f36'}
2020-01-08T15:07:08.000Z	1214926517911924737	  He’s on a vet min salary and was out of the league for a year. So id say 0/0 is a good start . A hall of famer, going out on his own terms, for a team most fans enjoys, who was in need of help, is cool to see. Who’s dishonest? It’s a highlight era, same as any other player	{'place_id': '01a9a39529b27f36'}
2020-01-08T14:18:34.000Z	1214914292547538945	GO TO WORK? WORK UNPAID 0??? GO TO WORK FOR WHAT JUST TO GET DENIED PAYMENTS AGAIN??? U GO TO WORK PAYING PEOPLE FOR WORKS OLD U TO THE S AND A USA PAY PEOPLE FOR WORKS ALREADY DONE OK YOU GO TO WORK OK GJMJGJM 	{'place_id': 'b87b05856ab8dbd8'}
2020-01-08T14:17:12.000Z	1214913949860278274	I deadass can't remember if I work today or not. I wish that was a good enough reason not to go to work. But alas. I'm 0 and ain't good reasons to not do any responsibilities anymore	{'place_id': '011add077f4d2da3'}
2020-01-08T13:18:24.000Z	1214899153169518593	I really do not want to go to work.	{'place_id': '011add077f4d2da3'}
2020-01-08T13:00:11.000Z	1214894567801151488	TFW you were up all night with your toddler to catch vomit and then get an email about a meeting that you are supposed to present at that you were never invited to and you can’t feasibly make due to school drop off......oh and you have to cancel your upcoming trip to Dubai.	{'place_id': '01a9a39529b27f36'}
2020-01-08T12:54:25.000Z	1214893116706177025	Love this! My mother went back to school at 0 to be a nurse with 0 kids between elementary school and middle school. At the time it was a hard transition her (and us) but I am so proud of her and she is my inspiration everyday. 	{'place_id': 'e9143a85705b4d40'}
2020-01-08T12:42:31.000Z	1214890124879761408	the fuck it’s not, i can tell you while i’m going to college full time and working 0 hours a week on top of all the bullshit hw i DO NOT HAVE TIME 	{'place_id': '647be94a01a83f96'}
2020-01-08T12:20:32.000Z	1214884588729896965	It should be illegal to go to work when it’s cold out	{'place_id': '00504a961360c1a2'}
2020-01-08T12:12:22.000Z	1214882533768339461	No funny shit I walked in my boy spot when he was watching Ars vs Cass.  I never wanted to see Cassidy go out like that. He gotta get behind the boards in the studio or something. Songs ain’t working, battles ain’t working...	{'place_id': '00c39537733fa112'}
2020-01-08T11:27:47.000Z	1214871315821318145	Yeah, because he makes the illegal & grotesque actions your father took to start this disaster, somewhat, away from him.It's not going to work. Your dad & Bush were the architects of the biggest failed & illegally orchestrated war upon this country.Now a madman is in charge! 	{'place_id': '00c39537733fa112'}
2020-01-08T11:00:53.000Z	1214864546554363906	No one told me to go out, but after the day I had..... I needed it	{'place_id': '559cf1d51980ff42'}
2020-01-08T09:56:49.000Z	1214848423620423680	Did you really go to school in Metro Atlanta if you haven’t been to Fernbank at least five times? 	{'place_id': '011add077f4d2da3'}
2020-01-08T09:23:59.000Z	1214840159914643456	 I love Twitter because I can speak my political views without losing my friends like on Facebook. Too many of the people I went to school with are MAGA’s. I live in NJ a blue state. You figure?	{'place_id': '5a700e3c73cbf9b9'}
2020-01-08T07:30:20.000Z	1214811560679542784	Like why would you go out of your way to tell all my friends you got something you wanted to talk about.... Then when presented with multiple opportunities you stay silent...	{'place_id': '011add077f4d2da3'}
2020-01-08T06:30:17.000Z	1214796446093975557	Me going to college is meme by its self and the highest form of sarcasm	{'place_id': '011add077f4d2da3'}
2020-01-08T06:04:19.000Z	1214789912341471232	No need to go out for friends now 	{'place_id': '926fea31818e07d2'}
2020-01-08T06:01:04.000Z	1214789096356364294	 Rated Research; Catch DR. SHEFALI TALKING TO COLLEGE KIDS  via  	{'place_id': '07d9e72175488002'}
2020-01-08T04:50:51.000Z	1214771425590042624	0 -im tryna wear less and go out more 🔥	{'place_id': '01a9a39529b27f36'}
2020-01-08T04:40:42.000Z	1214768867588882437	 oh dude philly is fucking unbearable, im soooo happy they’re out of the playoffseagles fans are so delusional about this team despite the staggering number of injuries they suffered from, sad to see wentz go out like that though	{'place_id': '543f9b938fd47e39'}
2020-01-08T04:22:47.000Z	1214764360154931201	“Senator, I am an attorney with Lambda Legal. It’s an honor to meet you.” “Amazing. We count on you guys.”“I’m also from Puerto Rico and want to thank you for voting against PROMESA.”“Yes and we are going to work to get rid of it.” BOOM.  	{'place_id': '011add077f4d2da3'}
2020-01-08T04:22:17.000Z	1214764233931546627	Excited to join our Farrell Players 🦁🎭during their rehearsal for our Spring play Forum. It’s fitting  their player space is next to my office! I have very fond memories of being a Farrell Player myself, playing the Lion 🦁 in The Wiz and Devil in Damn Yankees ⚾️March 0-0 	{'place_id': '00c55f041e27dc51'}
2020-01-08T04:16:30.000Z	1214762780810760192	I wonder how many people I'm finna disappoint when the 0am text and calls go out and i tell em i can't	{'place_id': '011add077f4d2da3'}
2020-01-08T03:53:30.000Z	1214756991861702662	 has already supported students and heard our concerns multiple times with  But higher ed isn't enough. We gotta fight for a fully funded educational system for NYC. All of it. Pre-K to college. And I know that, as NYC comptroller, she will do just that.	{'place_id': '0fc39e4f1dd42001'}
2020-01-08T03:35:38.000Z	1214752496696090624	 Our prayers go out to you and your son Fonz. God watch over him and his fellow soldiers.	{'place_id': '11cdb607ab2f17bb'}
2020-01-08T03:34:26.000Z	1214752193548562433	I don’t want the semester to start cuz I won’t have the energy and time to take classes like this week 😭 I don’t wanna go back to school, I want to leave it tbh	{'place_id': '002e24c6736f069d'}
2020-01-08T03:33:18.000Z	1214751908554067969	Welcome back to school. 😭         	{'place_id': '00c39537733fa112'}
2020-01-08T03:20:25.000Z	1214748665081978882	Update on the homefront; my cat is as pissed as I am that I have to go to work again but... that also means he literally won’t let me sleep.	{'place_id': '01a9a39529b27f36'}
2020-01-08T03:06:05.000Z	1214745059796627456	My son swears he’s my man, whenever I talk about going out he hits me with the “you’re not going nowhere”, boy.	{'place_id': 'b046074b1030a44d'}
2020-01-08T02:51:36.000Z	1214741412178202624	 Thankfully no. They realized I was just a 0-year-old phobic flyer trying to get back to college and let me on the plane!	{'place_id': '01a9a39529b27f36'}
2020-01-08T02:44:03.000Z	1214739515706920961	Idk know how girls wake-up early to apply make up to go out in service, go to class, go to work. I am 0% 0f the time gonna pick sleep over make up. I pick sleep over food sometimes. If I have to be there in the PM I'll consider it	{'place_id': '002e24c6736f069d'}
2020-01-08T02:41:01.000Z	1214738748971327493	Ages 0-0, I went to school on the LES & I spoke Chinese with my friends cause they taught me 	{'place_id': '002e24c6736f069d'}
2020-01-08T02:29:21.000Z	1214735815437430784	I needed that  binge to take a break from this war bizness. 🙄 Now let me see what this Witcher Series is talm bout while these cold meds go to work. 👀	{'place_id': '01a9a39529b27f36'}
2020-01-08T02:21:49.000Z	1214733918689284098	. wrote about ’s policy on mites playing on full-length rinks in Before The Lights Go Out. 	{'place_id': '00c39537733fa112'}
2020-01-08T01:59:53.000Z	1214728397236113410	 Before I go out and do fun shit live life not knowing if your gonna become my wife I’m gonna go out and do fun shit live life the way I plead because who’s to say what the females intentions are	{'place_id': 'fa3435044b52ecc7'}
2020-01-08T01:46:08.000Z	1214724937115717633	   No MORE Wars.  with pressure from  and  have been itching for THIS war for the longest TIME. Well HERE it is. My 🙏 go out to the U.S. military in ME and to the  Whilst  gets into this, I hope they go down hard in flames!!!	{'place_id': '27485069891a7938'}
2020-01-08T01:10:10.000Z	1214715886042591232	Joe going out on a limb but he might be right. 	{'place_id': '01a9a39529b27f36'}
2020-01-08T01:02:25.000Z	1214713936689401856	Thoughts and prayers going out to our Troops in the Middle East and their families   	{'place_id': '00c55f041e27dc51'}
2020-01-08T00:35:34.000Z	1214707181171433472	 Ima go out tomorrow and report back	{'place_id': '011add077f4d2da3'}
2020-01-08T00:22:01.000Z	1214703771160399872	Going out sounds tempting but my bed & a blunt sounds better	{'place_id': '01a9a39529b27f36'}
2020-01-08T00:03:41.000Z	1214699157425999873	That going out shit a dub I rather be home nutting all over 😫😫	{'place_id': '01a9a39529b27f36'}
2020-01-09T23:46:01.000Z	1215419485848514562	Not going out till I buy a house. Bye night life	{'place_id': '01a9a39529b27f36'}
2020-01-09T23:42:41.000Z	1215418648023785472	 I was just about to say 🤨 like bitch people have to go to work	{'place_id': '01a9a39529b27f36'}
2020-01-09T23:36:53.000Z	1215417187109953541	Id say Joe Judge exposed  by going out and showing he won the Giants over with his personality. Clearly. Billion Dollar sports organization's worry about getting the best people they can. Period. Is Joe Judge the best they could get? Like asked? Yes 	{'place_id': '23a06e5cc6d83009'}
2020-01-09T23:08:24.000Z	1215410017375019010	going out to lunch 	{'place_id': '18723789f00c54fe'}
2020-01-09T23:01:21.000Z	1215408245445201922	    Go to school	{'place_id': 'e993aa6b2023e210'}
2020-01-09T22:14:47.000Z	1215396525104410629	On July 0, 0, Mosaic opened as the very 0st public college prep elementary school in NYC.  Principal, Dr. Lisette Caesar, wanted a school that stressed the importance of going to college. She reminds her community how she went from a struggling reader to a now a doctor.	{'place_id': '011add077f4d2da3'}
2020-01-09T22:08:34.000Z	1215394960356319237	Back to school moves 🤪 :PROJECT 0 OFFICIAL CAPRICORN BASH -MALES GET ASS CASH-FEMALES DANCE FOR ASS CASH-MOST ASS CASH WINS REAL CASH $0 Flash Sale 🥴 GET YOUR TICKETS NOW👇🏾👇🏾👇🏾👇🏾👇🏾 	{'place_id': '01a9a39529b27f36'}
2020-01-09T22:05:03.000Z	1215394078726201345	  Idc but strippers/bottle girls go to work and fill out taxes while scammers just ruining ppls lives	{'place_id': 'b046074b1030a44d'}
2020-01-09T21:55:12.000Z	1215391598802014210	 Man do you have your hands full with this craziness! Slap back! Don't let these morons get the upper hand. Nobody even mentioned the Ayatollah. He is gas lighting. I think MAGAts go to school for gas lighting before being seated in Congress	{'place_id': '01a9a39529b27f36'}
2020-01-09T21:02:55.000Z	1215378441484341264	 day and the day after that you will still have to go thru ur morning routines go to work go on with your every day life, all while DONNY is still your president baby   #🚂🚂🚂🚂🚂	{'place_id': '00c55f041e27dc51'}
2020-01-09T20:58:29.000Z	1215377326466371600	California belonged to Mexico originally. Again, I really wish ya went to school to learn and not to suck dick in a staircase. 	{'place_id': '002e24c6736f069d'}
2020-01-09T20:10:45.000Z	1215365310922067970	i’m sick so my ears have been getting clogged just by going up the elevator to my office and i just realized this is going to be so miserable on my flight tonight 🤦🏼‍♀️	{'place_id': '01a9a39529b27f36'}
2020-01-09T20:04:22.000Z	1215363707146047489	                So here is a question I am posing for opinions..I myself do not use this term too often yet I have heard it in our circles SO many times..my mom..single and immigrant with 0 kids..welfare..renting..borderline ok neighborhoods..siblings worked AND going to school also..YET all my	{'place_id': '00c39537733fa112'}
2020-01-09T19:45:29.000Z	1215358955494526977	I wanna go out and try soup dumplings.	{'place_id': '01a9a39529b27f36'}
2020-01-09T19:43:25.000Z	1215358432519368705	This is what happens when you let the YouTube hate videos go out of control 	{'place_id': '00edde1d2ec0a4d4'}
2020-01-09T19:22:53.000Z	1215353266101530624	Damn joe Judge inspired me to go to work even if I have the flu! He’s killing this press conference! 	{'place_id': '51b45b88191c1a6e'}
2020-01-09T19:21:21.000Z	1215352881336983554	anyone in NY who focused on Behavioural Neuroscience or psychology in college who did online/weekend classes? Hell, even any sort of medical degree with the above? I’m trying to go back to school, but finding a schedule that works around my job and childcare is v difficult...	{'place_id': '01a9a39529b27f36'}
2020-01-09T19:04:59.000Z	1215348762832523266	 Sephora would rather go out of business than to actually give back to their clients. Shameful	{'place_id': 'e4faa50d904ab815'}
2020-01-09T18:28:04.000Z	1215339469894815744	I wore leggings to school and got sent to ISS and texted my mom to bring me different pants and then got my phone taken away and sent back to ISS in my new pants with no phone lmfaooo 	{'place_id': '011add077f4d2da3'}
2020-01-09T18:27:54.000Z	1215339430187237384	 Lol smh wild out here. Parents and guardians let us go out the crib any kind of way.	{'place_id': 'fa3435044b52ecc7'}
2020-01-09T17:52:31.000Z	1215330525776437249	Going out with 0 of your niggas and having 0 bottles &gt;&gt;&gt;&gt; 	{'place_id': '002e24c6736f069d'}
2020-01-09T17:50:44.000Z	1215330076918722562	Back in jersey and thank god im leaving back to school this weekend	{'place_id': 'fa3435044b52ecc7'}
2020-01-09T17:33:17.000Z	1215325684148658177	Open to all invitations today thank you in advance and no I will not go out of state (actually I will that’s how bored I am) 	{'place_id': '01a9a39529b27f36'}
2020-01-09T17:30:24.000Z	1215324959372906497	These kids got mad excuses to not go to school. Now I gotta feed more people 😒	{'place_id': 'b046074b1030a44d'}
2020-01-09T16:44:38.000Z	1215313440211918851	 I always remember going out to the end of long island one weekend a few years ago, we took a walk in a park, and when we go back in the car, we had to shake out our shoes because there were over 0 ticks on them.	{'place_id': '011add077f4d2da3'}
2020-01-09T16:35:57.000Z	1215311254455189505	Honestly same Ronnie. Have you seen where I go to school?💀🙃 	{'place_id': '00c55f041e27dc51'}
2020-01-09T16:24:20.000Z	1215308334741491712	  That play was never going to work	{'place_id': '01a9a39529b27f36'}
2020-01-09T16:00:41.000Z	1215302380646019074	On New Years I did a deep, soul search a la I-don’t-know-who-I-am-besides-a-mom-anymore-I-used-to-go-OUT-in-NYC-&-attend-symposiums-&-Galas-and-play-in-a-band. I got honest & decided I just want to attend some live tv tapings of my fav shows. Wa la, I have tickets to 	{'place_id': '002e24c6736f069d'}
2020-01-09T16:00:07.000Z	1215302236642955269	  They should have like a nostalgia weekend for young alums where we get to stay in the dorms with the ppl we went to school with one more time 😂	{'place_id': '011add077f4d2da3'}
2020-01-09T15:52:09.000Z	1215300231908282368	Dropped my son off to school this morning they told me he was at the window yesterday looking like Carl Thomas was for his mom I was beyond weak 😭😭😂😂😂😂 	{'place_id': 'fa3435044b52ecc7'}
2020-01-09T15:15:09.000Z	1215290922407284736	It didn’t matter which region, if you went to school in the Bronx you went to the Bronx zoo AT LEAST twice a year 	{'place_id': '002e24c6736f069d'}
2020-01-09T15:01:31.000Z	1215287492343222272	Big homie walks in the crib. We dap him up, he started chattin about it’s good to see y’all went to school and whatever. Then he sees my shirt and he says “You one of those sorority n***as?” I said, “Nah, son. I’m in a frat.” He was like, “o aight, like stomp the yard?” 	{'place_id': '011add077f4d2da3'}
2020-01-09T15:01:21.000Z	1215287450559488000	So this is summer 0, I come back home to BK and kick it with the bros. One of my homies that didn’t go away to school became the Right hand man to one of the gangstas back home. So we end up going to their trap house and whatever. Kicking it and playing 0K or whatever then....	{'place_id': '011add077f4d2da3'}
2020-01-09T14:43:00.000Z	1215282833197019137	  You just go to work and go home lol	{'place_id': '00c39537733fa112'}
2020-01-09T14:25:01.000Z	1215278304502124545	 You went to school with Lil Chris Rock?	{'place_id': '002e24c6736f069d'}
2020-01-09T14:19:30.000Z	1215276918926430208	I don’t put no effort into how i look when i go to work anymore & I need to fix that. I literally throw a wig & a hat on my head....I gotta get it together	{'place_id': '011add077f4d2da3'}
2020-01-09T14:02:42.000Z	1215272688840847360	Go out there and be awesome! Shatter every glass ceiling and obstacle in your way.That’ll be all 😉 Have a fabulous day y’all.💖⭐️💞📸  at the  .... I still can’t believe I did… 	{'place_id': '011add077f4d2da3', 'coordinates': {'type': 'Point', 'coordinates': [-73.978575, 40.574416]}}
2020-01-09T14:01:15.000Z	1215272323219148801	I wear outfits (going out clothes) ONCE you will never see me with the same outfit on twice in a club or at any event ...	{'place_id': '00c39537733fa112'}
2020-01-09T13:17:15.000Z	1215261249870663680	Like I dont wanna go to work ughh	{'place_id': '002e24c6736f069d'}
2020-01-09T13:16:17.000Z	1215261008207450113	Back-to-school faculty meeting today! Had to look for my black dress shoes, which I take as a sign that I rested well this winter break.   	{'place_id': '002e24c6736f069d'}
2020-01-09T13:03:03.000Z	1215257679763058688	I really have to go to work.. again. 	{'place_id': '00c39537733fa112'}
2020-01-09T12:58:08.000Z	1215256441235410946	It’s 0. Don’t hit ya kids. Ya kid come to school red in the face and crying I’m/we calling ACS with the quickness. And I’ll feel bad for a sec but ill know it’s the right call.	{'place_id': '011add077f4d2da3'}
2020-01-09T12:55:56.000Z	1215255887700512771	I’m not even sad i have to go to work.... I’m just sad i have to leave the house and put actual clothes on cause it’s cold af	{'place_id': '011add077f4d2da3'}
2020-01-09T12:48:33.000Z	1215254028994732039	 “If there is a dark... and there is a LIGHT, don’t let it go out” 0 (There is a LIGHT) ​​0: “How long... How long will you hide your face from me?... Give LIGHT to my eyes, or I will sleep in death.” 0:0-0 NIV  	{'place_id': '01a9a39529b27f36'}
2020-01-09T12:41:40.000Z	1215252296470278144	Not everyday you have to walk through a murder scene to get the kid to school.  Avenue A is closed at 0th street.  0 dead.      … 	{'place_id': '01a9a39529b27f36', 'coordinates': {'type': 'Point', 'coordinates': [-73.98140788, 40.72616926]}}
2020-01-09T11:54:54.000Z	1215240526599008256	Terrible situation.  Don’t go out there without a beacon.  Know your terrain.  I almost feel like reporters that work in the mountains that cover these tragedies should take a basic avy course so they can avoid using improper language 	{'place_id': '00c39537733fa112'}
2020-01-09T10:49:56.000Z	1215224179227811840	Waiting for chick fila breakfast then I’ll go to work	{'place_id': '011add077f4d2da3'}
2020-01-09T10:48:52.000Z	1215223910171664386	  Instead of using guys as your reference, why not ask the girls you went to school with?	{'place_id': '011add077f4d2da3'}
2020-01-09T10:21:51.000Z	1215217110210707462	How will they make money? You wonder if they both didn’t go to school or Meghan wasn’t making money before she met Harry. 	{'place_id': 'fa3435044b52ecc7'}
2020-01-09T08:26:20.000Z	1215188040118870021	Those W0’s going out to all y’all who was in my business all year 	{'place_id': '011add077f4d2da3'}
2020-01-09T05:41:41.000Z	1215146604291817473	bitches go to college for criminal justice & be dating the criminal. ok angela valdez 😂😂😂😂😂	{'place_id': '002e24c6736f069d'}
2020-01-09T05:37:50.000Z	1215145634904317953	I’ve had the last 0 days off and now I gotta go to work for the next 0 days 😖	{'place_id': '002e24c6736f069d'}
2020-01-09T04:38:21.000Z	1215130665592684544	My mom lost her good paying job after my brother was born premature. She took the opportunity to go back to school for nursing and got a part time job. Shortly after we fell behind on the bills. We were both both working while going to school full time. Due to this she had to	{'place_id': '00c55f041e27dc51'}
2020-01-09T04:31:34.000Z	1215128959739924480	*BACK TO SCHOOL*KARIMA EDUCATIONAL  COMPLEX. Wish to inform the general public *CLASSES WILL RESUME JANUARY 0TH, 0* *Admission In Progress*Call Now +0Locate  us at Asebi-Kumasi near Karima junction. For details visit  	{'place_id': '011add077f4d2da3'}
2020-01-09T04:19:20.000Z	1215125878616838145	My friend told me he didn’t want to go out for dinner because he’s trying to save but also, at the same time, showed me his new Monclear jacket that was “a steal” at $0 🥴	{'place_id': '01a9a39529b27f36'}
2020-01-09T03:46:56.000Z	1215117728639528960	I’m about to go out in the cold to get more water and food to make 🥶🥶 wish me luck 🙏🏿 0°	{'place_id': '002e24c6736f069d'}
2020-01-09T03:36:36.000Z	1215115128099823616	When I was 0, Ray Kroc offered me a job a year hence, as a live-on crew member on his yacht that included a mini-McDonald’s, if I decided I’d rather do that than go to college. 	{'place_id': '01a9a39529b27f36'}
2020-01-09T03:08:22.000Z	1215108021338169347	Artists be like....No one is coming to find you. Go out. Do the work, and be ready to find. .Don’t complain about lack of opportunities. Even if you put in 0 minutes a day on researching and contacting, you… 	{'place_id': '01a9a39529b27f36', 'coordinates': {'type': 'Point', 'coordinates': [-74.0064, 40.7142]}}
2020-01-09T03:01:29.000Z	1215106290655076353	* WOW! He ain't have to go out like that. 	{'place_id': 'edd2aa964fa61ec9'}
2020-01-09T02:54:36.000Z	1215104556989702145	* The Mistress going out the employee entrance would have been really bad. 	{'place_id': 'edd2aa964fa61ec9'}
2020-01-09T02:13:57.000Z	1215094325459156992	I don’t know why I keep thinking about going back to school for 0 more year for a masters. I’m so not doing that.	{'place_id': 'b87b05856ab8dbd8'}
2020-01-09T01:57:50.000Z	1215090270519296000	Congratulations to  for achieving 0% attendance (year to date)!!! Rovina has a full time job and is coming to school everyday. She is working very hard to earn her HSE. Not only is She is a great student but she helps her peers and adds so much joy to our class 💖 	{'place_id': '684ceb6509d97b6c'}
