14392973	2020-09-07T23:07:56.000Z	1303107766001848320	 Same to you. Back to school— we’ll home school for now— tomorrow. Weird feeling!	{'place_id': 'c2800db81ba22abc'}
108433481	2020-09-08T00:23:05.000Z	1303126677950787586	Every time I see a tweet blow up and then have those dumbass ocean lights promoted I go out of my way to report as many problematic tweets from the OP as possible.	{'place_id': '00c39537733fa112'}
36070673	2020-09-08T00:21:47.000Z	1303126349998104576	To all the parents whose kids are back to school/virtual school/hybrid school....We ride at dawn! 	{'place_id': '24661d47b426cdac'}
1512535290	2020-09-09T23:59:55.000Z	1303845622739619841	anytime my mans gets a cut, he’s going out that day 🥱🥱 	{'place_id': '00c39537733fa112'}
775081880756559872	2020-09-09T23:48:26.000Z	1303842733602336771	Took the day to go out and hoop. Man it felt amazing being back on the court.	{'place_id': '01a9a39529b27f36'}
2222199816	2020-09-09T23:41:25.000Z	1303840969008336898	I never got my slutty Halloween costume phase bc i get nervous but now that i don’t have to go out for Halloween i might try it	{'place_id': '011add077f4d2da3'}
701534634	2020-09-09T23:15:52.000Z	1303834536682369024	 LMAOOO she’s a liar didn’t even invite me 😂😂all she said was she was going out lmaooo	{'place_id': '00c55f041e27dc51'}
80593980	2020-09-09T23:14:15.000Z	1303834131298766850	“I love the smell of old books, can I somehow use one as a mask?” is literally a back-to-school thought I’ve had more than once at work this semester so far	{'place_id': '011add077f4d2da3'}
321755964	2020-09-09T23:03:40.000Z	1303831466082742274	I forgot the worst part about going back to school is actually having to do school work 😭😭😭	{'place_id': '01a9a39529b27f36'}
745540429	2020-09-09T22:28:16.000Z	1303822559587299329	  Wow, you’re really upset at having to go to work. Let’s hope you don’t teach science.	{'place_id': '01a9a39529b27f36'}
32628792	2020-09-09T22:21:44.000Z	1303820914648379413	 Me too.  Don’t go out.  Is it still hot there?	{'place_id': '00c39537733fa112'}
39675591	2020-09-09T22:16:53.000Z	1303819695557091331	If I get him a movado for his bday I gotta pay if we go out? Lmao 🥴🥴🥴	{'place_id': '002e24c6736f069d'}
20013924	2020-09-09T22:08:59.000Z	1303817705313763328	MY DEEPEST CONDOLENCES GO OUT TO THE FAMILY AND FRIENDS OF RONALD BELL AKA KHALIS BAYYAN, CO-FOUNDER OF  I WILL NEVER FORGET THE DAYS WE SPENT TOGETHER IN 0 COLLABORATIVELY TEACHING 0 NJ BOYS &… 	{'place_id': 'fa3435044b52ecc7', 'coordinates': {'type': 'Point', 'coordinates': [-74.1849, 40.7352]}}
97273575	2020-09-09T22:03:41.000Z	1303816374100226048	   Were you bussed to school in the last forty years?	{'place_id': '01a9a39529b27f36'}
972862322111901696	2020-09-09T22:00:25.000Z	1303815551870029830	Whilst we are going back to school and work, and whatever else... don’t forget there is still coronavirus and this pandemic is still killing people. The USA death toll is now 0,0+. Sad and unacceptable!	{'place_id': '002e24c6736f069d'}
240922539	2020-09-09T21:56:16.000Z	1303814505013669888	 Dead ass hate peoples like this, no one is forcing you to go to school or show up stop wasting everyones time	{'place_id': 'b87b05856ab8dbd8'}
308174661	2020-09-09T21:50:29.000Z	1303813049808191495	  And here's still tell family's to send their children to school.	{'place_id': '00c39537733fa112'}
736260811740610560	2020-09-09T21:40:40.000Z	1303810581649141761	  Their distraction technique isnt going to work today. There are tapes! 	{'place_id': '00c55f041e27dc51'}
1600982396	2020-09-09T21:27:11.000Z	1303807185252737025	Back to School Night is tonight!  Check here for details: 	{'place_id': '647be94a01a83f96'}
258954731	2020-09-09T21:24:40.000Z	1303806552881729537	Thank you on behalf of the thousands of restaurants in NYC that are on the verge of going out of business. 	{'place_id': '01a9a39529b27f36'}
1312121269	2020-09-09T21:03:09.000Z	1303801136793751552	Not set up for success     P.S. teachers at private schools have also tested positive 	{'place_id': '011add077f4d2da3'}
280810348	2020-09-09T20:54:31.000Z	1303798964832145416	Baby can I dress ya? I mean help you pick out your clothes before we go out…    @ Brooklyn, New York 	{'place_id': '011add077f4d2da3', 'coordinates': {'type': 'Point', 'coordinates': [-73.95, 40.65]}}
52288216	2020-09-09T20:45:48.000Z	1303796771014017037	    So are you arguing the Speaker of the House wasn’t briefed prior to her telling people to go out in Chinatown?  Do you know for a fact or making an assumption?	{'place_id': 'f0923c834fdcf0ec'}
1085654983251554304	2020-09-09T20:38:38.000Z	1303794968377647105	Diets are like THAT ex 🙄. They give you empty promises. “No I’ve changed!” “I’m going to work this time promise!” “I’m different than the rest.” 😘 Then you give them what they’re after. Money, time and headspace. And when you demand answers, they ghost leaving you on read 👀.	{'place_id': '011add077f4d2da3'}
1236123993511522304	2020-09-09T20:01:03.000Z	1303785511509807104	Last batch of Labor Day weekend orders going out today. Thank you so much to my wonderful customers who participated in the sale 💛 	{'place_id': '01a9a39529b27f36'}
2336735386	2020-09-09T19:55:30.000Z	1303784111794982913	😱😱Staff at 0 NYC schools test positive for COVID-0 as teachers get ready for students 	{'place_id': '94542c3c348faf28'}
23126232	2020-09-09T19:48:17.000Z	1303782295824928772	 I hope it’s cancelled here as well. Too many large groups together. Too many things touched by many other hands. We’re not going out for sure.	{'place_id': 'c4dab45ef7581417'}
1185766026790592512	2020-09-09T19:23:52.000Z	1303776152306225152	I voted yes, but on the condition of not getting it right away as someone who's taken all the precautions w/social distancing, mask, not going out as well. I'll wait until many get it & the results are great in terms of combating  	{'place_id': '00c39537733fa112'}
1309411344	2020-09-09T19:09:32.000Z	1303772545326477312	as a former mormon who went to school in SLC im GAGGGGGGED	{'place_id': '01a9a39529b27f36'}
126720611	2020-09-09T19:07:16.000Z	1303771974754156544	Just because  are willing to pay  0k a week to ship him off, doesn’t mean that  are willing to pay the other 0k a week Guys. It’s a lot more complicated than saying “Just go out and get him and back Jose”Common sense needs to prevail here	{'place_id': '205e5bf8b1354818'}
786836560750804993	2020-09-09T19:04:29.000Z	1303771273978355721	0th grader stuns his mother when he tells  his thoughts on returning to the classroom today at his Catholic school, given all the new restrictions to prevent the spread of COVID-0. I’ll have this back to school report  with  	{'place_id': '10f74f26ed56a001'}
990717649	2020-09-09T18:52:05.000Z	1303768156180226049	I William McCullough 0rd In Newyork City ( USA )  waiting on the Elevator in my Apartment Building and getting ready to go out and enjoy my day. (  King ) (  Ace of Spade and King of Spade ) (  I Habibi -  I BeBella… 	{'place_id': '01a9a39529b27f36', 'coordinates': {'type': 'Point', 'coordinates': [-73.99112517, 40.7588419]}}
990717649	2020-09-09T18:52:01.000Z	1303768137251291136	I William McCullough 0rd In Newyork City ( USA )  waiting on the Elevator in my Apartment Building and getting ready to go out and enjoy my day. (  King ) (  Ace of Spade and King of Spade ) (  I Habibi -  I BeBella… 	{'place_id': '01a9a39529b27f36', 'coordinates': {'type': 'Point', 'coordinates': [-73.99112517, 40.7588419]}}
816724077390008320	2020-09-09T18:38:06.000Z	1303764636903366659	 I am sick. The never ending lies.  All of the American lives that didn’t have to die, the kids that couldn’t go to school, the businesses and livelihood of millions of people have been affected .  Have we even heard from one piece of shit Republican Senator?  Of course not.	{'place_id': '00c39537733fa112'}
1236123993511522304	2020-09-09T18:32:26.000Z	1303763209019699200	Can’t believe kids went to school today...... 	{'place_id': '01a9a39529b27f36'}
1004879399009816576	2020-09-09T18:32:22.000Z	1303763193928482816	  Midwestern high school seniors were told they COULD NOT wear tribal regalia (a feather on a leather string) to school or they would not be allowed to graduate.	{'place_id': '00c39537733fa112'}
1001191505007128577	2020-09-09T18:26:22.000Z	1303761683823972353	back to school and first paper I mention Miss Nicki Minaj... wow	{'place_id': '011add077f4d2da3'}
933555542932574208	2020-09-09T17:42:47.000Z	1303750714515218440	Kind gestures never go out of style!	{'place_id': 'dc4ad595a56393ac'}
1370559601	2020-09-09T17:19:03.000Z	1303744740127641601	I know the numbers are wrong but anyway thank you to the 0 visitors in the past 0 days and My other site spiritual healing info will be talking about vegans actkins diet weight watchers things that matter and I am gonna go out on an all out assault	{'place_id': '07d9e5b40a881002'}
2594703663	2020-09-09T17:05:37.000Z	1303741359384342528	Wow I can’t believe this is real life right now. I used to look forward to going to college now it’s just another year of school	{'place_id': 'b46619b2722d9703'}
913021756260143104	2020-09-09T16:36:19.000Z	1303733986892615680	Even though I live in the US, today I voted for the referendum that will be held in Italy on September 0. I voted by mail and it was super easy, quick and SAFE. Whether you are supposed to vote for a referendum or for a general or local election, PLEASE GO OUT AND VOTE! 	{'place_id': '01a9a39529b27f36'}
967476599074557956	2020-09-09T16:34:22.000Z	1303733497228603393	Good luck to all the students & teachers going back to school! 🤓                  	{'place_id': '07d9f816f0c83001'}
22625582	2020-09-09T16:25:42.000Z	1303731313804038145	And the next 0 are off to school. What a year!   @ Rye, New York 	{'place_id': '7bc85d15fd696474', 'coordinates': {'type': 'Point', 'coordinates': [-73.6884, 40.9705]}}
2524277730	2020-09-09T15:51:34.000Z	1303722726692196352	 0/ Like, I don’t pressure the ppl I know who are still quarantined to go out—no one should. But they don’t jump down my throat for going to the beach or drinking outside. Of course, evidence is mounting that inside is a much different story and I don’t support that ofc	{'place_id': '01a9a39529b27f36'}
3112475615	2020-09-09T15:41:10.000Z	1303720109693902854	This week starts the back to school for all the kids!⁣⁣DC:⁣Batman and the Outsiders ⁣Dark Nights: Death Metal: Trinity Crisis  (totally crazy!!!)⁣DC Classics: The Batman Adventures  (reprint)⁣Flash … 	{'place_id': '01a9a39529b27f36', 'coordinates': {'type': 'Point', 'coordinates': [-74.0064, 40.7142]}}
374612092	2020-09-09T15:32:38.000Z	1303717962981965826	Thoughts go out to the  social team today... 😬 	{'place_id': '011add077f4d2da3'}
236220219	2020-09-09T15:19:49.000Z	1303714737520246785	😭😭😭😭😭 niggas be going out sad 	{'place_id': '65e3a577f1940550'}
1263633533714812928	2020-09-09T15:16:33.000Z	1303713914786586626	I don’t want to go to work ! I don’t want to be poor anymore !	{'place_id': '002e24c6736f069d'}
91830343	2020-09-09T15:15:24.000Z	1303713622686928897	Going out on submission this week with a really fun new project & I am wearing/carrying so many good-luck charms that I am essentially a 0st level wizard. 🧙‍♂️🍀🎲	{'place_id': '011add077f4d2da3'}
872060342246965249	2020-09-09T15:03:56.000Z	1303710740520501253	 I got a squad so I’m always prepared to pay when we go out.	{'place_id': 'f78118884b101a8b'}
371537041	2020-09-09T15:01:17.000Z	1303710073567342592	Back to School Spirit Class of 0...Wearing: striped ribbed  TShirt & mesh ruffled dress pawsdeluxe ......🎀🐕🐕🐕🐕🐕🐕🐕🐕⭐️🛍 susanlancidesigns 🔑Cinderelly0 💝 0% off… 	{'place_id': '01a9a39529b27f36', 'coordinates': {'type': 'Point', 'coordinates': [-74.0015969, 40.764026]}}
587383223	2020-09-09T14:51:47.000Z	1303707680884875264	The kids need to be back to school - too many breaks between class . N half days are not helping	{'place_id': 'dfa88de1ece1a505'}
506722502	2020-09-09T14:40:38.000Z	1303704874010456066	Imagine having a child in kindergarten having to go to school over the computer	{'place_id': '002e24c6736f069d'}
58069924	2020-09-09T14:34:23.000Z	1303703300227895301	When places give horrible customer service I really be wishing they end up going out business within the next month	{'place_id': '011add077f4d2da3'}
89265946	2020-09-09T14:31:04.000Z	1303702467708846080	🛒🛍: Hey Newark and welcome back to school! Today’s Add0cart feature goes to  and their amazing school supplies section. Make sure to stop by Dollar General located at 0 Market St., Newark, NJ 0.   	{'place_id': 'fa3435044b52ecc7'}
272703444	2020-09-09T14:02:17.000Z	1303695225748156421	  Susie my dear you are on the wrong side of history. Even your pal  is supporting  if you really care about the country you will put your big girl panties on and encourage people to vote for Joe  and go out there and do so yourself	{'place_id': '01a9a39529b27f36'}
26167148	2020-09-09T13:55:46.000Z	1303693585322258438	Teaching Looks a Little Different This YearIt’s back to school for most of us and we are all adapting to a range of different types of classes. From in-person to virtual to hybrid models, we are all adjusting to… 	{'place_id': '01a9a39529b27f36', 'coordinates': {'type': 'Point', 'coordinates': [-74.0064, 40.7142]}}
41518195	2020-09-09T13:55:13.000Z	1303693446234988545	   I have asthma, had it for 0 plus years.  I wear a mask because if I get corvus, I'm screwed. So I don't want to spread it. I go out to a park behind a library to use their wifi and sit for 0 hours with a mask	{'place_id': '011add077f4d2da3'}
221997211	2020-09-09T13:51:13.000Z	1303692436854710272	 i think because i ain’t have to go to work 😂 now it’s back to reality.	{'place_id': '011add077f4d2da3'}
911111833	2020-09-09T13:48:38.000Z	1303691786775298050	  Unless y'all go out and vote to flex your strength nothing will change. Nothing. Except you get to feel smug about the damage caused by your inaction. If you want the Dems to respect you you need to win.	{'place_id': '01a9a39529b27f36'}
740567270628446212	2020-09-09T13:07:04.000Z	1303681327670136832	I’m going to go out on a limb here and say this is a bit of a stretch 	{'place_id': '10d2f6857b8ac152'}
32439538	2020-09-09T12:31:40.000Z	1303672419362770944	And we’re back to school today!!! First day of 0nd Grade for Ryann & Kindergarten for Junior!! We were so excited to be back with friends that we got to school 0 mins early!!! I’ve never seen the kids wake up with… 	{'place_id': '00c39537733fa112', 'coordinates': {'type': 'Point', 'coordinates': [-73.83339901, 40.71357568]}}
403356939	2020-09-09T12:27:32.000Z	1303671377522757633	Back to School week!📚 I’m studying AnimalCommunication this semester. I have a lot to BARK! 🐾 🏫 🐶 @ Nassau County, New York 	{'place_id': '6ea95c38a0f6ebfe', 'coordinates': {'type': 'Point', 'coordinates': [-73.593, 40.7]}}
930906800	2020-09-09T12:23:49.000Z	1303670442834747392	   I bet little kids are good about wearing a mask too. We put shoes on them, hats whatever and they just wear it and go out.	{'place_id': '01a9a39529b27f36'}
64014374	2020-09-09T12:15:19.000Z	1303668304884756480	Fun part about getting older, is realizing that you can be just as happy sitting alone preserving your peace versus going out and trying to find happiness (THE HAPPINESS IS IN YOUR SOUL BABY DONT FORGET THAT ❤️)	{'place_id': '011add077f4d2da3'}
29856645	2020-09-09T12:08:45.000Z	1303666650504474624	 is a lousy reporter.  hire reporters who challenge BS Republicans.  Heroes act was passed long ago McConnell is sitting on it for months.  So many are being I fected after going back to school.  National wear a mask needed to be encouraged	{'place_id': 'd9da081322efe6e7'}
261829222	2020-09-09T11:04:46.000Z	1303650550701985792	aint even sleepthese edits gotta go out	{'place_id': 'b46619b2722d9703'}
20232127	2020-09-09T10:21:16.000Z	1303639604608856064	*back to school	{'place_id': '812a6cfdd31b4a5f'}
298479661	2020-09-09T07:47:16.000Z	1303600848107339776	 But please don’t waste your life looking and waiting to be “completed”. Go out and live it to the fullest...learn to be OK with YOU....then when and if it happens, you will know it is right.	{'place_id': '0723adbed02c7153'}
1021849123790708742	2020-09-09T05:17:10.000Z	1303563071827316736	 Technically, Pelham Parkway and I live by that 🤪I went to school on the Morris Park side and wheeew.	{'place_id': '002e24c6736f069d'}
17843715	2020-09-09T04:42:17.000Z	1303554294965248001	 School bites. Just send the effing textbooks to the house, let the kids take talehome tests online, and let them go out and play in clean suits or something afterwards.	{'place_id': '011add077f4d2da3'}
1163791326	2020-09-09T04:27:22.000Z	1303550543365894144	Nobody:Tasha: TARIQ, GO TO SCHOOL!	{'place_id': '011add077f4d2da3'}
1118986533317611521	2020-09-09T04:25:25.000Z	1303550049209655296	I'm not ready to rotate fall plantings in and the kids off to school too. J/KIn whats been absolutely an insane  year I walked my daughter to her school today and masked and social distanced waved to her as she sat… 	{'place_id': '5c7686d4c90a9bb0', 'coordinates': {'type': 'Point', 'coordinates': [-73.587, 40.6539]}}
1585013108	2020-09-09T04:00:33.000Z	1303543792025427969	I’m never gonna enable any of my niggas to go out sad	{'place_id': 'fa3435044b52ecc7'}
567841673	2020-09-09T03:35:18.000Z	1303537439022223364	 Wear a mask and set an example so this 0 year old great aunt can send my ADHD nephew back to school. In the past year his father died and now this. He needs to be amongst his peers again. He needs normalcy.	{'place_id': '94542c3c348faf28'}
586040348	2020-09-09T03:20:33.000Z	1303533725167353857	Are you blind? Maybe parents don't want their kids getting harrassed for money by a drunk homeless person during a pandemic. Maybe they don't want their kids to see a homeless person defecating on the same sidewalk that they take to school. Family first - that's the bottomline. 	{'place_id': '01a9a39529b27f36'}
35601976	2020-09-09T03:13:17.000Z	1303531897214173184	 My better half just sent her older one to college two weeks ago. My oldest is in 0th grade.	{'place_id': '01a9a39529b27f36'}
500612543	2020-09-09T02:57:39.000Z	1303527963690967044	What we need to know as parents about what will a return to school during the COVID-0 pandemic look like?’     	{'place_id': '01a9a39529b27f36'}
414393967	2020-09-09T02:45:26.000Z	1303524888511164422	 bro you pussy for letting your team go out like that 	{'place_id': '00c39537733fa112'}
1061334018426318849	2020-09-09T02:08:38.000Z	1303515629631217664	🤔 Wonder Where Billy Donovan Will Wind Up NextWill He Return To College Or An Open NBA Head Coach Position?	{'place_id': 'ca9ec2cf795362f4'}
1252049126587539456	2020-09-09T01:26:04.000Z	1303504915197759490	 I agree Billy Donovan deserved better. Unless he's going back to college	{'place_id': 'b87b05856ab8dbd8'}
91947999	2020-09-09T01:06:12.000Z	1303499918116438016	Website Crashes and Cyberattacks Welcome Students Back to School: With many districts across the country opting for online learning, a range of technical issues marred the first day of classes.  (vía NYtimes) 	{'place_id': '01a9a39529b27f36', 'coordinates': {'type': 'Point', 'coordinates': [-74.00187056, 40.7332086]}}
94904417	2020-09-09T00:24:15.000Z	1303489360772333568	 Q I am so sorry for your loss. My condolences go out to you & your loved ones. I sincerely hope that he is brought to justice quickly, my brother.	{'place_id': '002e24c6736f069d'}
2242851942	2020-09-09T00:23:09.000Z	1303489083164053511	WH Cheer is so excited to be back to school! Great first day at the Blue Streak Nation!  	{'place_id': 'c735e25ad03113d5'}
349979855	2020-09-09T00:02:00.000Z	1303483761095512067	Contact us today for back to school swag! 	{'place_id': '00c39537733fa112'}
373520532	2020-09-10T23:56:37.000Z	1304207180812431361	 I love it there! We tried to move as ex-pats, but it wasn’t going to work for our benefit and they wanted to quarantine Hud for months!	{'place_id': '01a9a39529b27f36'}
16340686	2020-09-10T23:23:55.000Z	1304198952972058627	 Unacceptable. I’m not planning my vacation meals or restaurant hit list around your unwillingness to go out of your comfort zone.	{'place_id': '01a9a39529b27f36'}
31093832	2020-09-10T23:05:47.000Z	1304194388873162752	  Oh and another thing.  No fine for no mask while rioting , looting, protests (which were not peaceful ). But fine a commuter going to work who has no mask.	{'place_id': '00c39537733fa112'}
939021992	2020-09-10T23:00:24.000Z	1304193034175885315	EXACTLY!! A total political stunt from the  Like, can they be more obvious? P.S.  Also, yeah, go back to school! Ignore all the daily outbreaks AT SCHOOL 🏫 🤯  	{'place_id': '01a9a39529b27f36'}
1333355918	2020-09-10T22:48:52.000Z	1304190131818188800	Makes me wanna go back to school 	{'place_id': 'b87b05856ab8dbd8'}
2949132119	2020-09-10T22:47:37.000Z	1304189815399821315	 Ooooo thanks ^^ I'll check this weekend when I go to work ^^	{'place_id': '00c39537733fa112'}
242487271	2020-09-10T22:41:15.000Z	1304188212487872513	  Pretty great go to work 0 days, have zoom meetings nothing in person, do nothing besides zoom and be in a stagnant building! Think we coulda done it from home! I think they want to lil off a bunch of us, shed some salary, then go remote	{'place_id': '00c55f041e27dc51'}
1212943964736634880	2020-09-10T22:33:03.000Z	1304186148315693056	  not that I don’t love bagels too hahaha but I only will eat them in nyc I am such a burr about that if I go out of town I always ask if they’re boiled and my mom gets embarrassed of me 🥯🥺 but it matters ...	{'place_id': '01a9a39529b27f36'}
977523186	2020-09-10T22:30:17.000Z	1304185452442931200	I just can’t wait to see the boys in the trenches go to work	{'place_id': '011add077f4d2da3'}
28001800	2020-09-10T22:21:48.000Z	1304183317785456642	   I go out every fucking day, do you? I work	{'place_id': '011add077f4d2da3'}
30016294	2020-09-10T21:55:51.000Z	1304176789560930304	So, when all the restaurants go out of business in Manhattan what will all the rats do for food?	{'place_id': '01a9a39529b27f36'}
209089648	2020-09-10T21:30:43.000Z	1304170464340783104	My homie called me to go out this weekend Friday and Saturday. I told him I’d let him know, but I already know I ain’t going nowhere 🤣😹	{'place_id': '1935ab8020a2553b'}
24756977	2020-09-10T20:26:43.000Z	1304154357538131971	My thoughts go out to  	{'place_id': '01a9a39529b27f36'}
276595809	2020-09-10T20:23:55.000Z	1304153651003510784	.  you said the teachers to be sure the schools can reopen.. it’s been 0 days Covid  rates are rising and schools are already closing. Teachers know it’s not going to work. 	{'place_id': '00c39537733fa112'}
155114163	2020-09-10T20:20:29.000Z	1304152787916402691	That “Hey Sis” shit about to go out the window	{'place_id': '011add077f4d2da3'}
961480836	2020-09-10T20:05:02.000Z	1304148901654650882	I keep sneezing I’m allergic to my office & my coworkers.	{'place_id': '01a9a39529b27f36'}
17818812	2020-09-10T19:56:15.000Z	1304146692040724481	 Yeah... I remember going to school in Westchester post 0/0. The fighter plans being scrambled on the Hudson (the direction science class looked) every few days brought fear, not pride.	{'place_id': '011add077f4d2da3'}
1425831522	2020-09-10T19:23:07.000Z	1304138353391140864	    He's not going to school for now not a factor.	{'place_id': '011add077f4d2da3'}
95142753	2020-09-10T19:21:25.000Z	1304137925358219270	I can’t wait until I’m able to go out and turn up with my man ✨💃🏾🥰💜	{'place_id': 'fa3435044b52ecc7'}
29330450	2020-09-10T19:20:15.000Z	1304137631358431232	Wow century 0 going out of business,  got a lot of memories with that store, 	{'place_id': '00c39537733fa112'}
21980439	2020-09-10T18:53:28.000Z	1304130890268905473	It’s very strange to see this store with almost no tourists shopping. When they return, the store may not be here.  filed for Chapter 0 and is going out of business, with stores closing in the next few months.  	{'place_id': '11a9643b4314e000'}
820837294810611712	2020-09-10T18:50:48.000Z	1304130218991517704	 Arrested for wanting to go to school . Just a taste of what will be the norm under Biden and the Democrats. You don’t need an education we will take care of you . Stay home weak and scared we will let you know if your allowed to do anything.	{'place_id': '01a9a39529b27f36'}
25886749	2020-09-10T18:47:13.000Z	1304129316226301953	 I just think back to all those days in February and March where I was riding on a packed subway going to work while the virus was spreading and they knew how bad it was. I could have died	{'place_id': '011add077f4d2da3'}
283830150	2020-09-10T18:45:01.000Z	1304128764696236033	The city vowed that the tragic mistakes of March would not be repeated in September. I’ve specifically voiced concerns about how cases get confirmed and how they get communicated to school stakeholders. Where is the “situation room” that the city promised to connect the dots? 	{'place_id': '011add077f4d2da3'}
4899734224	2020-09-10T17:54:08.000Z	1304115958123036672	 When are you going to call out speaker Pelosi for encouraging people to go out and be with people for Chinese New Year. NYC for neglected shutting down schools or disinfect mass transit.	{'place_id': 'e363ac0012f77f07'}
367968266	2020-09-10T17:37:50.000Z	1304111855275737090	 Well it seems that went back to charge with out any advice or information about the gym been open or how it’s going to work, I been charge on March and for September for me and husband   	{'place_id': '01a9a39529b27f36'}
21125894	2020-09-10T17:34:32.000Z	1304111027408207872	I really miss seeing, laughing and going out to dinner with friends. That is all 😫.	{'place_id': '011add077f4d2da3'}
1284861	2020-09-10T17:05:00.000Z	1304103592291430402	Spending my day practicing calculating exposure dates, quarantine periods and return-to-school dates. How's your day going?   	{'place_id': '01a9a39529b27f36'}
3975993345	2020-09-10T16:59:08.000Z	1304102118886903809	So when I go out on my  here's what I carry in my backpack. It's the best setup to handle just about everything. Especially when I'm relaxing in between I'll watch movie on the go.      	{'place_id': '011add077f4d2da3'}
1004166201780600832	2020-09-10T16:51:26.000Z	1304100179059056643	my prayers go out to all the animals and people who are being affected by these fires🙏🏼	{'place_id': '00c39537733fa112'}
542935351	2020-09-10T16:49:11.000Z	1304099612286910464	  You’re just bitter that Obama can go out in the rain whenever he wants and you have to avoid it like the wicked witch of the west...	{'place_id': '01a9a39529b27f36'}
4330115835	2020-09-10T16:23:02.000Z	1304093031075926019	Oh yea, this is going to work out just fineeeee 🙃 	{'place_id': 'e9143a85705b4d40'}
3313607012	2020-09-10T16:11:43.000Z	1304090184682799109	“Some of the people are quite vulgar,” he said of the deluge of calls. “People say ‘I hope you go out of business and lose everything,'” the owner said.GOOD. This is disgusting. 	{'place_id': '00c55f041e27dc51'}
29902828	2020-09-10T16:03:49.000Z	1304088195601240067	* sending prayers to all the kids going back to school.... is still out here and the cases are still being reported. 🙏🏾✨	{'place_id': 'edd2aa964fa61ec9'}
702958038	2020-09-10T15:12:02.000Z	1304075164158693376	I’m considering going back to school , I love online classes I hate being in a classroom .	{'place_id': 'b046074b1030a44d'}
811811441359679492	2020-09-10T14:54:30.000Z	1304070752564580354	Today is my fourth day going back to work. Out of the 0 times, i forgot to bring my mask 0. Like I’m usually the one that always remembers but I’m not used to having mask on my mind when it comes to what i need to go to work. We have to wear new disposable ones there but no way	{'place_id': '01a9a39529b27f36'}
1107696618294464514	2020-09-10T14:47:18.000Z	1304068940067373056	i told my boyfriend, i wanted a date night at the house and we can get a private chef. he gonna say “why can’t we just go out?” 🤦🏽‍♀️🤦🏽‍♀️	{'place_id': 'b046074b1030a44d'}
188332826	2020-09-10T14:38:08.000Z	1304066632449437697	My favorite memories of going to school was having my brand new. outfit picked out laid out early to show the kids at the bustop.	{'place_id': '011add077f4d2da3'}
1075961060455276545	2020-09-10T14:33:28.000Z	1304065458744758273	       Oh baby its  all about the PURPLE BOOK.  CANT WAIT. For another season of making $$$$ ..Yku dont have to start big.  Play with 0$ and let the KID GO TO WORK FOR YOU.  KABOOM 	{'place_id': '785688d0e8db37d9'}
1087081056	2020-09-10T14:26:10.000Z	1304063621287346177	 Been talking to someone on Hinge who I can’t see or go out with yet because her sisters wedding is this week.	{'place_id': '00c39537733fa112'}
170146329	2020-09-10T14:17:55.000Z	1304061547115941888	The fact that I will lay in bed til the very last fucking minute before I have to go to work.......	{'place_id': '011add077f4d2da3'}
45762558	2020-09-10T14:05:35.000Z	1304058441388961793	 Yes it is! If people stop spreading the damn virus we won’t be in a pandemic anymore. Sending kids to school is helping spread the virus	{'place_id': '011add077f4d2da3'}
125416558	2020-09-10T14:03:42.000Z	1304057966522400774	    Part0, And in joining Cobra Kai found Kreese as a mentor and father figure. 📍Ali and Johnny had been going out for 0yrs and gave him the black headband that he hold dearly. So within all this time she most likely knows Johnny very personally. Enter LaRusso, now back in the day,	{'place_id': '011add077f4d2da3'}
702985429	2020-09-10T13:59:02.000Z	1304056795623829507	How’d your kids get to school today? Because I sent mine via ark 🚣‍♀️ send help 🏳️🏳️🏳️. 0 years of constant flooding! 	{'place_id': '897598c208cde261'}
931312198697259008	2020-09-10T13:46:41.000Z	1304053685568385025	I’m on my way to school rn and I’m mad excited Lmaoo I feel like such a lame, but I actually like being in a classroom setting	{'place_id': '684ceb6509d97b6c'}
109045512	2020-09-10T13:46:17.000Z	1304053586893189120	Thought and love going out to my friends in CA today. Here’s a pic from their beach... ugh @ New York, New York 	{'coordinates': {'type': 'Point', 'coordinates': [-74.0064, 40.7142]}, 'place_id': '01a9a39529b27f36'}
4879904069	2020-09-10T13:23:51.000Z	1304047939040489472	 to 0 years ago when our  weren’t going to school yet! Now they are such ..             	{'place_id': '36aa8c1293d4ce43'}
1161994431827992576	2020-09-10T13:13:45.000Z	1304045397309116418	being the oldest really be having me feel like my sisters are my children. I dropped my lil sister off to school today, tell me why the hell im crying rn 🤦🏾‍♀️	{'place_id': 'b046074b1030a44d'}
784881611422703616	2020-09-10T13:06:34.000Z	1304043589547196417	" If this ""Going Out Of Business"" sign is from Manhattan near your headquarters, then it's fake.It's been always there, even before the pandemic. It's to lure out of town tourists. 😂😂"	{'place_id': '01a9a39529b27f36'}
7590252	2020-09-10T13:03:46.000Z	1304042886258982912	Congress  We need it to get back to work, get to school and to save the planet! We need a healthy and vibrant public transit system across the country in order to do it and New York should lead the charge. 	{'place_id': '00c39537733fa112'}
125790172	2020-09-10T13:03:24.000Z	1304042793569071104	Idk .. if my state was on fire I’d simply .... go out and vote 🤨	{'place_id': '00c39537733fa112'}
3383981938	2020-09-10T12:57:00.000Z	1304041184092975105	   me and my daughter ! Thank you so much!  	{'place_id': '011add077f4d2da3'}
