590677938	2021-10-11T23:11:19.000Z	1447701373617721344	Kyle Shanahan going out like Mike Singletary switching Troy Smith and Alex Smith lol	{'place_id': '19d41c6eff11e9d6'}
549796174	2021-10-14T05:33:25.000Z	1448522308604207107	"Very few people could convince to go out for ""Happy Hour"" before a red eye fight back home. But I could never say no to a fellow  Atidnik! "	{'place_id': '3b77caf94bfc81fe'}
284900723	2021-10-14T04:59:37.000Z	1448513801519652870	Why these lights just go out 😑😬	{'place_id': '97e336e1e3ed9e1e'}
41124023	2021-10-14T04:40:13.000Z	1448508920603897858	 Mummy, can I go out... and kill tonight! 	{'place_id': '3b77caf94bfc81fe'}
156285317	2021-10-14T04:22:16.000Z	1448504404630335490	I’m sorry y’all but a lot of y’all need to go back to school 😭😭He’s saying there’s a difference between the two phrases and one isn’t responsible and clear. He isn’t saying having boundaries is bad 😭😭😭 	{'place_id': '3b77caf94bfc81fe'}
71957204	2021-10-14T04:20:56.000Z	1448504067257298956	 0+ years ago I chose to stay home because the job that I went to school for paid $0.0 an hour, and I would have had to pay $0 an hour for child care.	{'place_id': 'e1e35d357ceefa52'}
108813540	2021-10-14T03:33:40.000Z	1448492172450295808	  And it most def. varies from school to school. Venice High has some of the least educated grads and yet regularly wins the academic decathlon.	{'place_id': '3b77caf94bfc81fe'}
30736157	2021-10-14T03:17:38.000Z	1448488139106897921	Duke players going out sad this week. Jay Williams was on ESPN looking like a big dummy talking about Kyrie	{'place_id': '3b77caf94bfc81fe'}
2257611577	2021-10-14T03:08:43.000Z	1448485892813852673	- How you been?- .. I did not go to school for this	{'place_id': 'c2ad98c80a97adde'}
25294641	2021-10-14T01:35:40.000Z	1448462477600063488	I wish women would spend they money with men and not always needin a nigga for the reason to go out,and eat. Etc	{'place_id': '3b77caf94bfc81fe'}
1884111367	2021-10-14T01:33:34.000Z	1448461949092593665	the time I wanna go out for reggaeton ana not with me 💔	{'place_id': '3b77caf94bfc81fe'}
233350673	2021-10-14T00:55:06.000Z	1448452270614405120	I need to go out	{'place_id': '3b77caf94bfc81fe'}
149303951	2021-10-14T00:51:32.000Z	1448451370361634816	Story time, I remember being in elementary school and not being able to get these. I took that on the chin, I started trippin when mf start coming to school talking bout this magical box. Then I seen it person and knew I wasn’t worthy. That’s when I became a villain 	{'place_id': '3b77caf94bfc81fe'}
2230955894	2021-10-14T00:48:23.000Z	1448450579185893378	Red. I’d like to enjoy 0 years of not paying bills again. Even if it meant I had to go back to school. I could do better in school too. Plus, I could invest in Apple stock or something to make money once I was old enough. 	{'place_id': '7a615ec218d177f6'}
876767752954032129	2021-10-14T00:31:06.000Z	1448446230342750208	if you’re still breathing, that means you’ve still got some fight left in you.So get up, dust off, reload, recalibrate, re-engage – and go out on the attack 	{'place_id': '3b77caf94bfc81fe'}
189048721	2021-10-15T23:43:37.000Z	1449159054798905344	Lmao if you go out of state for college dump yo at home gurbs 🤣🤣🤣 they’ll be around every quarter	{'place_id': '3b77caf94bfc81fe'}
112261166	2021-10-15T23:23:16.000Z	1449153933830619142	Total riding to college & back. Time 0:0’0, Distance 0.0 km, Average Speed 0.0 km/h, Max Speed 0.0 km/h, Odometer 0,0 km  Micro Wireless 	{'place_id': '5a5619f28334e490'}
833891340928765953	2021-10-15T22:30:42.000Z	1449140705377488899	I really should do my hw before I go out 😭	{'place_id': '3b77caf94bfc81fe'}
49845631	2021-10-15T21:54:05.000Z	1449131490193784834	I filled out a new parking agreement with my leasing company today so that I can park my car in the gated lot behind my apartment. We had a power outage earlier, and I'm now trapped in said parking lot  when I have to go to work because the automatic gate isn't responding. 	{'place_id': '3b77caf94bfc81fe'}
34560639	2021-10-15T21:50:28.000Z	1449130578289127431	 I’m doing my part for myself to go to school, to be able to have a career in the future God willing. But everyone doesn’t have my luxury sadly. It’s a lot of factors. Unemployment stopped here so ppl should be looking for jobs but it’s not happening	{'place_id': '0c2e6999105f8070'}
1166468627211534336	2021-10-15T21:33:14.000Z	1449126241164935176	I wish I could just go out and casually just talk to anyone and everyone the way that I used to. Now I just feel like nobody deserves my time	{'place_id': '3b77caf94bfc81fe'}
2502399238	2021-10-15T21:31:45.000Z	1449125870308708359	 Today I didn't go to work because of this 😭	{'place_id': '3b77caf94bfc81fe'}
75795659	2021-10-15T20:48:43.000Z	1449115039743442944	I hate when ppl go to work and say they hustling… no you’re working stop confusing the 0 😭😭😭	{'place_id': 'c2ad98c80a97adde'}
42294568	2021-10-15T20:38:45.000Z	1449112533713842179	Anybody else power go out? 	{'place_id': '3b77caf94bfc81fe'}
101689025	2021-10-15T19:06:53.000Z	1449089414898933760	Where’s  at?  is in meme territory let’s go to work 	{'place_id': '3b77caf94bfc81fe'}
108813540	2021-10-15T19:00:21.000Z	1449087770270396420	  They may be around me at other times. Again I do not believe that it is on 0% of the people to make it their life’s work to go out and chat with 0% of the people. I sometimes people are changed by personal circumstances, by reading, by a new friend, by art.	{'place_id': '3b77caf94bfc81fe'}
1164943705	2021-10-15T17:12:42.000Z	1449060678107467777	Literally me everytime I go out SKSKSK why do people keep inviting me places 🤣 	{'place_id': 'f2b1ac6c9d15503f'}
1167791915363778563	2021-10-15T17:11:19.000Z	1449060327774056450	Time to go to work 🏈🦅💙🧡 	{'place_id': 'c84cc6061e2af8da'}
1270229531895296001	2021-10-15T16:46:44.000Z	1449054141766979584	Y’all bitches be going out toooo sad	{'place_id': '3b77caf94bfc81fe'}
66252342	2021-10-15T16:25:07.000Z	1449048703516303364	"Plus going out of their way to ensure minority ""white supremacists rule"" over the majority coalition of liberal & independent White + Hispanic + Black + Asian citizens, & of course the lack of healthcare for all women. What's not to like about TX? Well, just about everything! "	{'place_id': 'c1e1a49e92ce1ba0'}
1391720854392754177	2021-10-15T15:49:37.000Z	1449039769254588424	 Too much when I want to go out  rdy for the  	{'place_id': '3b77caf94bfc81fe'}
1437098718163996672	2021-10-15T15:37:58.000Z	1449036835636727816	                         The Chicken wired alright if Ppl. Are throwing them randomly and not whipping them right at You breaking & shattering are 0 different things The next day still picking glass out the hair and got some in the Eyes.I go out and get that 0 shot auto 0 Machine Pistol They'll stop.	{'place_id': '3b77caf94bfc81fe'}
286526870	2021-10-15T15:15:05.000Z	1449031076924432386	I’m going to have to go bacc to school get  a degree in sports science to understand analytics	{'place_id': '01c060cf466c6ce3'}
367943872	2021-10-15T15:10:19.000Z	1449029878393704457	I haven’t been taking pictures of Benjis outfits lately but just know he looks cool as fuck going to school with a different band shirt every day. 😎🥰	{'place_id': '3b77caf94bfc81fe'}
1413020169039880195	2021-10-15T14:09:52.000Z	1449014665632096265	than get mad at the fact you go to college or know it’s a pyramid scheme😭😭 	{'place_id': '3b77caf94bfc81fe'}
416866438	2021-10-15T06:11:41.000Z	1448894327657095171	Fattest don’t go out like this! Steph Curry needs you! 	{'place_id': '59612bd882018c51'}
940335054	2021-10-15T05:56:21.000Z	1448890468884901890	I’m so excited to go out this weekend and shake my booty	{'place_id': '0c2e6999105f8070'}
4282928893	2021-10-15T05:42:57.000Z	1448887094563115008	The one night I was actually able to go out and this edible whooped my ass and fell asleep at 0 💀	{'place_id': '2feb76248fd9c581'}
609421831	2021-10-15T04:50:48.000Z	1448873973534527492	 Horrible for the fans. Which really matter . To go out on a clear check swing like this !?!? Nah bruh not my squad but I’d be hurt 	{'place_id': 'c1e1a49e92ce1ba0'}
26937987	2021-10-15T04:48:28.000Z	1448873384872275973	Bummer, what a way for the  to go out…	{'place_id': '3b77caf94bfc81fe'}
198420647	2021-10-15T04:33:36.000Z	1448869646019428354	I have a very similar playlist and I listen to it every time I don’t feel like going to work lmao	{'place_id': '3b77caf94bfc81fe'}
243016773	2021-10-15T04:21:18.000Z	1448866549469646848	My cable would go out rn 😑 	{'place_id': '3b77caf94bfc81fe'}
1126901838630965249	2021-10-15T04:17:05.000Z	1448865489120206848	Used to go to work mad asf 😂😂 	{'place_id': '3b77caf94bfc81fe'}
1238655257762095104	2021-10-15T03:50:57.000Z	1448858910174027779	A PERSON OL GO OUT TO EAT N SWEAR THEY RICH LMNSAO LIKE STFU U WEIRDO	{'place_id': '3b77caf94bfc81fe'}
1003381915	2021-10-15T03:49:33.000Z	1448858560213831681	Was thinking about going out to a bar tonight but staying in bed watching The Nightmare Before Christmas sounds more romantic 💗	{'place_id': '3b77caf94bfc81fe'}
154199854	2021-10-15T03:12:42.000Z	1448849284804136965	But I might use that line this weekend to get out of going out Lmaooo.	{'place_id': '3b77caf94bfc81fe'}
1164943705	2021-10-15T02:32:18.000Z	1448839117249257472	My mom just proved my EXACT point on why I stay going out and living my 0s the way I do, why are you are inviting yourself to a Halloween party with people half your age? Then mad cause I said no? GROW TF UP	{'place_id': 'f2b1ac6c9d15503f'}
1538897341	2021-10-15T02:09:14.000Z	1448833313985101825	  seriously  go back to school. Your GED was NOT a “good enough diploma.” You need to go back…	{'place_id': '3b77caf94bfc81fe'}
1314261193922469890	2021-10-15T01:47:36.000Z	1448827869719777283	couldn’t figure out a fit so i won’t be going out tomorrrow (-:	{'place_id': 'c2ad98c80a97adde'}
45994463	2021-10-15T01:19:55.000Z	1448820900346826785	 I just and it’s definitely interesting-  I’m getting paid to go and it’s definitely nice having other things to do rather than the club again. And there are a lot of things to go to school for not just … nursing and business lol	{'place_id': '3b77caf94bfc81fe'}
978039358518321152	2021-10-15T00:42:13.000Z	1448811414735392785	Not having date night clothes cause you don’t be going out on dates &lt;&lt;&lt;&lt;&lt;	{'place_id': '3b77caf94bfc81fe'}
1416226574836277249	2021-10-15T00:37:21.000Z	1448810190355140609	 Not like these mercenaries…imagine leaving Southern California to go to school in T*scaloosa or Cl*mson🤢	{'place_id': '3b77caf94bfc81fe'}
710285061497573376	2021-10-16T23:12:06.000Z	1449513510178734080	go out or stay home?	{'place_id': 'e3505917a639e8ec'}
717972268505104385	2021-10-16T22:50:46.000Z	1449508142471995395	 guuuuurl I was like 🧍🏻‍♀️🧍🏻‍♀️🧍🏻‍♀️🧍🏻‍♀️🧍🏻‍♀️ LET ME GO OUT THERE REAL QUICK	{'place_id': '07dccb89e8f25a8f'}
717972268505104385	2021-10-16T22:21:03.000Z	1449500664292282374	this dumb ass bitch was leaning all up on my car and I had to go out there and tell her something yall 😭	{'place_id': '07dccb89e8f25a8f'}
131341883	2021-10-16T21:52:02.000Z	1449493363632214017	 Hey now! That’s super cute ❤️😸My problem now is he keeps continually crying to go out now! Haha	{'place_id': '3b77caf94bfc81fe'}
198420647	2021-10-16T21:43:45.000Z	1449491278580703234	My parents were in their 0’s when I went to college and it was bomb ‘cause they actually had money to give me lol. Rent, car, etc were taken care of. Have you seen these broke ass millennials walking around? Most of us could never!	{'place_id': '3b77caf94bfc81fe'}
90834290	2021-10-16T20:46:56.000Z	1449476978759831554	Time to go out and have fun         @ Carnival Panorama 	{'coordinates': {'type': 'Point', 'coordinates': [-118.18762471, 33.75143164]}, 'place_id': '01c060cf466c6ce3'}
868152886450020352	2021-10-16T20:04:36.000Z	1449466327312134144	 Prayers of comfort go out to you and your family, Russ. May your grandmother’s legacy always shine brightest. 🕊	{'place_id': '3b77caf94bfc81fe'}
3075451038	2021-10-16T19:44:25.000Z	1449461247687081986	 There was a Christina episode where the cousin wouldn't walk to school with the other cousin because she was blackFloored me	{'place_id': '3b77caf94bfc81fe'}
719580493595840513	2021-10-16T18:47:42.000Z	1449446971924615168	Was going to work a regular shift and a catering job 0day, but work said fuck it, catering only And we’re paying you for a 0 hour shift 🙌🏽  my boss Dope af	{'place_id': '3b77caf94bfc81fe'}
313111003	2021-10-16T17:48:16.000Z	1449432016441597953	And I’m old enough (🥲🤣) that I went to school with Flo. 	{'place_id': '3b77caf94bfc81fe'}
320318199	2021-10-16T17:32:26.000Z	1449428032595263490	I just want hgs that’s actually be wanting to go out 😩😩	{'place_id': '3b77caf94bfc81fe'}
30736157	2021-10-16T17:21:02.000Z	1449425161501904904	I think I want to go out to dinner at somewhere nice. I haven’t been to a restaurant since July.	{'place_id': '3b77caf94bfc81fe'}
113464527	2021-10-16T15:59:43.000Z	1449404696834109450	You officially cannot go out if you don’t got the vaccine.	{'place_id': '3b77caf94bfc81fe'}
18417011	2021-10-16T15:39:57.000Z	1449399725489229824	I was really hoping that Hooters was trending because it was finally going out of business	{'place_id': '6f24e28976abe656'}
2443024435	2021-10-16T14:14:28.000Z	1449378213751185420	Im tired of going to work 🤧	{'place_id': '3b77caf94bfc81fe'}
716872353309794305	2021-10-16T13:59:30.000Z	1449374444078600192	something, although that’s possibly a step towards encouraging people to hang out in that area, as homeless people, whereas “normal” people want to go out, there, without feeling threatened by bums and drug users.👍🏻 good job on keeping up the tradition. I’m feeling that I could	{'place_id': '3b77caf94bfc81fe'}
716872353309794305	2021-10-16T13:59:25.000Z	1449374424818335755	I first came to Jesse Owens Park years ago, perhaps 0, or maybe even in to my Section 0 “housed” time period, from 0-0. In any case, I was still bummed, even though I had a place to live, and sometimes I would go out venturing around, in further extents of the periphery	{'place_id': '3b77caf94bfc81fe'}
113464527	2021-10-16T11:15:53.000Z	1449333268747194369	I honestly may never go out again tbh	{'place_id': '3b77caf94bfc81fe'}
38255761	2021-10-16T08:37:14.000Z	1449293343402254338	My TL on repeat....Every weekend Same people Going out to the same spotsTaking the same shotsWith the same thots...	{'place_id': '3b77caf94bfc81fe'}
98439544	2021-10-16T07:30:09.000Z	1449276463950163971	When you go out but forget to take pictures&lt;&lt;&lt; 🤎✨ 	{'place_id': 'b2fda7385aa963dd'}
46818898	2021-10-16T07:04:25.000Z	1449269985629507584	Tactical urbanism is going out in the dead of night and putting these bad boys up on every strip mall in LA. 	{'place_id': '3b77caf94bfc81fe'}
776217371686023170	2021-10-16T06:49:56.000Z	1449266341119021059	I gotta run it back I can’t go out how I did last week	{'place_id': '3b77caf94bfc81fe'}
2743153767	2021-10-16T06:12:41.000Z	1449256968279912448	I just wanna go out drinking but have no one to go with or know where to go 😪	{'place_id': '0c2e6999105f8070'}
1338115009	2021-10-16T06:09:19.000Z	1449256120359350274	Kinda want to go outKinda want to sleep forever	{'place_id': '3b77caf94bfc81fe'}
518894191	2021-10-16T06:03:27.000Z	1449254643716870144	Dude him going out and saving people from the Sludge monster that nearly killed him would have been dope. Have a face off. 	{'place_id': '7b85d19c09869d20'}
1877362820	2021-10-16T05:54:45.000Z	1449252452297953285	Damn you really can’t go out without being vaccinated….	{'place_id': '3b77caf94bfc81fe'}
409709438	2021-10-16T05:17:15.000Z	1449243016477102080	I'm definitely getting old cause I ain't got one bit of energy to go out tonight. Niggas tired	{'place_id': '3b77caf94bfc81fe'}
424755120	2021-10-16T05:10:38.000Z	1449241353687224329	Today summed up: changed the cat box. About a foot before going out the back door to the dumpster, the garbage bag busted open, spewing almost 0lbs of dirty litter and feces all over my kitchen floor. Joy oh joy.	{'place_id': '3b77caf94bfc81fe'}
1146245949200617472	2021-10-16T04:54:24.000Z	1449237266149249028	Tomorrow’s going be a very busy day between me and my by continuing to celebrate his birthday by going out to eat to one of his favorite restaurants. 😉 And I’m also looking forward to see tons of trailers from  can’t wait for Saturday!! 🥳🥳🥳🥳 	{'place_id': '5e68ca240e32025a'}
1126789351	2021-10-16T04:43:45.000Z	1449234585405911043	Kinda wanna go out , but then kinda wanna just lay in my bed 😭	{'place_id': '3b77caf94bfc81fe'}
1562813300	2021-10-16T04:38:23.000Z	1449233234206756869	I wanna go out for once in my life lmao	{'place_id': '3b77caf94bfc81fe'}
1767317545	2021-10-16T04:31:43.000Z	1449231556317351940	Trying not to go out this weekend to conserve my energy (and money) for EDC 🙏🏾🙏🏾	{'place_id': '20ba6fb3b1ee82da'}
60487171	2021-10-16T04:26:29.000Z	1449230239586938881	Every time I go out somewhere and especially alone I’m reminded that men are weird and annoying.	{'place_id': '3b77caf94bfc81fe'}
1122982476	2021-10-16T03:45:39.000Z	1449219963927949312	Motherfucker thought that was going out. 👿	{'place_id': '3b77caf94bfc81fe'}
40096663	2021-10-16T03:30:07.000Z	1449216057407787011	I’m 0 years old but I still wait for my dad to fall asleep whenever I go out so he won’t know lmaooo	{'place_id': '00b028b400039d97'}
239928168	2021-10-16T03:23:07.000Z	1449214295913365510	 How is that going to work?  Will properties with large families be penalized when compared to the single person who lives in the house next door?	{'place_id': '3b77caf94bfc81fe'}
1209521521464463365	2021-10-16T03:18:22.000Z	1449213097181278208	My mom really hit me with the “there you go going out again” like sis I hadn’t been out all week chill🤦🏼‍♀️	{'place_id': '3b77caf94bfc81fe'}
1088697774500020224	2021-10-16T02:58:56.000Z	1449208209210687489	Headphone Avoid BS drama time to go to work gym time	{'place_id': 'c84cc6061e2af8da'}
22683657	2021-10-16T02:53:33.000Z	1449206852227452934	I kinda wanna go out but I kinda wanna stay out the mix for alil see how long I last	{'place_id': '3b77caf94bfc81fe'}
94894525	2021-10-16T02:48:57.000Z	1449205695094558721	Going out after 0pm on a Friday 🚩🚩🚩🚩🚩🚩🚩	{'place_id': '3b77caf94bfc81fe'}
245129682	2021-10-16T02:14:31.000Z	1449197032351023106	The closer it gets to going out the more I don’t want to😭	{'place_id': '3b77caf94bfc81fe'}
41960210	2021-10-16T02:02:21.000Z	1449193968063844354	Mine had 0 on the rosters, but I know only like 0 came to school frfr 	{'place_id': '10de09f288b1665c'}
745560979212111873	2021-10-16T01:26:15.000Z	1449184881712398340	I want to go out but I have 0$ to last me till Wednesday	{'place_id': '01c060cf466c6ce3'}
145882152	2021-10-16T01:07:44.000Z	1449180224294305795	Watching this csi episode tells me it’s a good thing I didn’t go to college in Las Vegas. I would’ve never graduated lol	{'place_id': '0fc6568d145d84ac'}
118967180	2021-10-16T00:46:01.000Z	1449174760315777028	I was so ready to leave work today and my dumb ass realized I ordered my weed delivery to my office. Now I have to wait here for another 0 mins for my weed to arrive. Smh.	{'place_id': '3b77caf94bfc81fe'}
24050977	2021-10-16T00:34:21.000Z	1449171821291474945	To all the DJ homies that started on Vinyl… imagine we still had to go out and buy all these songs and remixes that drop every week! Faaahhhh 🥴 & I remember some DJs hating on  back when it came out 🤷🏽‍♂️	{'place_id': '3b77caf94bfc81fe'}
1323681951165788160	2021-10-16T00:15:36.000Z	1449167104096096260	Not me texting my cousin & asking if she wanted to go out to drink & forgetting that she’s pregnant 😬	{'place_id': 'f2b1ac6c9d15503f'}
3150929208	2021-10-17T22:34:06.000Z	1449866334876024832	Love this damn rideMay go out on a cruise down pch tonight 	{'place_id': '3b77caf94bfc81fe'}
3976518680	2021-10-17T21:04:32.000Z	1449843795034443778	   Yet somehow, all of the vaccines she had to take to get him to school weren’t a problem. ESPN will be a better and safer place with her gone.	{'place_id': '3b77caf94bfc81fe'}
31438204	2021-10-17T20:12:26.000Z	1449830684516704258	When I go out I def need two days recovery, them 0s left me a long time ago 😩💀	{'place_id': '3b77caf94bfc81fe'}
1324476761552248833	2021-10-17T19:46:27.000Z	1449824145319940099	America 🥲🇺🇸Everyone will have to vaccinate if they want to make a living & go out in public places!Ignorance won’t cure this pandemic 😷     	{'place_id': 'bcd6f5a92e969e33'}
1123516540274364421	2021-10-17T19:07:35.000Z	1449814364073062403	I really go out of my way for ppl & it is NEVER reciprocated	{'place_id': '3b77caf94bfc81fe'}
2384394751	2021-10-17T17:29:16.000Z	1449789623643738113	Tomorrow October 0th is the California statewide school sit out. DON’T SEND YOUR KIDS TO SCHOOL.  Vaccine protest!	{'place_id': 'ab707672074afdbf'}
710661948065513473	2021-10-17T17:06:43.000Z	1449783946347102211	Going to work a few minutes late which I never do, 🤦🏻‍♂️ all because I overslept 😋 Oh well, still just 	{'place_id': '0b93bc6a33455615'}
1150081178910842880	2021-10-17T16:03:56.000Z	1449768148085796865	The degen squad grinded through wedding weekends and late nights for the team. Let’s go to work. Degenerate Weekly Wire: Week 0, 0 – Degenerate Sports Network  via 	{'place_id': '20ba6fb3b1ee82da'}
827923119780163586	2021-10-17T15:51:26.000Z	1449765001900613632	 El Sissi regime is innocent from such a behavior that reminded me of Presidency spokesman by the name of M….R  / H….Z who came to my office to bark @ me for a piece of telex he misunderstood in 0 & threatened me of being jailed .Sissi regime is not retarded .Something fishy	{'place_id': '3b77caf94bfc81fe'}
3178959649	2021-10-17T15:51:05.000Z	1449764915242176514	 Haaaa!! Mine text to Izeah used to say!! “Don’t be a puss go out there and shove!! If not you suck donkey balls!! And then you can’t come back home no more”. 😂😂	{'place_id': '7ad2e48aebe2e3ea'}
2722622941	2021-10-17T15:39:11.000Z	1449761918491639810	The fact that so many people go out of there way to “help”  is scary. They throw out the “it’s for her health” or “what about the children”. Go help a veteran go help rescue animals go help the homeless, maybe get off the hate bandwagon and “Actually” do something 	{'place_id': '3b77caf94bfc81fe'}
178883183	2021-10-17T15:31:24.000Z	1449759962675113985	Truly considering going back to school to learn to code Solidity	{'place_id': '3b77caf94bfc81fe'}
3102409154	2021-10-17T15:00:40.000Z	1449752224763035651	Sigh. I don’t wanna go to work and leave my sick baby home 	{'place_id': '3153d677b795e293'}
19547514	2021-10-17T14:42:24.000Z	1449747628690862081	I’m such an introvert/extrovert. I can stay in the house for days, but when I feel like going out, i’m out!	{'place_id': '3b77caf94bfc81fe'}
164817465	2021-10-17T11:21:38.000Z	1449697102683017216	 You really don't go out much.	{'place_id': '3b77caf94bfc81fe'}
2234760798	2021-10-17T11:08:52.000Z	1449693892010397704	The President and First Lady surprise customers and staff at DC restaurant as they go out to dinner for “date night”. 	{'place_id': '3b77caf94bfc81fe'}
236143570	2021-10-17T07:03:24.000Z	1449632119546732551	ever go out with a group of friends but feel so alone.	{'place_id': '1927193c57f35d51'}
1069397646874337280	2021-10-17T06:16:09.000Z	1449620227193376769	Obviously hats off to Roger Moore, Sean Connery (RIP), Pierce Brosnan but wow, just an amazing and un-paralleled performance by Craig. By FAR the best 0, what a way to go out. 	{'place_id': '0c2e6999105f8070'}
22086087	2021-10-17T06:05:57.000Z	1449617662019993605	my bm went outta town last Tues so i been on Mr. Mom full time. took off work so I take her to school, pick her up, take her to 🥋, do breakfast, dinners, the weekend, etc. it’s definitely a lot to be this absorbed by someone but I’m loving it. this guy is a Dad. when i blow 🛫 	{'place_id': '3b77caf94bfc81fe'}
1126901838630965249	2021-10-17T04:09:38.000Z	1449588390429552652	Done going out my way for people….	{'place_id': '3b77caf94bfc81fe'}
246078574	2021-10-17T04:05:08.000Z	1449587257959010304	all my friends going out but i have to work in the morning 	{'place_id': '3b77caf94bfc81fe'}
41747307	2021-10-17T03:57:29.000Z	1449585332270239747	     I went to school with  Love that guy!	{'place_id': '3b77caf94bfc81fe'}
1424243469099307009	2021-10-17T03:29:54.000Z	1449578388079845382	 I’m thinking about going out there no 🧢 and hell yes	{'place_id': '3b77caf94bfc81fe'}
51646105	2021-10-17T03:11:33.000Z	1449573770151088129	Seaver going out made Taylor slow down on that fly ball	{'place_id': '3b77caf94bfc81fe'}
1029528591091085313	2021-10-17T02:29:40.000Z	1449563232142651392	I’m tryna go out and Josh is passed out on my couch 🙄	{'place_id': '10de09f288b1665c'}
1277297443437150214	2021-10-17T02:14:45.000Z	1449559477343055875	I wanna go out but I don’t have any friends here 😩😩	{'place_id': '3b77caf94bfc81fe'}
1910840076	2021-10-17T02:07:03.000Z	1449557540396691461	 So…you’re single? Uhm…can I have your number? Maybe you’d like to go out sometime?	{'place_id': '3b77caf94bfc81fe'}
323982384	2021-10-17T02:01:56.000Z	1449556251533217796	 Yeah I was going to work today all day but also it’s somehow 0pm? My brain has probably just been healing all day. Anyway, here’s to you taking a break.	{'place_id': '3b77caf94bfc81fe'}
14456685	2021-10-17T01:57:23.000Z	1449555104818888704	feeling really unattractive and down but forcing myself to giddyup and go out anyway sure is a late 0 mood.	{'place_id': '3b77caf94bfc81fe'}
369814270	2021-10-17T01:53:28.000Z	1449554120478658560	Making sure I eat before going out tonight 🥲	{'place_id': '67571a7baaa5906b'}
2490275802	2021-10-17T01:39:01.000Z	1449550482930733059	I wanna go out tonight but also I don't	{'place_id': '3b77caf94bfc81fe'}
1945929048	2021-10-17T01:23:49.000Z	1449546660741222406	Why do the lights keep going out in Georgia? 🤨   	{'place_id': '59105f0e84773bdd'}
3241156051	2021-10-17T01:23:35.000Z	1449546599621804032	Thank god I got some sense cause I could always go to college	{'place_id': '01c060cf466c6ce3'}
350745799	2021-10-17T00:32:09.000Z	1449533656565903365	People prolly think I’m a whore when I go out but In reality I just be blacking out 😂😖	{'place_id': '3b77caf94bfc81fe'}
