1225134621261750275	2021-05-31T23:39:36.000Z	1399510905348669442	 Chicago needs a visit😍😍😍	{'place_id': '07d9ddfa8fc87001'}
16753027	2021-06-04T01:31:15.000Z	1400626169087733763	  I think part of the “problem” is that really rich people have started to visit Disney World and willing to pay close to anything for experiences. Disney is going to keep going until people scream “enough”	{'place_id': '1d9a5370a355ab0c'}
25083390	2021-06-04T00:29:56.000Z	1400610735785447427	 You guys have to visit so the baby can play in the sandsss lol 🥰😍 😊	{'place_id': '1d9a5370a355ab0c'}
3089249344	2021-06-04T00:12:34.000Z	1400606364758589440	So proud of  ! Congratulations on your well-deserved win! Healing/employing/uplifting youth in E. Garfield Park. Visit and support by purchasing some locally-made glassblowing art! 	{'place_id': '1d9a5370a355ab0c'}
2538253716	2021-06-05T22:42:51.000Z	1401308565621460996	More good food in Chicago! Pro tip: if you like food, make sure you travel with someone who likes to share food so yall can taste more of what they're offering. @ Navy Pier Rooftop Terrace 	{'place_id': '1d9a5370a355ab0c', 'coordinates': {'type': 'Point', 'coordinates': [-87.60028397, 41.89183283]}}
184281174	2021-06-05T22:28:13.000Z	1401304881600909314	Cool everyone go visit  in Portland Maine!!! 	{'place_id': '57ac88aefcd20988'}
184281174	2021-06-05T22:23:53.000Z	1401303789437689860	 Don’t be shy post your business. I’ll travel just to spend my money there.	{'place_id': '57ac88aefcd20988'}
1071795253	2021-06-05T21:55:07.000Z	1401296551268524033	It's hot in this hot tub.Visit us  and  today till 0ish.They got them  chilly chill brews for ya. 	{'place_id': '07d9df6e4c083000'}
59681252	2021-06-05T21:51:40.000Z	1401295685090263041	I tailored this dress full of beads & sequins & I made a tutorial for you on how to do it! Check it out! Visit Sew Anastasia on YouTube 🎀 Link in my profile. @ Sew Anastasia 	{'place_id': '1d9a5370a355ab0c', 'coordinates': {'type': 'Point', 'coordinates': [-87.677855, 41.8875183]}}
59656169	2021-06-05T21:50:59.000Z	1401295510405849093	 Why do I have to travel a long distance to see one, even though my brother’s company got him into the country permanently away from me, right after my siblings and I separated into different locations, only to end up like Game Of Thrones, that is? Just wondering, too that is?	{'place_id': '57ac88aefcd20988'}
1931512992	2021-06-05T21:21:35.000Z	1401288112744062977	I WILL FLY TO MIAMI RIGHT NOW! DONT PLAY WITH ME	{'place_id': '1d9a5370a355ab0c'}
27154271	2021-06-05T20:56:00.000Z	1401281675859050501	|CHICAGO| Bubbly in the sky...🥂🍾💋       @ The Signature Room at the 0th 	{'place_id': '1d9a5370a355ab0c', 'coordinates': {'type': 'Point', 'coordinates': [-87.62320111, 41.89867653]}}
23373140	2021-06-05T20:05:53.000Z	1401269060764114953	The Art Institute currently neither sells water bottles nor has a water fountain that works without them, which means I abruptly had to end my visit when I realised what they have not: it is very hard to appreciate art when on the verge of tears from dehydration.	{'place_id': '1d9a5370a355ab0c'}
1145515934360244224	2021-06-05T19:16:25.000Z	1401256613416214531	 0  enjoying her visit today w/ and  today!  	{'place_id': '1d9a5370a355ab0c'}
337473968	2021-06-05T18:42:49.000Z	1401248158861115398	I want a little camper to travel with and a cat who is leash trained as a companion	{'place_id': '1d9a5370a355ab0c'}
20088570	2021-06-05T16:19:41.000Z	1401212138757230595	I used to visit his grave whenever I was in LA…this is from 0.  	{'place_id': '1d9a5370a355ab0c'}
91388995	2021-06-05T16:12:33.000Z	1401210343288942592	The LA Chicagoans are finally coming back to visit and that’s my favorite thing	{'place_id': '1d9a5370a355ab0c'}
1322028714268463107	2021-06-05T15:40:27.000Z	1401202263356588032	0- soon as i scan the code my fone is gunna cache the data for ads, relevent news, and all that other shit i already dont like. What if im visiting a place once in a country ill never visit again? Now ive got to deal with shit relevent to that place from now on? fuck that too.	{'place_id': '1d9a5370a355ab0c'}
708550851699191808	2021-06-05T15:12:51.000Z	1401195317341589508	We walked this out of state landlord through everything required to get their property prepared to pass CHA inspection! Please email m.applegate or visit  if you would like to know more about our management services! 	{'place_id': '04d390d14673da9c'}
76519220	2021-06-05T14:36:38.000Z	1401186203421007888	Hello, good Saturday! We’re having a bit of electrical and technical difficulties at our location at 0 s commercial Ave. We’re still open but at an inconvenience to our clients. Please feel free to visit our other location on 0th st. Thank you for your patience.	{'place_id': '1d9a5370a355ab0c'}
137122656	2021-06-05T14:13:28.000Z	1401180375548928008	  After a brief recent visit, I wholly concur.	{'place_id': '1d9a5370a355ab0c'}
55872971	2021-06-05T12:39:43.000Z	1401156780839817216	There’s just something comforting about smelling McDonald’s when I’m traveling	{'place_id': '1d9a5370a355ab0c'}
239675489	2021-06-05T12:35:19.000Z	1401155674655145986	I took this bitch on a trip and have been regretting it every 0 minutes 🤦‍♂️	{'place_id': '1d9a5370a355ab0c'}
27154271	2021-06-05T12:14:05.000Z	1401150332047081473	|CHICAGO| Chicago River 🔒      @ Chicago River Lock 	{'place_id': 'f54a2170ff4b15f7', 'coordinates': {'type': 'Point', 'coordinates': [-87.60854244, 41.88844498]}}
934373196312338433	2021-06-05T11:34:32.000Z	1401140378863124481	How many scout hikes dragged me to the top of old rag...How Earth’s tumultuous history gave the Mid-Atlantic its beloved destinationsBy Walter Nicklin	{'place_id': '1d9a5370a355ab0c'}
2436666823	2021-06-06T23:53:38.000Z	1401688764108480513	 ❤️❤️❤️ Last time I was in Chicago the travel club was running to catch our connecting flight.This trip I had time to explore the airport.    	{'place_id': '1d9a5370a355ab0c', 'coordinates': {'type': 'Point', 'coordinates': [-87.90120921, 41.97655691]}}
245599815	2021-06-06T23:53:27.000Z	1401688717484609541	Shoutout to my 0 year old father who still, after all these years, sends me a  card every year without fail. 	{'place_id': '1d9a5370a355ab0c'}
31245812	2021-06-06T23:45:33.000Z	1401686732563746816	 Lol you know Ima be going home to visit	{'place_id': '1d9a5370a355ab0c'}
31245812	2021-06-06T23:44:49.000Z	1401686547875995652	I took a travel assignment in Chicago . Drove my car because I didn’t want to uber or take public transportation , rented a room and Boom I’m here .	{'place_id': '1d9a5370a355ab0c'}
995645852	2021-06-06T23:31:35.000Z	1401683215178420225	         Enjoy the visit!	{'place_id': '1d9a5370a355ab0c'}
455348498	2021-06-06T23:10:45.000Z	1401677974479515655	Okay, just win *at least* one against the Padres this week and you’re happy with 0-0 in ten straight against the NL West leaders, especially with so many guys still hurt+travel.	{'place_id': '1d9a5370a355ab0c'}
1087718574	2021-06-06T22:35:12.000Z	1401669028305907717	  Yes plzzzz come visit me!	{'place_id': '99700cd6fc455c13'}
102128701	2021-06-06T22:03:16.000Z	1401660992933793802	**** I'd also be remiss if I didn't wish  a Happy Birthday as well.. My best travel partner..(Has best records of any work pal)**	{'place_id': '1d9a5370a355ab0c'}
269062860	2021-06-06T20:46:36.000Z	1401641698208407558	 My take is if they’re going to let hockey teams travel it might be about time for that.	{'place_id': '1d9a5370a355ab0c'}
813475996443742208	2021-06-06T20:09:45.000Z	1401632425453752326	Another successful Chicago visit to see the older bro 🏙 	{'place_id': '1d9a5370a355ab0c'}
1143789940951715842	2021-06-06T19:23:51.000Z	1401620874042695686	 stud WR earns his 0th D0 opportunity from HBCU competitor Florida A&M after a great visit to Tallahassee! Congrats from  Max! Go Rattlers! 	{'place_id': '1d9a5370a355ab0c'}
188153420	2021-06-06T19:16:48.000Z	1401619096685383684	  I'm not gonna be a kitty.  But if you ever visit, I'll have chicken nuggies for you.	{'place_id': '3273e7bb01fff3cb'}
1143789940951715842	2021-06-06T19:06:50.000Z	1401616591385731079	First college football offer for  speedster of a WR/RB Julian Diedrich comes from one of my favorite NAIA recruiters of MN in the  squad! Congrats from  and hope the visit went well, Julian! 	{'place_id': '1d9a5370a355ab0c'}
826495641983528960	2021-06-06T18:55:36.000Z	1401613764437417984	Traveling in the 0s must’ve been so cool	{'place_id': '1d9a5370a355ab0c'}
161081472	2021-06-06T18:54:04.000Z	1401613376975998976	 So if you consider traveling for it, you are probably not gonna regret it. ♥️😌	{'place_id': '1d9a5370a355ab0c'}
33322898	2021-06-06T18:48:21.000Z	1401611940141621249	Look what finally decided to visit Intl T0 today....          	{'place_id': '07d9c94680c82002'}
826939775424856064	2021-06-06T16:51:28.000Z	1401582522409029632	Hey  And that’s as u should.👍🏾*P.S. Everybody on Team including   … take break even 0 just a few hrs. 0 do something fun whether going on picnic, visit zoo, 0 beach, skydiving … allow urself 0 step away mentally 0 do something 0u.😉 	{'place_id': '1d9a5370a355ab0c'}
826939775424856064	2021-06-06T16:50:49.000Z	1401582358902497280	 Hey  And that’s as u should.👍🏾*P.S. Everybody on Team including   … take break even 0 just a few hrs. 0 do something fun whether going on picnic, visit zoo, 0 beach, skydiving … allow urself 0 step away mentally 0 do something 0u.😉	{'place_id': '1d9a5370a355ab0c'}
242862147	2021-06-06T16:30:40.000Z	1401577288752238595	   I agree. Going to cost a lot of money!  Each test and doc visit a lot of US dollars 💵!	{'place_id': '001dfcdd3eb26fdb'}
41460148	2021-06-06T16:20:15.000Z	1401574667949912070	Countdown to the start of Lowbrow Aloha at Hala Kahiki! We are set up in the gift shop. (Make sure you travel back here once you get done with the main room.) See you all soon!    	{'place_id': '0fbeae307b15e000'}
794748	2021-06-06T14:59:49.000Z	1401554428239482880	Now that I’m traveling I miss having an app where everyone would check in to cool places they found	{'place_id': '1d9a5370a355ab0c'}
39313993	2021-06-06T14:15:08.000Z	1401543182433853448	 • Magnificent Mile from one end to the other. Make your way south and visit Millenium Park.• Greektown 💙☺️ eat at 0 Muses, Artopokis, or Meli• Walk along Lake Shore Dr along the lake • Seadog architectural boat ride And.. when are you coming?! 😍	{'place_id': '1d9a5370a355ab0c'}
576734394	2021-06-06T13:58:45.000Z	1401539059638546433	  Not even the first time 	{'place_id': '1d9a5370a355ab0c'}
290752211	2021-06-06T04:24:11.000Z	1401394464216727556	No hay fecha que no se cumpla, plazo que no se llegue ni deuda que no se pague.     @ Chicago Downtown 	{'place_id': '1d9a5370a355ab0c', 'coordinates': {'type': 'Point', 'coordinates': [-87.62614846, 41.88046793]}}
2738813435	2021-06-06T04:19:47.000Z	1401393358325551106	 Yes, that straw is enormous. Also good… Pina Colada or margaritas. So good in the blender with fresh fruit. I can’t wait for travel to be easier and feel safer… I know a few friends that want to visit, and they can’t come soon enough! 	{'place_id': '1d9a5370a355ab0c'}
38689969	2021-06-06T03:19:02.000Z	1401378067470327816	High school season ending means travel ball begins - blue jersey to green!! Went 0 for 0 at the plate (0 fly outs on the warning track!) and struck out 0 in just 0 innings! Made some amazing plays at 0st when not pitching! Love watching my girl play! 💚🥎💛  	{'place_id': '5e80ee08ea361155'}
17212972	2021-06-06T03:00:06.000Z	1401373305702060032	Tipping requires. This money is split equally among all hourly staff. We were more than pleased to pay that, but also included extra because the experience was outstanding. We can’t wait to visit Chicago again!	{'place_id': '1d9a5370a355ab0c'}
1732873357	2021-06-06T02:46:33.000Z	1401369892369145857	 Where did you find these?! I NEED to get them during my next visit 😍	{'place_id': '1d9a5370a355ab0c'}
24252468	2021-06-06T01:25:19.000Z	1401349448563896321	Officers from  including the Mounted Unit, paid a visit to Isayah who is nine years old and needs a kidney transplant. Isayah is O+ but blood type O would work. If you can help please contact  0-0-0 and mention Mr. Isayah. 	{'place_id': '1d9a5370a355ab0c'}
