2021-12-13T23:39:12.000Z	1470538829576556547	Philadelphia groom robbed after stepping outside during wedding reception  	{'place_id': '0d9a7f9b8f0baf12'}
2021-12-18T22:36:11.000Z	1472334909129650176	When you see happy couples out on a date and can tell they actually like being around each other :”( so cute	{'place_id': '3b77caf94bfc81fe'}
2021-12-18T22:06:49.000Z	1472327518602424321	 Respectfully I wouldn't go to a party during this new wave of Omicron.	{'place_id': '3b77caf94bfc81fe'}
2021-12-18T21:51:36.000Z	1472323689471307777	“What you’re doing.” “Who you’re dating.” “What moves you finna make.” NONE OF IT. Stuff be “peaceful🕊” until you start telling people stuff… Gotta keep your life to yourself. Let them folks find out at the wedding or when they see you on Tv, or when your business takes off… 	{'place_id': '0654b676d0359a31'}
2021-12-18T21:20:41.000Z	1472315907095494656	 FAKE WEDDING THE HOUSE ! Who Hires Seat Fillers for a wedding 😳 Tell  to unblock me & prove that hes not Cheating the HOUSE 💯 Moses will betray you just like he betrayed his family🤷🏽 The dress was cute though & The fact that Moses his shirt didnt fit means he DGAF 	{'place_id': '0d87e2b8bbd5c000'}
2021-12-18T21:01:23.000Z	1472311051030913029	Let’s go on a date that ends in my bed 😈 	{'place_id': '3b77caf94bfc81fe'}
2021-12-18T20:43:48.000Z	1472306626845495297	I hadn’t been to the movies in a while, but 0 minutes of previews now? Goddamn.	{'place_id': '3b77caf94bfc81fe'}
2021-12-18T20:34:44.000Z	1472304343759998979	there is some kid that comes to the gym to take up a bench to watch football & scroll ig. dont be like this dude -_-	{'place_id': '01c060cf466c6ce3'}
2021-12-18T20:18:52.000Z	1472300351827038210	I haven’t been to the movies this whole year, that used to be my thing 🥺	{'place_id': '3b77caf94bfc81fe'}
2021-12-18T19:52:27.000Z	1472293702181670915	on Monday when i went to the gym i guy came up to me and called me mom and asked me for $0 and i was like 👁👄👁 and he said my daddy sent me & point to a tree 😭😭😭	{'place_id': '3b77caf94bfc81fe'}
2021-12-18T19:48:42.000Z	1472292760145174532	i get to the movies 0 minutes early and there nothing anyone can do to stop me	{'place_id': '3b77caf94bfc81fe'}
2021-12-18T19:28:48.000Z	1472287750711701510	Hey  Last minute heads up for an IRL meetup TODAY in LA! 👀Thx for the    🙌❤️👻 	{'place_id': '3b77caf94bfc81fe'}
2021-12-18T19:13:39.000Z	1472283939863621632	When i’m feeling down, I go shopping, now i’m feeling better 🛍💙	{'place_id': '3b77caf94bfc81fe'}
2021-12-18T17:26:24.000Z	1472256948007419906	Late Bday gift....Late to the party i know..... Have to get a few more still but slowly, the collection has begun😏😁🤞🏻 	{'place_id': '67571a7baaa5906b'}
2021-12-18T17:19:24.000Z	1472255187834191875	"Her: ""I figured you'd treat today like the bride at a Chinese Wedding & just keep changing into different Star Wars shirts throughout the day. You have enough of them."" (0/0)"	{'place_id': '10de09f288b1665c'}
2021-12-18T17:00:45.000Z	1472250493967560705	Wedding day!!✨	{'place_id': '10de09f288b1665c'}
2021-12-18T10:27:46.000Z	1472151594808397824	Nvm I came home so I can go to the gym in the morning	{'place_id': '0c2e6999105f8070'}
2021-12-18T08:58:36.000Z	1472129155063967745	god help me, i’m stoned and i’ve put on the 0nd sex and the city movie. I FORGOT ABOUT THIS HORRID LIZA MINELLI WEDDING SEQUENCE! TRULY A CRINGE SINGULARITY.	{'place_id': '3b77caf94bfc81fe'}
2021-12-18T08:13:36.000Z	1472117834088009730	Guess I'm going to the movies Sunday 🤭	{'place_id': '7d2aec133a24b554'}
2021-12-18T06:59:52.000Z	1472099275563683840	I took wired earphones to the gym today & I absolutely hated it 😮‍💨	{'place_id': 'f2b1ac6c9d15503f'}
2021-12-18T06:31:31.000Z	1472092141551636481	 if you was beefing at somebodies wedding why would you bring that into somebody else’s clubs? that’s sad	{'place_id': '3b77caf94bfc81fe'}
2021-12-18T06:00:15.000Z	1472084275503632386	Clearwater FAM,Our Christmas Celebration Service & Outreach is this Sunday @ 0:0AM...invite your unsaved loved ones & come back to church if you haven't been in awhile... we miss you & we'd love to see you.Fellowship & Delicious hors d'oeuvres & goodies afterwards. 	{'place_id': '7d2aec133a24b554'}
2021-12-18T05:09:56.000Z	1472071611117289473	I came to the gym and forgot a hair tie :(	{'place_id': '3134f9d2892d2685'}
2021-12-18T05:07:20.000Z	1472070958164807681	My husky ass running back to the gym and my clean eating I was doing good!!😂😂	{'place_id': '3134f9d2892d2685'}
2021-12-18T04:27:09.000Z	1472060845643288576	I love Walkers shoes. 🤍 💙 Buehler wedding video on her insta.  	{'place_id': '3b77caf94bfc81fe'}
2021-12-18T04:18:52.000Z	1472058759794999296	Imma have a arcade room at my wedding running all Mario kart fades	{'place_id': '3b77caf94bfc81fe'}
2021-12-18T04:13:30.000Z	1472057408297922561	Alright I guess I should go to the gym for a min and work myself back into the groove	{'place_id': '1af9758d2214d4b8'}
2021-12-18T04:07:11.000Z	1472055817968840704	 It was so hard for me to FINALLY saw goodbye to my Anastasia Beverly Hills palettes, I almost still couldn’t part ways with them but I know it was time 😪 lol I hoard makeup for some reason so I still have a decent amount but now I’m like mhm I should go shopping for more 😅	{'place_id': '3b77caf94bfc81fe'}
2021-12-18T03:09:51.000Z	1472041391010160642	Let’s go on a date?	{'place_id': 'c2ad98c80a97adde'}
2021-12-18T02:50:02.000Z	1472036402590220289	This my first time going to the movies since Jurassic world 😫	{'place_id': '3b77caf94bfc81fe'}
2021-12-18T02:49:08.000Z	1472036176458838018	Who coming to the concert tomorrow!? Let’s link 😎	{'place_id': '853e23ffbf7f0201'}
2021-12-18T02:05:15.000Z	1472025131916488708	Top Comedy Movies0. Pee-wee’s Big Adventure0. Superbad0. Step Brothers0. Friday0. Groundhog DayHonorable Mentions: Wedding Crashers. Billy Madison. Addam’s Family Values. The 0-Year Old Virgin. Don’t Be A Menace. Caddyshack. Uncle Buck. 0 Jumpstreet. 	{'place_id': '3b77caf94bfc81fe'}
2021-12-18T01:37:38.000Z	1472018183917764614	 please ask  to let you show his 0 version of my fave  on your platform - I’m temporarily disabled and can’t risk going to the movies right now with  and all… 💃 🎶	{'place_id': '01c060cf466c6ce3'}
2021-12-18T00:46:51.000Z	1472005402510323712	 Take Jane on a date I dare you	{'place_id': '3b77caf94bfc81fe'}
2021-12-18T00:30:07.000Z	1472001191290695680	I really didn’t wanna go to the mall rn 😩😩😭 fml	{'place_id': '3b77caf94bfc81fe'}
2021-12-18T00:01:19.000Z	1471993944049291265	This is one of my favorite 0 Chainz song. It’s the  The Weeknd sample that makes me love it.He also says “Her pussy so clean, I can go to church in it.” 	{'place_id': '3b77caf94bfc81fe'}
2021-12-19T23:07:29.000Z	1472705173009088521	Ppl always going to the gym to work out their bodies when it's their mind that may need more working out.	{'place_id': 'dd9ada4135bc9668'}
2021-12-19T22:57:12.000Z	1472702586260058114	           Need a 0 meetup. Lol. Cheers. Go Pack Go.	{'place_id': '0fc6568d145d84ac'}
2021-12-19T21:47:42.000Z	1472685094993219586	Happy Heavenly 0th Wedding Anniversary! We love and miss yall dearly, but know you are always watching! ❤❤ @ Los Angeles, California 	{'coordinates': {'type': 'Point', 'coordinates': [-118.2445, 34.0564]}, 'place_id': '3b77caf94bfc81fe'}
2021-12-19T20:27:13.000Z	1472664839273123840	  😲 you go to church	{'place_id': '6f24e28976abe656'}
2021-12-19T20:25:58.000Z	1472664527049158657	 I do need a  nft in my collection 😆 time to go shopping hehe	{'place_id': '122aef8d6840943b'}
2021-12-19T19:58:03.000Z	1472657502294589441	 It was so amazing to see those two as  again but together with  in  was beautiful! I’m so glad that I went to the movies last night to see the greatest crossover movie ever at the  with my father. 	{'place_id': '5e68ca240e32025a'}
2021-12-19T19:52:50.000Z	1472656188097531906	I am picking up my wedding dress today 😭😭😭😭😭😭😭	{'place_id': '01c060cf466c6ce3'}
2021-12-19T19:29:46.000Z	1472650381033308161	I hate forgetting my AirPods when I go shopping :(	{'place_id': '07dccb89e8f25a8f'}
2021-12-19T18:59:00.000Z	1472642639581245440	I’m ALL for people going to the gym to better their physical and mental health… BUT I’m not looking forward to  the added gym traffic that’s gonna happen on Jan 0st!!	{'place_id': '3b77caf94bfc81fe'}
2021-12-19T18:43:19.000Z	1472638692724408321	Going to the gym while hungover is a different type of motivated 🥲	{'place_id': '56909099a1d44057'}
2021-12-19T18:41:03.000Z	1472638123204964352	I was sitting in Far bar sipping a Moscow mule on a date. 	{'place_id': '905627646db90fef'}
2021-12-19T18:29:52.000Z	1472635310194388993	im definitely having in n out cater my wedding	{'place_id': 'cce33d74ceffbe08'}
2021-12-19T18:18:15.000Z	1472632386881875969	I’m over thisI’m going to the gym	{'place_id': '3153d677b795e293'}
2021-12-19T17:39:33.000Z	1472622645996711944	spider-man was fun. first time i ever went to the movies and heard cheering and clapping for villains 😳😭🤣🥲	{'place_id': '3b77caf94bfc81fe'}
2021-12-19T17:34:56.000Z	1472621482710687749	Having breakfast with my guy  at Fantastic Burgers in Bellflower off of Lakewood Blvd. Then we are heading to the gym for 0 quick games. 	{'place_id': 'e9b2c8beb5442ec5'}
2021-12-19T17:32:34.000Z	1472620886918270978	“I hope you don’t mind I’m listening to church service on the radio” -my Uber driver Me, a nice person and frequent liar: perfect!! I love church	{'place_id': '3b77caf94bfc81fe'}
2021-12-19T16:52:03.000Z	1472610694273003522	Sunday is Sonday, time to go to church. 	{'place_id': '3b77caf94bfc81fe'}
2021-12-19T10:17:18.000Z	1472511351381807110	Hangin’ with the homies….Holiday Get-together 0! @ Norwalk, California 	{'coordinates': {'type': 'Point', 'coordinates': [-118.083, 33.9069]}, 'place_id': '0706a21788cadb8d'}
2021-12-19T09:31:43.000Z	1472499877569511424	My Best Friends Wedding @ Richard Nixon Presidential Library and Museum 	{'coordinates': {'type': 'Point', 'coordinates': [-117.81899259, 33.88932449]}, 'place_id': '26595dca9d293375'}
2021-12-19T08:55:29.000Z	1472490761824325635	   Yup yup! Awesome! We need an LA crew meetup! Roll call!! 📣	{'place_id': '3b77caf94bfc81fe'}
2021-12-19T08:29:01.000Z	1472484097947684864	Why is it so hard to drag my friends to church with me ,geeesh 🙄😂‼️	{'place_id': '3b77caf94bfc81fe'}
2021-12-19T07:36:57.000Z	1472470995566874624	Caleb really went to the movies without me 😤	{'place_id': '3b77caf94bfc81fe'}
2021-12-19T07:09:13.000Z	1472464018233122820	Watching “My Best Friend’s Wedding” and sobbing	{'place_id': '3b77caf94bfc81fe'}
2021-12-19T06:36:27.000Z	1472455769937244160	Went on a date last night, spiraled hard, had the best time, woke up today to a “I think I have Covid” text 😩 	{'place_id': '3b77caf94bfc81fe'}
2021-12-19T06:11:51.000Z	1472449580612521988	Go to church hoe by M.C. Mack gotta be one of the funniest songs ever	{'place_id': '3b77caf94bfc81fe'}
2021-12-19T05:44:50.000Z	1472442782262312960	I’ll never not cringe about the time I was on a date that I wanted to end so I went to the bathroom, came back out, and said I just found out my boss needed me to fly to Sacramento that night so I needed to go home and pack.	{'place_id': '3b77caf94bfc81fe'}
2021-12-19T05:41:46.000Z	1472442010892075009	There’s absolutely nothing like an Iranian wedding	{'place_id': 'd7c60f65754071ac'}
2021-12-19T05:14:51.000Z	1472435235631427584	Atomic Dog just came on at this wedding & I now know I have PTSD of Ques taking over the dance floor. Im not even near the dance floor & still looked around to make sure Im safe 😂😂😂😂	{'place_id': '3b77caf94bfc81fe'}
2021-12-19T05:04:56.000Z	1472432741710848004	Never been to a bar where they actually told me I’m not allowed to wear a mask 😬	{'place_id': '07d9e133be086001'}
2021-12-19T04:36:54.000Z	1472425687566802944	  Because people are going to the movies.	{'place_id': '3b77caf94bfc81fe'}
2021-12-19T03:58:19.000Z	1472415974166908931	Damn I really said no to a party bc I wanted to sleep omfg who have I turned in to?	{'place_id': '3b77caf94bfc81fe'}
2021-12-19T03:44:41.000Z	1472412546363576320	My best friends wedding @ Richard Nixon Presidential Library and Museum 	{'coordinates': {'type': 'Point', 'coordinates': [-117.81899259, 33.88932449]}, 'place_id': '26595dca9d293375'}
2021-12-19T03:13:32.000Z	1472404705972260869	My best friends wedding @ Richard Nixon Presidential Library and Museum 	{'coordinates': {'type': 'Point', 'coordinates': [-117.81899259, 33.88932449]}, 'place_id': '26595dca9d293375'}
2021-12-19T03:02:24.000Z	1472401904705556480	 you didn’t answer my text. I’m wearing pjs to the movies 🥺	{'place_id': '3b77caf94bfc81fe'}
2021-12-19T01:53:09.000Z	1472384478832041985	A man with face tats just came up to me and said that he’s going to take me on a date when he’s rich. Then he started yelling “don’t be scared, I’m gonna be rich, you’ll see. Then imma BUY your ass.” Romance isn’t dead 🥰	{'place_id': '59612bd882018c51'}
2021-12-19T01:46:13.000Z	1472382730461585418	I wanna plan a wedding	{'place_id': '3b77caf94bfc81fe'}
2021-12-19T01:25:02.000Z	1472377401476718594	I had the option of taking one sister to the emergency room or the other sister to the mall and guess which one I chose.	{'place_id': '07d9dc3d15c88002'}
2021-12-19T01:17:38.000Z	1472375540447211524	My baby took me out on a date and it’s very very nice here 👀 Getting treated like this is new to me tbh… I’ve never had a successful man do this for me… 💙	{'place_id': '0fc31b50c115e000'}
2021-12-19T01:15:37.000Z	1472375030172446720	Someone rented out the restaurant to have their wedding here today. Glad to be a part of this experience	{'place_id': '3b77caf94bfc81fe'}
2021-12-19T01:07:32.000Z	1472372996232810503	Been out in the yard all day and was treated to our neighborhood wedding band rehearsing slow jams for a couple hours and now a bands just kicked off a set. Our 'hood rules.	{'place_id': '3b77caf94bfc81fe'}
2021-12-19T00:43:23.000Z	1472366919894409217	 Anthony Bourdain was my kind of person. So too is Lily Allen who had her wedding celebration meal at in n out.	{'place_id': '3b77caf94bfc81fe'}
2021-12-19T00:31:12.000Z	1472363854164234242	Took myself on a date to the LA Bowl and this stadium is ridiculous 	{'place_id': '13cc7d96b0955002'}
2021-12-19T00:30:48.000Z	1472363751307309058	 So… you did go to the movies during a pandemic after all.	{'place_id': '3b77caf94bfc81fe'}
2021-12-19T00:21:28.000Z	1472361405399519236	Dude, what did the wedding glass have to do with your anger? 	{'place_id': '3b77caf94bfc81fe'}
2021-12-17T07:13:41.000Z	1471740366172737538	Why did it take almost the whole season for  to get a haircut on  Lol	{'place_id': 'f2b1ac6c9d15503f'}
2021-12-18T17:39:23.000Z	1472260217064751104	going to the museum alone is literally my favorite thing to do ever	{'place_id': '3b77caf94bfc81fe'}
2021-12-18T09:15:12.000Z	1472133336432709633	Who wants to be my MJ to the theater ? 🥺	{'place_id': '3b77caf94bfc81fe'}
2021-12-18T03:54:07.000Z	1472052529156419584	ahh i am on my way to the theater!!	{'place_id': '3b77caf94bfc81fe'}
2021-12-19T15:12:35.000Z	1472585658854113281	  Laura, my friend, you have so much to learn. They essentially have photocards for everything there, even some merch — and they change or are limited supply sometimes. Pretty sure all requires purchase of a ticket to the museum, I think? 🤔	{'place_id': '3b77caf94bfc81fe'}
2021-12-19T14:18:59.000Z	1472572172359004161	 Look, I don’t want people to go to the cinema if they feel unsafe — regardless of severity of new variants. But I do think it’s hypocritical to say no one is going to the theater for that reason when tent-poles are still making big money. 	{'place_id': '3b77caf94bfc81fe'}
2021-12-19T14:16:11.000Z	1472571468273774595	 Look, I don’t want people to go to the cinema if they feel unsafe — regardless of severity of new variants. But I do think it’s hypocritical to say no one is going to the theater for that reason when tent-poles are still making big money.	{'place_id': '3b77caf94bfc81fe'}
2021-12-19T14:14:07.000Z	1472570947152478210	   Look, I don’t want people to go to the cinema if they feel unsafe — regardless of severity of new variants. But I do think it’s hypocritical to say no one is going to the theater for that reason when tent-poles are still making big money.	{'place_id': '3b77caf94bfc81fe'}
2021-12-19T14:09:48.000Z	1472569861993746432	I can’t remember the last time I went to a club on vacation. That be the last thing on my mind lol	{'place_id': '3b77caf94bfc81fe'}
2021-12-14T21:25:00.000Z	1470867444180815872	   Bro you want to know how sick he was of them? Mans done threw up on our way to the stadium smh. He was sick of them alright.	{'place_id': 'be347aa731d4353b'}
2021-12-14T18:42:28.000Z	1470826539449155586	Tomorrow! Lady Pheonix!  will be talking  w  for a gathering of impactful entrepreneurs and cultural leaders exploring ownership + economic empowerment 🔛 the Entrepreneur Summit, Wednesday 0/0 @ 0PM ET exclusively on … 	{'place_id': '3b77caf94bfc81fe'}
2021-12-15T03:42:08.000Z	1470962349783715842	I was debating on doing a holiday gathering at my home but the few people I asked are busy. Heck. So no gathering. Heck nothing for my bday next month either f m l	{'place_id': '3b77caf94bfc81fe'}
2021-12-16T22:27:38.000Z	1471607980814581764	     Taj and I didn’t get a chance to speak either, so I am all about another gathering in the new year!	{'place_id': '3b77caf94bfc81fe'}
2021-12-16T18:43:09.000Z	1471551489139101696	 I know lmao.. my mom was like how do u not go swimming when it’s hot out but you’ll go at 0am when it’s 0 degrees… haha 🙃	{'place_id': 'b0b79caecef59fb5'}
2021-12-16T04:46:26.000Z	1471340921018982400	 I don't see a PLAY SEGA SATURN one	{'place_id': 'f8f8ee516109ee0e'}
2021-12-16T03:35:22.000Z	1471323038243164160	  Gathering next week with mom and cousins.  Merry Christmas Mario and the Andretti family.	{'place_id': '3b77caf94bfc81fe'}
2021-12-16T00:30:34.000Z	1471276529170927619	IASW is 0 so imma go swimming in the flume. Who wants to join	{'place_id': '0c2e6999105f8070'}
2021-12-17T21:36:14.000Z	1471957432087629827	At  the Secon Adhan is being called while many members of the Youth Association of the Ahmadiyya Muslim Community - LA Chapter are gathering.One future member is also present. You can ask him anything ⬇️ 	{'place_id': 'e3505917a639e8ec'}
2021-12-17T21:05:40.000Z	1471949741193711620	🚨🚨 California Card / Sneaker Show Alert 🚨🚨Saturday January 0th (0am-0pm)Southern California’s Largest and Most Unique Monthly Trading Show !Featuring Sports cards , Graded Cards , Sneakers , Clothing , Pokémon , Magic the Gathering , MetaZoo, Autographs , Fashion & More! 	{'place_id': '3b77caf94bfc81fe'}
2021-12-17T04:08:09.000Z	1471693676271190020	      Amazing! I’d love meet, talk LA and my former  experience, and introduce Chris to  Maybe we can make a big  gathering happen.	{'place_id': '3b77caf94bfc81fe'}
2021-12-18T20:32:11.000Z	1472303704795607042	     Happy holidays, Helen! We missed you at the gathering and white elephant this year. Hope you are having an amazing time and staying warm!	{'place_id': '3b77caf94bfc81fe'}
2021-12-18T01:14:37.000Z	1472012390426234884	  What are you talking about? I went to a mass gathering in October. The Rolling Stones at So Fi Stadium!	{'place_id': '01c060cf466c6ce3'}
2021-12-19T15:46:52.000Z	1472594286696812546	pause the vax dialogue for a sec, I just cannot understand fam members outright refusing to get TESTED before gathering for the holidayswe really really sick if we can’t deal with a 0 sec swab up the nose to keep each other safe	{'place_id': '3b77caf94bfc81fe'}
2021-12-19T00:05:45.000Z	1472357450133110787	I just got to the Stadium where the party at currently in Lot 0	{'place_id': '56909099a1d44057'}
