501282356	2021-10-18T23:42:07.000Z	1450245841311055874	Only went to the gym today so I could eat yesterdays leftover lil ceasars pizza if we bein real 	{'place_id': '4d1d90faa5484b1c'}
1408134519421550596	2021-10-21T00:44:47.000Z	1450986385763029005	I usually celebrate going to see my therapist by eating out afterwards, but today I felt like coming home. Still, had to reward myself, so I got some yummy Chinese delivered. First up: hot & sour soup and Sichuan dumplings.  	{'place_id': '3b77caf94bfc81fe'}
391664487	2021-10-21T00:22:26.000Z	1450980763394994179	If someone is going to see we came as romans/Dayseeker today in LA pls let me know, I’m going alone to a concert for the first time (I’ll miss u 	{'place_id': '19d41c6eff11e9d6'}
103684071	2021-10-21T00:01:16.000Z	1450975434716286977	  You while Walter and I go on a date 	{'place_id': '3b77caf94bfc81fe'}
547445162	2021-10-22T23:26:06.000Z	1451691364035411969	Maybe any mutuals wanna meet up at OSL for a drink at some point next weekend 🥺👉🏼👈🏼	{'place_id': '01c060cf466c6ce3'}
1123516540274364421	2021-10-22T22:18:42.000Z	1451674398981713920	I could’ve went to the gym today…	{'place_id': '3b77caf94bfc81fe'}
733898450	2021-10-22T20:22:41.000Z	1451645202179969031	Today I really did say “I haven’t had sex on over 0 months so I’m gonna go shopping cause … I’m sad and horny and can control other peoples attraction to me.”	{'place_id': '01c060cf466c6ce3'}
46915158	2021-10-22T20:18:47.000Z	1451644220339412992	Small thoughts for the first time doing the IncrediCoaster (I know I’m way late to the party). Yes it’s literally just reskin and just with The Incredibles storyline. I will give credit for the smells and visual are good but, the concept feels the same to me.  	{'place_id': '0c2e6999105f8070'}
2932041475	2021-10-22T20:09:15.000Z	1451641824402030592	I want to go on a date so bad but I don’t like none of y’all that much 	{'place_id': '3b77caf94bfc81fe'}
1447675734500130816	2021-10-22T19:30:24.000Z	1451632045172551680	I’m gonna take myself out on a date. I deserve it.	{'place_id': '3b77caf94bfc81fe'}
1396905176338812931	2021-10-22T19:24:20.000Z	1451630518747811841	 Plus, I’ve already changed course once on what I was going to do next (movies from a company that only ever released that one movie, to the movies of “Alan Smithee.”)	{'place_id': '01c060cf466c6ce3'}
1298035005852020737	2021-10-22T19:23:37.000Z	1451630338078228482	I didn’t want to come to the gym today but all y’all sexy mfers be giving me an inferiority complex sometimes. 🥴🥴🥴	{'place_id': '3b77caf94bfc81fe'}
331928378	2021-10-22T18:58:16.000Z	1451623958307123202	Wedding Celebrations ❤️💙👰‍♀️💍🎩💎🥂                  🎤🎶🎭 	{'place_id': '3b77caf94bfc81fe', 'coordinates': {'type': 'Point', 'coordinates': [-118.27856451, 34.24785845]}}
408199916	2021-10-22T18:54:04.000Z	1451622902365712385	Going to a concert was lowkey a shock. I’ve really been inside for almost 0 years now and that many ppl in one place was a lot to process 😅	{'place_id': '1927193c57f35d51'}
978039358518321152	2021-10-22T18:32:12.000Z	1451617397887029248	Y’all are late to the party smh. Y’all are fake fans 	{'place_id': '3b77caf94bfc81fe'}
20577006	2021-10-22T18:29:05.000Z	1451616613787045888	Dear lord I will cook more and eat out less. Amen.	{'place_id': '3b77caf94bfc81fe'}
3884508195	2021-10-22T17:47:07.000Z	1451606052428861441	Going to the gym is so silly. Literally what am I doing here? I could be home watching anime.	{'place_id': '3b77caf94bfc81fe'}
2466480385	2021-10-22T17:01:25.000Z	1451594553257910273	Forgot my ducking headphones to the gym…goddamn	{'place_id': 'fdb4ee1440650043'}
1354504573	2021-10-22T16:22:33.000Z	1451584773038567426	 My sister wedding is next Friday So anytime before 0/0 😭 I can’t seem to find anyone	{'place_id': 'd71cc91cb651e322'}
607709228	2021-10-22T15:49:29.000Z	1451576448859344900	honestly, buying groceries really doesn’t feel any less expensive than eating out.	{'place_id': '01c060cf466c6ce3'}
898781153921974272	2021-10-22T15:47:46.000Z	1451576018964152325	I can’t make this up. I went on a date with a girl and she said this to me…“Do you ever just like being a bitch to people sometimes? Im a little narcissistic I know” 🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩	{'place_id': '3b77caf94bfc81fe'}
19950458	2021-10-22T14:52:29.000Z	1451562107405799427	An beautiful entrance makes a statement about your wedding. What do you have planned?       @ Casa Del Mar 	{'place_id': '59612bd882018c51', 'coordinates': {'type': 'Point', 'coordinates': [-118.49124, 34.00638]}}
5529032	2021-10-22T13:27:28.000Z	1451540709622702085	 is making me go to the gym this morning. Uh, I mean, inspiring me to. (You’re supposed to put a positive spin on social in order to become an influencer, right?) Let’s do this ish.	{'place_id': '1927193c57f35d51'}
207183387	2021-10-22T09:02:35.000Z	1451474049171800064	No time to talk.. I’m on my way to the gym.. 	{'place_id': 'e83d71e042bbfcf7', 'coordinates': {'type': 'Point', 'coordinates': [-118.16894531, 34.10270799]}}
43856060	2021-10-22T08:02:49.000Z	1451459008720564224	Didn’t make it to the gym today but that’s alright tomorrow I’m ready for it I will aim for 0 calories	{'place_id': '3b77caf94bfc81fe'}
1083489607260418049	2021-10-22T07:09:19.000Z	1451445544421756931	Is that bitch!!!!Sir  Thank you for this  feat it sonically sounds so beautiful 😍 💖 this is gonna be my Wedding Dance song for sure!!!!Love the yeah yeah yeahs from Onika .....My Qween you knew the assignment!! 	{'place_id': '3b77caf94bfc81fe'}
18343549	2021-10-22T06:50:51.000Z	1451440898953265161	nothing but Karen wedding songs tonight. kinda annoying too haha	{'place_id': '3b77caf94bfc81fe'}
189048721	2021-10-22T05:57:23.000Z	1451427442631987201	On ‘I can do bad all by myself’ why tf did MJB perform Good Woman Down if it was a wedding reception	{'place_id': '3b77caf94bfc81fe'}
28051634	2021-10-22T05:18:20.000Z	1451417617302888453	When your friend tells you that you have to be up at 0am for hair and makeup for her wedding. Ughhhhhhhh she’s lucky i love her 😩 	{'place_id': 'bbdaba1428d18b5c'}
738905217517813760	2021-10-22T04:56:42.000Z	1451412171162734594	Did you go to the party 🤔 What party? The  HOMERUN PARTY 🎉 DUHHH  BABY CLOSE YOUR 👀 AND BELIEVE 💥 travel safe to   Amazing job  it's  0ver win or loose 💯 Can't help but shout-out  🏀  gon b a problem though 😏 	{'place_id': '3b77caf94bfc81fe'}
64912189	2021-10-22T04:23:18.000Z	1451403765517479938	 I HAVEN’T BEEN TO CHURCH SINCE EASTER BUT IM HERE RIGHT NOW	{'place_id': '3b77caf94bfc81fe'}
1354504573	2021-10-22T03:41:24.000Z	1451393224589807619	Currently sweating my ass off in the sauna 🧖‍♀️ Trying to get skinny in a week before my sisters wedding lmfao	{'place_id': '440191f4fe9d9752'}
306002678	2021-10-22T03:39:29.000Z	1451392738713223175	went on a date and both our flannels matched our hair on accident (pic of them not included) 	{'place_id': '3b77caf94bfc81fe'}
2420172019	2021-10-22T02:56:12.000Z	1451381848085389314	I’ve been getting lazy to go to the gym 🙃	{'place_id': '01c060cf466c6ce3'}
85711913	2021-10-22T02:45:58.000Z	1451379272120102914	 As great of a series as Metroid is, Samus’ “big opening weekends” only have 0-0,0 people show up to the party. The fact that Metroid Dread easily cleared 0,0 world wide, makes it the best opening Metroid game in franchise history. The  is real.	{'place_id': '3b77caf94bfc81fe'}
25615009	2021-10-22T02:43:46.000Z	1451378718736195587	True Story: The mariachi playing in the pavilions at Dodger Stadium played at my sister’s wedding. A few of them played at her house over the summer, where I sang “Ella” with them after many tequilas.	{'place_id': '3b77caf94bfc81fe'}
198260935	2021-10-22T02:34:10.000Z	1451376301374246915	Happy 🥉 rd wedding anniversary ♥️ ! 	{'place_id': '3b77caf94bfc81fe'}
28423951	2021-10-22T02:22:31.000Z	1451373371841601545	 I hope the raid is under the wedding chapel	{'place_id': '3b77caf94bfc81fe'}
325980964	2021-10-22T01:39:19.000Z	1451362500843245570	And call me a conspiracy theorist but giving me the ability to call in as many as 0 nightly parking passes just sounds like I’m calling a government agency and letting them know I’m going to have a party that they are going to write me a ticket for later.	{'place_id': '3b77caf94bfc81fe'}
780352395133980672	2021-10-22T01:38:14.000Z	1451362224648310785	should we do a big LA film meetup since everyone is moving here!?	{'place_id': '3b77caf94bfc81fe'}
1393542794	2021-10-22T01:34:37.000Z	1451361318489919497	 Doing it right that’s what’s up no need to go to a bar when you can bring that same energy in the comfort of your own home 💪🏽😂🔥	{'place_id': '3b77caf94bfc81fe'}
1295448878154567686	2021-10-22T01:03:23.000Z	1451353456845803522	I can't wait to get my ass back to the gym	{'place_id': '3b77caf94bfc81fe'}
111769085	2021-10-22T00:43:34.000Z	1451348468807602176	Trying to sell my wedding dress is so bittersweet. It really was my dream dress but I cant keep it for the future because it feels like bad luck. Especially bc my ex paid for part of it. 😔🥺	{'place_id': '59612bd882018c51'}
23802616	2021-10-22T00:40:08.000Z	1451347604663533569	On my way to a wedding rehearsal!	{'place_id': 'f8f8ee516109ee0e'}
189587078	2021-10-22T00:03:52.000Z	1451338476721377281	 I remember say on a Saturday making a day out of it..going to the mall, having lunch, checking out a movie with a friend.	{'place_id': '67571a7baaa5906b'}
2418676884	2021-10-23T23:08:58.000Z	1452049436830404608	Have THE EPIC TRUCK in your wedding!!!          @ Burbank, California 	{'coordinates': {'type': 'Point', 'coordinates': [-118.338, 34.1787]}, 'place_id': 'b0b79caecef59fb5'}
90552322	2021-10-23T23:07:11.000Z	1452048989004521479	 I’m late to the party, but wow - what a talent! ⭐️	{'place_id': '3b77caf94bfc81fe'}
896531628	2021-10-23T22:40:03.000Z	1452042162560847873	0th wedding I’m attending today in a whole year. 😩	{'place_id': '3b77caf94bfc81fe'}
1087387242337685505	2021-10-23T22:30:01.000Z	1452039637875060737	Mom: what are you doing tonight sweetie Me: staying in and going to the gym Mom: GOOD! You need too!Like ????? What is she trying to imply	{'place_id': '20ba6fb3b1ee82da'}
2252539956	2021-10-23T22:06:42.000Z	1452033767413981184	Going to the movies alone is my new fetish	{'place_id': '3b77caf94bfc81fe'}
1159651700329701376	2021-10-23T22:03:09.000Z	1452032876971577344	 Went to the mall with $0 in my pocket.  Left with a bag of pistachios and a coke.	{'place_id': '6f24e28976abe656'}
75795659	2021-10-23T21:49:17.000Z	1452029384810844161	Let me take my ass to the gym	{'place_id': '3b77caf94bfc81fe'}
1404256963051933696	2021-10-23T21:36:28.000Z	1452026158988468227	The wedding was so cute	{'place_id': 'c2ad98c80a97adde'}
228639463	2021-10-23T21:12:37.000Z	1452020156461322241	It looks like co-workers don’t attend wedding ceremonies only receptions? I’m the only one here.	{'place_id': 'e3505917a639e8ec'}
23486364	2021-10-23T20:40:33.000Z	1452012086574272514	Just swooped into Los Angeles last minute, to officiate my lil cousins wedding. Before him and his wife move up north. 😭❤️‍🔥.	{'place_id': '1d62d313a45d799f'}
544680642	2021-10-23T20:29:29.000Z	1452009303712354307	finally felt a sense of normalcy going to a concert again! @ The Forum 	{'coordinates': {'type': 'Point', 'coordinates': [-118.34198786, 33.95826183]}, 'place_id': '97e336e1e3ed9e1e'}
1217458250	2021-10-23T20:08:18.000Z	1452003972227559425	I like to drink before I go shopping to ease the pain of spending money	{'place_id': '3b77caf94bfc81fe'}
21321925	2021-10-23T19:44:30.000Z	1451997982006468612	DJing another wedding today. Let’s goooo	{'place_id': '0c2e6999105f8070'}
266394098	2021-10-23T19:20:44.000Z	1451992001692372994	Back at         🌭🌭🌭  @ Saddlerock Ranch, Malibu 	{'coordinates': {'type': 'Point', 'coordinates': [-118.82746115, 34.09765127]}, 'place_id': 'fbd6d2f5a4e4a15e'}
2804130878	2021-10-23T19:08:45.000Z	1451988987757748229	spencer thinking the graduation song is the wedding song 😭😭😭	{'place_id': '3b77caf94bfc81fe'}
250411766	2021-10-23T16:29:25.000Z	1451948889460850693	 Steve in las Angeles for copy days love to hang out meet for a drink 0-0-0	{'place_id': '97e336e1e3ed9e1e'}
59238408	2021-10-23T16:19:10.000Z	1451946306784546816	Tiffany’s Catering has not 0, not 0 but 0 events today!Wedding for Monica & Jorge , Oktoberfest for a entire complex and Going away BBQ for a soccer league!  @ Tiffany's Catering 	{'coordinates': {'type': 'Point', 'coordinates': [-118.14388862, 34.04029219]}, 'place_id': 'fa424f169eef946e'}
321827590	2021-10-23T14:56:09.000Z	1451925417162543111	First flight ✈️ for Emmie. On to SFO for a family wedding celebration and a much needed visit to our beloved Teté, my mom. @ Hollywood Burbank Airport - BUR 	{'coordinates': {'type': 'Point', 'coordinates': [-118.35201089, 34.19649364]}, 'place_id': 'b0b79caecef59fb5'}
313080353	2021-10-23T11:59:19.000Z	1451880916083621894	I need pasta and to never go to a party in the hills ever again	{'place_id': '1927193c57f35d51'}
211058343	2021-10-23T11:34:20.000Z	1451874627836284933	Please no more therapyMother take care of mePiece me together with a Needle and threadWrap me in eiderdownLace from your wedding gownFold me and lay me downShawn Colvin- Polaroids  via 	{'place_id': '3b77caf94bfc81fe'}
30703864	2021-10-23T10:12:23.000Z	1451854003671691267	What I’m coming out to at the wedding 	{'place_id': '3b77caf94bfc81fe'}
1086646463239618560	2021-10-23T08:34:42.000Z	1451829420986011651	 Agree 💯.  LeBron is in his 0th year and looks as good as ever.  AD spent too much time planning for his wedding and Westbrook on his clothing line.  I did like how they competed in the 0th so hopefully it will carry over to the next game.	{'place_id': '19d41c6eff11e9d6'}
1087387242337685505	2021-10-23T07:24:59.000Z	1451811877625888770	Ugh I’m so tired 😭 idk how I do these 0 hr work days & then work 0-0 hrs at night…mind you I’m still going to the gym & I start school back up next Wednesday 	{'place_id': '01c060cf466c6ce3'}
70055859	2021-10-23T07:13:19.000Z	1451808939297828868	 And I have only been to the movies with her once and I said never again. I forgot what we saw, but I just said never again.	{'place_id': '3b77caf94bfc81fe'}
16588430	2021-10-23T06:12:32.000Z	1451793643329638411	Newsflash: Phoebe Bridgers is an incredible live show. Sorry, not a newsflash, I’m just very late to the party. 	{'place_id': '3b77caf94bfc81fe'}
3431717713	2021-10-23T05:39:26.000Z	1451785312498118656	If I marry outside my culture I’m 0% having a sound clash at my wedding. And don’t be surprised 	{'place_id': '3b77caf94bfc81fe'}
1472975246	2021-10-23T05:24:56.000Z	1451781664066060299	My mom: “no jodas con tu get-together” Also my mom: “que les hago de comer” 😂❤️	{'place_id': 'fcd177d5a0545c9c'}
2183396382	2021-10-23T04:16:01.000Z	1451764323039145987	I’m so sleepy and I’m on a date with this dude	{'place_id': '3b77caf94bfc81fe'}
161182247	2021-10-23T03:59:21.000Z	1451760127359393795	Jamal and Abuelita’s relationship is the best thing on  I know I’m late to the party but I’m catching up!	{'place_id': '7b85d19c09869d20'}
27165116	2021-10-23T03:47:36.000Z	1451757168797970434	From a wedding to a bachelor party to a show to another wedding. I’m already tired from the week and it just started 😅	{'place_id': '01c060cf466c6ce3'}
1178480905	2021-10-23T03:38:50.000Z	1451754962577354753	Maybe I’m late to the party, but “Pennies From Heaven” has to be one of the smoothest sports metaphors I’ve heard in a long time 	{'place_id': '10de09f288b1665c'}
2450405539	2021-10-23T03:07:03.000Z	1451746967223033863	Just walked to a bar from home. Love that for me	{'place_id': '67571a7baaa5906b'}
48963531	2021-10-23T02:39:44.000Z	1451740089793400836	Of course I spent the last 0 minutes of my work day running after my mom during her sundowning. At least I got to go to the gym after	{'place_id': 'b137264d880fa7a4'}
23885473	2021-10-23T02:33:44.000Z	1451738580603183104	Legs on legs on legs     @ Castle Green 	{'coordinates': {'type': 'Point', 'coordinates': [-118.14955045, 34.14397599]}, 'place_id': '10de09f288b1665c'}
15419424	2021-10-23T02:29:53.000Z	1451737613077942274	It’s been since Sunday since I had a chance to spend time with Sarah. I hate that our schedules haven’t lined up better, but today we walked to a restaurant we’ve been wanting to eat at, ran errands together, and finished Marvel’s What if…?I’m grown and happy with her.	{'place_id': '3b77caf94bfc81fe'}
1431425835303460865	2021-10-23T01:32:01.000Z	1451723048189526017	 Just another wedding	{'place_id': '3b77caf94bfc81fe'}
899404385700073473	2021-10-23T00:39:14.000Z	1451709764681879555	Going on a date :) 	{'place_id': '3b77caf94bfc81fe'}
820199817552891904	2021-10-23T00:32:40.000Z	1451708113480912903	 Congratulations! I have been going to the gym 0xs a week for over a month! Almost ready to start running 🏃‍♂️ again! If my old ass can do it, so can you! Just don't overdue it!	{'place_id': '20ba6fb3b1ee82da'}
225930446	2021-10-24T23:41:41.000Z	1452420058513244161	I wanna go to a concert backstage n shit pop out too rock it and leave too	{'place_id': '26595dca9d293375'}
1922023574	2021-10-24T23:32:55.000Z	1452417853852766210	men go to the gym to be on their phones i said it	{'place_id': '3b77caf94bfc81fe'}
369814270	2021-10-24T22:40:11.000Z	1452404583259467776	I mean the day is still not over so maybe I’ll go shopping in a bit 😙	{'place_id': '67571a7baaa5906b'}
22753399	2021-10-24T22:22:55.000Z	1452400237767585792	Work kicked my ass today! I have zero will to work out today but never the less I made it to the gym! 🥴💪🏽 I am 0 lbs from 0lbs lost this year. Let’s fucking go! 👏🏽	{'place_id': '3b77caf94bfc81fe'}
4221997640	2021-10-24T21:05:33.000Z	1452380769305858052	First time back at  since... you know! Very happy with the  strict COVID protocols and looking forward to the concert! 	{'place_id': '07d9c92ba6484003'}
59238408	2021-10-24T20:44:28.000Z	1452375459757531137	The favors are fitting for an October wedding! Little Black cauldrons of candy! @ Royal Vista Golf Club 	{'coordinates': {'type': 'Point', 'coordinates': [-117.86588841, 33.99019797]}, 'place_id': 'a5655a07276e4caf'}
2163861079	2021-10-24T19:40:08.000Z	1452359271778164738	 miss girl we have a party next weekend🤷🏻‍♀️	{'place_id': '0c2e6999105f8070'}
1318328301866287104	2021-10-24T19:33:30.000Z	1452357600310226945	turned a shitty morning around and went to the gym, i feel good 💗	{'place_id': '20ba6fb3b1ee82da'}
468053563	2021-10-24T19:19:05.000Z	1452353972984074242	Dressed in smooth, white vanilla buttercream and decked out in tropical florals - and she is STUNNING 😍😍😍!!!       @ Los Angeles, California 	{'coordinates': {'type': 'Point', 'coordinates': [-118.2445, 34.0564]}, 'place_id': '3b77caf94bfc81fe'}
59238408	2021-10-24T18:57:49.000Z	1452348620099969027	Welcome To Our Wedding ! Rustic chic decor and design for the welcome and seating chart!  @ Royal Vista Golf Club 	{'coordinates': {'type': 'Point', 'coordinates': [-117.86588841, 33.99019797]}, 'place_id': 'a5655a07276e4caf'}
84210850	2021-10-24T18:40:55.000Z	1452344369202151426	 Especially as a prerequisite for attending their wedding.	{'place_id': '10de09f288b1665c'}
51646105	2021-10-24T18:28:30.000Z	1452341242906374145	  Not so nice now. Quickly how she forgot about going to church.	{'place_id': '3b77caf94bfc81fe'}
1242607463125233667	2021-10-24T18:14:39.000Z	1452337760732385289	 So would b a,star if my next door neighbor was not my red headed cousin who's wedding I didn't go 0/!!! No deal wedding I only go 0mine 😎	{'place_id': '3b77caf94bfc81fe'}
1325939280842289153	2021-10-24T17:48:15.000Z	1452331113934884874	“Hey do you wanna go shopping?😁”“Your a detriment to me.😑”	{'place_id': '3b77caf94bfc81fe'}
1032799618839404545	2021-10-24T17:31:14.000Z	1452326834461360133	We have a party starting at 0..told the rental company we wanted the stuff delivered by 0 at the latest..shit is still not here SMH 🤦‍♂️	{'place_id': '47dbb2e661aa176c'}
202087918	2021-10-24T17:10:30.000Z	1452321616264839168	Congrats  &  💍❤️ 🎉 What a wedding 👏👏👏 @ Hollywood, California 	{'coordinates': {'type': 'Point', 'coordinates': [-118.33150864, 34.10142871]}, 'place_id': '3b77caf94bfc81fe'}
841135742185177088	2021-10-24T16:57:12.000Z	1452318267117383681	 Don’t ya mean a bunch of drama queens exploding at anything that isn’t normal? A civil spout between two people that turns violent is not an attempted murder. A drunk furry in a murrsuit going to a party and being touched funny, is not rape.	{'place_id': '3b77caf94bfc81fe'}
633616320	2021-10-24T16:54:10.000Z	1452317504307613697	It’s Wedding Day	{'place_id': '341aa0cdb944022e'}
2191710200	2021-10-24T16:40:20.000Z	1452314025245749265	Has wedding season always been October?! I must have seen about 0 weddings on my TL yesterday. 🤔	{'place_id': '1927193c57f35d51'}
49244936	2021-10-24T15:05:08.000Z	1452290066139787274	After 0 days in   AMAZING  back         @ The 0 	{'coordinates': {'type': 'Point', 'coordinates': [-118.59176815, 34.12074302]}, 'place_id': 'fbd6d2f5a4e4a15e'}
16487403	2021-10-24T14:55:36.000Z	1452287667572461575	Thanks for a fun night and a beautiful wedding,  @ Los Angeles, California 	{'coordinates': {'type': 'Point', 'coordinates': [-118.2445, 34.0564]}, 'place_id': '3b77caf94bfc81fe'}
450737073	2021-10-24T14:42:31.000Z	1452284374850883600	Get in loser we’re going shopping 	{'place_id': '3b77caf94bfc81fe'}
19189379	2021-10-24T13:56:31.000Z	1452272797191966730	   Hope you had a special time at your Brother’s wedding!	{'place_id': '20ba6fb3b1ee82da'}
16251092	2021-10-24T13:29:28.000Z	1452265991401086984	When you wake at 0:0am to go to the gym and your first thought is “I really want to hear ’s The Blessing.”	{'place_id': '1927193c57f35d51'}
71380433	2021-10-24T08:42:36.000Z	1452193798998700033	This is excluding the one I need already for a wedding	{'place_id': '20ba6fb3b1ee82da'}
707683538	2021-10-24T06:55:05.000Z	1452166740129894404	Came to a realization I haven’t been to the movies in 0+ years ..	{'place_id': '0c2e6999105f8070'}
111769085	2021-10-24T06:47:06.000Z	1452164733046386697	I hope they don’t play hesitate or Fly with me Wednesday. I wont be able to make it through those songs rn. They were supposed to be part of my wedding	{'place_id': 'c1e1a49e92ce1ba0'}
49516492	2021-10-24T06:45:12.000Z	1452164251158659072	I only think your costume is good if I was also invited to the party sorry	{'place_id': '3b77caf94bfc81fe'}
617200042	2021-10-24T06:19:20.000Z	1452157745373728768	Someone invite me to a party, but I’m not dressing up 🙄	{'place_id': 'e04653ebc39b100c'}
1123516540274364421	2021-10-24T05:33:32.000Z	1452146218138624006	 Go to the gym or sleep	{'place_id': '3b77caf94bfc81fe'}
241595277	2021-10-24T05:28:32.000Z	1452144958689980417	Eh. I guess you're a good wedding partner. ....         @ Altadena, California 	{'coordinates': {'type': 'Point', 'coordinates': [-118.16303207, 34.20328114]}, 'place_id': '10de09f288b1665c'}
580177658	2021-10-24T05:27:47.000Z	1452144770143326211	  Yup, sung at every wedding I’ve ever been to in Mexico!	{'place_id': '3b77caf94bfc81fe'}
1279249529376661505	2021-10-24T04:46:57.000Z	1452134495734222852	Bitch the wedding on my block is liiit af 🥳🥳 I’m like eeaah eaaah😂😂	{'place_id': '97e336e1e3ed9e1e'}
165386987	2021-10-24T04:45:18.000Z	1452134077553725440	 That’s mine & Danny song that we danced at our wedding 🥺🥺 I love that song 😭♥️	{'place_id': '3b77caf94bfc81fe'}
3141180860	2021-10-24T04:23:48.000Z	1452128669225271302	 you and your friends were so fun to have a session with! congrats again on your wedding v soon!!	{'place_id': '2feb76248fd9c581'}
69449792	2021-10-24T04:20:42.000Z	1452127887222398977	Bored should i go to the movies ?🤔	{'place_id': 'f8f8ee516109ee0e'}
183467546	2021-10-24T03:58:59.000Z	1452122425211047937	Damn am i really going to a Party all the way near USC 😩 yes	{'place_id': '3b77caf94bfc81fe'}
1357031887860944896	2021-10-24T03:42:44.000Z	1452118334946697222	I wanna go to a party :((	{'place_id': '3b77caf94bfc81fe'}
282317183	2021-10-24T02:18:53.000Z	1452097232501608451	Coming together for an upcoming wedding!  Nice to see the cars slow down to wave at us.           @ The Country, Diamomd Bar,CA 	{'coordinates': {'type': 'Point', 'coordinates': [-117.82619202, 33.97693281]}, 'place_id': '771f8196d3598fe8'}
16487403	2021-10-24T01:44:10.000Z	1452088496475230212	The beautiful wedding of  with my gorgeous date,  @ Los Angeles, California 	{'coordinates': {'type': 'Point', 'coordinates': [-118.2445, 34.0564]}, 'place_id': '3b77caf94bfc81fe'}
20822956	2021-10-24T01:42:08.000Z	1452087985667653641	A Good friend asked me to go to church tomorrow. I literally said I’m not in the space. I just really don’t like it there anymore I be trying to can but I can’t. Who am I?! Lol	{'place_id': '3b77caf94bfc81fe'}
4544090532	2021-10-24T01:23:41.000Z	1452083341369348098	Welp home alone cuz they just left to go to a party..	{'place_id': '3b77caf94bfc81fe'}
2785078054	2021-10-24T00:47:41.000Z	1452074279718166532	What A Great Day It Was For   and  Thank You For Including Me In The Wedding Party!       @ Azusa, California 	{'coordinates': {'type': 'Point', 'coordinates': [-117.90694444, 34.13055556]}, 'place_id': '59105f0e84773bdd'}
185532820	2021-10-24T00:36:00.000Z	1452071340534497284	me: i just want a small intimate weddingalso me: 	{'place_id': '3b77caf94bfc81fe'}
1437098718163996672	2021-10-24T00:29:26.000Z	1452069686791708672	                             🎸🎶🥁🎵🔎Before it's My time to goThere's Something You gotta knowI Hit that Shit like a wet cigar..Hard & SlowMade that Critter Cave glowAnd I'm here to tell You, Sir..I ain't putting on a wedding showBut He had Two strapping Sons in tow	{'place_id': '3b77caf94bfc81fe'}
