32661259	2021-09-06T23:44:59.000Z	1435026273718480898	Seas the moment 🛥🥂Congrats Eric and Hillary on a buoy-tiful wedding      @ Brooklyn Bridge 	{'place_id': '94965b2c45386f87', 'coordinates': {'type': 'Point', 'coordinates': [-73.9967072, 40.7059675]}}
709180064	2021-09-08T04:27:00.000Z	1435459631430737922	mama you was the life of the party. i swear you brought life to the party. when you lost your life it took the life out the party. Ye was really talking on ‘Jesus Lord’ mannnn. every word. every bar. i felt	{'place_id': 'b046074b1030a44d'}
135769842	2021-09-08T03:34:07.000Z	1435446323520606210	 It was lovely. Not the wedding planning trip we had planned, but a heart healing trip none the less.	{'place_id': '01a9a39529b27f36'}
1213746959493685248	2021-09-08T03:27:16.000Z	1435444598357233668	Man, Wedding Crashers is TERRIBLE about consent	{'place_id': '011add077f4d2da3'}
142577757	2021-09-08T03:17:26.000Z	1435442123667615748	 Yea, we went to the movies last week. I prefer the original but it wasn’t bad	{'place_id': '7c09539af94ab80b'}
69602753	2021-09-08T02:42:35.000Z	1435433355840004096	Welp I won’t be at Hustlemania either cause i just learned about a family wedding that day..	{'place_id': '011add077f4d2da3'}
297224985	2021-09-08T02:19:17.000Z	1435427491577991170	On a date kinda nervous 😛 	{'place_id': 'fa3435044b52ecc7'}
1390357089252483076	2021-09-08T02:15:31.000Z	1435426542444756994	Awwww  GONNA B IN DA    🍷🍷🍷🥰🥰🥰    	{'place_id': '00c39537733fa112'}
42241090	2021-09-08T02:13:08.000Z	1435425942059499523	       Oooooommgffggnfn we need to have a party!!!	{'place_id': '01a9a39529b27f36'}
29826189	2021-09-08T01:52:40.000Z	1435420791550750722	My king and I brought GoProHero 0 for our upcoming vacation and wedding. So near and so close. Getting closer and closer! Wedding around the corner 👏🏼🙌🧿👰🏻‍♀️💍🍾	{'place_id': '011add077f4d2da3'}
897300641709740032	2021-09-08T01:48:26.000Z	1435419725912322051	Just saw  I honestly think this is the ACTUAL beginning of phase 0 of marvel. They did it right!! Fighting amazing! 0/0 to go to the movies and watch!!	{'place_id': '3c6a77e80605a98e'}
2369107042	2021-09-08T01:47:53.000Z	1435419587512778752	I realize why they put Sprina on today Because the rest of the show was a snooze fest And changing history with this unnecessary wedding coming upFREE SPRINA FROM THE WEDDING   CRAPTHEY CAN HANDLE THE SHOW ON THERE OWN 	{'place_id': '011add077f4d2da3'}
253354844	2021-09-08T01:26:01.000Z	1435414086037217281	a friend wedding where you don’t know any of the aunties or old people is TOP TIER	{'place_id': '54719aecdeecbbe8'}
263355226	2021-09-08T00:41:11.000Z	1435402804277952520	 I go to the gym in Rockefeller plaza 💔	{'place_id': '01a9a39529b27f36'}
1708750213	2021-09-09T23:28:43.000Z	1436109342844112902	I’ve always wanted to have a beautiful ass wedding but the way niggas are I don’t even think I ever wanna get married 😭😭😭	{'place_id': '011add077f4d2da3'}
349154716	2021-09-09T23:26:46.000Z	1436108851821137920	Back at the stadium tonight. 0 years ago today Rob & I were here & then we came back on the next night, 0/0/0, as well. The game was a rain out that night but we went to a bar downtown until early 0/0 to watch the Giants. The next day the world and the city changed. I ❤️ NY 	{'place_id': '002e24c6736f069d'}
34475441	2021-09-09T23:20:28.000Z	1436107266705477643	 This was also my favorite version of guarding centerpieces. My mom's company didn't have a relationship with the wedding guests so I could get live as fuck with them.	{'place_id': '44453d2ae8e47fd5'}
34475441	2021-09-09T23:19:09.000Z	1436106934747385859	 I encountered this frequently enough to be able to tell you that it was most common in situations where the venue had a wedding and a bar/t mitzvah at or around the same time. Mitzvahs usually had the most interesting centerpieces, so I'd get to chase wedding guests away.	{'place_id': '44453d2ae8e47fd5'}
2886511835	2021-09-09T23:18:53.000Z	1436106866095009801	I really feel lazy and sluggish and I’m going to the gym anyway. I think this is how habits change.	{'place_id': '01a9a39529b27f36'}
53225826	2021-09-09T22:32:17.000Z	1436095139672383488	Remember the games against Jarrett Allen and Taurean Prince? Lol ex-Nets always show up to the party. 	{'place_id': '011add077f4d2da3'}
32963507	2021-09-09T22:00:38.000Z	1436087174345240576	  Great decision!The anti-vaxers are freaking out.Right now, you have to show your vaccine passport in NY to eat out, which I proudly do.	{'place_id': '011add077f4d2da3'}
1347145254	2021-09-09T21:54:17.000Z	1436085578299330564	my further self is gonna learn to dance salsa so I can dance to Marc Anthony at my wedding	{'place_id': '011add077f4d2da3'}
1152733210759049216	2021-09-09T21:43:12.000Z	1436082788650864643	Whats up with guys sending you pictures of their families or what their doing before you even go on a date? Like I don't even have your number saved bro	{'place_id': '011add077f4d2da3'}
2946850774	2021-09-09T21:05:36.000Z	1436073324866686976	   I can't wait to see the game you put out in 0. Just saw the trailer and I am HYPEEED! 	{'place_id': 'b74cebcb62a1a686'}
24624333	2021-09-09T19:23:30.000Z	1436047631147544585	Will I make it to the gym today? That’s the question. Maybe if I keep tweeting about it and putting it in the universe I will just arrive there! Haha 	{'place_id': '00c39537733fa112'}
24624333	2021-09-09T19:12:51.000Z	1436044949322190849	I just cannot find joy going to the gym. Maybe I need a quote or something inspiring because just going to go?! That don’t sit right with me 	{'place_id': '00c39537733fa112'}
6720402	2021-09-09T18:07:40.000Z	1436028547685048331	  If it makes you feel better I just noticed I’ve become a fat shit lately thanks to NFTs.  It’s always easier to degen and be on social than to drag to myself to the gym	{'place_id': '01a9a39529b27f36'}
613594042	2021-09-09T17:03:58.000Z	1436012516749062152	at my wedding? only grinding allowed and no parents invited 😎😎😎🥦	{'place_id': '011add077f4d2da3'}
23458407	2021-09-09T16:58:10.000Z	1436011056380448770	since it seemed like he was trying to express his uncertainty about proceeding into the wedding ceremony until the night before and meanwhile Carrie was not paying attention to his concerns.	{'place_id': '011add077f4d2da3'}
62041844	2021-09-09T16:50:31.000Z	1436009131232595970	Why do some people dress up , use expensive perfume and make up , head out to a party in a nice car, pay almost $0 to get in and still can’t buy themselves a drink of $0 ?	{'place_id': '002e24c6736f069d'}
2582456827	2021-09-09T15:38:22.000Z	1435990973134381061	 0. Small town grocery store owner0. Same town primary care dr0. Housewife0. Secretary, then housewife after wedding0. Med school professor	{'place_id': 'fa3435044b52ecc7'}
3094096639	2021-09-09T15:32:27.000Z	1435989484752019461	Two years ago today, we opened our doors in Montclair, and my wife and I had a surprise wedding ceremony. Today looks a bit different than then, but we continue to push forward, expand, and open our doors to all.Thank you Montclair for letting us call you home. Fly baby, fly! 	{'place_id': 'bceb8153865c4a49'}
1210503402096078848	2021-09-09T15:15:43.000Z	1435985273997901829	The gains are real 🥲. Can’t fit none of my button ups anymore 😭. Now I gotta go buy a fit for this wedding	{'place_id': '011add077f4d2da3'}
382968307	2021-09-09T15:15:00.000Z	1435985093693222917	Me and my dad can't go shopping together because we end up buying the whole freaking store 🙃	{'place_id': 'b87b05856ab8dbd8'}
3266685608	2021-09-09T15:08:43.000Z	1435983514286047245	This reminds me of the time I took my tinder date to church with me. As long as he was getting kewchie he didn’t care what was going on 😭 	{'place_id': '01a9a39529b27f36'}
32968728	2021-09-09T15:04:28.000Z	1435982444516290562	Why would you do manual labor on a date? Bruh needs to love himself more 	{'place_id': '011add077f4d2da3'}
15668543	2021-09-09T14:29:24.000Z	1435973617838436358	Also Justin’s whispered “How” absolutely sent me. I GENUINELY can’t wait to go to the gym later so I can listen to this episode. 	{'place_id': '002e24c6736f069d'}
29826189	2021-09-09T14:09:24.000Z	1435968584719781889	You mad Alejo I made it without you. Mad life has proving you that I made you.  You can’t even afford your own place. Yup especially get your rat’s car. Can’t wait for both of you watching my wedding. One who can’t afford shit and the other dumb bitch wishing she had one	{'place_id': '011add077f4d2da3'}
518753456	2021-09-09T12:55:06.000Z	1435949888555077633	As long as jay z is paying, go to a restaurant that serves gold food and get at least 0k worth of gold so that way you get 0k AND dinner with Jay Z  	{'place_id': '01a9a39529b27f36'}
2761149443	2021-09-09T12:24:51.000Z	1435942274454667268	☠ 𝐍𝐄𝐖 𝐊𝐈𝐍𝐃𝐋𝐄 𝐔𝐍𝐋𝐈𝐌𝐈𝐓𝐄𝐃 𝐑𝐄𝐋𝐄𝐀𝐒𝐄 ☠Black Wedding (Beautifully Brutal) by  is LIVE! this new 𝗗𝗮𝗿𝗸 𝗠𝗮𝗳𝗶𝗮 𝗥𝗼𝗺𝗮𝗻𝗰𝗲 today!➜  	{'place_id': '0427846a106c0bd9'}
2181644278	2021-09-09T11:27:13.000Z	1435927769674915840	 Please don’t wear jeans to our wedding, Joney!	{'place_id': '011add077f4d2da3'}
463162523	2021-09-09T09:25:13.000Z	1435897066912366592	"""Unspoken wedding vows, grandchildren never met and a war that stumbled to an end: How to measure the 0 years since 0/0""  "	{'place_id': '00c55f041e27dc51'}
296545158	2021-09-09T07:54:18.000Z	1435874188837875714	Book   for all your occasions!              @ New York City, N.Y. 	{'place_id': '01a9a39529b27f36', 'coordinates': {'type': 'Point', 'coordinates': [-74.00589108, 40.71270142]}}
2762334016	2021-09-09T04:35:58.000Z	1435824278491049984	I’m so sad! 😭🥺💔 My Big Fat Greek Wedding is one of my all time favorites. I learned that Windex and Duct Tape fixes everything from this man☹️ 	{'place_id': 'dfa88de1ece1a505'}
462378238	2021-09-09T03:45:24.000Z	1435811550946856963	Deadass! Haven’t been on a date since 0/0🤦🏻‍♂️ 	{'place_id': '7356b662670b2c31'}
24260938	2021-09-09T03:44:22.000Z	1435811292959420419	I wanna go to a concert but I want my first to be special 💕✨⭐️❤️	{'place_id': '011add077f4d2da3'}
1242320714	2021-09-09T03:25:12.000Z	1435806465760141312	 I’m gonna try, and I should reach out to one person I know…. I’d need to go shopping 😩	{'place_id': '01a9a39529b27f36'}
2917940886	2021-09-09T02:55:58.000Z	1435799109194207239	  Not everyone needs a big wedding (we def couldn’t afford it- one of the thing I told my mom is if she wanted a party she could throw it and we could come lol!), not everyone wants to elope. I think what’s important is to do what feels right for you and your partner 💖	{'place_id': '011add077f4d2da3'}
2917940886	2021-09-09T02:53:56.000Z	1435798596964782089	  After the initial shock they were very happy and supportive. The first thing my mom said was “you owe us a party” 🤣 so our families threw us a reception one year later, with speeches and wedding cake, and it was so fun and carefree.	{'place_id': '011add077f4d2da3'}
185386363	2021-09-09T01:51:16.000Z	1435782829300977664	 I gotta be in Florida in three weeks. I gotta find me a hazmat suit that looks good at a wedding	{'place_id': 'b046074b1030a44d'}
1301905673282818049	2021-09-09T01:46:04.000Z	1435781521806397442	My favorite moment on  is whenever the black brides magically appear with braids post wedding night, pre honey moon lmao 	{'place_id': '011add077f4d2da3'}
817821992070029314	2021-09-09T01:44:18.000Z	1435781075054338058	i rented dresses for my Harry shows bc i'm too lazy to go shopping, which one do i wear? 	{'place_id': '01a9a39529b27f36'}
245589064	2021-09-09T01:05:22.000Z	1435771275557969924	 They don't believe in science & rely on their Christian beliefs So then they should go to church for a cure	{'place_id': '011add077f4d2da3'}
247446474	2021-09-09T00:39:37.000Z	1435764796658442241	Yo  is always the 0st one to the party n just lets herself inside LLOOLLLL🤣🤣🤣🤣🤣 	{'place_id': 'b87b05856ab8dbd8'}
384929695	2021-09-09T00:27:17.000Z	1435761695050321921	If I was Sofia Franklyn and I missed out on Pro-Athlete Level Contract to just Podcast, I’m pretty sure I’d just never go on the internet again.Little late to the party I know but it just popped in my head for reason (Coop posted some heat that’s the real reason why)	{'place_id': '01a9a39529b27f36'}
297224985	2021-09-09T00:23:51.000Z	1435760829195034624	Definitely going back to the gym.	{'place_id': '858cec499f8adba6'}
1395615037717426179	2021-09-10T23:44:03.000Z	1436475587426668554	😇🎙️ wow newyork city 🧒 I believe china bought amc but I could be wrong .looks kinda dead.idk if I feel like going to the movies tel u diss much this is our city ⚡😇🎙️💯 	{'place_id': '01a9a39529b27f36'}
66248427	2021-09-10T23:27:09.000Z	1436471337770422280	Lookie what I get to take home from the wedding!!! 	{'place_id': '07d9f73c7e880000'}
439071771	2021-09-10T23:25:55.000Z	1436471025726853121	It’s fun to wear this shirt to a concert, because you can see people realize it’s not a Sonic Youth shirt in real time 	{'place_id': '00c39537733fa112'}
243428037	2021-09-10T23:17:05.000Z	1436468802091458605	Shout-out to all the gays listening to this today who decided they want it to be the first song they dance to at their wedding after one (0) listen.	{'place_id': '27485069891a7938'}
187717481	2021-09-10T23:00:38.000Z	1436464664817410102	She took us to church with this one 	{'place_id': '011add077f4d2da3'}
20992322	2021-09-10T22:55:19.000Z	1436463323256655872	I asked one of our  students why the genders were often separate for these wedding dances. He said that men and women often have different styles! You can see that a few seconds in. The fellas have a more demonstrative   Love  	{'place_id': '01a9a39529b27f36'}
174549443	2021-09-10T22:04:39.000Z	1436450574791176193	Some clips of a  I styled for a wedding a few weeks ago.---—————————————————————            	{'place_id': '01a9a39529b27f36', 'coordinates': {'type': 'Point', 'coordinates': [-73.956522, 40.772791]}}
925216226	2021-09-10T22:03:17.000Z	1436450229222580229	Finally, I'm going to a concert! How I miss these feelings!	{'place_id': 'fa3435044b52ecc7'}
203968790	2021-09-10T21:48:19.000Z	1436446462553075715	Headed to my wedding tasting and couldn’t be more excited	{'place_id': 'b046074b1030a44d'}
180514417	2021-09-10T21:45:39.000Z	1436445792257155090	This walk to the gym makes me think about my teen years all the time 	{'place_id': '07d9e39eec085002'}
22899150	2021-09-10T21:26:33.000Z	1436440987992301578	 lots of exercise 😅 and now counting macros. cut back on booze and eating out too.	{'place_id': '011add077f4d2da3'}
282741717	2021-09-10T21:09:54.000Z	1436436795600916481	I need to go to the mall	{'place_id': '785688d0e8db37d9'}
1371210373	2021-09-10T20:58:16.000Z	1436433869931155456	Another beautiful outdoor wedding.        @ The Gran Centurion Banquet Hall 	{'place_id': '88c45dc6118d88a2', 'coordinates': {'type': 'Point', 'coordinates': [-74.31340151, 40.61802016]}}
1001851979579174913	2021-09-10T20:15:14.000Z	1436423039969861666	 You look effortless. Just right for a wedding! You go head girl! 	{'place_id': '011add077f4d2da3'}
91183410	2021-09-10T19:59:27.000Z	1436419065195778054	  I will say didnt Cynthia’s wedding have almost no positive cases from it?	{'place_id': '011add077f4d2da3'}
17054757	2021-09-10T19:46:22.000Z	1436415775401816066	just know I’m gonna get too drunk at my cousin’s wedding tn 	{'place_id': '54719aecdeecbbe8'}
830298787	2021-09-10T19:17:25.000Z	1436408490277412865	What if enough people quit a company due to mandate to bring headcount under 0?Is that ironic?Unlike rain on your wedding day	{'place_id': 'b046074b1030a44d'}
278636599	2021-09-10T19:11:03.000Z	1436406886497148939	I’m back on  this evening for some Casual Coding Friday. No wedding this weekend. I’ll talk a bit about my movie tracking project, what I’ve been up to this week, and dig into my chat overlay crash from last time. Come hang out at 0pm ET 	{'place_id': '01a9a39529b27f36'}
50706690	2021-09-10T18:35:49.000Z	1436398017578422272	Updated: Closure on  EB from DUCK POND RD to CHURCH ST 	{'place_id': '51df886075148e45', 'coordinates': {'type': 'Point', 'coordinates': [-73.937322, 40.942872]}}
1347145254	2021-09-10T17:27:48.000Z	1436380902427439106	someone take me on a date	{'place_id': '011add077f4d2da3'}
836173981	2021-09-10T17:20:52.000Z	1436379159681552384	If you wanna know how easily convinced I am, Zach asked me to if I wanted to go pay $0 to go to a concert for a band I’ve never even listened to tonight when I have work tomorrow And all I said was fuck it ok	{'place_id': 'cf24f6a1fc150ee7'}
170729128	2021-09-10T17:17:25.000Z	1436378287811571718	i want to go shopping. i want to get a cute outfit, go out to dinner take tons of pictures. make out a bunch. then i suck your dick when we get home. is that too much to ask? 😩😞	{'place_id': '2d0aad1cf0cf51f0'}
327659846	2021-09-10T17:02:16.000Z	1436374476036448256	  It’s a very formal wedding and I’m still considered close family (despite being the black sheep), so my gown is floor length (with heels on)- I’m not sure how to dance in it, but I will certainly be able to drink in it!!! 💜	{'place_id': '01a9a39529b27f36'}
1295928528341479426	2021-09-10T16:57:50.000Z	1436373362461364262	Kinda wanna go on a date, kinda wanna continue to stay away from guys.	{'place_id': 'fa3435044b52ecc7'}
1095710973896413185	2021-09-10T16:16:03.000Z	1436362844338114577	*drone strikes a wedding killing civilians and children* sorry, just following orders! gotta do what i gotta do to keep americans safe and free! *asked to get a vaccine* I AM GOING AWOL AND ABANDONING MY POST BECAUSE I REFUSE TO FOLLOW THIS ORDER!!! i'm scared of needles 😞 	{'place_id': '01a9a39529b27f36'}
240326433	2021-09-10T16:13:40.000Z	1436362245118832649	Wedding is a week away and I still don’t have a dress. One will magically appear and everything is going to be fine, right? 😳	{'place_id': '011add077f4d2da3'}
50179868	2021-09-10T15:55:25.000Z	1436357651814928387	And that wedding will still be happening lol 	{'place_id': '01a9a39529b27f36'}
391039308	2021-09-10T15:51:49.000Z	1436356748454121482	0:0-0:0 pm Saturday September 0th, we will hold a Kickoff/get-together Reception for Columbia University Asian Faculty Association (  Look forward to seeing you tomorrow! 	{'place_id': '01a9a39529b27f36'}
65156634	2021-09-10T15:36:54.000Z	1436352991775297543	Yo, getting to the gym at 0 and only working out for 0 min?? That is a maddddd different vibe hahaha- back day in the books! (@ Crunch Fitness - 0rd Street -  in New York, NY)  	{'place_id': '01a9a39529b27f36', 'coordinates': {'type': 'Point', 'coordinates': [-73.97584498, 40.78526946]}}
59850640	2021-09-10T15:22:21.000Z	1436349332660293632	 Also, NYC mandate is only for optional activities. You can’t eat indoors in a restaurant, go to a bar, or go to the Open. But you can work and you don’t need to show proof to do everyday things Eg groceries. I’m not in favor of our mandate either, but v different.	{'place_id': '01a9a39529b27f36'}
370430691	2021-09-10T14:12:33.000Z	1436331768265777158	Lol ayeee that wedding was crazy as hell boaa. Appreciate you famoo 	{'place_id': '01a9a39529b27f36'}
1145077859754631169	2021-09-10T14:03:24.000Z	1436329464598827015	Day in my life VLOG: going to the mall, relax day, trying pre workout, g...  via  	{'place_id': '011add077f4d2da3'}
2644165827	2021-09-10T13:45:44.000Z	1436325015839023111	Me when one person DM’s me for a drink. “Since everyone has been asking….” 	{'place_id': '00c39537733fa112'}
37217361	2021-09-10T12:29:44.000Z	1436305890051825668	My son just informed my wife that the mother-son dance at his wedding will be “Mother” by Danzig. I think my work here is done.	{'place_id': '011add077f4d2da3'}
20992322	2021-09-10T12:17:49.000Z	1436302892378566656	 But you also like to go to restaurants will lower prices. You don’t buy the most expensive items in the grocery store on purpose, do you? When you eat out do you on purpose go the most expensive restaurant? The model isn’t the problem. Raising prices results in fewer customers.	{'place_id': '01a9a39529b27f36'}
27894564	2021-09-10T11:25:50.000Z	1436289810176544770	This never happens when I go to a bar 😩🥲 	{'place_id': '00c39537733fa112'}
1262101556981366784	2021-09-10T07:02:02.000Z	1436223421726212100	literally met the most handsome man i’ve ever seen in my entire life. ethan if you see this, sorry we met under such a scary circumstance, but you are gorgeous and i want to go out on a date with you. please come back to this area soon	{'place_id': '01a9a39529b27f36'}
803129849342816257	2021-09-10T05:20:28.000Z	1436197865177636865	I told myself fill be more open with my self and be open to dates and stuff like that and it’s September and I haven’t been on a date lmaooo 😂😂😂🤦🏽‍♂️ yeah I’m bad at this opening up stuff lol	{'place_id': '00c39537733fa112'}
170173244	2021-09-10T03:07:39.000Z	1436164438755790851	It’s a dream getting to plan this wedding. It’s even better to know at the end of it, I get him as my husband. 	{'place_id': '01a9a39529b27f36'}
972862322111901696	2021-09-10T02:44:28.000Z	1436158606030815242	Oh really?! “Holloweeb Kills” is coming to Peacock. Well, thanks! No need for me to go to the movies. 	{'place_id': '002e24c6736f069d'}
327659846	2021-09-10T02:05:30.000Z	1436148799597129732	 Probably shouldn’t have picked the week before the long awaited 0 person wedding with an open bar and dozens of said anti-choice family members WHOOPS	{'place_id': '01a9a39529b27f36'}
73400674	2021-09-10T01:51:17.000Z	1436145219901210625	I got invited to a party that start at 0 the way I’m Rey be sleep before 0 lmao	{'place_id': '011add077f4d2da3'}
24310922	2021-09-10T01:47:22.000Z	1436144233283477512	Had a rough couple of weeks so I took myself out on a date ☺️☺️☺️I’m not 0% fine but this helps  	{'place_id': '01a9a39529b27f36'}
939710888	2021-09-10T01:37:39.000Z	1436141788629291013	I cannot believe we all just are collectively now “living in” a pandemic. Carrying on. But in a pandemic.Doing things, going to work, eating out……in a pandemic.	{'place_id': '01a9a39529b27f36'}
98574966	2021-09-10T01:22:44.000Z	1436138034165125125	      I’ve been enjoying Midwest Modern showcasing NEO this week. I have been to Boomer’s. Got a drink there while wedding planning, it seemed like a regulars-only kinda vibe.	{'place_id': '00c39537733fa112'}
1051962566782537728	2021-09-10T00:07:31.000Z	1436119107565391877	No one should throw money on me during my wedding, send it to my account abeg	{'place_id': '01a9a39529b27f36'}
398103895	2021-09-11T23:50:04.000Z	1436839493034774529	My 0nd Tick Tock is dedicated to our 0rd yr Wedding Anniversary & Kea's Birthdayyyy.. Yaaaaayyyy.. LOVE ya 💯🥰😍🥳 🤴🏾💞👸🏽  @ Ashford & Simpson's Sugar Bar 	{'place_id': '01a9a39529b27f36', 'coordinates': {'type': 'Point', 'coordinates': [-73.98385, 40.77939]}}
1395615037717426179	2021-09-11T23:44:14.000Z	1436838020926345219	✨🧒eh I go to a party and fuck some hoochies that look like gurl 👀😡.🧒 ahaha just kidN I believe Ill buy a pizza with my bit.coin and relax with my wife streamn til 👽😡🛸🤷🧒a well they shoulda passed 'hot food' like McDonalds law ✨👂u want something from dis waste land baby 	{'place_id': '011add077f4d2da3'}
1028731168177487874	2021-09-11T23:21:37.000Z	1436832329721335816	 that sounds so sweet 🥲 going to the movies w my grandma is truly one of favorite activities. there’s a reason she’s in my letterboxd profile pic!	{'place_id': '01a9a39529b27f36'}
21570120	2021-09-11T23:03:07.000Z	1436827675767808008	If only finding a man was as easy as finding a wedding dress.	{'place_id': '01a9a39529b27f36'}
352580700	2021-09-11T22:51:20.000Z	1436824709144973315	Wait Lawrence still with Condola and on a date with Issa!? Messy boots	{'place_id': '01a9a39529b27f36'}
2276163081	2021-09-11T22:16:53.000Z	1436816038579015687	balenciaga been out anyways y’all just late to the party...again	{'place_id': '011add077f4d2da3'}
1107696618294464514	2021-09-11T22:14:17.000Z	1436815387446939650	 noooo 😩 i’m going to the mall monday, imma make a list of perfumes to get 😭	{'place_id': 'b046074b1030a44d'}
25885803	2021-09-11T21:39:37.000Z	1436806661356802050	Tf is wrong with this generation! How u hit me up asking to meet me then try to charge me $0 for a “secure” meetup? I can’t be that high!	{'place_id': '01a9a39529b27f36'}
34475441	2021-09-11T17:28:22.000Z	1436743433377533957	I was 0 or 0. It was a Saturday night, the plan was to crash at my boy's place on 0th and Broadway before a CB's matinee. His mother got home and went in on him for something so I split because she was gonna drag him to church in the morning and he'd try to rope me in.	{'place_id': '44453d2ae8e47fd5'}
1010299956211671040	2021-09-11T17:07:13.000Z	1436738111170617348	I have no plans today I think I should just take myself on a date or something.	{'place_id': '00c39537733fa112'}
67689800	2021-09-11T16:55:26.000Z	1436735143826362368	Went to the gym I used to work at to workout and was unable to bc everyone wanted to chat! Chile....I'm happy but sad lol.  I'm deflating!	{'place_id': 'b046074b1030a44d'}
1726979365	2021-09-11T16:35:03.000Z	1436730013605371909	Me before every photo shoot at the wedding yesterday 	{'place_id': '00c39537733fa112'}
375898992	2021-09-11T16:27:30.000Z	1436728115594731524	hello I haven’t been to the gym in a whole month!!!! Focusing on how good I’m feeling rather than how I was feeling disappointed in the inconsistency and I’m V happy 🤩 	{'place_id': '00c39537733fa112'}
21068902	2021-09-11T16:19:48.000Z	1436726176890990599	Forgot my makeup bag for my gig today so these wedding folks are gonna get this Alicia Keys face card hunny 😭 	{'place_id': '00c39537733fa112'}
976059506	2021-09-11T16:18:22.000Z	1436725817627787278	This groom loves to dance !                         	{'place_id': '01a9a39529b27f36'}
727398090	2021-09-11T16:14:54.000Z	1436724942863753219	Welcome to the Party 🕊💔 	{'place_id': '01a9a39529b27f36'}
22822771	2021-09-11T16:10:02.000Z	1436723720681365516	What an amazing wedding celebration yesterday for  & Marc! We all loved being there for your special day! Please send them your well wishes! ❤️💍  	{'place_id': '1204a8f4a4d46000'}
28859589	2021-09-11T15:53:21.000Z	1436719521813966850	If you're a single Mom, you can go get your monthly drink on with other single Moms, starting September 0th at Smorgasbar, apparently.	{'place_id': 'b046074b1030a44d'}
233400475	2021-09-11T15:50:18.000Z	1436718754373808131	Nah bro the fact that this is a small wedding for your fam and you sending me 0 voice notes and all I hear is idk? I’m not responding. You’re stressing me out now.	{'place_id': '01a9a39529b27f36'}
16174702	2021-09-11T15:38:15.000Z	1436715721480884225	 They are gonna have to do something. I think they are gonna put Sasha back in Mickeys orbit. Brando will be a wedding casualty. Michael will comfort her. She’ll blame his family. Set out to ruin his happiness yadda yadda yadda.	{'place_id': '011add077f4d2da3'}
211709893	2021-09-11T15:30:40.000Z	1436713812636352519	Attention  customers! We are closed until 0:0 P.M. today for a private party. Please come join us for a drink when the doors open.  @ George Keeley NYC 	{'place_id': '01a9a39529b27f36', 'coordinates': {'type': 'Point', 'coordinates': [-73.975986, 40.785837]}}
2279874974	2021-09-11T14:44:14.000Z	1436702126374277123	 Obama forgot to wear his wedding ring. 	{'place_id': '00c39537733fa112'}
1904720395	2021-09-11T14:34:06.000Z	1436699577189650437	Do I wear my Megadeth or my Lamb of God tee to the concert tomorrow? 🙈🤭🥰	{'place_id': '011add077f4d2da3'}
976059506	2021-09-11T14:18:25.000Z	1436695628827054083	Wedding Reception 0       @ Jericho Terrace 	{'place_id': '1e11d8be00564690', 'coordinates': {'type': 'Point', 'coordinates': [-73.6453499, 40.74733]}}
1319440648462794756	2021-09-11T14:16:23.000Z	1436695117134548995	my husband doesn't wear his wedding ring anymore!   via I love these two!!! 🤣💕🤣	{'place_id': '3d3c56338b6a3b4a'}
2279874974	2021-09-11T14:15:48.000Z	1436694972431052805	I saw another photo from behind the O’s. B didn’t have a wedding ring. 🤔	{'place_id': '00c39537733fa112'}
3364108743	2021-09-11T13:47:31.000Z	1436687855888257024	You might wanna do what he says…😹😰😆😆😆 Come to church! ⛪️⛪️⛪️         @ Christ Nation Church 	{'place_id': '00c39537733fa112', 'coordinates': {'type': 'Point', 'coordinates': [-73.76124, 40.69558]}}
36604258	2021-09-11T13:39:15.000Z	1436685772774690828	  She said no Yellow Tie on my wedding day. So.... We went with the  socks instead 🤣🔰Congrats!!! 	{'place_id': '00c39537733fa112'}
1373445104	2021-09-11T13:28:12.000Z	1436682991405879305	My Forever Wedding Date 🤍 	{'place_id': 'e993aa6b2023e210'}
1411054096308748288	2021-09-11T13:27:30.000Z	1436682816012656644	Was fired from that job shortly after. Right when I got back from my wedding. Ended up threatening to sue and was given a generous package. Anyway, that was when I realized corporate America didn't give one shit about me, even in the face of terrorism.	{'place_id': '01a9a39529b27f36'}
630704123	2021-09-11T13:10:10.000Z	1436678455979032580	What’s the city gonna be looking like today for 0/0? I have a party at 0pm and I need to drive in  	{'place_id': '00c39537733fa112'}
1134296774481514496	2021-09-11T12:38:17.000Z	1436670432501977095	Death by Revenge Wife // NYCYou’re invited to a party.  	{'place_id': '01a9a39529b27f36'}
275415516	2021-09-11T12:28:48.000Z	1436668043913007113	My bestie just had a wedding and let me tell you miss she will uninvite TF out of you if you tried it. She was watching those plus ones like a hawk lmfao Ppl spend mad money on a wedding ya don’t have an opinion 	{'place_id': '01a9a39529b27f36'}
168173880	2021-09-11T11:28:56.000Z	1436652977490731009	 Happy Ganesh Chaturthi Sritika! Your wedding ring is a stunner! Praveen picked out an awesome ring!	{'place_id': '01a9a39529b27f36'}
50706690	2021-09-11T11:05:33.000Z	1436647094627012609	Cleared: Closure on  EB from DUCK POND RD to CHURCH ST	{'place_id': '51df886075148e45', 'coordinates': {'type': 'Point', 'coordinates': [-73.937322, 40.942872]}}
961324769172951042	2021-09-11T10:33:22.000Z	1436638993207250946	Just landed back in Jersey from Vegas and headed straight to the gym… if you want different you gotta move different. I’m on one😤💪🏼 	{'place_id': '8076b3a71aaca463'}
