2020-11-30T22:44:49.000Z	1333542527392231432	This how imma be the next time I take my girl on a date and the waiter is taking too long 	{'place_id': '1e11d8be00564690'}
2020-12-03T19:37:18.000Z	1334582503068360705	I’m still pulling up to the movies. It’s a whole New Day now,and more to come. Movie theaters are my Happy Place. I love those Ushers,and concession stand People with their over priced goodies. Ha	{'place_id': '00c39537733fa112'}
2020-12-03T19:26:37.000Z	1334579811579273218	R.I.P. to going to the movies 	{'place_id': '00c39537733fa112'}
2020-12-03T17:00:08.000Z	1334542948298534912	Preeeeeee Pandemic GoodMorning, Afternoon, and Evening, friends and fans its  and I'm  Throwing Waaaaaaaaaaaaaaayyyyyyyy back this thursday to my first gay wedding of the late  to  in Amsterdam. 	{'place_id': '01a9a39529b27f36'}
2020-12-03T16:19:34.000Z	1334532740688064513	Haven't been to the gym in a week and I'm having withdrawals	{'place_id': 'cd13d7c07e4e78e7'}
2020-12-03T15:57:12.000Z	1334527111441346563	Is it Sunday? Because I just went to church.       	{'place_id': '01a9a39529b27f36'}
2020-12-03T15:50:17.000Z	1334525372306661378	Updated: Construction on  from West Broadway to Church Street 	{'place_id': '01a9a39529b27f36', 'coordinates': {'type': 'Point', 'coordinates': [-74.007748, 40.716291]}}
2020-12-03T15:35:21.000Z	1334521613103079426	My Big Fat Greek Wedding was correct about  😍 👌It’s really a superior product that heals all ills.	{'place_id': '011add077f4d2da3'}
2020-12-03T14:57:00.000Z	1334511964064772101	“Sometimes people go to church to love God instead of their neighbor.” ~ 	{'place_id': '00c39537733fa112'}
2020-12-03T14:55:06.000Z	1334511485033328641	How do i prepare for my 0nd Professional CONTENT making shoot with  . I 0st meditate, i keep my body hydrated, i go to the gym 🏋️and i only eat soups and salads. 😉🍲 Sex for me us a transference of ENERGY..its not just shoot with any random person. I got to feel you🤔	{'place_id': '00c39537733fa112'}
2020-12-03T13:25:46.000Z	1334489004729905153	More than live games, I miss our annual CapsMas meetup with my beautiful  family.  	{'place_id': '01a9a39529b27f36'}
2020-12-03T13:13:08.000Z	1334485823559962624	 I wondered this too, and how I understand it is it’s a meetup. I used to think it meant to fuck but it’s literally just meeting up and it’s not a date proposal either. but if you meet up it could turn into a date, or a hookup, or you can shake hands and go home lol	{'place_id': '011add077f4d2da3'}
2020-12-03T13:07:58.000Z	1334484524672184320	Walking to disco and freezing my buns off.  I didn't want to go to the gym. 😪 California where you at!    #ﬁtnessgoals   	{'place_id': '642ee7b241c48c18', 'coordinates': {'type': 'Point', 'coordinates': [-74.01075, 41.00892]}}
2020-12-03T12:19:07.000Z	1334472229795532802	I worked in Staten Island for years and never went to a bar there. Why would I do that? At the end of the day, my only question was, what time is the next ferry back to Manhattan?	{'place_id': '011add077f4d2da3'}
2020-12-03T10:40:43.000Z	1334447467178278917	I am excited to start off my 0 speaking @ The Real Estate Networking Meetup in my hometown Brooklyn. I will Blow the roof off on that. @ Kachè Restaurant and Lounge 	{'place_id': '011add077f4d2da3', 'coordinates': {'type': 'Point', 'coordinates': [-73.93039227, 40.61646087]}}
2020-12-03T09:54:53.000Z	1334435933685477377	I just woke up extremely frantic..just walking to the bathroom to pee and the kitchen for a drink gave me so much anxiety my heart is racing. i felt like someone was going to jump out at any moment ...i legit ran to my room and held my door shut for a good 0 mins 😩😭	{'place_id': '00c55f041e27dc51'}
2020-12-03T08:49:07.000Z	1334419382588612608	 youre one of like literally 0 people invited to my eventual wedding so the feeling is mutual	{'place_id': '00c39537733fa112'}
2020-12-03T08:19:31.000Z	1334411934062555137	 Amen. Thanks bro for the constant love, support & prayers ❤️. Happy wedding anniversary in advance	{'place_id': '00c39537733fa112'}
2020-12-03T05:35:49.000Z	1334370734777491457	i almost got infected by covid due to a bar hopper and partier yall are pieces of shit 	{'place_id': 'f97108ab3c4a42ed'}
2020-12-03T05:29:28.000Z	1334369136164605953	 to run it up duh now get in loser we’re going shopping	{'place_id': '011add077f4d2da3'}
2020-12-03T05:21:53.000Z	1334367229123710978	Showing Up, +0 to my exes bfs wedding!       @ Manhattan, New York 	{'place_id': '01a9a39529b27f36', 'coordinates': {'type': 'Point', 'coordinates': [-73.9675, 40.7779]}}
2020-12-03T04:46:02.000Z	1334358207960133634	No I’m lying Only Hope by Switchfoot is my wedding song.	{'place_id': '00ca6959663f6d44'}
2020-12-03T04:45:45.000Z	1334358135683870720	Dare you to move by switchfoot = my wedding song	{'place_id': '00ca6959663f6d44'}
2020-12-03T03:59:36.000Z	1334346522029395968	Ok back to the gym consistently tomorrow morning	{'place_id': '011add077f4d2da3'}
2020-12-03T03:57:37.000Z	1334346021158182915	I should not be allowed to go shopping on my own.. my bank account is in panic mode right now 😭😭😭😭	{'place_id': '96af18411a813391'}
2020-12-03T03:38:09.000Z	1334341124392103936	 and i bout to look fly in January for the wedding	{'place_id': '54719aecdeecbbe8'}
2020-12-03T03:31:34.000Z	1334339469248442370	 I might be late to the party but have you watched Kingdom on Netflix?  Great show about MMA fighters with some pretty good sex	{'place_id': '65340fdf9175b0ab'}
2020-12-03T02:52:00.000Z	1334329510578319360	Let me know how my dad has motivation and energy to go to the gym after working two jobs every day. Me on the other hand crawls right into bed after my 0 job	{'place_id': 'a5c44787002590e5'}
2020-12-03T02:41:36.000Z	1334326892040695812	I’ve been this whole wake up earlier and immediately go to the gym thing and I kinda like it. Problem is, it interferes with my drinking. Idk how this will end.	{'place_id': 'e9143a85705b4d40'}
2020-12-03T01:52:16.000Z	1334314478540890112	"I will put this real simple & then head to the GYM 🏋️.""If someone is NOT willing to pay your  ONLYFANS SUBSCRIBTION FEE from $0 to $0 before they meet you do you really think they LIKE you and will stick around after they flood you or you flood them💡🤔👨🏿‍🎓"	{'place_id': '00c39537733fa112'}
2020-12-03T01:32:37.000Z	1334309533347438594	Exhibit A why my wedding will have a string quartet for the ceremony and cocktail hour and a dj for the reception  ... none of this 👇🏾 	{'place_id': '002e24c6736f069d'}
2020-12-03T01:31:00.000Z	1334309124490858496	Bitch did u set my wedding dress on fire and spill wine on it??? Now u gotta die.... 	{'place_id': '002e24c6736f069d'}
2020-12-03T01:11:02.000Z	1334304102541631488	I just came up with one of best friend’s wedding hash tag. 	{'place_id': '01a9a39529b27f36'}
2020-12-03T01:06:36.000Z	1334302984747016194	Imagine you go on a date and dude tells you y’all about to take the train and u gotta hop lmaoooo	{'place_id': '011add077f4d2da3'}
2020-12-03T00:58:38.000Z	1334300980993789954	U ruin my wedding we may never speak again....  	{'place_id': '002e24c6736f069d'}
2020-12-03T00:53:08.000Z	1334299595287965696	Kelly Rowland is clearly pregnant in this movie and her family is annoying. Stop messing with the wedding planner it’s not ur day!!! 	{'place_id': '002e24c6736f069d'}
2020-12-03T00:47:14.000Z	1334298113213935618	 biiiiiitch invite me to the wedding 👀	{'place_id': '011add077f4d2da3'}
2020-12-03T00:15:28.000Z	1334290118417543169	 I don't think the class divide is quite as clear on that one. Or is that your point? If so I'd reply that class privilege isn't mostly about income. The contractor's kid w/ the Maui wedding still has less power than the umc kid who whose college friends vacation on the Vineyard.	{'place_id': '00c39537733fa112'}
2020-12-03T00:00:05.000Z	1334286247670460418	“Sweet Love” will always send me in.“Do nobody know how sweet it is” will send you to church. 	{'place_id': '01a9a39529b27f36'}
2020-12-04T23:30:19.000Z	1335003531389054979	Actual Footage of me on a date: 	{'place_id': 'fa3435044b52ecc7'}
2020-12-04T22:48:20.000Z	1334992964544770054	    No! I want to run outside as long as I can! Once it starts snowing, I'll either have to give up running or go to the gym and run in a mask! ☹	{'place_id': 'ad87de7d13d41fa3'}
2020-12-04T22:27:50.000Z	1334987805416689664	Eating out of the bag.     loads me up with      @ Astoria 	{'coordinates': {'type': 'Point', 'coordinates': [-73.914705, 40.771374]}, 'place_id': '00c39537733fa112'}
2020-12-04T21:59:12.000Z	1334980598851661827	 These photos remind me of the feeling you get walking into what you know will be the worst wedding you’ve ever been invited to, even *before* you’ve realized the bride’s brother has coked everyone up	{'place_id': '01a9a39529b27f36'}
2020-12-04T21:53:25.000Z	1334979144329945096	me every week: “i need to stop eating out”also me: “i don’t feel like cooking”	{'place_id': '543f9b938fd47e39'}
2020-12-04T21:50:32.000Z	1334978420111970306	Go shopping for clothes to shop in	{'place_id': 'd9da081322efe6e7'}
2020-12-04T19:59:50.000Z	1334950559137280003	Should I go to the gym rn	{'place_id': '011add077f4d2da3'}
2020-12-04T19:25:29.000Z	1334941917365366787	 Someone I actually go to church with was trying to defend what this guy did. There is no defense. What 0-year-old goes equipped with a automatic rifle to a protest? And what mother brings her son there. The whole story is awful.	{'place_id': '36aa8c1293d4ce43'}
2020-12-04T18:47:59.000Z	1334932477685665792	Oh course I missed all the good candles .. now I really gotta take my ass to the mall 	{'place_id': 'fa3435044b52ecc7'}
2020-12-04T18:28:06.000Z	1334927476456296448	Late to the party but just got the new Instagram layout 🤮	{'place_id': '01a9a39529b27f36'}
2020-12-04T18:00:41.000Z	1334920574620094467	 It's a damn shame as many times as we've gone to the movies together that I never thought to bring it 😭	{'place_id': '01a9a39529b27f36'}
2020-12-04T17:56:03.000Z	1334919410797207554	 Congrats! If the two most important people were there, it’s a good wedding	{'place_id': '00c55f041e27dc51'}
2020-12-04T17:02:57.000Z	1334906044875726851	* better late than never 🤣🤣. welcome to the party.  	{'place_id': '0427846a106c0bd9'}
2020-12-04T16:54:58.000Z	1334904039411245058	  $0? Not in a while has it been $0 near me. I used to go to the movies at least once a month, but in the last 0-0 years it’s dropped off tremendously.  TBH I haven’t been to a film since before summer 0	{'place_id': '00c39537733fa112'}
2020-12-04T16:49:47.000Z	1334902731975368705	 is this you from that drunk wedding objection skit all grown up?? lmaooo miss u 	{'place_id': '01a9a39529b27f36'}
2020-12-04T16:46:02.000Z	1334901789926305792	Trying to plan any sort of wedding or ceremony during covid is IMPOSSIBLE. LOL 🤷🏼‍♀️ at least it was easy for us to get the license	{'place_id': '00c55f041e27dc51'}
2020-12-04T16:23:50.000Z	1334896201955676161	Streaming/Online Content is doing what the TV set did to the movies and the radio. 	{'place_id': '00c39537733fa112'}
2020-12-04T16:13:32.000Z	1334893608424574978	I just hope by my wedding this Covid shit a memory	{'place_id': '888a254ab33a9e2e'}
2020-12-04T15:46:54.000Z	1334886909412331525	I wanna go on a date	{'place_id': 'b046074b1030a44d'}
2020-12-04T14:39:56.000Z	1334870053666369539	Love it 😍 I wore this yesterday to church ⛪️ and got lots of compliments  , soon on my E-store , really feels soft and cozy I will try with a gray top next time 😍😍   	{'coordinates': {'type': 'Point', 'coordinates': [-73.8309, 40.7]}, 'place_id': '00c39537733fa112'}
2020-12-04T14:35:53.000Z	1334869035188568065	Real estate will never be the same. Lets start 0 with a great real estate meetup. You can meet in person or get on Zoom. @ Kachè Restaurant and Lounge 	{'coordinates': {'type': 'Point', 'coordinates': [-73.93039227, 40.61646087]}, 'place_id': '011add077f4d2da3'}
2020-12-04T14:25:52.000Z	1334866515972288513	 Let me guess: 🎵🎵 IT’S LIKE RAIN ON YOUR WEDDING DAY. A FREE RIDE WHEN YOU’VE ALREADY PAID. 🎵🎵	{'place_id': '980e30571d9d5f5d'}
2020-12-04T13:56:34.000Z	1334859141127557122	 Hey I’m getting married in 0.0 weeks and looking to get a hotel room for our wedding night at 0 Central Park. Are there any discounts available for us? Please 🙏🏼	{'place_id': 'e49c3e7bd8c1bc7a'}
2020-12-04T13:23:55.000Z	1334850926859980802	 Hey I’m getting married in 0.0 weeks and looking to get a hotel room for our wedding night. Are there any discounts available for us? Please 🙏🏼	{'place_id': 'e49c3e7bd8c1bc7a'}
2020-12-04T10:09:27.000Z	1334801987200802816	Where’s Miran wedding ring?  Please have him put it on; I’ve never complained about anything no matter absurd they’re, but Miran without his ring goes against everything that the man believes and takes away from his character - please fix it!  	{'place_id': 'babc5d5f624f3bd8'}
2020-12-04T07:46:33.000Z	1334766025204785152	Yo I know I am late to the party  but  is making me cringe 😬	{'place_id': '44453d2ae8e47fd5'}
2020-12-04T04:35:35.000Z	1334717963908341760	Anyone know a DJ and a photographer willing to do wedding in three weeks? I need one ASAP	{'place_id': '002e24c6736f069d'}
2020-12-04T03:51:36.000Z	1334706897052688392	Honestly if Kim was more in tuned with her middle eastern side. Her wedding would be immaculate. Ouff and the dabke 	{'place_id': '00c39537733fa112'}
2020-12-04T03:48:08.000Z	1334706026122272768	  Summer of 0- I bought two cases and it was the main bourbon at my wedding. Bought it right before it won the award. It was $0-0 then.	{'place_id': '011add077f4d2da3'}
2020-12-04T03:44:23.000Z	1334705082131165186	Wait, Kenny got fired & Veronica is the one footing the bill of this wedding? Umm.. you might wanna rethink this marriage sis!   	{'place_id': '011add077f4d2da3'}
2020-12-04T03:27:36.000Z	1334700856894230533	First dud on  Christmas Wedding Planner is aside from the decorations not a holiday movie and the wedding in the end is ridiculous. Next up: “Christmas Perfection” 	{'place_id': '00c39537733fa112'}
2020-12-04T03:20:22.000Z	1334699037954633729	So I just went on a date with someone and she went to the same middle school as me and was in the year below. And the only two people I was friends with in her grade are her current best friends. Small fucking world 😂	{'place_id': '01a9a39529b27f36'}
2020-12-04T03:10:47.000Z	1334696626020102145	I might be late to the party but Selena on Netflix I’m literally bindge watching everything this 🥶 winter	{'place_id': '002e24c6736f069d'}
2020-12-04T03:01:19.000Z	1334694243068223490	Im happy I was raised by kinda muslim family... at least I didn’t have to go to church as a kid!	{'place_id': '011add077f4d2da3'}
2020-12-04T02:44:44.000Z	1334690070222303233	i mean I’m also suppressing so many emotions about this i can’t bear the thought of never going to the movies again	{'place_id': '00c39537733fa112'}
2020-12-04T02:10:23.000Z	1334681424780259328	when this is all over can we go to a bar in a college town and play the opening chords of lose yourself and watch white frat boys lose their mind cuz they believe they and eminem had the same struggle to get where they are now 🥺	{'place_id': '011add077f4d2da3'}
2020-12-04T02:04:54.000Z	1334680042966806528	 That wedding was everything!	{'place_id': '00c39537733fa112'}
2020-12-04T01:04:22.000Z	1334664811045658625	in the mood for someone to set me up on a blind date but the person who sets it up needs to be my friend who is perfect and the person i'm going on a date with has to be perfect looking	{'place_id': '01a9a39529b27f36'}
2020-12-04T00:28:29.000Z	1334655779761238017	I’ve made up my mind. For Christmas I’m getting Dope Boy Fresh(0 Version) And I’m going to the Movies 🍿 I need to see  in theaters. Goobers, Franks, Popcorn,and Fruit Punch. Shoes off like I’m Home. HaAventura Flow. (On God Sandals)	{'place_id': '00c39537733fa112'}
2020-12-04T00:26:55.000Z	1334655384846479361	Going out to a bar in NYC for the first time in 0 months. I think it’s exciting	{'place_id': '011add077f4d2da3'}
2020-12-04T00:23:14.000Z	1334654458928750593	i want to be sad that movie theatres are done for but i honestly hate going to the movies and i fall asleep every time... y’all be strong tho	{'place_id': '011add077f4d2da3'}
2020-12-05T23:22:26.000Z	1335363936502378497	 And Trump went...... not to church....	{'place_id': '01a9a39529b27f36'}
2020-12-05T23:15:51.000Z	1335362278695333892	 A wedding ring	{'place_id': '011add077f4d2da3'}
2020-12-05T23:03:05.000Z	1335359064637890561	Updated: Closure on  from West Broadway to Church Street 	{'coordinates': {'type': 'Point', 'coordinates': [-74.007748, 40.716291]}, 'place_id': '01a9a39529b27f36'}
2020-12-05T22:58:02.000Z	1335357792014782465	Updated: Construction on  from West Broadway to Church Street 	{'coordinates': {'type': 'Point', 'coordinates': [-74.007748, 40.716291]}, 'place_id': '01a9a39529b27f36'}
2020-12-05T22:33:20.000Z	1335351578170109953	I bring my apothecary to the gym. 	{'place_id': '01a9a39529b27f36'}
2020-12-05T22:28:07.000Z	1335350263880818688	We’re on a date and Pedro is doing math problems...	{'place_id': '01a9a39529b27f36'}
2020-12-05T21:38:23.000Z	1335337747670851585	Upsets me how the righteous religious right joined a cult who’s leader mocks them and never goes to church regularly while his opponent in this last election is clearly an earnest practicing Catholic 	{'place_id': '01a9a39529b27f36'}
2020-12-05T21:16:21.000Z	1335332202683490319	"     The Eli/Lani wedding was a disgrace. The daughter of the mayor was getting married, the first ""on-screen"" African-American wedding and basically nobody was there. Compare that to the ""gala"" of the wedding of a serial killer, was pathetic."	{'place_id': '876ed0bcf9594134'}
2020-12-05T20:42:50.000Z	1335323769280344071	So far, I’ve cried at a Zoom wedding, a country music video, and some neighbor families having a socially distant hangout in the street. How’s your Saturday?	{'place_id': 'c4dab45ef7581417'}
2020-12-05T20:31:32.000Z	1335320925835833351	I'm not going to the gym today but I'm ALSO not doing a home workout	{'place_id': '01a9a39529b27f36'}
2020-12-05T20:08:45.000Z	1335315192842948609	 I dragged myself out of bed and went down to the gym downstairs I’ve got a run in on the treadmill only to come upstairs and see now the sun out	{'place_id': '01a9a39529b27f36'}
2020-12-05T20:05:24.000Z	1335314347543982080	Why spend $0 on a date when you can just spend $0 (so I’ve heard) on pussy. Makes sense honestly. 	{'place_id': '002e24c6736f069d'}
2020-12-05T19:35:03.000Z	1335306711725432840	 I can eat it for breakfast, lunch, and dinner.... everything, including a wedding reception.	{'place_id': '011add077f4d2da3'}
2020-12-05T18:50:29.000Z	1335295497469366273	Thank you! $JMIA this week felt like a combination of profit taking Mon & Tues, with investors stepping in to buy on Wed & Thurs, based on the volume. Above 0.0 will fully restore my confidence, but I don’t mind going shopping on down days. 	{'place_id': '01a9a39529b27f36'}
2020-12-05T18:33:20.000Z	1335291178766524418	Socially distanced Catholic wedding.     @ Church of the Blessed Sacrament 	{'coordinates': {'type': 'Point', 'coordinates': [-73.70852, 40.67334]}, 'place_id': 'a6bb3ed9f8ccb4a2'}
2020-12-05T16:47:31.000Z	1335264552280317957	    Was never really that big a fan of Wayne’s music, so I can’t comment on that. And I wouldn’t say he fell off either. The music matured and doesn’t cater to the party crowd	{'place_id': '011add077f4d2da3'}
2020-12-05T16:41:49.000Z	1335263117807382531	Nah no funny shit Wea ever I go shopping I just look and find it like oh yeah I do need this 😭😭😭😭😭	{'place_id': 'b046074b1030a44d'}
2020-12-05T16:38:55.000Z	1335262387180609537	i miss going to the movies	{'place_id': '01a9a39529b27f36'}
2020-12-05T16:38:24.000Z	1335262256452530182	This is the rage case who’s 0 beers in at a wedding reception doing the gator while the band plays “Shout” from Animal House.  	{'place_id': '01a9a39529b27f36'}
2020-12-05T16:08:44.000Z	1335254792072011777	 and I every time we go to a party 	{'place_id': '011add077f4d2da3'}
2020-12-05T15:34:31.000Z	1335246180134039554	I think I should go to the gym today	{'place_id': 'fa3435044b52ecc7'}
2020-12-05T14:58:41.000Z	1335237159658397700	I agree with  In fact, you  can argue it may be safer to go to a restaurant than to a big box retailer. Regardless, shutting down again is the easiest option, but at this stage, will have unimaginable, disproportionate affect on low income and blue collar workers. 	{'place_id': 'b46619b2722d9703'}
2020-12-05T14:41:25.000Z	1335232817530286088	 Sure!I will probably have a party at home for that	{'place_id': '7bc85d15fd696474'}
2020-12-05T14:16:16.000Z	1335226485691600897	Try rubbing a 0 carat gold band on it. Gold is anti viral, my wedding band has totally eradicated my inherited case of herpes virus. 	{'place_id': '00c55f041e27dc51'}
2020-12-05T14:13:43.000Z	1335225846894915590	I really need to take my ass to the mall	{'place_id': 'fa3435044b52ecc7'}
2020-12-05T14:05:52.000Z	1335223870169690113	Yesterday was a zoom memorial service. Today is a zoom wedding. 0 has been experiencing/processing 0 months of emotions in a 0 hour window [often virtually] and it is so goddamn hard.	{'place_id': '011add077f4d2da3'}
2020-12-05T13:59:19.000Z	1335222222659723265	Today I kept asking god should I continue trying to give love to certain people if they not receiving it well. And on my way home I saw a man eating out the trash. I walk to him ask him if he hungry. He got real upset and said “ please don’t bother me “.	{'place_id': 'f97108ab3c4a42ed'}
2020-12-05T07:17:56.000Z	1335121209747529729	It is very extremely difficult to not just publicly tweet out pictures of my bridal hair or my wedding dress because I AM EXCITED AND WANT TO SHOW EVERYONE but you’re not supposed to do that 😩😩😩	{'place_id': 'c5e2e95296cb121d'}
2020-12-05T06:08:04.000Z	1335103629552967680	i wanna go on a date 🥺	{'place_id': '01a9a39529b27f36'}
2020-12-05T05:56:05.000Z	1335100610992087040	I understand now when brides say they have PTSD from planning their wedding. I hope never have to do this again.	{'place_id': '01a9a39529b27f36'}
2020-12-05T05:52:23.000Z	1335099682519986181	THIS WEDDING IS FUCKING FIRE, THE ONIONS ARE WORKING	{'place_id': '011add077f4d2da3'}
2020-12-05T05:37:45.000Z	1335095996175560707	When to a party in noho, you aint say when you be home tho	{'place_id': '011add077f4d2da3'}
2020-12-05T05:08:53.000Z	1335088735541719042	Jim and Pam wedding episode was one of the best	{'place_id': '88c45dc6118d88a2'}
2020-12-05T04:36:08.000Z	1335080489837875200	I got a handful of outfits I haven't worn Somebody needs to have a party or video shoot...something Cuz im gonna buy more	{'place_id': '364a45c10832ed51'}
2020-12-05T03:23:28.000Z	1335062206640238592	  Agreed. There's nothing like taking a date to the movies	{'place_id': '011add077f4d2da3'}
2020-12-05T02:03:25.000Z	1335042058063667206	I try not to swear on the Internet.Fuck, but I miss going to the movies. 	{'place_id': '00c39537733fa112'}
2020-12-05T01:56:12.000Z	1335040243309883393	🐍Mamba Mentality🐍When it comes to the gym there’s only two words that can explain the way I feel when I touch those weights. I go into a trance in my mind and everything is blank, I just see black and my future. I just want you guys to know that no matter what you do in 0/0 	{'place_id': '00c39537733fa112'}
2020-12-05T01:48:29.000Z	1335038299602345984	i’m going to the gym 	{'place_id': '011add077f4d2da3'}
2020-12-05T01:46:32.000Z	1335037810580074496	Mariah has me almost wanting to go to church againALMOST	{'place_id': '01a9a39529b27f36'}
2020-12-05T01:24:15.000Z	1335032203399602177	  R u gonna make her ur maid of honor at ur wedding w u know who?	{'place_id': '00c39537733fa112'}
2020-12-05T01:17:58.000Z	1335030623111704577	Haven’t been on a date in ..... shessssh	{'place_id': '011add077f4d2da3'}
2020-12-05T00:12:24.000Z	1335014122094800900	I genuinely wish I could go out to a bar tonight without the fear of COVID-0 😢	{'place_id': 'fa3435044b52ecc7'}
2020-12-06T23:42:21.000Z	1335731334749319175	I Might Have To Start Going To Church! 🥴 	{'place_id': '002e24c6736f069d'}
2020-12-06T23:17:02.000Z	1335724963546927111	Cleared: Construction on  from West Broadway to Church Street	{'place_id': '01a9a39529b27f36', 'coordinates': {'type': 'Point', 'coordinates': [-74.007748, 40.716291]}}
2020-12-06T23:03:05.000Z	1335721451152879617	Updated: Construction on  from West Broadway to Church Street 	{'place_id': '01a9a39529b27f36', 'coordinates': {'type': 'Point', 'coordinates': [-74.007748, 40.716291]}}
2020-12-06T22:55:42.000Z	1335719593659277315	“You Told Me You Said You Had To Go To Church”😂😂whoever behind this ya wrong 	{'place_id': '00c39537733fa112'}
2020-12-06T22:51:14.000Z	1335718470927921166	IF MY FUCKING WEDDING ISNT LIKE THIS IM FILING FOR A DIVORCE AND IM GETTING NEW FRIENDS 	{'place_id': '01a9a39529b27f36'}
2020-12-06T22:38:06.000Z	1335715164197429257	OMG, we *L😍VED* this historic family home -turned- botanical garden❗️.Potential wedding venue?.The low winter ☀️ was gorgeous for photographing — but it sure was cold out❗️🥶 @ Van Vleck House & Gardens 	{'place_id': 'bceb8153865c4a49', 'coordinates': {'type': 'Point', 'coordinates': [-74.2212246, 40.82401293]}}
2020-12-06T21:26:21.000Z	1335697110784741383	The NERVE these two have! To fall in love and be engaged within 0 days of knowing each other but also not actually knowing each other? Also, her tiara looks like it’s from the wedding aisle at Michael’s. I scream. 	{'place_id': '01a9a39529b27f36'}
2020-12-06T20:44:06.000Z	1335686477221662721	Why is that the best wedding photo I have seen since my parents got married? They look so happy 😩😭🥰❤️ 	{'place_id': '3d3c56338b6a3b4a'}
2020-12-06T20:20:15.000Z	1335680473738203141	 I hear you. 0 was my first year not shooting wedding, so I made it a point to shoot a show a month to keep up my skills. Little did I know that I wouldn’t be shooting much of anything for the near future.	{'place_id': 'dc4ad595a56393ac'}
2020-12-06T19:46:05.000Z	1335671874383122433	i heard there will be yet *another maskless* event tonight in brooklyn at 0 hooper street: a celebratory wedding dinner with thousands expected to attendthousands of maskless folksbet they’ll hire their own security, toosuperspreader sunday😑	{'place_id': '00c39537733fa112'}
2020-12-06T19:33:17.000Z	1335668656043401216	my wedding day i’m doing this idc , shit is so fire 	{'place_id': '8279f00eacbd9f3b'}
2020-12-06T17:50:09.000Z	1335642701040132111	whenever a show has a wedding scene i always start crying😪😢 it be so sweet	{'place_id': 'e4faa50d904ab815'}
2020-12-06T16:58:20.000Z	1335629659371925517	my wedding 	{'place_id': '01a9a39529b27f36'}
2020-12-06T16:47:25.000Z	1335626912610328576	Let's Go Shopping: Ponchos, Cardigans & Sweater Try On Haul  	{'place_id': '01a9a39529b27f36', 'coordinates': {'type': 'Point', 'coordinates': [-74.0007613, 40.7207559]}}
2020-12-06T16:37:49.000Z	1335624496380850177	Ughhhhh i guess i should go to the gym now...... ive watched enough romance anime this morning to fuel my self loathing for the rest of the day lmao	{'place_id': 'e4faa50d904ab815'}
2020-12-06T16:35:50.000Z	1335623997657149445	 future wedding 	{'place_id': '002e24c6736f069d'}
2020-12-06T16:32:17.000Z	1335623105302188037	Going to the mall 🤝 chicken Alfredo	{'place_id': 'b87b05856ab8dbd8'}
2020-12-06T16:30:31.000Z	1335622661251211264	Damn babe, you wanna go to the mall again?	{'place_id': 'b87b05856ab8dbd8'}
2020-12-06T15:52:59.000Z	1335613213317193729	You literally have a mask on at your wedding and you still thought having a wedding with many guests was cool.	{'place_id': '01a9a39529b27f36'}
2020-12-06T15:04:09.000Z	1335600926414032896	uzi & carti will 0% be played at my wedding 	{'place_id': '00c39537733fa112'}
2020-12-06T14:51:47.000Z	1335597811413479425	My wife drags me to church every Easter. We don’t share religious beliefs. I don’t boo the sermon though. These millwall excuses are pathetic.	{'place_id': '011add077f4d2da3'}
2020-12-06T14:44:47.000Z	1335596053488394240	me on my wedding day 	{'place_id': '7356b662670b2c31'}
2020-12-06T14:10:50.000Z	1335587506847354884	Deadly COVID-0 outbreaks in two long-term care facilities could be linked to Washington state wedding, officials say 	{'place_id': '01a9a39529b27f36'}
2020-12-06T14:02:10.000Z	1335585328560738305	  I must say this is hoe most NJ people feel Phil, it is sad very sad as you sit on your millions, eat out every day/night (was talking about Tammy) and have liberties all New Jerseyans should have. We are supposed to listen to you while you make a mockery of us?????	{'place_id': 'a7cdc3f10586dc66'}
2020-12-06T13:42:30.000Z	1335580378971729920	     0 0 0 Action Limousine inc     	{'place_id': 'dfa88de1ece1a505'}
2020-12-06T13:34:42.000Z	1335578415299235840	First thing  says “Jackie if my wedding is during a UCF a game I don’t want to hear any whining” 😂😂 	{'place_id': '1e87657b94063b58'}
2020-12-06T08:45:31.000Z	1335505636960968704	  Win the league after the wedding👀	{'place_id': '011add077f4d2da3'}
2020-12-06T08:13:34.000Z	1335497597889417217	gotta be my wedding, lil baby and fivio gon be mixed in there too 	{'place_id': 'b046074b1030a44d'}
2020-12-06T07:56:52.000Z	1335493397726060544	This is how my wedding will sound like, lmao. My parents gonna be mad thinking there will be salsa. 	{'place_id': '00c39537733fa112'}
2020-12-06T07:01:15.000Z	1335479399211274241	 That’s Biden’s visit to his son’s gravesite not to church. He attends Catholic Church Service on Sundays.	{'place_id': '01a9a39529b27f36'}
2020-12-06T06:51:48.000Z	1335477021703598085	My wedding 	{'place_id': '002e24c6736f069d'}
2020-12-06T06:03:29.000Z	1335464862797934592	i used to go on linkedin and view every guy who i went on a date with from September-November 0 with the sole purpose that they will see a notification indicating i’ve done so	{'place_id': '011add077f4d2da3'}
2020-12-06T05:29:57.000Z	1335456421379444736	T-Bud in the crowd looking like he just officiated a Dominican wedding.  	{'place_id': '38718ccc91e76508'}
