2021-05-31T23:52:28.000Z	1399514143858872325	Of COURSEEEE my mom brought home this wedding table center piece literally how could she not 	{'place_id': '42333d5a509e9bc3'}
2021-06-03T22:26:08.000Z	1400579580621115397	Yo did y’all just return to the gym bc the mask mandate was lifted?	{'place_id': '88c45dc6118d88a2'}
2021-06-03T22:25:12.000Z	1400579347451363334	 Me too. You can come to the wedding.	{'place_id': '01a9a39529b27f36'}
2021-06-03T22:15:17.000Z	1400576852385832964	So of course they cancelled spinning while I was en route to the gym. I did the elliptical but it wasn’t the same. Annoyed.	{'place_id': '01a9a39529b27f36'}
2021-06-03T21:59:54.000Z	1400572980682539018	day 0 of pride month and some str*ight men yelled at me to go to the gym more... 	{'place_id': '011add077f4d2da3'}
2021-06-03T21:58:30.000Z	1400572626062528520	 Wedding was too damn expensive to let it go to waste	{'place_id': '00c39537733fa112'}
2021-06-03T21:57:48.000Z	1400572450698637318	Did laundry today, got the day off, went to the gym, eating healthy! My life is back on track	{'place_id': '00c39537733fa112'}
2021-06-03T21:14:06.000Z	1400561455435554821	 He gave the worse wedding speech ever . ..	{'place_id': '011add077f4d2da3'}
2021-06-03T20:58:48.000Z	1400557605357965312	Another beautiful wedding        @ The Madison Hotel Morristown, NJ 	{'coordinates': {'type': 'Point', 'coordinates': [-74.44497991, 40.77752998]}, 'place_id': '54719aecdeecbbe8'}
2021-06-03T20:56:37.000Z	1400557055598071815	me & my brother never go to the gym together because he likes going at night and I like going in the morning 🥴	{'place_id': '2640c186ca766ee3'}
2021-06-03T20:49:32.000Z	1400555271240495104	The worst thing about a wedding is that ur married after	{'place_id': '011add077f4d2da3'}
2021-06-03T20:46:39.000Z	1400554546011815937	"renting a tesla to drive to be part of a platonic gay throuple date at a lesbian wedding in a place called ""weedsport"""	{'place_id': '01a9a39529b27f36'}
2021-06-03T20:05:10.000Z	1400544108108713993	I refuse to turn 0 this month. I will have a party but it will be for 0 again♥️	{'place_id': '01a9a39529b27f36'}
2021-06-03T20:00:16.000Z	1400542874417106945	First date idea we go on a date and have a nice time	{'place_id': '011add077f4d2da3'}
2021-06-03T19:54:26.000Z	1400541405727137802	Like sometimes I actually like going to a restaurant with no vegan options because I will just ask the waiter if there’s anything on the menu I can eat 	{'place_id': '01a9a39529b27f36'}
2021-06-03T19:22:30.000Z	1400533368559783937	i wanna go shopping.	{'place_id': '002e24c6736f069d'}
2021-06-03T19:19:03.000Z	1400532501857198081	 yess i made one today for 0 calories before i went to the gym	{'place_id': 'e4faa50d904ab815'}
2021-06-03T19:02:43.000Z	1400528390252335108	  LMAO fuzzy bums make me feel like I’m eating out a MAN and that’s what I’m here for	{'place_id': '011add077f4d2da3'}
2021-06-03T18:31:29.000Z	1400520530810310661	 Is there a secret to making an appointment to handle an exchange at the Short Hills, New Jersey store?! We’ve been calling, emailing, and stopping in to the mall at Short Hills with no lock for the past month and a half...	{'place_id': '25d1ef4322ba8e3c'}
2021-06-03T18:02:32.000Z	1400513242745692166	Ngl i just want to go to the gym and watch Netflix	{'place_id': 'e993aa6b2023e210'}
2021-06-03T17:37:47.000Z	1400507016335048706	Women that go to the gym just to stand around in a locker room doing nun but talkin shit so over it like bit h move i willl push you 🙄	{'place_id': 'c5e2e95296cb121d'}
2021-06-03T16:54:49.000Z	1400496202085437450	PLAY THIS SHIT AT MY MF WEDDING ❗️🔥🔥🔥 🤣🤣 who is this kid 😭 	{'place_id': '011add077f4d2da3'}
2021-06-03T16:54:49.000Z	1400496201343156228	For someone who doesn’t go to church, like at all, I tell people they need Jesus way too much.	{'place_id': 'b046074b1030a44d'}
2021-06-03T16:33:20.000Z	1400490794847453185	 its from a wedding lol	{'place_id': '4384fa1ce06e19ed'}
2021-06-03T16:25:00.000Z	1400488699511689222	Imagine the horror of going on a date and they suggest ordering pineapple pizza	{'place_id': 'a64b09ad02cb5c61'}
2021-06-03T16:16:44.000Z	1400486618558042122	"""Let's go to the gym"" "	{'place_id': '002e24c6736f069d'}
2021-06-03T16:00:25.000Z	1400482513953476609	I may just get a personal hibachi chef for my future wedding	{'place_id': '002e24c6736f069d'}
2021-06-03T15:48:33.000Z	1400479525407014915	Construction on  from Smith - 0 Sts to Church Av 	{'coordinates': {'type': 'Point', 'coordinates': [-73.995959, 40.67358]}, 'place_id': '011add077f4d2da3'}
2021-06-03T15:48:32.000Z	1400479524408770562	Construction on  from Smith - 0 Sts to Church Av 	{'coordinates': {'type': 'Point', 'coordinates': [-73.995959, 40.67358]}, 'place_id': '011add077f4d2da3'}
2021-06-03T15:48:32.000Z	1400479524400336897	Construction on  from Smith - 0 Sts to Church Av 	{'coordinates': {'type': 'Point', 'coordinates': [-73.995959, 40.67358]}, 'place_id': '011add077f4d2da3'}
2021-06-03T15:48:32.000Z	1400479523204915203	Construction on  from Smith - 0 Sts to Church Av 	{'coordinates': {'type': 'Point', 'coordinates': [-73.995959, 40.67358]}, 'place_id': '011add077f4d2da3'}
2021-06-03T15:46:53.000Z	1400479106261831680	Packing for my Little Brother’s Wedding and I can’t help but to think, how can I make this weekend about me?	{'place_id': '011add077f4d2da3'}
2021-06-03T15:25:31.000Z	1400473730875334661	please ari please give us the POV music video with wedding footage.  plleeeeaaaasssseeeee.	{'place_id': '01a9a39529b27f36'}
2021-06-03T15:08:39.000Z	1400469487581868033	"Even if the WOC aren't more interesting (they almost always are) it cannot be worse than ""Tardy to the Party"" or whatever Bethany was doing with hers smh"	{'place_id': '011add077f4d2da3'}
2021-06-03T15:00:11.000Z	1400467355575197698	I needa go shopping I fell off	{'place_id': '002e24c6736f069d'}
2021-06-03T14:44:46.000Z	1400463475873222663	I think I wanna go to the movies today. Like right now actually early so nobody is there	{'place_id': '002e24c6736f069d'}
2021-06-03T14:00:22.000Z	1400452301202939911	Countdown to our 0th Wedding Anniversary! 🥂       	{'place_id': '00c39537733fa112'}
2021-06-03T14:00:13.000Z	1400452263655604229	Let’s not waste time on a date, lemme watch u play Tetris, I need to see if u could load a dishwasher without making me angry	{'place_id': '00c55f041e27dc51'}
2021-06-03T13:56:13.000Z	1400451255940485134	 How far is wait never mind seems far before I even typed it . Going to slc for my sisters wedding and was like thinking maybe I could see you but I think it’s far from Oklahoma haha	{'place_id': '00c39537733fa112'}
2021-06-03T13:50:43.000Z	1400449872944267270	Marriage is a lot like when you go to the gym and your earbuds don’t work	{'place_id': 'a64b09ad02cb5c61'}
2021-06-03T13:11:22.000Z	1400439972314980358	I had to remind myself that If I don’t go to the gym today, I can’t go to Trader Joe’s... If I don’t go to Trader Joe’s, I starve....🥴	{'place_id': 'a227c629b631eea2'}
2021-06-03T08:59:24.000Z	1400376559115059200	Cleared: Incident on  from Smith - 0 Sts to Church Av	{'coordinates': {'type': 'Point', 'coordinates': [-73.995959, 40.67358]}, 'place_id': '011add077f4d2da3'}
2021-06-03T08:59:23.000Z	1400376556883648520	Cleared: Incident on  from Smith - 0 Sts to Church Av	{'coordinates': {'type': 'Point', 'coordinates': [-73.995959, 40.67358]}, 'place_id': '011add077f4d2da3'}
2021-06-03T08:59:23.000Z	1400376556791513088	Cleared: Construction on  from Smith - 0 Sts to Church Av	{'coordinates': {'type': 'Point', 'coordinates': [-73.995959, 40.67358]}, 'place_id': '011add077f4d2da3'}
2021-06-03T08:59:22.000Z	1400376551284391936	Cleared: Construction on  from Smith - 0 Sts to Church Av	{'coordinates': {'type': 'Point', 'coordinates': [-73.995959, 40.67358]}, 'place_id': '011add077f4d2da3'}
2021-06-03T04:43:30.000Z	1400312161243742209	Sayang kasi si Chris Brown ung kumanta hahaha but Forever really sounds perfect for a wedding reception opening song lol (i know it was shown in the office lol)	{'place_id': '011add077f4d2da3'}
2021-06-03T04:29:26.000Z	1400308619783118849	Satmar Grand Rebbe Aron dancing at the Viznitz-Vien wedding in   	{'place_id': '011add077f4d2da3'}
2021-06-03T03:57:40.000Z	1400300627662606336	wedding songs on repeat 💍☺️	{'place_id': '00c39537733fa112'}
2021-06-03T03:20:17.000Z	1400291219348074500	  Nice congrats I haven't being on a date in a bit. Lately girls look at me like if I was crazy. I would love to know who is on charge of all that bitching & gossiping(NO BUENO WERDAny questions feel free to ask I'ma open book) EN LO SERIO!!!0€XK£Z0	{'place_id': '01a9a39529b27f36'}
2021-06-03T02:27:52.000Z	1400278026231943168	This is always what I’ve wanted big head and I’s wedding song to be. 	{'place_id': '01a9a39529b27f36'}
2021-06-03T02:09:04.000Z	1400273297745629188	My overthinking won today. Napped as soon as I was done with work and didn’t make it to the gym or do anything for that matter. Smh	{'place_id': '01a9a39529b27f36'}
2021-06-03T01:58:53.000Z	1400270734463836163	This is on the future wedding song playlist.  	{'place_id': '011add077f4d2da3'}
2021-06-03T01:30:41.000Z	1400263638137638916	Goddesses!! Pre-pandemic wedding vibes with two amazing women!! 🌈       @ Regency event venue and community space 	{'coordinates': {'type': 'Point', 'coordinates': [-74.00626, 40.67963]}, 'place_id': '011add077f4d2da3'}
2021-06-03T01:10:23.000Z	1400258528955310087	They needa bring back the normal late closing times at retros in the city by July 0st. This leaving the office late and not making it to the gym back home shit is ridiculous	{'place_id': '01a9a39529b27f36'}
2021-06-03T00:42:32.000Z	1400251519518314497	I'm watching WILDE WEDDING on  Glenn Close is marrying Patrick Stewart, Malkovich is her ex-husband, and everyone is stoned on psychedelic chocolates the night before the wedding.	{'place_id': '01a9a39529b27f36'}
2021-06-03T00:27:13.000Z	1400247664772530179	. asks  about what he’s said that he would carry a gun to church. “isn’t this the wrong message to send our kids?” she asks.	{'place_id': '01a9a39529b27f36'}
2021-06-03T00:10:06.000Z	1400243357276909571	Finally off to the gym to train with my amazing coach Mika after a 0-month hiatus 💪🏼🔥  (@ MTA Subway - 0th St (0/0/0) -  in New York, NY) 	{'coordinates': {'type': 'Point', 'coordinates': [-73.97209187, 40.79421172]}, 'place_id': '01a9a39529b27f36'}
2021-06-03T00:05:18.000Z	1400242148654698497	I never wanna come to the gym but feel like that bitch when I leave🥳	{'place_id': '002e24c6736f069d'}
2021-06-04T23:48:28.000Z	1400962691125202944	    0 0 0 Action Limousine inc   	{'place_id': 'dfa88de1ece1a505'}
2021-06-04T23:44:08.000Z	1400961600295772161	      0 0 0    @ Action Limousine Inc. 	{'place_id': '87c0309373176f40', 'coordinates': {'type': 'Point', 'coordinates': [-74.33206, 40.6502]}}
2021-06-04T23:22:41.000Z	1400956203111440392	Yea he wears a red suit and they put him on the Jumbotron here and there but does he have wedding pictures like this…(vote for Dave)   	{'place_id': '364a45c10832ed51'}
2021-06-04T23:08:40.000Z	1400952675689189383	Take me to church 🎶 	{'place_id': '07d9e189dfc86000'}
2021-06-04T22:17:49.000Z	1400939878536331273	They say it’s good luck when it’s rains at a wedding. My hair, makeup and dress are not quite convinced...Dan got wet too but he's in a man suit so you an barely tell. Unfair. 	{'place_id': '65b4760a2b411e11', 'coordinates': {'type': 'Point', 'coordinates': [-74.28219, 40.55323]}}
2021-06-04T21:50:46.000Z	1400933069146689538	Okay  I’ll book a flight with y’all if you can set me up with him on a date   I mean your slogan is “YOU (aka me) are why we fly” so let me fly to love 	{'place_id': '011add077f4d2da3'}
2021-06-04T21:16:43.000Z	1400924501097992194	    After  all guests could take home a bag of  or  sandwiches!! Best wedding ever!!	{'place_id': '0102611f55c5f14b'}
2021-06-04T20:50:47.000Z	1400917975226593282	I remember my dad taking me and my cousin who is in a wheelchair to the movies when a downpour hit and my dad had this dinky little umbrella and a man with the biggest umbrella ever saw us, came over, took my dad's shitty umbrella and gave us his and then kept walking w/o a word 	{'place_id': '01a9a39529b27f36'}
2021-06-04T20:33:05.000Z	1400913520670261248	Heading to a wedding. I love taking public transit but not on a wedding day. Damn you  😅. Someone get me a gin. 	{'place_id': '011add077f4d2da3'}
2021-06-04T20:11:28.000Z	1400908081479958533	CONKLIN WEDDING WEEKEND STARTS NOW !!!! 💘🎉🎉🥰👰‍♀️ 	{'place_id': '01476f41278c3cd7'}
2021-06-04T19:41:25.000Z	1400900518592065537	 you’ll be honoured at the wedding	{'place_id': '00c39537733fa112'}
2021-06-04T19:38:41.000Z	1400899830990446596	Leave it to me to be late to my friends wedding 😩	{'place_id': '00c39537733fa112'}
2021-06-04T19:17:43.000Z	1400894552895070210	Wait i need to go to the gym tonight but what’s this about thunderstorms?	{'place_id': '011add077f4d2da3'}
2021-06-04T17:17:10.000Z	1400864217759105025	Is the Richmond County Fair on for this year—bc that’s basically the only time Van Duzer comes to me. Other than speeding by on their way to the Mall.[The Tibetan Museum is also a quality cultural choice.]	{'place_id': '07d9c9ca8c082002'}
2021-06-04T16:15:10.000Z	1400848613635510275	 what’s that? i have to go to the gym, take a bath, get dressed... it’s a process	{'place_id': '01a9a39529b27f36'}
2021-06-04T15:44:08.000Z	1400840801635143683	want a new tattoo so badly but I told myself no more until after my sister’s wedding	{'place_id': '01a9a39529b27f36'}
2021-06-04T15:40:42.000Z	1400839939571519493	If you offer to pay for your meal on a date as a test, he deserves to take you up on that offer. Play silly games, win silly prizes aka paying for your own food.	{'place_id': '01a9a39529b27f36'}
2021-06-04T15:20:07.000Z	1400834757877960711	I know this said fellas but I wouldn’t go for this. If I’m spending money on a date it’s cuz I also want to go out, eat, and enjoy time with someone. I’m not putting cash in your hand cuz how does that benefit me?? 	{'place_id': '926fea31818e07d2'}
2021-06-04T15:18:36.000Z	1400834378180268033	 Content. I really feel like the wedding gave them a chance to put something back together. Like the missing puzzle piece of their friendship. They are in a good place, flirting like crazy, he's not leaving her. Olivia being brazen with her pointed looks and heart eyes hand hold	{'place_id': 'c5e2e95296cb121d'}
2021-06-04T15:08:34.000Z	1400831850759790598	So my cuzzo postponed the Jamaica wedding next month...the fam still goin for vacay but its looking real quiet for Reggae Sumfest ionnnooo what I wanna do decisions decisions...could just hold that PTO tho for Q0🤔	{'place_id': '002e24c6736f069d'}
2021-06-04T13:50:53.000Z	1400812304699121667	Something Old, Something New: Bridal Essentials And Wedding Lists In A Pandemic  	{'place_id': '01a9a39529b27f36', 'coordinates': {'type': 'Point', 'coordinates': [-74.0007613, 40.7207559]}}
2021-06-04T13:50:53.000Z	1400812304690728960	Something Old, Something New: Bridal Essentials And Wedding Lists In A Pandemic  	{'place_id': '01a9a39529b27f36', 'coordinates': {'type': 'Point', 'coordinates': [-74.0007613, 40.7207559]}}
2021-06-04T13:17:50.000Z	1400803984659648517	Roboco from Hololive just had a new wedding theme costume and I'm digging it!Though It really reminds me of Elphelt Valentine's costume from Guilty Gear, which is probably why I like it haha #ロボ子さん新衣装 	{'place_id': '002e24c6736f069d'}
2021-06-04T12:36:18.000Z	1400793531481006081	So late to the party. Wiley was always the obvious choice for the young lefty electeds. Scandal aside, the whole Stringer thing was always weirdly forced. 	{'place_id': '44453d2ae8e47fd5'}
2021-06-04T12:24:25.000Z	1400790542901035011	 Key, you a fool! 😂🤣😂🤣 Take ‘em to church!	{'place_id': '3c28264aa7ba72d2'}
2021-06-04T11:43:48.000Z	1400780319368810501	  I think the wedding scene slid a piece back in place	{'place_id': '00ca6959663f6d44'}
2021-06-04T09:41:45.000Z	1400749607295107072	  We def need to have a party!! Thank you!!!! 😊	{'place_id': '0102611f55c5f14b'}
2021-06-04T09:17:22.000Z	1400743470336258050	Cleared: Incident on  from Smith - 0 Sts to Church Av	{'place_id': '011add077f4d2da3', 'coordinates': {'type': 'Point', 'coordinates': [-73.995959, 40.67358]}}
2021-06-04T09:03:46.000Z	1400740049642266625	Updated: Construction on  from Smith - 0 Sts to Church Av 	{'place_id': '011add077f4d2da3', 'coordinates': {'type': 'Point', 'coordinates': [-73.995959, 40.67358]}}
2021-06-04T09:03:43.000Z	1400740032999313410	Updated: Construction on  from Smith - 0 Sts to Church Av 	{'place_id': '011add077f4d2da3', 'coordinates': {'type': 'Point', 'coordinates': [-73.995959, 40.67358]}}
2021-06-04T09:03:40.000Z	1400740022471434243	Cleared: Incident on  from Smith - 0 Sts to Church Av	{'place_id': '011add077f4d2da3', 'coordinates': {'type': 'Point', 'coordinates': [-73.995959, 40.67358]}}
2021-06-04T09:03:40.000Z	1400740021443903490	Updated: Construction on  from Smith - 0 Sts to Church Av 	{'place_id': '011add077f4d2da3', 'coordinates': {'type': 'Point', 'coordinates': [-73.995959, 40.67358]}}
2021-06-04T09:03:40.000Z	1400740021439713287	Updated: Construction on  from Smith - 0 Sts to Church Av 	{'place_id': '011add077f4d2da3', 'coordinates': {'type': 'Point', 'coordinates': [-73.995959, 40.67358]}}
2021-06-04T09:03:39.000Z	1400740017044082690	Cleared: Construction on  from Smith - 0 Sts to Church Av	{'place_id': '011add077f4d2da3', 'coordinates': {'type': 'Point', 'coordinates': [-73.995959, 40.67358]}}
2021-06-04T09:03:39.000Z	1400740017018916864	Cleared: Incident on  from Smith - 0 Sts to Church Av	{'place_id': '011add077f4d2da3', 'coordinates': {'type': 'Point', 'coordinates': [-73.995959, 40.67358]}}
2021-06-04T09:03:38.000Z	1400740013218926592	Cleared: Construction on  from Smith - 0 Sts to Church Av	{'place_id': '011add077f4d2da3', 'coordinates': {'type': 'Point', 'coordinates': [-73.995959, 40.67358]}}
2021-06-04T04:21:40.000Z	1400669054738874368	every time i go on a date with a black woman i get some kind of smart remark or a weird look from someone it’s like a chore not to pop off on someone in the middle of a dinner date smh	{'place_id': '002e24c6736f069d'}
2021-06-04T04:14:09.000Z	1400667164164640770	I feel like with that wedding scene, Olivia and Elliot are finally in a good place. They are FRIENDS again. That's important and the foundation of their relationship   	{'place_id': '00ca6959663f6d44'}
2021-06-04T03:49:08.000Z	1400660865670598658	So I’m watching Meredith and Sons, and Maggie would be me at my wedding if some shit went down like that. Fuck it, pass me the drinks. I’ll cry at this reception and dance 	{'place_id': 'c5e2e95296cb121d'}
2021-06-04T03:46:24.000Z	1400660179650236417	I’m gonna have to kickbox on top of going to the gym almost daily this double chin and these big mama arms are not moving FAST ENOUGH	{'place_id': '23a06e5cc6d83009'}
2021-06-04T03:02:47.000Z	1400649202733043714	I miss going to the movies	{'place_id': '00c55f041e27dc51'}
2021-06-04T02:57:05.000Z	1400647768755085319	Seriously gunna go back to the gym and just dedicate myself to that bwhahahah	{'place_id': '7356b662670b2c31'}
2021-06-04T02:04:22.000Z	1400634500124745729	Its a good backup ring. I know a lot of guys that doesnt wear their real wedding band at work 	{'place_id': 'fa3435044b52ecc7'}
2021-06-04T02:01:50.000Z	1400633863366455297	If no one taking you out on a date just say that goofy ass 	{'place_id': '6b0f2ded51928926'}
2021-06-04T01:54:13.000Z	1400631947131604995	FINALLY THE DAMN WEDDING	{'place_id': '01a9a39529b27f36'}
2021-06-04T01:46:22.000Z	1400629972201529352	If I start posting wedding pics, mind your business. 	{'place_id': '011add077f4d2da3'}
2021-06-04T01:25:14.000Z	1400624655405359109	 Weather SummerWeddingFlowerRiceWorld	{'place_id': '00c55f041e27dc51'}
2021-06-04T01:17:09.000Z	1400622617892163584	 It happened when we started getting EO pics at the wedding	{'place_id': '00ca6959663f6d44'}
2021-06-04T00:53:40.000Z	1400616709288046598	As hard as it was to go to the gym right after work I have to	{'place_id': '23a06e5cc6d83009'}
2021-06-04T00:33:54.000Z	1400611736143736833	   What are you wearing to your own wedding?	{'place_id': '00c39537733fa112'}
2021-06-04T00:22:30.000Z	1400608866841370629	 Hi Jessica. Congratulations on your pending Wedding this coming Saturday. All the Best to you & your husband to be. Many Years of Happiness and Joy Awaits. Stay Safe/Healthy	{'place_id': '011add077f4d2da3'}
2021-06-05T23:45:22.000Z	1401324297600356353	When youre at your cousins wedding but hockey is life... 	{'place_id': '56e9340ed70a9104'}
2021-06-05T23:09:21.000Z	1401315235382898690	i don’t think my wedding day will be the “best day of my life” as many ppl commonly say…i’m sure something will top it	{'place_id': '011add077f4d2da3'}
2021-06-05T23:03:37.000Z	1401313792106061824	They say the craziest things happen before a wedding.. i never imagined loosing you would be it.	{'place_id': '01a9a39529b27f36'}
2021-06-05T22:41:13.000Z	1401308153908764678	 They can come to church and receive love but don’t compromise Bible standard in your teaching. God is watching!	{'place_id': '00c39537733fa112'}
2021-06-05T22:22:47.000Z	1401303512630374403	This time next week I’ll be happy crying at my brothers wedding. I’m not sure if I’m more excited for him to get married. Or to dance with humans to music again! Life is good!	{'place_id': '01a9a39529b27f36'}
2021-06-05T21:52:38.000Z	1401295927411892225	So y’all banged on the girl who had a 0 hour walk date but the girl who said don’t approach me if you not taking me on a date was “rude” just say y’all all hate women. PLS	{'place_id': '23a06e5cc6d83009'}
2021-06-05T21:31:18.000Z	1401290558723739653	So my fam got a wedding coming up in Sept .. and I need a FIRE ass +0 👀	{'place_id': 'a27eec9bf69a7abb'}
2021-06-05T21:29:26.000Z	1401290088798060544	Celebrated the marriage of Glenda and James 👰🏽‍♀️🤵🏽💍🍰⛪️💖Makeup artist        	{'coordinates': {'type': 'Point', 'coordinates': [-73.93258, 40.85338]}, 'place_id': '01a9a39529b27f36'}
2021-06-05T21:12:40.000Z	1401285870204899332	I want to be taken on a date	{'place_id': '5c7686d4c90a9bb0'}
2021-06-05T20:56:19.000Z	1401281753751470080	 Janice Fraser and Jeana Alayaay have a great wedding cake progression story — sheet cake for the taste, cupcake for the frosting, etc. Does a much better job of describing the specific assumption you’re testing.	{'place_id': '011add077f4d2da3'}
2021-06-05T20:32:52.000Z	1401275854899056640	Wedding ready with  ❤️🍾🥂 	{'place_id': '10f81dacc557b000'}
2021-06-05T20:02:21.000Z	1401268171861024772	And I wanna go on a date to see the conjuring and to six flags.	{'place_id': '01a9a39529b27f36'}
2021-06-05T19:00:23.000Z	1401252578869104643	Lol okay I’m ready to go on a date now.	{'place_id': '011add077f4d2da3'}
2021-06-05T18:23:40.000Z	1401243338959994890	Late to the party on this, but who wants to invite me to their pool. Thnx.	{'place_id': '01a9a39529b27f36'}
2021-06-05T18:09:59.000Z	1401239893670608906	First time going to a bar in over a year and the anxiety is real, holy shit. A sin to be inside all day though, gorgeous in NYC 🤷🏽‍♂️	{'place_id': '011add077f4d2da3'}
2021-06-05T17:37:46.000Z	1401231785976078343	on a date, kinda nervous 	{'place_id': '07d9ec4ba2887001'}
2021-06-05T17:17:14.000Z	1401226618505465858	Besides being able to walk again, I’m just looking forward to the gym…..again. 😭	{'place_id': '00c39537733fa112'}
2021-06-05T16:47:49.000Z	1401219217752563715	So the lawn mower isn’t charged. 🥲Lemme just go to the gym and then come back and do the lawn	{'place_id': '559cf1d51980ff42'}
2021-06-05T16:41:23.000Z	1401217597547352073	Man I give up yc , I’ll just go shopping !	{'place_id': '011add077f4d2da3'}
2021-06-05T16:39:06.000Z	1401217022063677442	Alright let’s get this wedding done 	{'place_id': '01a9a39529b27f36'}
2021-06-05T16:27:43.000Z	1401214158415306756	Why would I ever put on my waist trainer in this heat to go shopping?! 😩	{'place_id': '01a9a39529b27f36'}
2021-06-05T16:19:10.000Z	1401212007840456707	Yeah I’m excited to see  in her wedding dress, but man, she’s about to walk downstairs with an  jersey on soon 🤠	{'place_id': '011add077f4d2da3'}
2021-06-05T15:31:55.000Z	1401200117596758016	My brother really dragging me to the gym like if I’m not hung over	{'place_id': 'e4faa50d904ab815'}
2021-06-05T15:05:06.000Z	1401193366109446148	My homie gonna be at the Yankees game today and then after Billy’s, but I got a wedding to be at so 🥲	{'place_id': '01a9a39529b27f36'}
2021-06-05T14:30:33.000Z	1401184674043547648	I’ll be inviting my entire nail salon to my wedding one day! I love them	{'place_id': '0a0a7f97d9e6791d'}
2021-06-05T14:30:20.000Z	1401184619865817096	I wana go on a date to Jamaica	{'place_id': '002e24c6736f069d'}
2021-06-05T14:21:10.000Z	1401182310444240896	The best part about last nights wedding was that brides energy. Every time the DJ tried to play some extra spanish music or reggae she sent me to request more   😂	{'place_id': '00c39537733fa112'}
2021-06-05T12:31:41.000Z	1401154761341255680	 Never went on a date until my current boyfriend asked me lol	{'place_id': '678ee96b4c223ba2'}
2021-06-05T12:27:58.000Z	1401153823721275393	Happy Wedding Day to the AMAZING  !! May this day be filled with love & joy!! 💕💍 	{'place_id': '684ceb6509d97b6c'}
2021-06-05T11:01:03.000Z	1401131948714639363	me explaining the events around  & I’s wedding 	{'place_id': '01a9a39529b27f36'}
2021-06-05T10:00:52.000Z	1401116806664892416	 Daily inspiration for  Coral and Navy Wedding at the Santa Barbara Historical Museum  	{'coordinates': {'type': 'Point', 'coordinates': [-74.0007613, 40.7207559]}, 'place_id': '01a9a39529b27f36'}
2021-06-05T08:47:05.000Z	1401098236786585603	CAnt wait until I’m at this wedding and I’m falling asleep Bc I slept way to early last night	{'place_id': 'cd13d7c07e4e78e7'}
2021-06-05T08:12:48.000Z	1401089611259158531	BBC News  wedding dress going on display at Kensington Palace   	{'place_id': '01a9a39529b27f36'}
2021-06-05T07:02:25.000Z	1401071897966698500	about to poke me head out my bedroom window tell the straight girls who are crying and yelling on the sidewalk one floor down from the window rn to shut the Fuck up i have a Lesbean wedding upstate to drive to in the morning and it is pride month faggot bitches	{'place_id': '01a9a39529b27f36'}
2021-06-05T04:50:05.000Z	1401038593758535681	 Wedding is tomorrow, I just found that out today and realized she didn't	{'place_id': '01a9a39529b27f36'}
2021-06-05T04:49:11.000Z	1401038367928815624	 I didn't know the date. It was never mentioned. My grandma told me today the wedding is tomorrow	{'place_id': '01a9a39529b27f36'}
2021-06-05T03:36:53.000Z	1401020174619324419	 The exact reason I had to stop going to the gym. I be so damn wet	{'place_id': '002e24c6736f069d'}
2021-06-05T03:24:46.000Z	1401017123426742279	 you tryna go to the gym at 0am	{'place_id': '002e24c6736f069d'}
2021-06-05T03:13:22.000Z	1401014254275379200	The only day I close my exercise rings are the days I don’t go to the gym but I realized it’s because when I come home from the gym I take my watch off 😭	{'place_id': '23a06e5cc6d83009'}
2021-06-05T02:55:41.000Z	1401009804072550400	A Reason to return to the movies... what a suprise    @ AMC Loews 	{'coordinates': {'type': 'Point', 'coordinates': [-73.50310228, 40.72815998]}, 'place_id': '364a45c10832ed51'}
2021-06-05T02:17:15.000Z	1401000130531241988	They even invited Fanny to the wedding. How gracious of them. 	{'place_id': '01a9a39529b27f36'}
2021-06-05T02:05:49.000Z	1400997255759470595	 I’ve had 0 engagement rings, one wedding ring and now I think it’s time to just have an “IM COMMITTED TO MYSELF FUCK OFF” ring 💍 💅🏻	{'place_id': '01a9a39529b27f36'}
2021-06-05T01:46:21.000Z	1400992356938223622	brought wine to a party. does this finally mean i’m an adult?	{'place_id': '01a9a39529b27f36'}
2021-06-05T01:41:03.000Z	1400991021828395009	If you’ve ever been to a bar, you know exactly how COVID happened. MEN “washing” their hands…	{'place_id': '01a9a39529b27f36'}
2021-06-05T01:32:32.000Z	1400988879373619207	Hi yes I’m into torturing myself so this week I went back to the gym after several weeks off (DOMS af), moved apts by myself (no elevator, 0rd floor apts), and this weekend I’m working two 0 hour vaxx site shifts so yeah 	{'place_id': '011add077f4d2da3'}
2021-06-05T01:20:26.000Z	1400985833264529409	As some NYers are able to take advantage of eating out in the new street cafes, other NYers are using the park, which will soon be buried for years on end, for gatherings and celebrations …	{'place_id': '01a9a39529b27f36'}
2021-06-05T00:30:18.000Z	1400973218958172160	 forrest point! but i know the bartender from the wilky (rip) and he and i bonded over the wedding present a while ago	{'place_id': '011add077f4d2da3'}
2021-06-05T00:21:51.000Z	1400971091569430532	Worked, Went to the gym, Ate, Smoked and now Chillax 🌿💯🙏🏽🧠💪🏽❤	{'place_id': '3e5747ad4b36ff72'}
2021-06-05T00:14:42.000Z	1400969291097427969	All of these movies/shoots were filmed at my old boarding school in Philly. When I saw Bradley Cooper, 0 year old me said “I thought you were hilarious in Wedding Crashers but I feel like no one noticed it” smh 🤦🏾‍♀️ 	{'place_id': '011add077f4d2da3'}
2021-06-06T23:57:28.000Z	1401689729935028225	 No.Few people were going to church at all 0 years ago	{'place_id': '4bfbb13bd35cf5e0'}
